depth_mm,evaluated_voxels,voxel_difference_noise_RMS_pp,observed_voxel_difference_RMS_percent,central_peak_TOPAS_SE_percent,central_peak_GPU_SE_percent,central_peak_ratio_SE_pp,central_peak_CI95_half_width_pp,adjacent_valleys_TOPAS_SE_percent,adjacent_valleys_GPU_SE_percent,adjacent_valleys_ratio_SE_pp,adjacent_valleys_CI95_half_width_pp,inner_field_peaks_TOPAS_SE_percent,inner_field_peaks_GPU_SE_percent,inner_field_peaks_ratio_SE_pp,inner_field_peaks_CI95_half_width_pp,inner_field_valleys_TOPAS_SE_percent,inner_field_valleys_GPU_SE_percent,inner_field_valleys_ratio_SE_pp,inner_field_valleys_CI95_half_width_pp
2.625,385,4.923456359682967,5.170467505410227,0.3779598109789824,0.2563295257215059,0.46096640569710295,1.1664355276088547,1.070825244628892,0.7948552274621226,1.3283351920314181,3.317510122433628,0.10136472925964025,0.23006162505550884,0.2540314107616822,0.6971177507313376,0.37576175621246,0.9407309843716318,1.0077003673129645,2.8165693059098382
2.875,385,4.96120054186579,5.00975245989957,0.3965250794226939,0.18174130905193067,0.43990085347821106,1.198005015519219,0.8709046479830584,0.700082395179315,1.1176141968312592,2.7656198955760467,0.08450978233784256,0.24012048036119063,0.25720159229310496,0.7347945680826794,0.5784121369068941,1.0500833676337176,1.1941299002396306,3.136672158913536
3.125,386,5.070407377634293,4.96557597669905,0.3757109619147951,0.19520656606768128,0.4276445884556959,1.1362366470263483,1.0800531053797044,1.1863624862308626,1.5987453815159651,3.920313087838554,0.10038061694705532,0.23288952221968617,0.2565070791097129,0.7068715073293708,0.5294233129268289,1.2979249737187781,1.3878078295266427,3.8641396720948435
3.375,385,4.95559492196479,5.022064162551882,0.32146953163269215,0.13450455712281884,0.35206650439634696,0.9756598032508849,1.0801914312497976,0.9331725465260177,1.411462106100594,3.4714677127748423,0.10107978952536505,0.2469018723547546,0.2699592696724653,0.7511544216538901,0.44463145018254424,1.0652144689335528,1.1422261758113772,3.1667885113699326
3.625,385,4.996288636749171,5.181207508413553,0.29963035484706246,0.24075176100515852,0.3877947569694353,0.959670296702903,1.1688276264960737,1.3282253492377643,1.7501822060731593,4.299380931678544,0.10211901295699892,0.24686176822590794,0.270240015677235,0.7504900928201194,0.4931422599131928,0.9388147092093199,1.0454072637662093,2.771632792946987
3.875,385,5.093781745734663,4.8318212458997545,0.26693268494336037,0.13151748758461604,0.30040824674807,0.8065848125901185,1.4865912372116086,0.7825247714315962,1.6530710509421211,4.380885404134673,0.08521990324956942,0.23684883978822138,0.25449596119599094,0.7244169746760516,0.703433045928786,0.863703296806644,1.096721541276135,2.7104619361612032
4.125,385,5.090451998133522,4.895352792023158,0.3347969388339878,0.11683007360882053,0.35868893183946865,1.0261559265774947,1.2559081472102955,0.802508870859266,1.462791520957885,3.7382067706981914,0.09533557041332706,0.26436223544448556,0.2840312183192323,0.8081818540801815,0.46387571086800616,1.084794439169032,1.1580155991695273,3.1960155404732546
4.375,385,5.047947521920792,4.964682840405581,0.3468283399994164,0.15064821116037722,0.3819728744681977,1.0510807826932733,0.683982273829257,0.7431300325434235,0.9916474569540118,2.4305071751892657,0.08159873293223323,0.30248957928134157,0.31672261248881023,0.9395411959615179,0.21074213161739985,1.0875600691448277,1.089283978401874,3.333714738457369
4.625,385,4.966765532486484,4.858116610978657,0.4146824256858759,0.1109474597291315,0.43339961475024474,1.286912312903707,0.48481327755699993,0.6877468610065522,0.8261735718018346,2.078231899300864,0.07229878818548144,0.26483895610908315,0.2775922414483243,0.8222832918414269,0.17424102354948048,0.8060040586902444,0.8095363225186744,2.456327961690223
4.875,386,5.03414595676145,5.14169200646891,0.3866402990869308,0.165727616796058,0.4241321239250623,1.1700379111781045,1.0533628720582002,0.9413841314940304,1.3898833010041365,3.411275243164518,0.06450651125045889,0.2651403540135868,0.2757073878067854,0.8273019754277207,0.37598780690141625,0.6352876417250117,0.724061629089933,1.8760685434680195
5.125,385,4.964326479113039,5.2658455826479,0.3021328046503652,0.2637280105415575,0.40509420341046887,0.9956330121320207,0.7220844730197492,0.7579012691582764,1.033994304859683,2.531528716475948,0.05697098043477615,0.2604977030292103,0.26959690020764604,0.8172006170422443,0.14814444058696963,0.6002795163503163,0.6067019162555312,1.8177981060084565
5.375,386,4.8949958215607845,5.341050118881187,0.3136087981986907,0.17895197388971407,0.3647509070262533,0.9516148288609102,0.6590102961716002,0.9972646354534145,1.189919537533784,3.0236577664356616,0.011788131346449111,0.2836170440077506,0.28705939363978156,0.9117742094720169,0.3577527884128154,0.6041144517957705,0.6941575470683191,1.7983851247687839
5.625,386,4.837935778499879,5.4024042809055635,0.2316485772939233,0.15660956918897648,0.28219494522525074,0.7144262170354395,0.5774478558520271,1.065598069941524,1.2183152295192443,3.210392853609031,0.02712062861501182,0.2890998577708994,0.29338052802057907,0.9245987235184195,0.31156073250061134,0.4233033601826049,0.5219532755807267,1.3050326009193671
5.875,384,4.829491991546003,5.365959943882896,0.1890678637525715,0.25742288322652374,0.32222619042906353,0.8058860578978662,0.7757902564202607,1.4711421830584337,1.6766659779147348,4.4418404102558595,0.07056846318283937,0.30103111615481065,0.3125857102461918,0.941455006214929,0.5021826352514339,0.6996710575811698,0.8611127475686579,2.160490389654512
6.125,384,4.913223251646487,5.092960463024526,0.2081246923012192,0.17695837592352548,0.27526545356140003,0.6777953102489082,0.97235197362923,1.5947954691696118,1.8597768320083783,4.792436973876969,0.07311768642548747,0.28362799481579093,0.2961576858826786,0.8831562326674761,0.6495445761257806,0.820982147698035,1.0385996100140575,2.5743194258648305
6.375,384,5.002724712645991,5.044391718088075,0.30532209885915174,0.14719253315188055,0.34213936870890144,0.9225839838197031,0.5904138770672492,0.7183162579816894,0.9161034719688379,2.262151435233526,0.03241624098917087,0.2933291554107016,0.2982316405511144,0.9364334467987443,0.5906019558042317,0.6849959176739774,0.8932437243606184,2.1972191124073417
6.625,384,5.001378956053714,4.963565179625282,0.20046981337292297,0.15170198524077655,0.2540055918081344,0.6328261390608798,0.7135097343133189,0.6451725207500193,0.9601705529308456,2.3551985095000445,0.08005733400412413,0.2831239717771232,0.2976270105180213,0.8777880864236439,0.6212550176945283,0.5453204607981708,0.818048493603426,2.0098749902278352
6.875,384,4.914072978178656,5.032001735850509,0.20537194201796735,0.13754112011990646,0.24952636312142445,0.6326771212976716,0.5620349822766258,1.1735676187211779,1.3117286388512375,3.541704893757027,0.09195637972031276,0.24243457292903833,0.2621217019852162,0.739426489230351,0.37683558043125015,0.7010933626519585,0.7946799276957233,2.0974096661853934
7.125,385,4.903573522392282,4.73611809838684,0.2404311158625574,0.20391507117385937,0.3190161080023755,0.7856753447304881,0.6477687214886856,1.1333966074804736,1.302507468950295,3.397140069011281,0.09480951972912803,0.2436753764627978,0.2642497398292485,0.7420890695865962,0.4163077379167993,0.7138420420817857,0.82065956219082,2.1322268057003786
7.375,383,4.9163426623978905,4.82648948151408,0.2864247163546245,0.18199664535689014,0.3438470830193603,0.8795673044527148,0.6879254040037754,1.1885152721752386,1.3633750691919087,3.547350198578503,0.08991925240100278,0.21714973565538334,0.23764670018905634,0.6598499973291257,0.30656020185788846,0.5756527605363946,0.6470672098575042,1.7109139967961102
7.625,383,4.936947006270435,5.151463732618782,0.3200115865946206,0.2121719726243778,0.38887299500803063,0.9876103134251542,0.8598385576511735,0.8640223489165442,1.2051931501639679,2.9490182444877657,0.06776320242761479,0.20466738349625418,0.21787711501973744,0.6285084589769793,0.62307250988602,0.5021726132766394,0.7912578963610174,1.95751665919647
7.875,384,4.926897556706971,5.198569990746068,0.31579672650370205,0.20213019994438503,0.37964555411480555,0.9699133423419298,0.9176292901422415,0.8187805081869562,1.2047400266120805,2.9571203111830755,0.08296409282310836,0.20193253059964988,0.22061705488379516,0.6134579016978265,0.16951694945130721,0.7818537277838917,0.7939184824360361,2.408331705651042
