event_id,context,E_total_MeV,range_mm,dedx_MeV_mm,inverse_MeV,true_step_mm
51,0,0.20458057593856702,0.0011185821207010682,350.78535862029378,0.20458071468201683,0.0011072682017846504
52,1,0.20458057593856702,0.0011185821207010682,350.78535862029378,0.20458071468201683,0.0011072682017846504
53,2,0.20458057593856702,0.0006215969300360179,632.33100988662329,0.20458069560034861,0.0006215969300360179
54,0,0.2133784410830368,0.0011316835952819514,360.31416539490721,0.21337844258553573,0.0011178930690210714
55,1,0.2133784410830368,0.0011316835952819514,360.31416539490721,0.21337844258553573,0.0011178930690210714
56,2,0.2133784410830368,0.00062904852946244383,649.29562087883176,0.21337843705872728,0.00062904852946244383
57,0,0.22255465314898318,0.0011445187240223512,370.2071259856844,0.22255478667234499,0.0011280951434908923
58,1,0.22255465314898318,0.0011445187240223512,370.2071259856844,0.22255478667234499,0.0011280951434908923
59,2,0.22255465314898318,0.00063637298383909934,666.96584007069566,0.22255472334062879,0.00063637298383909934
60,0,0.23212548271917155,0.0011570551677039318,380.48199396168582,0.23212554950306891,0.0011378687937505514
61,1,0.23212548271917155,0.0011570551677039318,380.48199396168582,0.23212554950306891,0.0011378687937505514
62,2,0.23212548271917155,0.00064355261089495152,685.35747325790737,0.23212549479722844,0.00064355261089495152
63,0,0.2421079000830344,0.0011692614676135497,391.15790669261168,0.24210795101409396,0.0011472095137170023
64,1,0.2421079000830344,0.0011692614676135497,391.15790669261168,0.24210795101409396,0.0011472095137170023
65,2,0.2421079000830344,0.00065056989542407661,704.46771866310542,0.24210800857834,0.00065056989542407661
66,0,0.25251960532713796,0.0011811049328118775,402.25520819553986,0.2525197931150282,0.0011561121517304892
67,1,0.25251960532713796,0.0011811049328118775,402.25520819553986,0.2525197931150282,0.0011561121517304892
68,2,0.25251960532713796,0.00065740810543785187,724.28699553049159,0.25251991892669118,0.00065740810543785187
69,0,0.26337905971967041,0.0011925508776308808,413.79529703002538,0.26337909295486234,0.0011645703050157572
70,1,0.26337905971967041,0.0011925508776308808,413.79529703002538,0.26337909295486234,0.0011645703050157572
71,2,0.26337905971967041,0.00066405158036501855,744.79783398925383,0.26337913269488805,0.00066405158036501855
72,0,0.274705518444602,0.0012035662882639957,425.80180974461393,0.27470562347154481,0.001172578954446582
73,1,0.274705518444602,0.0012035662882639957,425.80180974461393,0.27470562347154481,0.001172578954446582
74,2,0.274705518444602,0.00067048597873754301,765.980604888009,0.27470555266320501,0.00067048597873754301
75,0,0.28651906474355754,0.0012141158166285712,438.29872113452058,0.28651924426556058,0.0011801313943252329
76,1,0.28651906474355754,0.0012141158166285712,438.29872113452058,0.28651924426556058,0.0011801313943252329
77,2,0.28651906474355754,0.00067669396583925083,787.90807178092621,0.28651916750383455,0.00067669396583925083
78,0,0.2988406455259402,0.0012245027583506951,451.18618593529322,0.29884064623308754,0.0011874580564527088
79,1,0.2988406455259402,0.0012245027583506951,451.18618593529322,0.29884064623308754,0.0011874580564527088
80,2,0.2988406455259402,0.00068265676354469895,810.73736393954562,0.29884064415077366,0.00068265676354469895
81,0,0.31169210851044671,0.0012393200087960723,462.74932514101437,0.31169228525387649,0.0011977273131377399
82,1,0.31169210851044671,0.0012393200087960723,462.74932514101437,0.31169228525387649,0.0011977273131377399
83,2,0.31169210851044671,0.00068835660175978891,834.62247957928059,0.31169233550710806,0.00068835660175978891
84,0,0.32509624096383177,0.00125411209689286,474.60126884386693,0.32509639391406603,0.0012077720112238495
85,1,0.32509624096383177,0.00125411209689286,474.60126884386693,0.32509639391406603,0.0012077720112238495
86,2,0.32509624096383177,0.00069377523578883897,859.52560075944916,0.32509642714556597,0.00069377523578883897
87,0,0.33907681010560947,0.0012688820232484683,486.74010423637719,0.33907682813478429,0.0012176024030856809
88,1,0.33907681010560947,0.0012688820232484683,486.74010423637719,0.33907682813478429,0.0012176024030856809
89,2,0.33907681010560947,0.00069903966868683674,885.13264608441341,0.33907682235798831,0.00069903966868683674
90,0,0.35365860525033493,0.001283634472652174,499.1630457006072,0.35365883475003068,0.0012272292699160611
91,1,0.35365860525033493,0.001283634472652174,499.1630457006072,0.35365883475003068,0.0012272292699160611
92,2,0.35365860525033493,0.00070710640991698869,907.53967991793274,0.35365883232807976,0.00070710640991698869
93,0,0.36886748176218931,0.0012983728458289166,511.86479111420704,0.36886757671809534,0.0012366619745082146
94,1,0.36886748176218931,0.0012983728458289166,511.86479111420704,0.36886757671809534,0.0012366619745082146
95,2,0.36886748176218931,0.00071515995514618181,930.38723063630403,0.36886758401420394,0.00071515995514618181
96,0,0.38473040689980559,0.0013131040487223912,524.83973250588758,0.38473048662970083,0.0012459115586226435
97,1,0.38473040689980559,0.0013131040487223912,524.83973250588758,0.38473048662970083,0.0012459115586226435
98,2,0.38473040689980559,0.00072320475431289673,953.88861421232116,0.38473046757986606,0.00072320475431289673
99,0,0.40127550763262337,0.0013278353239617583,538.08025633685975,0.40127576115371366,0.0012549886403950049
100,1,0.40127550763262337,0.0013278353239617583,538.08025633685975,0.40127576115371366,0.0012549886403950049
101,2,0.40127550763262337,0.00073124503920171202,978.0883936078925,0.40127571575796805,0.00073124503920171202
102,0,0.41853212051355781,0.0013425739982438161,551.57638501414237,0.41853215188295445,0.001263903288112651
103,1,0.41853212051355781,0.0013425739982438161,551.57638501414237,0.41853215188295445,0.001263903288112651
104,2,0.41853212051355781,0.00073928046465509493,1002.7924369770172,0.41853213836308056,0.00073928046465509493
105,0,0.43653084369641254,0.0013573238317943,565.32081313831361,0.43653100266016404,0.0012726629085867277
106,1,0.43653084369641254,0.0013573238317943,565.32081313831361,0.43653100266016404,0.0012726629085867277
107,2,0.43653084369641254,0.00074732208004178865,1027.7547090593775,0.43653104604026866,0.00074732208004178865
108,0,0.45530359119026997,0.0013721042566864771,579.29623637953193,0.45530382540399017,0.0012812835924020354
109,1,0.45530359119026997,0.0013721042566864771,579.29623637953193,0.45530382540399017,0.0012812835924020354
110,2,0.45530359119026997,0.00075537446224261523,1052.9938136323601,0.45530388712058234,0.00075537446224261523
111,0,0.47488364944705996,0.001386925518665934,593.48803622682215,0.47488364860591342,0.0012897752250978869
112,1,0.47488364944705996,0.001386925518665934,593.48803622682215,0.47488364860591342,0.0012897752250978869
113,2,0.47488364944705996,0.00076344491478281379,1078.7178846828053,0.47488364421635526,0.00076344491478281379
114,0,0.49530573638264219,0.0014018032799025791,607.87977533257504,0.49530596322075249,0.0012981501566365805
115,1,0.49530573638264219,0.0014018032799025791,607.87977533257504,0.49530596322075249,0.0012981501566365805
116,2,0.49530573638264219,0.00077154216537852994,1105.1222704866984,0.49530584023242635,0.00077154216537852994
117,0,0.51660606293605515,0.0014167519769896033,622.45097441399867,0.51660623723202581,0.0013064193345574298
118,1,0.51660606293605515,0.0014167519769896033,622.45097441399867,0.51660623723202581,0.0013064193345574298
119,2,0.51660606293605515,0.00077967212938059448,1132.1023637872715,0.51660613737455074,0.00077967212938059448
120,0,0.53882239727608405,0.0014317897981916022,637.18001469353817,0.53882242373415912,0.0013145950905242862
121,1,0.53882239727608405,0.0014317897981916022,637.18001469353817,0.53882242373415912,0.0013145950905242862
122,2,0.53882239727608405,0.00078784181201912713,1159.4332478272611,0.53882246546961676,0.00078784181201912713
123,0,0.56199413176899315,0.0014469372315942875,652.04313652080998,0.56199438791097589,0.0013226902385933793
124,1,0.56199413176899315,0.0014469372315942875,652.04313652080998,0.56199438791097589,0.0013226902385933793
125,2,0.56199413176899315,0.00079605994445034248,1186.9750173547982,0.5619945040418326,0.00079605994445034248
126,0,0.5861623528261658,0.0014622144078559652,667.01245999311118,0.58616244534570927,0.0013307166316655283
127,1,0.5861623528261658,0.0014622144078559652,667.01245999311118,0.58616244534570927,0.0013307166316655283
128,2,0.5861623528261658,0.000804336525019003,1214.8339996046559,0.58616251212978099,0.000804336525019003
129,0,0.61136991375549998,0.0014776464012761935,682.05964496065621,0.61136999310699613,0.0013386879359697775
130,1,0.61136991375549998,0.0014776464012761935,682.05964496065621,0.61136999310699613,0.0013386879359697775
131,2,0.61136991375549998,0.00081268409686985419,1243.1900625914795,0.61136987847433033,0.00081268409686985419
132,0,0.63766151074573507,0.0014932591616206598,697.15278291342531,0.63766174323351277,0.0013466174090712979
133,1,0.63766151074573507,0.0014932591616206598,697.15278291342531,0.63766174323351277,0.0013466174090712979
134,2,0.63766151074573507,0.00082111240585850819,1272.1200618190458,0.63766154704487343,0.00082111240585850819
