# ORACLE_STATUS VALID_ACTIVE_C12_STEP_CONTEXT
# g4_version $Name: geant4-11-03-patch-02 [MT]$
# physics_list G4EmStandardPhysics_option4
# extraction_stage actual_C12_first_step_before_EndTracking
# range_source active_UrbanMsc_GetRange_bound_ionIoni_GetRange
# inverse_source active_UrbanMsc_GetEnergy_and_ionIoni_GetKineticEnergy
# dedx_source active_UrbanMsc_GetDEDX_bound_ionIoni_GetDEDX_restricted
# particle C12_Z6_A12_charge6
# material G4_Cu
# material_couple_index 3
# region copper_region
# production_cut_mm 0.05
# material_composition_mass_fraction Cu:1
# density_g_per_cm3 8.96
# mean_excitation_energy_eV 322
# zeff 29
# radlen_mm 14.3558
# grid logarithmic nodes=40001 total_MeV=0.1..4800.12
# energy_MeVu,energy_total_MeV,loss_range_mm,restricted_dedx_MeV_per_mm,inverse_residual_MeV
0.0083333333333333332,0.10000000000000001,0.00046471197692238552,430.49300097215081,-1.800576286681288e-08
0.0083355792570313555,0.10002695108437627,0.00046477458103154692,430.55078094828451,-1.7967529103435353e-08
0.0083378257860301716,0.10005390943236206,0.0004648371935237025,430.60857059086339,-1.7930866860749184e-08
0.0083400729204929133,0.10008087504591495,0.0004648998143993391,430.66636992327312,-1.7895787449151435e-08
0.0083423206605827572,0.10010784792699308,0.00046496244365894522,430.72417896893637,-1.7862301499027566e-08
0.0083445690064629305,0.10013482807755517,0.00046502508130301081,430.7819977513127,-1.7830419155040467e-08
0.0083468179582966984,0.10016181549956038,0.00046508772733202728,430.83982629389868,-1.7800149715307967e-08
0.0083490675162473747,0.10018881019496849,0.00046515038174648729,430.897664620228,-1.7771502131003203e-08
0.0083513176804783096,0.10021581216573971,0.00046521304454688535,430.95551275387129,-1.7744484437365315e-08
0.0083535684511529072,0.10024282141383489,0.00046527571573371711,431.01337071843619,-1.7719104225544235e-08
0.0083558198284346078,0.1002698379412153,0.00046533839530747971,431.07123853756769,-1.7695368420556079e-08
0.0083580718124869006,0.10029686174984281,0.00046540108326867185,431.12911623494784,-1.767328326740536e-08
0.0083603244034733126,0.10032389284167975,0.00046546377961779355,431.18700383429592,-1.7652854455985079e-08
0.0083625776015574232,0.10035093121868909,0.00046552648435534664,431.24490135936833,-1.7634086954543271e-08
0.0083648314069028513,0.10037797688283422,0.00046558919748183408,431.3028088339592,-1.7616985106827521e-08
0.0083670858196732596,0.10040502983607912,0.00046565191899776035,431.36072628189959,-1.7601552715351687e-08
0.0083693408400323573,0.10043209008038828,0.00046571464890363167,431.4186537270582,-1.75877928193513e-08
0.0083715964681438902,0.10045915761772668,0.00046577738719995527,431.47659119334094,-1.7575707889072589e-08
0.0083738527041716613,0.10048623245005994,0.0004658401338872404,431.5345387046915,-1.7565299714750182e-08
0.00837610954827951,0.10051331457935411,0.00046590288896599741,431.59249628509082,-1.7556569517629406e-08
0.0083783670006313156,0.10054040400757579,0.0004659656524367383,431.65046395855751,-1.7549517686288318e-08
0.0083806250613910113,0.10056750073669213,0.00046602842429997667,431.70844174914799,-1.7544144137460194e-08
0.0083828837307225647,0.10059460476867077,0.00046609120455622723,431.76642968095581,-1.7540448149500065e-08
0.0083851430087899977,0.10062171610547997,0.00046615399320600666,431.82442777811286,-1.7538428168095699e-08
0.008387402895757368,0.10064883474908842,0.00046621679024983284,431.88243606478824,-1.7538082167090074e-08
0.0083896633917887823,0.10067596070146539,0.00046627959568822531,431.94045456518916,-1.7539407343170055e-08
0.0083919244970483906,0.10070309396458069,0.00046634240952170508,431.99848330356048,-1.7542400324033203e-08
0.0083941862117003826,0.1007302345404046,0.00046640523175079453,432.05652230418491,-1.7547056987976539e-08
0.0083964485359090003,0.100757382430908,0.0004664680623760177,432.11457159138325,-1.7553372644307785e-08
0.0083987114698385237,0.10078453763806228,0.00046653090139790022,432.17263118951405,-1.7561341839056333e-08
0.0084009750136532797,0.10081170016383936,0.000466593748816969,432.23070112297393,-1.7570958632528999e-08
0.0084032391675176402,0.10083887001021169,0.00046665660463375287,432.28878141619771,-1.7582216113587457e-08
0.008405503931596019,0.10086604717915222,0.00046671946884878162,432.34687209365785,-1.759510703802647e-08
0.0084077693060528747,0.10089323167263449,0.00046678234146258705,432.40497317986552,-1.7609623259584595e-08
0.0084100352910527129,0.10092042349263255,0.00046684522247570243,432.46308469936974,-1.7625756021377725e-08
0.0084123018867600791,0.10094762264112095,0.00046690811188866216,432.52120667675746,-1.7643495997532455e-08
0.0084145690933395672,0.10097482912007481,0.00046697100970200276,432.5793391366546,-1.7662832987874744e-08
0.008416836910955813,0.10100204293146975,0.000467033915916262,432.63748210372461,-1.7683756264874617e-08
0.0084191053397734989,0.10102926407728199,0.00046709683053197909,432.69563560266977,-1.7706254407112709e-08
0.0084213743799573491,0.10105649255948819,0.00046715975354969495,432.75379965823078,-1.7730315271524688e-08
0.0084236440316721346,0.10108372838006562,0.00046722268496995206,432.81197429518642,-1.7755926021156831e-08
0.008425914295082668,0.10111097154099201,0.00046728562479329437,432.87015953835396,-1.7783073194554966e-08
0.0084281851703538087,0.1011382220442457,0.00046734857302026749,432.92835541258972,-1.78117425531088e-08
0.0084304566576504595,0.10116547989180552,0.00046741152965141836,432.98656194278794,-1.784191931697432e-08
0.0084327287571375684,0.10119274508565082,0.0004674744946872958,433.0447791538819,-1.787358787364024e-08
0.0084350014689801283,0.10122001762776155,0.00046753746812845009,433.10300707084332,-1.7906731916705887e-08
0.0084372747933431722,0.10124729752011807,0.00046760044997543282,433.16124571868255,-1.794133461241465e-08
0.0084395487303917868,0.10127458476470144,0.0004676634402287977,433.21949512244885,-1.7977378197198135e-08
0.0084418232802910918,0.10130187936349309,0.00046772643888909934,433.27775530723028,-1.8014844435643163e-08
0.0084440984432062587,0.10132918131847511,0.00046778944595689449,433.3360262981534,-1.8053714245791497e-08
0.0084463742193025045,0.10135649063163005,0.00046785246143274129,433.39430812038398,-1.8093967879551087e-08
0.0084486506087450841,0.10138380730494101,0.00046791548531719931,433.45260079912663,-1.8135584922696069e-08
0.0084509276116993045,0.10141113134039165,0.00046797851761082987,433.51090435962487,-1.8178544225477822e-08
0.0084532052283305108,0.10143846273996614,0.00046804155831419591,433.56921882716114,-1.8222823916502762e-08
0.0084554834588041004,0.1014658015056492,0.00046810460742786203,433.62754422705711,-1.8268401444365701e-08
0.008457762303285505,0.10149314763942606,0.000468167664952394,433.68588058467333,-1.8315253577649848e-08
0.0084600417619402069,0.10152050114328248,0.00046823073088835974,433.74422792540958,-1.8363356266148934e-08
0.0084623218349337368,0.10154786201920483,0.00046829380523632846,433.80258627470488,-1.8412684904545173e-08
0.0084646025224316621,0.10157523026917994,0.00046835688799687104,433.86095565803737,-1.8463213999342365e-08
0.0084668838245996001,0.10160260589519519,0.00046841997917055998,433.91933610092457,-1.8514917488055005e-08
0.0084691657416032101,0.10162998889923852,0.00046848307875796955,433.97772762892316,-1.8567768503285897e-08
0.0084714482736081963,0.10165737928329835,0.00046854618675967529,434.03613026762918,-1.8621739400481729e-08
0.0084737314207803081,0.1016847770493637,0.00046860930317625459,434.09454404267825,-1.8676802021611039e-08
0.0084760151832853434,0.10171218219942411,0.00046867242800828647,434.15296897974525,-1.8732927320463943e-08
0.0084782995612891366,0.10173959473546963,0.00046873556125635147,434.21140510454478,-1.8790085501430021e-08
0.008480584554957574,0.10176701465949088,0.00046879870292103196,434.26985244283048,-1.8848246144398395e-08
0.008482870164456582,0.10179444197347898,0.00046886185300291168,434.32831102039609,-1.89073780243465e-08
0.0084851563899521355,0.10182187667942562,0.00046892501150257615,434.38678086307488,-1.8967449263995739e-08
0.0084874432316102508,0.101849318779323,0.00046898817842061258,434.44526199673953,-1.9028427125644676e-08
0.0084897306895969898,0.10187676827516388,0.00046905135375760964,434.50375444730253,-1.9090278247091419e-08
0.0084920187640784624,0.10190422516894154,0.00046911453751415766,434.56225824071623,-1.9152968558366901e-08
0.0084943074552208172,0.10193168946264981,0.00046917772969084901,434.62077340297287,-1.9216463101323633e-08
0.0084965967631902561,0.10195916115828307,0.00046924093028827735,434.67929996010429,-1.9280726251680314e-08
0.0084988866881530144,0.10198664025783617,0.00046930413930703789,434.73783793818222,-1.9345721691266249e-08
0.008501177230275386,0.10201412676330462,0.00046936735674772776,434.79638736331867,-1.9411412338632417e-08
0.0085034683897236927,0.10204162067668431,0.00046943058261094572,434.85494826166513,-1.9477760265784738e-08
0.0085057601666643171,0.10206912199997181,0.00046949381689729213,434.91352065941351,-1.9544726920228683e-08
0.00850805256126368,0.10209663073516416,0.0004695570596073689,434.97210458279568,-1.961227300006918e-08
0.0085103455736882435,0.10212414688425893,0.00046962031074177977,435.03070005808354,-1.968035830135495e-08
0.0085126392041045221,0.10215167044925427,0.0004696835703011303,435.08930711158928,-1.9748942037267625e-08
0.0085149334526790684,0.10217920143214881,0.00046974683828602723,435.14792576966516,-1.9817982574443782e-08
0.0085172283195784834,0.1022067398349418,0.00046981011469707934,435.20655605870394,-1.9887437557875032e-08
0.0085195238049694134,0.10223428565963295,0.00046987339953489735,435.2651980051383,-1.9957263827641292e-08
0.0085218199090185496,0.10226183890822259,0.00046993669280009324,435.32385163544154,-2.0027417502177514e-08
0.0085241166318926215,0.10228939958271147,0.00046999999449328077,435.38251697612719,-2.009785393664032e-08
0.008526413973758416,0.102316967685101,0.00047006330461507535,435.44119405374948,-2.0168527695152427e-08
0.0085287119347827543,0.10234454321739306,0.00047012662316609432,435.49988289490278,-2.0239392578558224e-08
0.0085310105151325064,0.10237212618159008,0.00047018995014695648,435.55858352622232,-2.0310401638301556e-08
0.008533309714974591,0.1023997165796951,0.00047025328555828244,435.61729597438358,-2.038150716254794e-08
0.008535609534475963,0.10242731441371156,0.00047031662940069446,435.6760202661028,-2.0452660592917837e-08
0.0085379099738036295,0.10245491968564356,0.00047037998167481657,435.73475642813696,-2.0523812691020105e-08
0.0085402110331246391,0.10248253239749568,0.00047044334238127445,435.7935044872836,-2.059491339967412e-08
0.0085425127126060891,0.10251015255127308,0.00047050671152069559,435.85226447038127,-2.066591189842093e-08
0.00854481501241512,0.10253778014898143,0.00047057008909370915,435.91103640430896,-2.0736756492500952e-08
0.0085471179327189124,0.10256541519262695,0.00047063347510094598,435.96982031598662,-2.0807394876531937e-08
0.0085494214736846989,0.10259305768421639,0.00047069686954303864,436.02861623237538,-2.0877773773686492e-08
0.0085517256354797552,0.10262070762575706,0.00047076027242062157,436.087424180477,-2.094783922712562e-08
0.0085540304182714025,0.10264836501925684,0.00047082368373433081,436.14624418733433,-2.1017536530609782e-08
0.0085563358222270035,0.10267602986672404,0.00047088710348480397,436.20507628003105,-2.1086810117476595e-08
0.0085586418475139692,0.10270370217016762,0.0004709505316726808,436.26392048569232,-2.115560358839641e-08
0.0085609484942997579,0.10273138193159709,0.00047101396829860259,436.32277683148419,-2.1223859850150184e-08
0.0085632557627518657,0.10275906915302238,0.00047107741336321229,436.38164534461373,-2.1291520921340457e-08
0.0085655636530378408,0.10278676383645409,0.0004711408668671546,436.44052605232952,-2.1358528098924801e-08
0.008567872165325275,0.1028144659839033,0.00047120432881107621,436.49941898192111,-2.1424821861071308e-08
0.0085701812997818049,0.10284217559738165,0.00047126779919562541,436.55832416071979,-2.1490341783891864e-08
0.008572491056575109,0.1028698926789013,0.00047133127802145207,436.61724161609766,-2.1555026818997902e-08
0.0085748014358729141,0.10289761723047497,0.00047139476528920802,436.67617137546853,-2.1618814960433497e-08
0.0085771124378429958,0.10292534925411595,0.00047145826099954702,436.73511346628777,-2.1681643466719969e-08
0.0085794240626531678,0.10295308875183801,0.00047152176515312426,436.79406791605197,-2.1743448722078007e-08
0.0085817363104712923,0.10298083572565551,0.000471585277750597,436.85303475229949,-2.1804166389083335e-08
0.0085840491814652784,0.10300859017758333,0.00047164879879262392,436.91201400261002,-2.1863731242133255e-08
0.0085863626758030751,0.10303635210963689,0.00047171232827986569,436.97100569460503,-2.1922077333980106e-08
0.0085886767936526835,0.10306412152383221,0.00047177586621298487,437.03000985594787,-2.1979137745931077e-08
0.0085909915351821461,0.10309189842218576,0.00047183941259264575,437.08902651434317,-2.2034844837648393e-08
0.0085933069005595542,0.10311968280671464,0.0004719029674195143,437.14805569753781,-2.2089130122249223e-08
0.0085956228899530373,0.10314747467943644,0.00047196653069425822,437.20709743332009,-2.2141924363450194e-08
0.0085979395035307733,0.10317527404236929,0.00047203010241754728,437.26615174952042,-2.2193157353522786e-08
0.0086002567414609921,0.1032030808975319,0.00047209368259005288,437.32521867401107,-2.2242758135337937e-08
0.0086025746039119586,0.10323089524694351,0.00047215727121244807,437.38429823470625,-2.2290654974610469e-08
0.0086048930910519929,0.10325871709262391,0.00047222086828540807,437.44339045956224,-2.2336775193365632e-08
0.00860721220304945,0.10328654643659341,0.00047228447380960955,437.50249537657726,-2.2381045433617075e-08
0.0086095319400727403,0.10331438328087289,0.00047234808778573136,437.56161301379177,-2.2423391241033208e-08
0.0086118523022903123,0.10334222762748375,0.00047241171021445371,437.62074339928813,-2.246373760617093e-08
0.0086141732898706632,0.10337007947844797,0.000472475341096459,437.67988656119132,-2.2502008534264206e-08
0.0086164949029823353,0.10339793883578803,0.00047253898043243125,437.73904252766812,-2.2538127197879732e-08
0.008618817141793916,0.103425805701527,0.00047260262822305645,437.79821132692797,-2.2572015923039146e-08
0.0086211400064740377,0.10345368007768846,0.0004726662844690224,437.8573929872224,-2.2603596189219033e-08
0.0086234634971913814,0.10348156196629657,0.00047272994917101866,437.91658753684538,-2.2632788657106495e-08
0.0086257876141146664,0.103509451369376,0.00047279362232973657,437.97579500413354,-2.2659513140843579e-08
0.0086281123574126657,0.10353734828895199,0.00047285730394586953,438.03501541746556,-2.268368851088276e-08
0.0086304377272541904,0.10356525272705029,0.00047292099402011242,438.09424880526291,-2.2705232971542699e-08
0.0086327637238081054,0.10359316468569726,0.00047298469255316236,438.15349519598982,-2.2724063616919032e-08
0.0086350903472433155,0.10362108416691979,0.00047304839954571834,438.21275461815281,-2.2740096847218005e-08
0.0086374175977287689,0.10364901117274522,0.00047311211499848061,438.2720271003011,-2.2753248188345232e-08
0.0086397454754334642,0.10367694570520157,0.00047317583891215187,438.33131267102698,-2.276343231966127e-08
0.0086420739805264431,0.10370488776631732,0.00047323957128743655,438.39061135896503,-2.2770562935203742e-08
0.0086444031131767962,0.10373283735812155,0.00047330331212504082,438.44992319279311,-2.2774552993487518e-08
0.0086467328735536537,0.10376079448264384,0.00047336706142567291,438.50924820123157,-2.2775314453826745e-08
0.0086490632618261981,0.10378875914191438,0.00047343081919004262,438.56858641304382,-2.277275858164618e-08
0.0086513942781636499,0.10381673133796379,0.00047349458541886186,438.62793785703627,-2.2766795629292069e-08
0.0086537259227352833,0.10384471107282339,0.00047355836011284439,438.68730256205833,-2.275733503032118e-08
