depth_mm,row_energy_relative,peak_relative,valley_relative,PVDR_relative,GPU_FWHM_mm,TOPAS_FWHM_mm,FWHM_relative
19.875,0.001088281280022585,-0.01180920171735933,0.03843881422966988,-0.046112369388468855,0.825122506685064,0.8215422649874382,0.004357951927988157
39.875,-0.004829002560697404,-0.0039478061258362285,0.03693506287333581,-0.03928122453293326,0.8977587819287299,0.9363079528899566,-0.04117146590738974
59.875,0.0031001993114785353,-0.017107644444202874,0.05546204662283394,-0.06285153362859608,1.105129806123706,1.0855961399641925,0.017993492644656772
79.875,-0.003501316325194126,-0.015442375661908203,0.05802315224485022,-0.06718946047302454,1.2918608000607463,1.2762158357067308,0.012258870260257959
99.875,0.0032186092698769375,-0.021038804864883964,0.14233654549270702,-0.13962939176001943,1.4826776740928251,1.517760809158596,-0.023115061908351553
119.875,-0.0030004201039751655,-0.00534844995972561,0.03996717002744865,-0.04142210020169512,1.7076184169375275,1.7554362378996968,-0.02723985065921919
