depth_mm,row_energy_relative,peak_relative,valley_relative,GPU_FWHM_mm,TOPAS_FWHM_mm,FWHM_relative
19.875,0.00037995422141556823,0.02152431939405508,-1.0,0.5052058958485744,0.5083720722797561,-0.006228069171823725
39.875,0.00010890384740380732,0.016982493739379212,-0.014082889216318839,0.5059664578149632,0.5100752997198666,-0.008055363408422278
59.875,6.34305081335107e-05,0.008329401372234813,-1.0,0.5678812731394686,0.5669373140120537,0.0016650149921069168
79.875,0.0001227067091438272,0.002879088120017803,-0.22166950281025677,0.7183830839211108,0.7238816691284194,-0.00759597243832566
99.875,-3.438319848858562e-05,0.004698118017253616,0.18374698168075243,0.988975501215069,0.9747104828164265,0.01463513386808346
119.875,0.00022348576794195552,-0.01786758414442191,0.08678008977631646,1.310900735390452,1.2904263647330596,0.0158663610857237
