energy_MeV_per_u,section_00_mass_xs_per_mm_at_1g_cm3,section_01_mass_xs_per_mm_at_1g_cm3,section_02_mass_xs_per_mm_at_1g_cm3,section_03_mass_xs_per_mm_at_1g_cm3,section_04_mass_xs_per_mm_at_1g_cm3,section_05_mass_xs_per_mm_at_1g_cm3,section_06_mass_xs_per_mm_at_1g_cm3,section_07_mass_xs_per_mm_at_1g_cm3,section_08_mass_xs_per_mm_at_1g_cm3,section_09_mass_xs_per_mm_at_1g_cm3,section_10_mass_xs_per_mm_at_1g_cm3,section_11_mass_xs_per_mm_at_1g_cm3,section_12_mass_xs_per_mm_at_1g_cm3,section_13_mass_xs_per_mm_at_1g_cm3,section_14_mass_xs_per_mm_at_1g_cm3,section_15_mass_xs_per_mm_at_1g_cm3,section_16_mass_xs_per_mm_at_1g_cm3,section_17_mass_xs_per_mm_at_1g_cm3,section_18_mass_xs_per_mm_at_1g_cm3,section_19_mass_xs_per_mm_at_1g_cm3,section_20_mass_xs_per_mm_at_1g_cm3,section_21_mass_xs_per_mm_at_1g_cm3,section_22_mass_xs_per_mm_at_1g_cm3,section_23_mass_xs_per_mm_at_1g_cm3,section_24_mass_xs_per_mm_at_1g_cm3
11,0.00658287,0.0104968,0.0117244,0.0114681,0.0112109,0.0110119,0.010843,0.0105349,0.0102624,0.0104418,0.0100909,0.00969821,0.00935227,0.00906365,0.00877572,0.00849524,0.00821425,0.00798882,0.00780519,0.00758214,0.00740886,0.00723677,0.00706588,0.00695003,0.00340648
12,0.00654559,0.0103583,0.0115628,0.0113115,0.0110592,0.010864,0.0106983,0.0103958,0.0101312,0.0103078,0.00996456,0.00958056,0.00924222,0.00895994,0.00867833,0.00840407,0.00812931,0.00790887,0.00772919,0.0075111,0.00734162,0.00717332,0.00700619,0.00689288,0.00341406
13,0.0065045,0.0102233,0.0114061,0.0111594,0.0109118,0.01072,0.0105574,0.0102603,0.010003,0.0101768,0.00984072,0.00946484,0.00913359,0.00885722,0.00858152,0.00831306,0.0080441,0.00782832,0.00765232,0.00743886,0.00727293,0.00710816,0.00694455,0.00683361,0.00341561
14,0.00646099,0.0100921,0.0112544,0.0110121,0.0107689,0.0105804,0.0104207,0.0101287,0.0098781,0.0100493,0.00971991,0.00935164,0.00902704,0.00875622,0.00848604,0.00822303,0.00795951,0.00774809,0.00757556,0.00736643,0.00720383,0.00704237,0.00688206,0.00677335,0.00341273
15,0.00641602,0.00996498,0.0111077,0.0108696,0.0106306,0.0104452,0.0102883,0.0100011,0.00975677,0.00992541,0.00960237,0.00924127,0.00892293,0.00865733,0.00839237,0.00813448,0.00787609,0.00766878,0.00749952,0.00729446,0.007135,0.00697666,0.00681946,0.00671284,0.00340654
16,0.00637026,0.0098418,0.010966,0.0107318,0.0104968,0.0103144,0.0101601,0.00987742,0.00963905,0.00980526,0.00948819,0.00913387,0.00882145,0.0085608,0.00830077,0.00804771,0.00779417,0.00759075,0.00742457,0.00722338,0.00706688,0.00691149,0.00675722,0.00665258,0.00339788
17,0.00632418,0.00972251,0.010829,0.0105986,0.0103673,0.0101878,0.010036,0.0097577,0.00952492,0.00968878,0.00937739,0.0090295,0.00872269,0.00846672,0.00821137,0.00796291,0.00771396,0.00751422,0.00735098,0.00715344,0.00699975,0.00684717,0.00669568,0.00659292,0.00338735
18,0.0062781,0.00960702,0.0106966,0.0104698,0.0102422,0.0100653,0.00991587,0.00964178,0.00941429,0.00957589,0.00926989,0.00892812,0.00862665,0.00837514,0.00812424,0.00788014,0.00763557,0.00743933,0.00727888,0.00708482,0.00693381,0.00678388,0.00663505,0.00653407,0.00337539
19,0.00623227,0.00949517,0.0105685,0.0103452,0.010121,0.00994678,0.00979962,0.00952952,0.00930705,0.00946647,0.00916562,0.00882967,0.00853331,0.00828604,0.00803938,0.00779945,0.00755905,0.00736615,0.00720836,0.00701762,0.00686916,0.00672177,0.00657546,0.00647619,0.00336237
20,0.00618685,0.00938681,0.0104447,0.0102246,0.0100038,0.00983201,0.00968703,0.00942077,0.00920308,0.00936038,0.00906446,0.00873408,0.00844258,0.00819938,0.00795678,0.00772083,0.00748441,0.0072947,0.00713946,0.00695188,0.00680586,0.0066609,0.006517,0.00641936,0.00334855
21,0.00614196,0.00928179,0.0103247,0.0101079,0.00989017,0.00972082,0.00957794,0.00931537,0.00910223,0.0092575,0.00896629,0.00864125,0.00835441,0.0081151,0.00787638,0.00764424,0.00741163,0.00722499,0.00707218,0.00688764,0.00674395,0.00660131,0.00645973,0.00636364,0.00333412
22,0.00609769,0.00917995,0.0102085,0.00999472,0.00978009,0.00961305,0.00947218,0.00921317,0.00900438,0.00915769,0.00887099,0.00855107,0.00826871,0.00803313,0.00779813,0.00756965,0.0073407,0.00715699,0.00700651,0.00682488,0.00668344,0.00654303,0.00640366,0.00630907,0.00331926
23,0.00605409,0.00908116,0.0100959,0.00988503,0.00967335,0.00950854,0.00936961,0.00911402,0.0089094,0.0090608,0.00877845,0.00846344,0.00818538,0.00795339,0.00772197,0.00749699,0.00727156,0.00709067,0.00694244,0.00676361,0.00662431,0.00648605,0.00634881,0.00625566,0.00330408
24,0.00601121,0.00898526,0.00998666,0.00977863,0.00956978,0.00940712,0.00927006,0.00901777,0.00881715,0.00896671,0.00868854,0.00837826,0.00810433,0.00787579,0.00764782,0.00742622,0.00720417,0.00702599,0.00687993,0.00670378,0.00656656,0.00643035,0.00629516,0.0062034,0.0032887
25,0.00596906,0.00889212,0.00988064,0.00967534,0.00946924,0.00930865,0.0091734,0.00892431,0.00872752,0.00887529,0.00860115,0.00829542,0.00802549,0.00780027,0.00757562,0.00735727,0.00713848,0.00696291,0.00681893,0.00664538,0.00651015,0.00637593,0.00624272,0.00615228,0.00327319
26,0.00592766,0.00880162,0.00977768,0.00957503,0.00937158,0.009213,0.00907949,0.00883348,0.00864039,0.00878642,0.00851617,0.00821484,0.00794875,0.00772674,0.00750528,0.00729008,0.00707443,0.00690138,0.00675941,0.00658836,0.00645506,0.00632275,0.00619144,0.0061023,0.00325762
27,0.00588702,0.00871364,0.00967765,0.00947755,0.00927667,0.00912003,0.00898821,0.00874519,0.00855565,0.0087,0.0084335,0.00813641,0.00787403,0.00765512,0.00743676,0.00722458,0.00701197,0.00684136,0.00670133,0.00653269,0.00640125,0.00627079,0.00614132,0.00605342,0.00324203
28,0.00584713,0.00862807,0.00958039,0.00938278,0.00918438,0.00902962,0.00889944,0.00865931,0.0084732,0.00861591,0.00835304,0.00806006,0.00780127,0.00758535,0.00736997,0.00716073,0.00695105,0.00678279,0.00664464,0.00647834,0.00634869,0.00622002,0.00609233,0.00600562,0.00322648
29,0.005808,0.0085448,0.0094858,0.00929059,0.0090946,0.00894166,0.00881306,0.00857574,0.00839294,0.00853406,0.0082747,0.00798568,0.00773037,0.00751735,0.00730486,0.00709845,0.00689161,0.00672562,0.0065893,0.00642525,0.00629734,0.0061704,0.00604443,0.00595889,0.00321099
30,0.00576961,0.00846373,0.00939375,0.00920087,0.00900721,0.00885604,0.00872898,0.00849438,0.00831477,0.00845435,0.00819839,0.00791322,0.00766126,0.00745105,0.00724137,0.0070377,0.0068336,0.00666982,0.00653525,0.00637339,0.00624717,0.0061219,0.0059976,0.00591318,0.00319559
31,0.00573195,0.00838477,0.00930413,0.00911351,0.00892212,0.00877266,0.0086471,0.00841514,0.00823862,0.0083767,0.00812403,0.00784258,0.00759389,0.00738639,0.00717942,0.00697841,0.00677698,0.00661533,0.00648247,0.00632273,0.00619814,0.0060745,0.00595181,0.00586848,0.00318031
32,0.00569502,0.00830784,0.00921684,0.00902841,0.00883922,0.00869144,0.00856732,0.00833794,0.0081644,0.00830101,0.00805154,0.0077737,0.00752817,0.00732331,0.00711897,0.00692054,0.00672169,0.00656212,0.00643091,0.00627322,0.00615021,0.00602815,0.00590702,0.00582475,0.00316516
33,0.0056588,0.00823285,0.00913178,0.00894549,0.00875844,0.00861227,0.00848957,0.00826268,0.00809204,0.00822722,0.00798085,0.00770652,0.00746405,0.00726175,0.00705997,0.00686404,0.0066677,0.00651013,0.00638053,0.00622484,0.00610336,0.00598283,0.00586322,0.00578198,0.00315016
34,0.00562327,0.00815973,0.00904886,0.00886465,0.00867968,0.00853509,0.00841375,0.00818929,0.00802146,0.00815525,0.00791189,0.00764096,0.00740147,0.00720166,0.00700235,0.00680886,0.00661495,0.00645934,0.0063313,0.00617753,0.00605755,0.0059385,0.00582037,0.00574012,0.00313532
35,0.00558842,0.0080884,0.00896801,0.00878581,0.00860286,0.00845981,0.00833981,0.00811771,0.00795259,0.00808503,0.0078446,0.00757697,0.00734038,0.00714298,0.00694608,0.00675495,0.0065634,0.00640969,0.00628317,0.00613128,0.00601275,0.00589514,0.00577844,0.00569916,0.00312065
36,0.00555424,0.0080188,0.00888913,0.0087089,0.00852792,0.00838636,0.00826766,0.00804786,0.00788538,0.00801649,0.00777891,0.0075145,0.00728072,0.00708566,0.00689111,0.00670227,0.00651303,0.00636115,0.00623611,0.00608605,0.00596893,0.00585272,0.00573741,0.00565907,0.00310615
37,0.00552071,0.00795086,0.00881216,0.00863384,0.00845478,0.00831468,0.00819723,0.00797969,0.00781976,0.00794958,0.00771477,0.00745348,0.00722244,0.00702967,0.00683739,0.00665079,0.00646378,0.00631369,0.00619008,0.0060418,0.00592605,0.0058112,0.00569726,0.00561983,0.00309183
38,0.00548782,0.00788453,0.00873702,0.00856057,0.00838337,0.00824469,0.00812848,0.00791312,0.00775568,0.00788424,0.00765211,0.00739387,0.00716549,0.00697494,0.00678489,0.00660045,0.00641562,0.00626728,0.00614506,0.00599851,0.0058841,0.00577057,0.00565795,0.00558141,0.00307769
39,0.00545555,0.00781975,0.00866366,0.00848902,0.00831364,0.00817635,0.00806133,0.0078481,0.00769307,0.00782041,0.00759091,0.00733562,0.00710984,0.00692145,0.00673355,0.00655123,0.00636851,0.00622188,0.00610102,0.00595615,0.00584304,0.0057308,0.00561946,0.00554379,0.00306375
40,0.00542389,0.00775646,0.008592,0.00841914,0.00824553,0.00810959,0.00799574,0.00778459,0.00763191,0.00775804,0.00753109,0.00727869,0.00705543,0.00686915,0.00668335,0.00650309,0.00632244,0.00617745,0.00605792,0.00591469,0.00580284,0.00569186,0.00558177,0.00550695,0.00304999
41,0.00539283,0.00769462,0.00852199,0.00835085,0.00817898,0.00804435,0.00793164,0.00772252,0.00757212,0.00769708,0.00747262,0.00722303,0.00700223,0.006818,0.00663425,0.006456,0.00627735,0.00613398,0.00601574,0.00587411,0.00576349,0.00565374,0.00554486,0.00547086,0.00303642
42,0.00536235,0.00763417,0.00845357,0.00828412,0.00811394,0.00798059,0.007869,0.00766186,0.00751367,0.00763749,0.00741545,0.0071686,0.0069502,0.00676797,0.00658622,0.00640992,0.00623323,0.00609143,0.00597444,0.00583437,0.00572495,0.00561639,0.0055087,0.00543551,0.00302305
43,0.00533243,0.00757507,0.0083867,0.00821889,0.00805036,0.00791827,0.00780776,0.00760255,0.00745652,0.00757922,0.00735955,0.00711536,0.0068993,0.00671902,0.00653922,0.00636482,0.00619004,0.00604977,0.00593401,0.00579546,0.00568721,0.00557982,0.00547328,0.00540087,0.00300987
44,0.00530307,0.00751728,0.00832131,0.00815511,0.00798819,0.00785732,0.00774787,0.00754455,0.00740063,0.00752223,0.00730486,0.00706328,0.0068495,0.00667112,0.00649322,0.00632068,0.00614776,0.00600898,0.00589442,0.00575735,0.00565024,0.00554398,0.00543858,0.00536693,0.00299688
45,0.00527425,0.00746076,0.00825737,0.00809274,0.00792739,0.00779772,0.00768931,0.00748783,0.00734595,0.00746648,0.00725136,0.00701232,0.00680076,0.00662424,0.00644819,0.00627747,0.00610636,0.00596904,0.00585564,0.00572001,0.00561402,0.00550887,0.00540457,0.00533366,0.00298408
