# Interpolated TOPAS C-12 delta-electron fraction on the 0.01+0.1*n MeV/u stopping-power grid.
energy_MeVu,delta_electron_fraction
106.21,0.0828804121206
106.31,0.0829285483183
106.41,0.082976684516
106.51,0.0830248207137
106.61,0.0830729569114
106.71,0.0831210931091
106.81,0.0831692293068
106.91,0.0832173655045
107.01,0.083264776729
107.11,0.0833056631951
107.21,0.0833465496612
107.31,0.0833874361273
107.41,0.0834283225934
107.51,0.0834692090595
107.61,0.0835100955255
107.71,0.0835509819916
107.81,0.0835918684577
107.91,0.0836327549238
108.01,0.0836736633913
108.11,0.0837147698718
108.21,0.0837558763523
108.31,0.0837969828328
108.41,0.0838380893132
108.51,0.0838791957937
108.61,0.0839203022742
108.71,0.0839614087546
108.81,0.0840025152351
108.91,0.0840436217156
109.01,0.0840845294452
109.11,0.0841236484174
109.21,0.0841627673896
109.31,0.0842018863617
109.41,0.0842410053339
109.51,0.0842801243061
109.61,0.0843192432782
109.71,0.0843583622504
109.81,0.0843974812226
109.91,0.0844366001947
110.01,0.0844751082336
110.11,0.0845081178728
110.21,0.084541127512
110.31,0.0845741371512
110.41,0.0846071467904
110.51,0.0846401564296
110.61,0.0846731660688
110.71,0.084706175708
110.81,0.0847391853472
110.91,0.0847721949864
111.01,0.0848063168053
111.11,0.0848504482416
111.21,0.0848945796779
111.31,0.0849387111142
111.41,0.0849828425505
111.51,0.0850269739868
111.61,0.0850711054231
111.71,0.0851152368594
111.81,0.0851593682956
111.91,0.0852034997319
112.01,0.0852479910527
112.11,0.0852957213333
112.21,0.0853434516139
112.31,0.0853911818946
112.41,0.0854389121752
112.51,0.0854866424559
112.61,0.0855343727365
112.71,0.0855821030171
112.81,0.0856298332978
112.91,0.0856775635784
113.01,0.0857244094562
113.11,0.0857632957084
113.21,0.0858021819606
113.31,0.0858410682129
113.41,0.0858799544651
113.51,0.0859188407173
113.61,0.0859577269695
113.71,0.0859966132217
113.81,0.0860354994739
113.91,0.0860743857261
114.01,0.0861139160944
114.11,0.0861592435075
114.21,0.0862045709205
114.31,0.0862498983336
114.41,0.0862952257467
