# TOPAS 4.2.p3 / Geant4 11.3.2 Copper neutral macroscopic total cross sections.
pdg_id,energy_MeV,macroscopic_total_cross_section_per_mm,mean_free_path_mm
2112,0.0040738,0.0388259,25.756
2112,0.00418472,0.0313387,31.9095
2112,0.00429866,0.025603,39.0579
2112,0.0044157,0.109115,9.16468
2112,0.00453593,0.0597406,16.739
2112,0.00465944,0.030891,32.3719
2112,0.0047863,0.0234692,42.609
2112,0.00491662,0.0750261,13.3287
2112,0.00505049,0.032202,31.054
2112,0.005188,0.026505,37.7287
2112,0.00532926,0.116933,8.5519
2112,0.00547436,0.152808,6.54417
2112,0.00562341,0.0513411,19.4776
2112,0.00577653,0.0210687,47.4637
2112,0.00593381,0.056996,17.5451
2112,0.00609537,0.0370294,27.0055
2112,0.00626133,0.0280069,35.7055
2112,0.00643181,0.0892306,11.2069
2112,0.00660693,0.0450106,22.217
2112,0.00678683,0.029385,34.031
2112,0.00697161,0.0222597,44.9242
2112,0.00716143,0.0164534,60.7776
2112,0.00735642,0.00800876,124.863
2112,0.00755672,0.198892,5.02784
2112,0.00776247,0.0513218,19.4849
2112,0.00797382,1.3553,0.737844
2112,0.00819093,0.142607,7.01229
2112,0.00841395,0.0888709,11.2523
2112,0.00864304,0.0648965,15.4092
2112,0.00887837,0.0360464,27.742
2112,0.00912011,0.0390511,25.6075
2112,0.00936843,0.102507,9.75541
2112,0.00962351,0.0583193,17.147
2112,0.00988553,0.247189,4.04548
2112,0.0101547,0.106677,9.37407
2112,0.0104312,0.0512709,19.5042
2112,0.0107152,0.0382152,26.1676
2112,0.0110069,0.121443,8.23429
2112,0.0113066,0.0629937,15.8746
2112,0.0116145,0.0493165,20.2772
2112,0.0119307,0.0408428,24.4841
2112,0.0122556,0.0326739,30.6054
2112,0.0125893,0.0403578,24.7783
2112,0.012932,0.0134381,74.4154
2112,0.0132841,0.439657,2.2745
2112,0.0136458,0.0708693,14.1105
2112,0.0140174,0.0585928,17.067
2112,0.014399,0.0512121,19.5266
2112,0.0147911,0.0420941,23.7563
2112,0.0151938,0.0680411,14.697
2112,0.0156075,0.0342794,29.172
2112,0.0160325,0.0440994,22.676
2112,0.016469,0.0435476,22.9634
2112,0.0169174,0.0323384,30.923
2112,0.017378,0.0299363,33.4042
2112,0.0178512,0.594258,1.68277
2112,0.0183372,0.108212,9.24109
2112,0.0188365,0.0563596,17.7432
2112,0.0193494,0.0390285,25.6223
2112,0.0198762,0.0406777,24.5835
2112,0.0204174,0.0523921,19.0868
2112,0.0209733,0.038857,25.7354
2112,0.0215443,0.0663494,15.0717
2112,0.0221309,0.043498,22.9896
2112,0.0227335,0.115437,8.66271
2112,0.0233525,0.0570696,17.5225
2112,0.0239883,0.035909,27.8481
2112,0.0246415,0.0229878,43.5014
2112,0.0253124,0.0983855,10.1641
2112,0.0260016,0.199414,5.01469
2112,0.0267096,0.142158,7.03441
2112,0.0274368,0.0552841,18.0884
2112,0.0281838,0.0410438,24.3642
2112,0.0289512,0.0335627,29.795
2112,0.0297395,0.155557,6.42851
2112,0.0305492,0.138428,7.22395
2112,0.031381,0.16705,5.98623
2112,0.0322354,0.0377643,26.48
2112,0.0331131,0.0335537,29.8029
2112,0.0340147,0.0586174,17.0598
2112,0.0349408,0.154893,6.45608
2112,0.0358922,0.038634,25.8839
2112,0.0368695,0.221681,4.51098
2112,0.0378733,0.0423837,23.594
2112,0.0389045,0.0383439,26.0798
2112,0.0399638,0.0583571,17.1359
2112,0.0410519,0.0530761,18.8409
2112,0.0421696,0.108351,9.22924
2112,0.0433178,0.0593563,16.8474
2112,0.0444973,0.0441368,22.6568
2112,0.0457088,0.0370549,26.987
2112,0.0469534,0.0420598,23.7757
2112,0.0482318,0.0383323,26.0877
2112,0.049545,0.0306072,32.6721
2112,0.050894,0.0365974,27.3243
2112,0.0522797,0.0230766,43.3339
2112,0.0537032,0.111316,8.98347
2112,0.0551654,0.151975,6.58002
2112,0.0566674,0.0858751,11.6448
2112,0.0582103,0.0491131,20.3611
2112,0.0597952,0.0485431,20.6002
2112,0.0614233,0.0388393,25.7471
2112,0.0630957,0.0270029,37.033
2112,0.0648137,0.0393763,25.396
2112,0.0665784,0.0772404,12.9466
2112,0.0683912,0.0524619,19.0615
2112,0.0702533,0.0517184,19.3355
2112,0.0721661,0.120572,8.29383
2112,0.074131,0.111008,9.00832
2112,0.0761494,0.0872935,11.4556
2112,0.0782228,0.0498523,20.0592
2112,0.0803526,0.0364871,27.4069
2112,0.0825404,0.103761,9.63755
2112,0.0847878,0.0591354,16.9103
2112,0.0870964,0.052182,19.1637
2112,0.0894678,0.0574907,17.3941
2112,0.0919038,0.048911,20.4453
2112,0.0944061,0.0373724,26.7577
2112,0.0969765,0.057913,17.2673
2112,0.099617,0.0480534,20.8102
2112,0.102329,0.0571958,17.4838
2112,0.105115,0.0695024,14.388
2112,0.107978,0.078689,12.7083
2112,0.110917,0.0517806,19.3122
2112,0.113937,0.040769,24.5285
2112,0.11704,0.0397186,25.1771
2112,0.120226,0.0520963,19.1952
2112,0.1235,0.0654248,15.2847
2112,0.126863,0.0645752,15.4858
2112,0.130317,0.0393476,25.4145
2112,0.133865,0.0506196,19.7552
2112,0.13751,0.0891152,11.2214
2112,0.141254,0.0459149,21.7794
2112,0.1451,0.0556515,17.969
2112,0.14905,0.0381894,26.1853
2112,0.153109,0.0418359,23.9029
2112,0.157278,0.0401539,24.9042
2112,0.16156,0.028148,35.5265
2112,0.165959,0.0305229,32.7623
2112,0.170477,0.0663723,15.0665
2112,0.175119,0.0474926,21.0559
2112,0.179887,0.0394743,25.333
2112,0.184785,0.0676236,14.7877
2112,0.189816,0.0436043,22.9335
2112,0.194984,0.0753363,13.2738
2112,0.200293,0.0303689,32.9284
2112,0.205747,0.0577055,17.3294
2112,0.211349,0.0424805,23.5402
2112,0.217103,0.0275528,36.2939
2112,0.223015,0.0472876,21.1472
2112,0.229087,0.0551262,18.1402
2112,0.235324,0.0562364,17.7821
2112,0.241732,0.0432424,23.1255
2112,0.248313,0.0575831,17.3662
2112,0.255074,0.0479613,20.8501
2112,0.262019,0.0411736,24.2874
2112,0.269153,0.0515557,19.3965
2112,0.276482,0.0394512,25.3477
2112,0.28401,0.0508785,19.6547
2112,0.291743,0.0388314,25.7524
2112,0.299686,0.0305967,32.6833
2112,0.307846,0.0470163,21.2692
2112,0.316228,0.0456678,21.8973
2112,0.324838,0.0385055,25.9703
2112,0.333682,0.0372573,26.8404
2112,0.342768,0.0626627,15.9584
2112,0.352101,0.0454983,21.9788
2112,0.361687,0.0472086,21.1826
2112,0.371535,0.0386431,25.8778
2112,0.381651,0.0492609,20.3001
2112,0.392043,0.0309957,32.2625
2112,0.402717,0.0415691,24.0563
2112,0.413682,0.0413338,24.1933
2112,0.424946,0.0467866,21.3737
2112,0.436516,0.0295486,33.8425
2112,0.448401,0.0355318,28.1438
2112,0.46061,0.0497767,20.0897
2112,0.473151,0.0409973,24.3918
2112,0.486034,0.0413196,24.2016
2112,0.499268,0.0369382,27.0722
2112,0.512861,0.0455977,21.9309
2112,0.526825,0.0346489,28.861
2112,0.54117,0.0313052,31.9436
2112,0.555904,0.0330305,30.275
2112,0.57104,0.0314461,31.8005
2112,0.586588,0.0408097,24.504
2112,0.60256,0.0377183,26.5123
2112,0.618966,0.0342071,29.2337
2112,0.635819,0.0310082,32.2496
2112,0.653131,0.037413,26.7287
2112,0.670914,0.0327913,30.4959
2112,0.689181,0.0314312,31.8155
2112,0.707946,0.0320496,31.2016
2112,0.727221,0.0326658,30.613
2112,0.747022,0.037329,26.7888
2112,0.767361,0.0335146,29.8377
2112,0.788255,0.0325378,30.7335
2112,0.809717,0.0346986,28.8196
2112,0.831764,0.0334235,29.919
2112,0.854411,0.0288588,34.6515
2112,0.877674,0.0328723,30.4208
2112,0.901571,0.0301669,33.1489
2112,0.926119,0.0354777,28.1867
2112,0.951335,0.028257,35.3895
2112,0.977237,0.0278441,35.9142
2112,1.00384,0.0338182,29.5699
2112,1.03118,0.0285666,35.0059
2112,1.05925,0.0324357,30.8302
2112,1.08809,0.0319671,31.2822
2112,1.11772,0.0272707,36.6694
2112,1.14815,0.0262425,38.1061
2112,1.17942,0.0267869,37.3317
2112,1.21153,0.025296,39.5319
2112,1.24451,0.0256519,38.9835
2112,1.2784,0.0252115,39.6644
2112,1.31321,0.0250215,39.9656
2112,1.34896,0.0251389,39.779
2112,1.38569,0.0259067,38.6001
2112,1.42342,0.026214,38.1475
2112,1.46218,0.0268498,37.2443
2112,1.50199,0.0257496,38.8356
2112,1.54288,0.0256277,39.0203
2112,1.58489,0.0236092,42.3563
2112,1.62805,0.0255625,39.1198
2112,1.67237,0.0246284,40.6036
2112,1.71791,0.0237005,42.1932
2112,1.76468,0.025448,39.2957
2112,1.81273,0.0250063,39.9899
2112,1.86209,0.0246433,40.5789
2112,1.91279,0.0254782,39.2493
2112,1.96487,0.0257116,38.893
2112,2.01837,0.0256788,38.9426
2112,2.07332,0.0255405,39.1535
2112,2.12977,0.0254125,39.3507
2112,2.18776,0.0256512,38.9846
2112,2.24733,0.02568,38.9409
2112,2.30852,0.0258061,38.7506
2112,2.37137,0.0256509,38.985
2112,2.43594,0.0258478,38.6881
2112,2.50227,0.0260705,38.3576
2112,2.5704,0.0258233,38.7247
2112,2.64038,0.0262069,38.1579
2112,2.71227,0.0263425,37.9615
2112,2.78612,0.0265736,37.6314
2112,2.86198,0.0267653,37.3619
2112,2.93991,0.0269555,37.0982
2112,3.01995,0.0271379,36.8489
2112,3.10218,0.0272736,36.6655
2112,3.18664,0.0274132,36.4788
2112,3.27341,0.0275565,36.2891
2112,3.36253,0.0277194,36.0758
2112,3.45409,0.0278894,35.856
2112,3.54813,0.0280608,35.637
2112,3.64474,0.0282419,35.4083
2112,3.74398,0.0284311,35.1728
2112,3.84592,0.0286202,34.9403
2112,3.95063,0.0288093,34.711
2112,4.0582,0.0289908,34.4937
2112,4.16869,0.0291699,34.2819
2112,4.2822,0.0293439,34.0786
2112,4.39879,0.0295186,33.8769
2112,4.51856,0.0296846,33.6875
2112,4.64159,0.0298505,33.5003
2112,4.76797,0.030012,33.32
2112,4.89779,0.030148,33.1697
2112,5.03114,0.0302745,33.0311
2112,5.16813,0.0303937,32.9015
2112,5.30884,0.0304866,32.8013
2112,5.45339,0.0305703,32.7114
2112,5.60187,0.0306512,32.6251
2112,5.7544,0.0306938,32.5799
2112,5.91108,0.0307334,32.5378
2112,6.07202,0.0307547,32.5154
2112,6.23735,0.0307539,32.5162
2112,6.40718,0.0307503,32.5201
2112,6.58163,0.0307108,32.5619
2112,6.76083,0.0306658,32.6096
2112,6.94491,0.0306027,32.6769
2112,7.134,0.0305246,32.7605
2112,7.32825,0.030426,32.8666
2112,7.52778,0.0303249,32.9762
2112,7.73274,0.0302079,33.1039
2112,7.94328,0.0300675,33.2585
2112,8.15956,0.0299052,33.439
2112,8.38172,0.0297336,33.6319
2112,8.60994,0.0295393,33.8532
2112,8.84437,0.0293196,34.1069
2112,9.08518,0.0290638,34.407
2112,9.33254,0.0287447,34.789
2112,9.58665,0.0284033,35.2071
2112,9.84767,0.0280258,35.6815
2112,10.1158,0.0276276,36.1957
2112,10.3912,0.0272347,36.7178
2112,10.6742,0.0268435,37.253
2112,10.9648,0.0264496,37.8078
2112,11.2633,0.0260857,38.3351
2112,11.57,0.025737,38.8545
2112,11.885,0.0254258,39.3302
2112,12.2086,0.0251484,39.764
2112,12.541,0.0248887,40.1789
2112,12.8825,0.0246303,40.6003
2112,13.2333,0.0244068,40.9722
2112,13.5936,0.0241837,41.3501
2112,13.9637,0.0239105,41.8227
2112,14.3439,0.0236371,42.3063
2112,14.7344,0.0233591,42.8098
2112,15.1356,0.02308,43.3276
2112,15.5477,0.0228049,43.8503
2112,15.971,0.0225355,44.3745
2112,16.4059,0.0222628,44.9181
2112,16.8526,0.022025,45.4029
2112,17.3114,0.0217771,45.9198
2112,17.7828,0.0215308,46.445
2112,18.267,0.0213078,46.9312
2112,18.7643,0.0211022,47.3884
2112,19.2752,0.020912,47.8194
2112,19.8001,0.0207365,48.2242
2112,20.3392,0.0211383,47.3076
2112,20.893,0.0210727,47.4548
2112,21.4618,0.0210053,47.6071
2112,22.0462,0.020936,47.7645
2112,22.6464,0.0208649,47.9273
2112,23.2631,0.0207918,48.096
2112,23.8964,0.0207831,48.1159
2112,24.5471,0.0207977,48.0823
2112,25.2154,0.0207892,48.1019
2112,25.902,0.0207125,48.2799
2112,26.6073,0.0206813,48.3528
2112,27.3317,0.0206802,48.3553
2112,28.0759,0.0207462,48.2017
2112,28.8403,0.0208139,48.0448
2112,29.6256,0.0208726,47.9097
2112,30.4322,0.02095,47.7327
2112,31.2608,0.0210356,47.5384
2112,32.1119,0.0211288,47.3288
2112,32.9863,0.0212473,47.0649
2112,33.8844,0.0213801,46.7725
2112,34.807,0.0214973,46.5176
2112,35.7547,0.0215954,46.3062
2112,36.7282,0.0217245,46.0311
2112,37.7282,0.0218734,45.7175
2112,38.7555,0.0220237,45.4057
2112,39.8107,0.0221751,45.0957
2112,40.8947,0.0223186,44.8056
2112,42.0081,0.0224605,44.5227
2112,43.1519,0.0226062,44.2357
2112,44.3268,0.0227626,43.9317
2112,45.5337,0.0228433,43.7766
2112,46.7735,0.0229119,43.6454
2112,48.047,0.0229854,43.5059
2112,49.3552,0.0230608,43.3636
2112,50.6991,0.0230443,43.3946
2112,52.0795,0.0229884,43.5001
2112,53.4975,0.0229335,43.6043
2112,54.9541,0.0229197,43.6306
2112,56.4504,0.0227907,43.8775
2112,57.9874,0.0226388,44.172
2112,59.5662,0.0224805,44.4831
2112,61.1881,0.0223063,44.8304
2112,62.8541,0.022108,45.2324
2112,64.5654,0.0218973,45.6677
2112,66.3234,0.0216809,46.1236
2112,68.1292,0.0214593,46.5999
2112,69.9842,0.0211645,47.249
2112,71.8897,0.0208912,47.867
2112,73.8471,0.0206132,48.5126
2112,75.8578,0.0203276,49.1941
2112,77.9232,0.0200095,49.9764
2112,80.0448,0.0196776,50.8192
2112,82.2243,0.0193506,51.6779
2112,84.463,0.0190158,52.5879
2112,86.7628,0.0186698,53.5626
2112,89.1251,0.018315,54.5999
2112,91.5518,0.0179541,55.6977
2112,94.0445,0.0175887,56.8547
2112,96.6051,0.0172306,58.0362
2112,99.2354,0.016869,59.2804
2112,101.937,0.016504,60.5916
2112,104.713,0.0161311,61.992
2112,107.564,0.0157644,63.434
2112,110.493,0.0153914,64.9714
2112,113.501,0.0150082,66.6303
2112,116.591,0.0146146,68.4248
2112,119.766,0.0142922,69.9682
2112,123.027,0.0139777,71.5425
2112,126.377,0.0136486,73.2678
2112,129.818,0.0133105,75.1289
2112,133.352,0.0130075,76.879
2112,136.983,0.0127052,78.7077
2112,140.713,0.0124007,80.6403
2112,144.544,0.0120956,82.6747
2112,148.48,0.0118054,84.7073
2112,152.522,0.0115115,86.8698
2112,156.675,0.0112096,89.2092
2112,160.941,0.0108995,91.7473
2112,165.323,0.0107192,93.2906
2112,169.824,0.0105568,94.7261
2112,174.448,0.0103899,96.2475
2112,179.198,0.0102185,97.862
2112,184.077,0.0101233,98.7818
2112,189.089,0.0100376,99.6258
2112,194.238,0.00994985,100.504
2112,199.526,0.00985911,101.429
2112,204.959,0.00983304,101.698
2112,210.539,0.00981409,101.894
2112,216.272,0.00979462,102.097
2112,222.16,0.00977462,102.306
2112,228.209,0.00975407,102.521
2112,234.423,0.00973297,102.744
2112,240.806,0.00971129,102.973
2112,247.362,0.00969124,103.186
2112,254.097,0.00968988,103.2
2112,261.016,0.00969653,103.13
2112,268.123,0.00970337,103.057
2112,275.423,0.0097104,102.982
2112,282.922,0.00972353,102.843
2112,290.625,0.00973732,102.698
2112,298.538,0.00975118,102.552
2112,306.667,0.00975859,102.474
2112,315.017,0.0097803,102.246
2112,323.594,0.00980361,102.003
2112,332.404,0.00982755,101.755
2112,341.455,0.00985214,101.501
2112,350.752,0.00986414,101.377
2112,360.302,0.00987748,101.24
2112,370.112,0.00989406,101.071
2112,380.189,0.0099111,100.897
2112,390.541,0.0099248,100.758
2112,401.174,0.0099425,100.578
2112,412.098,0.00996605,100.341
2112,423.318,0.0099942,100.058
2112,434.844,0.0100236,99.765
2112,446.684,0.0100537,99.4657
2112,458.846,0.0100847,99.1601
2112,471.339,0.0101165,98.8482
2112,484.172,0.0101575,98.4495
2112,497.355,0.0101985,98.0539
2112,510.897,0.0102344,97.7094
2112,524.807,0.0102675,97.3949
2112,539.097,0.0103124,96.9709
2112,553.775,0.0103585,96.5392
2112,568.853,0.0104059,96.0997
2112,584.341,0.0104543,95.6546
2112,600.252,0.0104951,95.2829
2112,616.595,0.010537,94.904
2112,633.383,0.01058,94.5179
2112,650.629,0.0106241,94.1254
2112,668.344,0.0106672,93.7453
2112,686.541,0.0107096,93.3745
2112,705.234,0.0107507,93.0171
2112,724.436,0.0107829,92.7391
2112,744.161,0.0108159,92.4564
2112,764.422,0.0108498,92.1678
2112,785.236,0.0108855,91.8656
2112,806.616,0.0109225,91.5539
2112,828.578,0.0109598,91.2423
2112,851.138,0.0109981,90.9245
2112,874.312,0.0110375,90.6003
2112,898.118,0.0110773,90.2748
2112,922.571,0.0111264,89.8763
2112,947.691,0.0111751,89.485
2112,973.494,0.011225,89.0865
2112,1000,0.0112736,88.7032
