energy_MeVu,total_kinetic_energy_MeV,electronic_stopping_power_MeV_per_mm,total_stopping_power_MeV_per_mm,csda_range_mm
6.41,76.92,234.463,234.607,0
6.51,78.12,231.782,231.924,0
6.61,79.32,229.167,229.306,0
6.71,80.52,226.615,226.752,0
6.81,81.72,224.123,224.258,0
6.91,82.92,221.69,221.824,0
7.01,84.12,219.314,219.446,0
7.11,85.32,216.991,217.122,0
7.21,86.52,214.722,214.851,0
7.31,87.72,212.507,212.634,0
7.41,88.92,210.341,210.466,0
7.51,90.12,208.218,208.342,0
7.61,91.32,206.14,206.263,0
7.71,92.52,204.106,204.228,0
7.81,93.72,202.115,202.235,0
7.91,94.92,200.165,200.284,0
8.01,96.12,198.256,198.374,0
8.11,97.32,196.385,196.502,0
8.21,98.52,194.553,194.669,0
8.31,99.72,192.757,192.872,0
8.41,100.92,190.998,191.111,0
8.51,102.12,189.272,189.384,0
8.61,103.32,187.58,187.691,0
8.71,104.52,185.92,186.03,0
8.81,105.72,184.292,184.401,0
8.91,106.92,182.695,182.802,0
9.01,108.12,181.127,181.233,0
9.11,109.32,179.588,179.693,0
9.21,110.52,178.077,178.181,0
9.31,111.72,176.594,176.697,0
9.41,112.92,175.137,175.239,0
9.51,114.12,173.706,173.807,0
9.61,115.32,172.301,172.4,0
9.71,116.52,170.919,171.017,0
9.81,117.72,169.562,169.659,0
9.91,118.92,168.228,168.323,0
10.01,120.12,166.916,167.011,0
10.11,121.32,165.627,165.72,0
10.21,122.52,164.359,164.452,0
10.31,123.72,163.112,163.204,0
10.41,124.92,161.885,161.977,0
10.51,126.12,160.677,160.768,0
10.61,127.32,159.488,159.578,0
10.71,128.52,158.318,158.408,0
10.81,129.72,157.166,157.255,0
10.91,130.92,156.033,156.121,0
11.01,132.12,154.917,155.005,0
11.11,133.32,153.819,153.906,0
11.21,134.52,152.737,152.823,0
11.31,135.72,151.672,151.757,0
11.41,136.92,150.622,150.708,0
11.51,138.12,149.589,149.674,0
11.61,139.32,148.571,148.655,0
11.71,140.52,147.568,147.651,0
11.81,141.72,146.58,146.662,0
11.91,142.92,145.606,145.688,0
12.01,144.12,144.646,144.727,0
12.11,145.32,143.699,143.78,0
12.21,146.52,142.767,142.847,0
12.31,147.72,141.847,141.927,0
12.41,148.92,140.94,141.019,0
12.51,150.12,140.046,140.125,0
12.61,151.32,139.164,139.242,0
12.71,152.52,138.295,138.372,0
12.81,153.72,137.437,137.513,0
12.91,154.92,136.59,136.667,0
13.01,156.12,135.756,135.831,0
13.11,157.32,134.932,135.006,0
13.21,158.52,134.119,134.193,0
13.31,159.72,133.316,133.39,0
13.41,160.92,132.525,132.598,0
13.51,162.12,131.743,131.816,0
13.61,163.32,130.972,131.044,0
13.71,164.52,130.21,130.281,0
13.81,165.72,129.458,129.529,0
13.91,166.92,128.715,128.786,0
14.01,168.12,127.982,128.052,0
14.11,169.32,127.258,127.328,0
14.21,170.52,126.543,126.612,0
14.31,171.72,125.836,125.906,0
14.41,172.92,125.139,125.207,0
14.51,174.12,124.449,124.518,0
14.61,175.32,123.768,123.836,0
14.71,176.52,123.096,123.163,0
14.81,177.72,122.431,122.498,0
14.91,178.92,121.774,121.84,0
15.01,180.12,121.125,121.191,0
15.11,181.32,120.483,120.548,0
15.21,182.52,119.848,119.913,0
15.31,183.72,119.22,119.285,0
15.41,184.92,118.6,118.665,0
15.51,186.12,117.987,118.051,0
15.61,187.32,117.38,117.445,0
15.71,188.52,116.781,116.845,0
15.81,189.72,116.188,116.252,0
15.91,190.92,115.602,115.665,0
16.01,192.12,115.022,115.085,0
16.11,193.32,114.449,114.511,0
16.21,194.52,113.882,113.944,0
16.31,195.72,113.321,113.383,0
16.41,196.92,112.766,112.827,0
16.51,198.12,112.217,112.278,0
16.61,199.32,111.674,111.735,0
16.71,200.52,111.137,111.197,0
16.81,201.72,110.605,110.665,0
16.91,202.92,110.079,110.139,0
17.01,204.12,109.559,109.618,0
17.11,205.32,109.044,109.103,0
17.21,206.52,108.534,108.593,0
17.31,207.72,108.03,108.088,0
17.41,208.92,107.53,107.589,0
17.51,210.12,107.036,107.094,0
17.61,211.32,106.547,106.604,0
17.71,212.52,106.062,106.12,0
17.81,213.72,105.583,105.64,0
17.91,214.92,105.108,105.165,0
18.01,216.12,104.638,104.694,0
18.11,217.32,104.173,104.229,0
18.21,218.52,103.712,103.768,0
18.31,219.72,103.255,103.311,0
18.41,220.92,102.803,102.859,0
18.51,222.12,102.356,102.411,0
18.61,223.32,101.913,101.967,0
18.71,224.52,101.474,101.528,0
18.81,225.72,101.039,101.092,0
18.91,226.92,100.608,100.661,0
19.01,228.12,100.181,100.234,0
19.11,229.32,99.7585,99.8114,0
19.21,230.52,99.3398,99.3923,0
19.31,231.72,98.9249,98.977,0
19.41,232.92,98.5138,98.5656,0
19.51,234.12,98.1064,98.158,0
19.61,235.32,97.7028,97.7541,0
19.71,236.52,97.3029,97.3538,0
19.81,237.72,96.9066,96.9572,0
19.91,238.92,96.5138,96.5641,0
20.01,240.12,96.1245,96.1745,0
20.11,241.32,95.7387,95.7885,0
20.21,242.52,95.3564,95.4059,0
20.31,243.72,94.9774,95.0267,0
20.41,244.92,94.6017,94.6509,0
20.51,246.12,94.2293,94.2783,0
20.61,247.32,93.8602,93.909,0
20.71,248.52,93.4942,93.5428,0
20.81,249.72,93.1315,93.1799,0
20.91,250.92,92.7718,92.82,0
21.01,252.12,92.4152,92.4632,0
21.11,253.32,92.0616,92.1095,0
21.21,254.52,91.711,91.7587,0
21.31,255.72,91.3634,91.4109,0
21.41,256.92,91.0187,91.066,0
21.51,258.12,90.6769,90.724,0
21.61,259.32,90.3379,90.3849,0
21.71,260.52,90.0018,90.0485,0
21.81,261.72,89.6684,89.7149,0
21.91,262.92,89.3377,89.3841,0
22.01,264.12,89.0098,89.056,0
22.11,265.32,88.6845,88.7305,0
22.21,266.52,88.3619,88.4077,0
22.31,267.72,88.0418,88.0875,0
22.41,268.92,87.7244,87.7698,0
22.51,270.12,87.4094,87.4547,0
22.61,271.32,87.097,87.1422,0
22.71,272.52,86.7871,86.832,0
22.81,273.72,86.4796,86.5244,0
22.91,274.92,86.1746,86.2192,0
23.01,276.12,85.8719,85.9163,0
23.11,277.32,85.5716,85.6158,0
23.21,278.52,85.2736,85.3177,0
23.31,279.72,84.9779,85.0218,0
23.41,280.92,84.6846,84.7283,0
23.51,282.12,84.3934,84.4369,0
23.61,283.32,84.1045,84.1479,0
23.71,284.52,83.8178,83.861,0
23.81,285.72,83.5331,83.5761,0
23.91,286.92,83.2506,83.2934,0
24.01,288.12,82.9701,83.0128,0
24.11,289.32,82.6918,82.7343,0
24.21,290.52,82.4156,82.4579,0
24.31,291.72,82.1414,82.1835,0
24.41,292.92,81.8692,81.9112,0
24.51,294.12,81.5991,81.6409,0
24.61,295.32,81.3309,81.3725,0
24.71,296.52,81.0648,81.1062,0
24.81,297.72,80.8005,80.8417,0
24.91,298.92,80.5382,80.5793,0
25.01,300.12,80.2778,80.3187,0
25.11,301.32,80.0192,80.06,0
25.21,302.52,79.7626,79.8031,0
25.31,303.72,79.5077,79.5481,0
25.41,304.92,79.2547,79.295,0
25.51,306.12,79.0035,79.0436,0
25.61,307.32,78.754,78.794,0
25.71,308.52,78.5064,78.5462,0
25.81,309.72,78.2604,78.3001,0
25.91,310.92,78.0162,78.0557,0
26.01,312.12,77.7737,77.813,0
26.11,313.32,77.5329,77.5721,0
26.21,314.52,77.2937,77.3328,0
26.31,315.72,77.0562,77.0951,0
26.41,316.92,76.8204,76.8591,0
26.51,318.12,76.5861,76.6247,0
26.61,319.32,76.3535,76.3919,0
26.71,320.52,76.1224,76.1606,0
26.81,321.72,75.8929,75.931,0
26.91,322.92,75.6649,75.7029,0
27.01,324.12,75.4385,75.4764,0
27.11,325.32,75.2136,75.2513,0
27.21,326.52,74.9902,75.0278,0
27.31,327.72,74.7683,74.8058,0
27.41,328.92,74.5479,74.5853,0
27.51,330.12,74.3289,74.3662,0
27.61,331.32,74.1114,74.1485,0
27.71,332.52,73.8953,73.9323,0
27.81,333.72,73.6806,73.7175,0
27.91,334.92,73.4673,73.5041,0
28.01,336.12,73.2554,73.2921,0
28.11,337.32,73.0449,73.0814,0
28.21,338.52,72.8357,72.8721,0
28.31,339.72,72.6279,72.6642,0
28.41,340.92,72.4214,72.4576,0
28.51,342.12,72.2162,72.2523,0
28.61,343.32,72.0124,72.0483,0
28.71,344.52,71.8098,71.8457,0
28.81,345.72,71.6085,71.6443,0
28.91,346.92,71.4085,71.4441,0
29.01,348.12,71.2097,71.2453,0
29.11,349.32,71.0122,71.0476,0
29.21,350.52,70.8159,70.8512,0
29.31,351.72,70.6209,70.656,0
29.41,352.92,70.427,70.4621,0
29.51,354.12,70.2344,70.2693,0
29.61,355.32,70.0429,70.0777,0
29.71,356.52,69.8526,69.8873,0
29.81,357.72,69.6635,69.6981,0
29.91,358.92,69.4755,69.51,0
30.01,360.12,69.2887,69.3231,0
30.11,361.32,69.103,69.1373,0
30.21,362.52,68.9184,68.9526,0
30.31,363.72,68.735,68.7691,0
30.41,364.92,68.5526,68.5866,0
30.51,366.12,68.3713,68.4052,0
30.61,367.32,68.1911,68.225,0
30.71,368.52,68.012,68.0457,0
30.81,369.72,67.834,67.8676,0
30.91,370.92,67.657,67.6905,0
31.01,372.12,67.481,67.5144,0
31.11,373.32,67.3061,67.3394,0
31.21,374.52,67.1322,67.1654,0
31.31,375.72,66.9593,66.9924,0
31.41,376.92,66.7874,66.8204,0
31.51,378.12,66.6165,66.6494,0
31.61,379.32,66.4466,66.4794,0
31.71,380.52,66.2777,66.3104,0
31.81,381.72,66.1097,66.1424,0
31.91,382.92,65.9427,65.9753,0
32.01,384.12,65.7767,65.8092,0
32.11,385.32,65.6116,65.644,0
32.21,386.52,65.4475,65.4797,0
32.31,387.72,65.2843,65.3164,0
32.41,388.92,65.122,65.154,0
32.51,390.12,64.9606,64.9925,0
32.61,391.32,64.8001,64.8319,0
32.71,392.52,64.6405,64.6723,0
32.81,393.72,64.4818,64.5135,0
32.91,394.92,64.324,64.3555,0
33.01,396.12,64.167,64.1985,0
33.11,397.32,64.011,64.0423,0
33.21,398.52,63.8557,63.887,0
33.31,399.72,63.7014,63.7325,0
33.41,400.92,63.5479,63.5789,0
33.51,402.12,63.3952,63.4261,0
33.61,403.32,63.2433,63.2742,0
33.71,404.52,63.0923,63.1231,0
33.81,405.72,62.9421,62.9728,0
33.91,406.92,62.7927,62.8233,0
34.01,408.12,62.6441,62.6747,0
34.11,409.32,62.4963,62.5268,0
34.21,410.52,62.3493,62.3797,0
34.31,411.72,62.2031,62.2335,0
34.41,412.92,62.0577,62.0879,0
34.51,414.12,61.913,61.9432,0
34.61,415.32,61.7691,61.7992,0
34.71,416.52,61.6259,61.656,0
34.81,417.72,61.4836,61.5135,0
34.91,418.92,61.3419,61.3718,0
35.01,420.12,61.201,61.2308,0
35.11,421.32,61.0608,61.0906,0
35.21,422.52,60.9214,60.9511,0
35.31,423.72,60.7827,60.8123,0
35.41,424.92,60.6447,60.6742,0
35.51,426.12,60.5074,60.5368,0
35.61,427.32,60.3708,60.4002,0
35.71,428.52,60.2349,60.2642,0
35.81,429.72,60.0997,60.0997,0
35.91,430.92,59.9652,59.9652,0
36.01,432.12,59.8314,59.8314,0
36.11,433.32,59.6982,59.6982,0
36.21,434.52,59.5658,59.5658,0
36.31,435.72,59.434,59.434,0
36.41,436.92,59.3028,59.3028,0
36.51,438.12,59.1723,59.1723,0
36.61,439.32,59.0425,59.0425,0
36.71,440.52,58.9133,58.9133,0
36.81,441.72,58.7848,58.7848,0
36.91,442.92,58.6569,58.6569,0
37.01,444.12,58.5296,58.5296,0
37.11,445.32,58.403,58.403,0
37.21,446.52,58.2769,58.2769,0
37.31,447.72,58.1515,58.1515,0
37.41,448.92,58.0267,58.0267,0
37.51,450.12,57.9026,57.9026,0
37.61,451.32,57.779,57.779,0
37.71,452.52,57.656,57.656,0
37.81,453.72,57.5336,57.5336,0
37.91,454.92,57.4118,57.4118,0
38.01,456.12,57.2906,57.2906,0
38.11,457.32,57.17,57.17,0
38.21,458.52,57.05,57.05,0
38.31,459.72,56.9305,56.9305,0
38.41,460.92,56.8116,56.8116,0
38.51,462.12,56.6933,56.6933,0
38.61,463.32,56.5755,56.5755,0
38.71,464.52,56.4583,56.4583,0
38.81,465.72,56.3416,56.3416,0
38.91,466.92,56.2255,56.2255,0
39.01,468.12,56.11,56.11,0
39.11,469.32,55.9949,55.9949,0
39.21,470.52,55.8805,55.8805,0
39.31,471.72,55.7665,55.7665,0
39.41,472.92,55.6531,55.6531,0
39.51,474.12,55.5402,55.5402,0
39.61,475.32,55.4278,55.4278,0
39.71,476.52,55.316,55.316,0
39.81,477.72,55.2046,55.2046,0
39.91,478.92,55.0938,55.0938,0
40.01,480.12,54.9835,54.9835,0
40.11,481.32,54.8737,54.8737,0
40.21,482.52,54.7643,54.7643,0
40.31,483.72,54.6555,54.6555,0
40.41,484.92,54.5472,54.5472,0
40.51,486.12,54.4394,54.4394,0
40.61,487.32,54.332,54.332,0
40.71,488.52,54.2252,54.2252,0
40.81,489.72,54.1188,54.1188,0
40.91,490.92,54.0129,54.0129,0
41.01,492.12,53.9075,53.9075,0
41.11,493.32,53.8025,53.8025,0
41.21,494.52,53.698,53.698,0
41.31,495.72,53.594,53.594,0
41.41,496.92,53.4905,53.4905,0
41.51,498.12,53.3874,53.3874,0
41.61,499.32,53.2847,53.2847,0
41.71,500.52,53.1825,53.1825,0
41.81,501.72,53.0808,53.0808,0
41.91,502.92,52.9795,52.9795,0
42.01,504.12,52.8786,52.8786,0
42.11,505.32,52.7782,52.7782,0
42.21,506.52,52.6782,52.6782,0
42.31,507.72,52.5787,52.5787,0
42.41,508.92,52.4796,52.4796,0
42.51,510.12,52.3809,52.3809,0
42.61,511.32,52.2827,52.2827,0
42.71,512.52,52.1848,52.1848,0
42.81,513.72,52.0874,52.0874,0
42.91,514.92,51.9904,51.9904,0
43.01,516.12,51.8939,51.8939,0
43.11,517.32,51.7977,51.7977,0
43.21,518.52,51.7019,51.7019,0
43.31,519.72,51.6066,51.6066,0
43.41,520.92,51.5117,51.5117,0
43.51,522.12,51.4171,51.4171,0
43.61,523.32,51.323,51.323,0
43.71,524.52,51.2292,51.2292,0
43.81,525.72,51.1359,51.1359,0
43.91,526.92,51.0429,51.0429,0
44.01,528.12,50.9504,50.9504,0
44.11,529.32,50.8582,50.8582,0
44.21,530.52,50.7664,50.7664,0
44.31,531.72,50.675,50.675,0
44.41,532.92,50.5839,50.5839,0
44.51,534.12,50.4933,50.4933,0
44.61,535.32,50.403,50.403,0
44.71,536.52,50.3131,50.3131,0
44.81,537.72,50.2236,50.2236,0
44.91,538.92,50.1344,50.1344,0
45.01,540.12,50.0456,50.0456,0
45.11,541.32,49.9571,49.9571,0
45.21,542.52,49.8691,49.8691,0
45.31,543.72,49.7813,49.7813,0
45.41,544.92,49.694,49.694,0
45.51,546.12,49.607,49.607,0
45.61,547.32,49.5203,49.5203,0
45.71,548.52,49.434,49.434,0
45.81,549.72,49.348,49.348,0
45.91,550.92,49.2624,49.2624,0
46.01,552.12,49.1771,49.1771,0
46.11,553.32,49.0922,49.0922,0
46.21,554.52,49.0076,49.0076,0
46.31,555.72,48.9234,48.9234,0
46.41,556.92,48.8395,48.8395,0
46.51,558.12,48.7559,48.7559,0
46.61,559.32,48.6726,48.6726,0
46.71,560.52,48.5897,48.5897,0
46.81,561.72,48.5071,48.5071,0
46.91,562.92,48.4248,48.4248,0
47.01,564.12,48.3429,48.3429,0
47.11,565.32,48.2613,48.2613,0
47.21,566.52,48.18,48.18,0
47.31,567.72,48.099,48.099,0
47.41,568.92,48.0183,48.0183,0
47.51,570.12,47.9379,47.9379,0
47.61,571.32,47.8579,47.8579,0
47.71,572.52,47.7782,47.7782,0
47.81,573.72,47.6987,47.6987,0
47.91,574.92,47.6196,47.6196,0
48.01,576.12,47.5408,47.5408,0
48.11,577.32,47.4623,47.4623,0
48.21,578.52,47.3841,47.3841,0
48.31,579.72,47.3062,47.3062,0
48.41,580.92,47.2286,47.2286,0
48.51,582.12,47.1512,47.1512,0
48.61,583.32,47.0742,47.0742,0
48.71,584.52,46.9975,46.9975,0
48.81,585.72,46.9211,46.9211,0
48.91,586.92,46.8449,46.8449,0
49.01,588.12,46.769,46.769,0
49.11,589.32,46.6935,46.6935,0
49.21,590.52,46.6182,46.6182,0
49.31,591.72,46.5432,46.5432,0
49.41,592.92,46.4685,46.4685,0
49.51,594.12,46.394,46.394,0
49.61,595.32,46.3198,46.3198,0
49.71,596.52,46.2459,46.2459,0
49.81,597.72,46.1723,46.1723,0
49.91,598.92,46.099,46.099,0
50.01,600.12,46.0259,46.0259,0
50.11,601.32,45.9531,45.9531,0
50.21,602.52,45.8806,45.8806,0
50.31,603.72,45.8083,45.8083,0
50.41,604.92,45.7363,45.7363,0
50.51,606.12,45.6646,45.6646,0
50.61,607.32,45.5931,45.5931,0
50.71,608.52,45.5219,45.5219,0
50.81,609.72,45.4509,45.4509,0
50.91,610.92,45.3803,45.3803,0
51.01,612.12,45.3098,45.3098,0
51.11,613.32,45.2396,45.2396,0
51.21,614.52,45.1697,45.1697,0
51.31,615.72,45.1,45.1,0
51.41,616.92,45.0306,45.0306,0
51.51,618.12,44.9614,44.9614,0
51.61,619.32,44.8925,44.8925,0
51.71,620.52,44.8238,44.8238,0
51.81,621.72,44.7554,44.7554,0
51.91,622.92,44.6872,44.6872,0
52.01,624.12,44.6193,44.6193,0
52.11,625.32,44.5516,44.5516,0
52.21,626.52,44.4841,44.4841,0
52.31,627.72,44.4169,44.4169,0
52.41,628.92,44.3499,44.3499,0
52.51,630.12,44.2831,44.2831,0
52.61,631.32,44.2166,44.2166,0
52.71,632.52,44.1503,44.1503,0
52.81,633.72,44.0843,44.0843,0
52.91,634.92,44.0185,44.0185,0
53.01,636.12,43.9529,43.9529,0
53.11,637.32,43.8875,43.8875,0
53.21,638.52,43.8224,43.8224,0
53.31,639.72,43.7575,43.7575,0
53.41,640.92,43.6928,43.6928,0
53.51,642.12,43.6284,43.6284,0
53.61,643.32,43.5642,43.5642,0
53.71,644.52,43.5001,43.5001,0
53.81,645.72,43.4364,43.4364,0
53.91,646.92,43.3728,43.3728,0
54.01,648.12,43.3094,43.3094,0
54.11,649.32,43.2463,43.2463,0
54.21,650.52,43.1834,43.1834,0
54.31,651.72,43.1207,43.1207,0
54.41,652.92,43.0582,43.0582,0
54.51,654.12,42.9959,42.9959,0
54.61,655.32,42.9339,42.9339,0
54.71,656.52,42.872,42.872,0
54.81,657.72,42.8104,42.8104,0
54.91,658.92,42.7489,42.7489,0
55.01,660.12,42.6877,42.6877,0
55.11,661.32,42.6267,42.6267,0
55.21,662.52,42.5659,42.5659,0
55.31,663.72,42.5052,42.5052,0
55.41,664.92,42.4448,42.4448,0
55.51,666.12,42.3846,42.3846,0
55.61,667.32,42.3246,42.3246,0
55.71,668.52,42.2648,42.2648,0
55.81,669.72,42.2052,42.2052,0
55.91,670.92,42.1458,42.1458,0
56.01,672.12,42.0866,42.0866,0
56.11,673.32,42.0276,42.0276,0
56.21,674.52,41.9687,41.9687,0
56.31,675.72,41.9101,41.9101,0
56.41,676.92,41.8517,41.8517,0
56.51,678.12,41.7934,41.7934,0
56.61,679.32,41.7354,41.7354,0
56.71,680.52,41.6775,41.6775,0
56.81,681.72,41.6198,41.6198,0
56.91,682.92,41.5623,41.5623,0
57.01,684.12,41.505,41.505,0
57.11,685.32,41.4479,41.4479,0
57.21,686.52,41.391,41.391,0
57.31,687.72,41.3343,41.3343,0
57.41,688.92,41.2777,41.2777,0
57.51,690.12,41.2213,41.2213,0
57.61,691.32,41.1651,41.1651,0
57.71,692.52,41.1091,41.1091,0
57.81,693.72,41.0533,41.0533,0
57.91,694.92,40.9976,40.9976,0
58.01,696.12,40.9421,40.9421,0
58.11,697.32,40.8868,40.8868,0
58.21,698.52,40.8317,40.8317,0
58.31,699.72,40.7768,40.7768,0
58.41,700.92,40.722,40.722,0
58.51,702.12,40.6674,40.6674,0
58.61,703.32,40.6129,40.6129,0
58.71,704.52,40.5587,40.5587,0
58.81,705.72,40.5046,40.5046,0
58.91,706.92,40.4507,40.4507,0
59.01,708.12,40.397,40.397,0
59.11,709.32,40.3434,40.3434,0
59.21,710.52,40.29,40.29,0
59.31,711.72,40.2367,40.2367,0
59.41,712.92,40.1837,40.1837,0
59.51,714.12,40.1307,40.1307,0
59.61,715.32,40.078,40.078,0
59.71,716.52,40.0254,40.0254,0
59.81,717.72,39.973,39.973,0
59.91,718.92,39.9208,39.9208,0
60.01,720.12,39.8687,39.8687,0
60.11,721.32,39.8167,39.8167,0
60.21,722.52,39.765,39.765,0
60.31,723.72,39.7133,39.7133,0
60.41,724.92,39.6619,39.6619,0
60.51,726.12,39.6106,39.6106,0
60.61,727.32,39.5595,39.5595,0
60.71,728.52,39.5085,39.5085,0
60.81,729.72,39.4577,39.4577,0
60.91,730.92,39.407,39.407,0
61.01,732.12,39.3565,39.3565,0
61.11,733.32,39.3061,39.3061,0
61.21,734.52,39.2559,39.2559,0
61.31,735.72,39.2058,39.2058,0
61.41,736.92,39.1559,39.1559,0
61.51,738.12,39.1062,39.1062,0
61.61,739.32,39.0566,39.0566,0
61.71,740.52,39.0071,39.0071,0
61.81,741.72,38.9578,38.9578,0
61.91,742.92,38.9087,38.9087,0
62.01,744.12,38.8596,38.8596,0
62.11,745.32,38.8108,38.8108,0
62.21,746.52,38.7621,38.7621,0
62.31,747.72,38.7135,38.7135,0
62.41,748.92,38.6651,38.6651,0
62.51,750.12,38.6168,38.6168,0
62.61,751.32,38.5686,38.5686,0
62.71,752.52,38.5206,38.5206,0
62.81,753.72,38.4728,38.4728,0
62.91,754.92,38.4251,38.4251,0
63.01,756.12,38.3775,38.3775,0
63.11,757.32,38.33,38.33,0
63.21,758.52,38.2827,38.2827,0
63.31,759.72,38.2356,38.2356,0
63.41,760.92,38.1886,38.1886,0
63.51,762.12,38.1417,38.1417,0
63.61,763.32,38.0949,38.0949,0
63.71,764.52,38.0483,38.0483,0
63.81,765.72,38.0019,38.0019,0
63.91,766.92,37.9555,37.9555,0
64.01,768.12,37.9093,37.9093,0
64.11,769.32,37.8633,37.8633,0
64.21,770.52,37.8173,37.8173,0
64.31,771.72,37.7715,37.7715,0
64.41,772.92,37.7259,37.7259,0
64.51,774.12,37.6803,37.6803,0
64.61,775.32,37.6349,37.6349,0
64.71,776.52,37.5896,37.5896,0
64.81,777.72,37.5445,37.5445,0
64.91,778.92,37.4995,37.4995,0
65.01,780.12,37.4546,37.4546,0
65.11,781.32,37.4098,37.4098,0
65.21,782.52,37.3652,37.3652,0
65.31,783.72,37.3207,37.3207,0
65.41,784.92,37.2763,37.2763,0
65.51,786.12,37.2321,37.2321,0
65.61,787.32,37.188,37.188,0
65.71,788.52,37.144,37.144,0
65.81,789.72,37.1001,37.1001,0
65.91,790.92,37.0563,37.0563,0
66.01,792.12,37.0127,37.0127,0
66.11,793.32,36.9692,36.9692,0
66.21,794.52,36.9258,36.9258,0
66.31,795.72,36.8826,36.8826,0
66.41,796.92,36.8394,36.8394,0
66.51,798.12,36.7964,36.7964,0
66.61,799.32,36.7535,36.7535,0
66.71,800.52,36.7107,36.7107,0
66.81,801.72,36.6681,36.6681,0
66.91,802.92,36.6255,36.6255,0
67.01,804.12,36.5831,36.5831,0
67.11,805.32,36.5408,36.5408,0
67.21,806.52,36.4986,36.4986,0
67.31,807.72,36.4565,36.4565,0
67.41,808.92,36.4146,36.4146,0
67.51,810.12,36.3728,36.3728,0
67.61,811.32,36.331,36.331,0
67.71,812.52,36.2894,36.2894,0
67.81,813.72,36.2479,36.2479,0
67.91,814.92,36.2066,36.2066,0
68.01,816.12,36.1653,36.1653,0
68.11,817.32,36.1241,36.1241,0
68.21,818.52,36.0831,36.0831,0
68.31,819.72,36.0422,36.0422,0
68.41,820.92,36.0014,36.0014,0
68.51,822.12,35.9606,35.9606,0
68.61,823.32,35.9201,35.9201,0
68.71,824.52,35.8796,35.8796,0
68.81,825.72,35.8392,35.8392,0
68.91,826.92,35.7989,35.7989,0
69.01,828.12,35.7588,35.7588,0
69.11,829.32,35.7187,35.7187,0
69.21,830.52,35.6788,35.6788,0
69.31,831.72,35.639,35.639,0
69.41,832.92,35.5992,35.5992,0
69.51,834.12,35.5596,35.5596,0
69.61,835.32,35.5201,35.5201,0
69.71,836.52,35.4807,35.4807,0
69.81,837.72,35.4414,35.4414,0
69.91,838.92,35.4022,35.4022,0
70.01,840.12,35.3631,35.3631,0
70.11,841.32,35.3241,35.3241,0
70.21,842.52,35.2852,35.2852,0
70.31,843.72,35.2465,35.2465,0
70.41,844.92,35.2078,35.2078,0
70.51,846.12,35.1692,35.1692,0
70.61,847.32,35.1307,35.1307,0
70.71,848.52,35.0924,35.0924,0
70.81,849.72,35.0541,35.0541,0
70.91,850.92,35.0159,35.0159,0
71.01,852.12,34.9779,34.9779,0
71.11,853.32,34.9399,34.9399,0
71.21,854.52,34.902,34.902,0
71.31,855.72,34.8642,34.8642,0
71.41,856.92,34.8266,34.8266,0
71.51,858.12,34.789,34.789,0
71.61,859.32,34.7515,34.7515,0
71.71,860.52,34.7141,34.7141,0
