# TOPAS/Geant4 C-12 stopping power in G4_BONE_COMPACT_ICRU (electronic dE/dx)
# Extracted via CarbonStoppingPowerNtuple / G4EmCalculator; not Bethe-Bloch development table.
energy_MeVu,stopping_power_MeV_per_mm
53.51,72.534
53.61,72.4278
53.71,72.3219
53.81,72.2164
53.91,72.1113
54.01,72.0065
54.11,71.9021
54.21,71.7981
54.31,71.6943
54.41,71.591
54.51,71.488
54.61,71.3853
54.71,71.283
54.81,71.1811
54.91,71.0795
55.01,70.9782
55.11,70.8772
55.21,70.7766
55.31,70.6764
55.41,70.5764
55.51,70.4769
55.61,70.3776
55.71,70.2787
55.81,70.18
55.91,70.0818
56.01,69.9838
56.11,69.8862
56.21,69.7889
56.31,69.6919
56.41,69.5952
56.51,69.4988
56.61,69.4028
56.71,69.3071
56.81,69.2117
56.91,69.1165
57.01,69.0217
57.11,68.9273
57.21,68.8331
57.31,68.7392
57.41,68.6456
57.51,68.5523
57.61,68.4593
57.71,68.3667
57.81,68.2743
57.91,68.1822
58.01,68.0904
58.11,67.9989
58.21,67.9077
58.31,67.8168
58.41,67.7261
58.51,67.6358
58.61,67.5457
58.71,67.4559
58.81,67.3664
58.91,67.2772
59.01,67.1883
59.11,67.0996
59.21,67.0112
59.31,66.9231
59.41,66.8353
59.51,66.7478
59.61,66.6605
59.71,66.5735
59.81,66.4867
59.91,66.4002
60.01,66.314
60.11,66.2281
60.21,66.1424
60.31,66.057
60.41,65.9718
60.51,65.8869
60.61,65.8023
60.71,65.7179
60.81,65.6338
60.91,65.5499
61.01,65.4663
61.11,65.383
61.21,65.2999
61.31,65.217
61.41,65.1344
61.51,65.052
61.61,64.9699
61.71,64.8881
61.81,64.8065
61.91,64.7251
62.01,64.644
62.11,64.5631
62.21,64.4824
62.31,64.402
62.41,64.3218
62.51,64.2419
62.61,64.1622
62.71,64.0828
62.81,64.0035
62.91,63.9246
63.01,63.8458
63.11,63.7673
63.21,63.689
63.31,63.6109
63.41,63.5331
63.51,63.4555
63.61,63.3781
63.71,63.3009
63.81,63.224
63.91,63.1473
64.01,63.0708
64.11,62.9945
64.21,62.9185
64.31,62.8426
64.41,62.767
64.51,62.6916
64.61,62.6165
64.71,62.5415
64.81,62.4668
64.91,62.3922
65.01,62.3179
65.11,62.2438
65.21,62.1699
65.31,62.0962
65.41,62.0227
65.51,61.9495
65.61,61.8764
65.71,61.8035
65.81,61.7309
65.91,61.6585
66.01,61.5862
66.11,61.5142
