# TOPAS/Geant4 C-12 stopping power in Copper (electronic dE/dx)
# Extracted via CarbonStoppingPowerNtuple / G4EmCalculator; not Bethe-Bloch development table.
energy_MeVu,stopping_power_MeV_per_mm
134.11,126.334
134.21,126.271
134.31,126.207
134.41,126.144
134.51,126.081
134.61,126.018
134.71,125.956
134.81,125.893
134.91,125.83
135.01,125.768
135.11,125.705
135.21,125.643
135.31,125.581
135.41,125.518
135.51,125.456
135.61,125.394
135.71,125.332
135.81,125.27
135.91,125.209
136.01,125.147
136.11,125.085
136.21,125.024
136.31,124.962
136.41,124.901
136.51,124.839
136.61,124.778
136.71,124.717
136.81,124.656
136.91,124.595
137.01,124.534
137.11,124.473
137.21,124.413
137.31,124.352
137.41,124.291
137.51,124.231
137.61,124.171
137.71,124.11
137.81,124.05
137.91,123.99
138.01,123.93
138.11,123.87
138.21,123.81
138.31,123.75
138.41,123.69
138.51,123.631
138.61,123.571
138.71,123.511
138.81,123.452
138.91,123.393
139.01,123.333
139.11,123.274
139.21,123.215
139.31,123.156
139.41,123.097
139.51,123.038
139.61,122.979
139.71,122.921
139.81,122.862
139.91,122.803
140.01,122.745
140.11,122.686
140.21,122.628
140.31,122.57
140.41,122.512
140.51,122.453
140.61,122.395
140.71,122.337
140.81,122.28
140.91,122.222
141.01,122.164
141.11,122.106
141.21,122.049
141.31,121.991
141.41,121.934
141.51,121.876
141.61,121.819
141.71,121.762
141.81,121.705
141.91,121.648
142.01,121.591
142.11,121.534
142.21,121.477
142.31,121.42
142.41,121.363
142.51,121.307
142.61,121.25
142.71,121.194
142.81,121.137
142.91,121.081
143.01,121.025
143.11,120.969
143.21,120.912
143.31,120.856
143.41,120.8
143.51,120.745
143.61,120.689
143.71,120.633
143.81,120.577
143.91,120.522
144.01,120.466
144.11,120.411
144.21,120.355
144.31,120.3
144.41,120.245
144.51,120.189
144.61,120.134
144.71,120.079
144.81,120.024
144.91,119.969
145.01,119.915
145.11,119.86
145.21,119.805
145.31,119.75
145.41,119.696
145.51,119.641
145.61,119.587
145.71,119.533
145.81,119.478
145.91,119.424
146.01,119.37
146.11,119.316
146.21,119.262
146.31,119.208
146.41,119.154
146.51,119.1
146.61,119.046
146.71,118.993
146.81,118.939
146.91,118.886
147.01,118.832
147.11,118.779
147.21,118.725
147.31,118.672
147.41,118.619
147.51,118.566
147.61,118.513
147.71,118.46
147.81,118.407
147.91,118.354
148.01,118.301
148.11,118.248
148.21,118.196
148.31,118.143
148.41,118.091
148.51,118.038
148.61,117.986
