# TOPAS/Geant4 C-12 electronic stopping power in Water_75eV; 0.01+0.1*n MeV/u grid.
energy_MeVu,stopping_power_MeV_per_mm
89.11,28.4849
89.21,28.4608
89.31,28.4369
89.41,28.4129
89.51,28.3891
89.61,28.3652
89.71,28.3414
89.81,28.3177
89.91,28.294
90.01,28.2704
90.11,28.2468
90.21,28.2233
90.31,28.1998
90.41,28.1764
90.51,28.153
90.61,28.1296
90.71,28.1063
90.81,28.0831
90.91,28.0599
91.01,28.0368
91.11,28.0137
91.21,27.9906
91.31,27.9676
91.41,27.9446
91.51,27.9217
91.61,27.8989
91.71,27.8761
91.81,27.8533
91.91,27.8306
92.01,27.8079
92.11,27.7852
92.21,27.7627
92.31,27.7401
92.41,27.7176
92.51,27.6952
92.61,27.6728
92.71,27.6504
92.81,27.6281
92.91,27.6058
93.01,27.5836
93.11,27.5614
93.21,27.5393
93.31,27.5172
93.41,27.4952
93.51,27.4732
93.61,27.4512
93.71,27.4293
93.81,27.4074
93.91,27.3856
94.01,27.3638
94.11,27.3421
94.21,27.3204
94.31,27.2987
94.41,27.2771
94.51,27.2556
94.61,27.234
94.71,27.2126
94.81,27.1911
94.91,27.1697
95.01,27.1484
95.11,27.1271
95.21,27.1058
95.31,27.0846
95.41,27.0634
95.51,27.0422
95.61,27.0211
95.71,27.0001
95.81,26.9791
95.91,26.9581
96.01,26.9371
96.11,26.9162
96.21,26.8954
96.31,26.8746
96.41,26.8538
96.51,26.8331
96.61,26.8124
96.71,26.7917
96.81,26.7711
96.91,26.7505
97.01,26.73
97.11,26.7095
97.21,26.689
97.31,26.6686
97.41,26.6482
97.51,26.6279
97.61,26.6076
97.71,26.5873
97.81,26.5671
97.91,26.5469
98.01,26.5268
98.11,26.5067
98.21,26.4866
98.31,26.4666
98.41,26.4466
98.51,26.4266
98.61,26.4067
98.71,26.3869
98.81,26.367
98.91,26.3472
99.01,26.3275
99.11,26.3077
99.21,26.288
99.31,26.2684
99.41,26.2488
