# TOPAS 4.2.p3 / Geant4 11.3.2 SchneiderSection07 ion electronic stopping powers.
# delta_electron_fraction preserves the measured C-12 correction and uses each ion's G4 restricted/unrestricted ratio relative to C-12.
atomic_number,mass_number,energy_MeVu,stopping_power_MeV_per_mm,restricted_stopping_power_MeV_per_mm,nuclear_stopping_power_MeV_per_mm,raw_delta_electron_fraction,delta_electron_fraction
3,6,383.61,2.78242,2.41403,0,0.132397,0.154407602007
3,6,383.71,2.78206,2.4137,0,0.132406,0.154431641128
3,6,383.81,2.7817,2.41336,0,0.132415,0.154455680248
3,6,383.91,2.78135,2.41303,0,0.132424,0.154479719368
3,6,384.01,2.78099,2.4127,0,0.132433,0.154503758486
3,6,384.11,2.78064,2.41236,0,0.132442,0.154527797603
3,6,384.21,2.78028,2.41203,0,0.132451,0.154551836718
3,6,384.31,2.77993,2.4117,0,0.13246,0.154575875833
3,6,384.41,2.77957,2.41137,0,0.132469,0.154599914947
3,6,384.51,2.77922,2.41103,0,0.132478,0.15462395406
3,6,384.61,2.77887,2.4107,0,0.132487,0.154647993171
3,6,384.71,2.77851,2.41037,0,0.132496,0.154672032281
3,6,384.81,2.77816,2.41004,0,0.132505,0.154696071391
3,6,384.91,2.7778,2.40971,0,0.132514,0.154720110499
3,6,385.01,2.77745,2.40937,0,0.132523,0.154745317989
3,6,385.11,2.7771,2.40904,0,0.132532,0.154769357197
3,6,385.21,2.77674,2.40871,0,0.132541,0.154793396404
3,6,385.31,2.77639,2.40838,0,0.13255,0.15481743561
3,6,385.41,2.77604,2.40805,0,0.132559,0.154841474815
3,6,385.51,2.77569,2.40772,0,0.132568,0.154865514018
3,6,385.61,2.77533,2.40739,0,0.132577,0.15488955322
3,6,385.71,2.77498,2.40706,0,0.132586,0.154913592421
3,6,385.81,2.77463,2.40673,0,0.132594,0.154936463119
3,6,385.91,2.77428,2.4064,0,0.132603,0.154960502216
3,6,386.01,2.77393,2.40607,0,0.132612,0.154984541312
3,6,386.11,2.77357,2.40574,0,0.132621,0.155009749922
3,6,386.21,2.77322,2.40541,0,0.13263,0.155033789117
3,6,386.31,2.77287,2.40508,0,0.132639,0.155057828312
3,6,386.41,2.77252,2.40475,0,0.132648,0.155081867506
3,6,386.51,2.77217,2.40442,0,0.132657,0.155105906699
3,6,386.61,2.77182,2.40409,0,0.132666,0.15512994589
3,6,386.71,2.77147,2.40377,0,0.132675,0.15515398508
3,6,386.81,2.77112,2.40344,0,0.132684,0.15517802427
3,6,386.91,2.77077,2.40311,0,0.132693,0.155203233805
3,6,387.01,2.77042,2.40278,0,0.132701,0.155226103351
3,6,387.11,2.77007,2.40245,0,0.13271,0.155250142537
3,6,387.21,2.76972,2.40213,0,0.132719,0.155274181721
3,6,387.31,2.76937,2.4018,0,0.132728,0.155298220905
3,6,387.41,2.76902,2.40147,0,0.132737,0.155322260088
3,6,387.51,2.76867,2.40114,0,0.132746,0.155346299269
3,6,387.61,2.76832,2.40082,0,0.132755,0.155370338449
3,6,387.71,2.76798,2.40049,0,0.132764,0.155395548798
3,6,387.81,2.76763,2.40016,0,0.132773,0.155419588078
3,6,387.91,2.76728,2.39984,0,0.132781,0.155442456689
3,6,388.01,2.76693,2.39951,0,0.13279,0.155466495865
3,6,388.11,2.76658,2.39918,0,0.132799,0.15549053504
3,6,388.21,2.76624,2.39886,0,0.132808,0.155514574214
3,6,388.31,2.76589,2.39853,0,0.132817,0.155539785176
3,6,388.41,2.76554,2.39821,0,0.132826,0.155563824449
3,6,388.51,2.76519,2.39788,0,0.132835,0.155587863722
3,6,388.61,2.76485,2.39756,0,0.132843,0.155610731604
3,6,388.71,2.7645,2.39723,0,0.132852,0.155634770773
3,6,388.81,2.76415,2.39691,0,0.132861,0.15565880994
3,6,388.91,2.76381,2.39658,0,0.13287,0.155684021514
3,6,389.01,2.76346,2.39626,0,0.132879,0.15570806078
3,6,389.11,2.76312,2.39593,0,0.132888,0.155732100046
3,6,389.21,2.76277,2.39561,0,0.132897,0.15575613931
3,6,389.31,2.76242,2.39528,0,0.132905,0.155779006466
3,6,389.41,2.76208,2.39496,0,0.132914,0.155803045626
3,6,389.51,2.76173,2.39464,0,0.132923,0.155828257812
3,6,389.61,2.76139,2.39431,0,0.132932,0.15585229707
3,6,389.71,2.76104,2.39399,0,0.132941,0.155876336329
3,6,389.81,2.7607,2.39367,0,0.13295,0.155900375587
3,6,389.91,2.76036,2.39334,0,0.132958,0.155923242118
3,6,390.01,2.76001,2.39302,0,0.132967,0.155948454814
3,6,390.11,2.75967,2.3927,0,0.132976,0.155972494068
3,6,390.21,2.75932,2.39237,0,0.132985,0.155996533322
3,6,390.31,2.75898,2.39205,0,0.132994,0.156020572574
3,6,390.41,2.75864,2.39173,0,0.133003,0.156044611825
3,6,390.51,2.75829,2.39141,0,0.133011,0.15606865179
3,6,390.61,2.75795,2.39109,0,0.13302,0.156092691039
3,6,390.71,2.75761,2.39076,0,0.133029,0.156116730286
3,6,390.81,2.75726,2.39044,0,0.133038,0.156140769533
3,6,390.91,2.75692,2.39012,0,0.133047,0.156165983259
3,6,391.01,2.75658,2.3898,0,0.133055,0.156188848738
3,6,391.11,2.75624,2.38948,0,0.133064,0.156212887981
3,6,391.21,2.75589,2.38916,0,0.133073,0.156236927223
3,6,391.31,2.75555,2.38884,0,0.133082,0.156260966464
3,6,391.41,2.75521,2.38852,0,0.133091,0.1562861807
3,6,391.51,2.75487,2.3882,0,0.133099,0.156309045658
3,6,391.61,2.75453,2.38788,0,0.133108,0.156333084895
3,6,391.71,2.75419,2.38756,0,0.133117,0.156357124132
3,6,391.81,2.75384,2.38724,0,0.133126,0.156382338777
3,6,391.91,2.7535,2.38692,0,0.133134,0.156405203317
3,6,392.01,2.75316,2.3866,0,0.133143,0.15642924255
3,6,392.11,2.75282,2.38628,0,0.133152,0.156453281782
3,6,392.21,2.75248,2.38596,0,0.133161,0.156478496836
3,6,392.31,2.75214,2.38564,0,0.13317,0.156502536167
3,6,392.41,2.7518,2.38532,0,0.133178,0.156525400188
3,6,392.51,2.75146,2.385,0,0.133187,0.156549439416
3,6,392.61,2.75112,2.38468,0,0.133196,0.156574654878
3,6,392.71,2.75078,2.38437,0,0.133205,0.156598694205
3,6,392.81,2.75044,2.38405,0,0.133213,0.156621557808
3,6,392.91,2.75011,2.38373,0,0.133222,0.156645597031
3,6,393.01,2.74977,2.38341,0,0.133231,0.156670812902
3,6,393.11,2.74943,2.38309,0,0.13324,0.156694852225
3,6,393.21,2.74909,2.38278,0,0.133248,0.15671771541
3,6,393.31,2.74875,2.38246,0,0.133257,0.15674293159
3,6,393.41,2.74841,2.38214,0,0.133266,0.156766970909
3,6,393.51,2.74807,2.38183,0,0.133275,0.156791010226
3,6,393.61,2.74774,2.38151,0,0.133283,0.156813872994
3,6,393.71,2.7474,2.38119,0,0.133292,0.156839089582
3,6,393.81,2.74706,2.38088,0,0.133301,0.156863128896
3,6,393.91,2.74672,2.38056,0,0.13331,0.156887168209
3,6,394.01,2.74639,2.38024,0,0.133318,0.156911208246
3,6,394.11,2.74605,2.37993,0,0.133327,0.156935247557
3,6,394.21,2.74571,2.37961,0,0.133336,0.156959286867
3,6,394.31,2.74538,2.3793,0,0.133344,0.156982148904
3,6,394.41,2.74504,2.37898,0,0.133353,0.157007366208
3,6,394.51,2.7447,2.37866,0,0.133362,0.157031405514
3,6,394.61,2.74437,2.37835,0,0.133371,0.15705544482
3,6,394.71,2.74403,2.37803,0,0.133379,0.157079484849
3,6,394.81,2.7437,2.37772,0,0.133388,0.157103524152
3,6,394.91,2.74336,2.37741,0,0.133397,0.157127563454
3,6,395.01,2.74302,2.37709,0,0.133405,0.15715160348
3,6,395.11,2.74269,2.37678,0,0.133414,0.15717564278
3,6,395.21,2.74235,2.37646,0,0.133423,0.157199682078
3,6,395.31,2.74202,2.37615,0,0.133432,0.157224900415
3,6,395.41,2.74169,2.37583,0,0.13344,0.157247761397
3,6,395.51,2.74135,2.37552,0,0.133449,0.157271800693
3,6,395.61,2.74102,2.37521,0,0.133458,0.157297019336
3,6,395.71,2.74068,2.37489,0,0.133466,0.157319880004
3,6,395.81,2.74035,2.37458,0,0.133475,0.157343919296
3,6,395.91,2.74001,2.37427,0,0.133484,0.157369138248
3,6,396.01,2.73968,2.37395,0,0.133492,0.157391998602
3,6,396.11,2.73935,2.37364,0,0.133501,0.157416037891
3,6,396.21,2.73901,2.37333,0,0.13351,0.15744125715
3,6,396.31,2.73868,2.37302,0,0.133518,0.15746411719
3,6,396.41,2.73835,2.3727,0,0.133527,0.157488156475
3,6,396.51,2.73801,2.37239,0,0.133536,0.157513376042
3,6,396.61,2.73768,2.37208,0,0.133544,0.157536235768
3,6,396.71,2.73735,2.37177,0,0.133553,0.15756027505
3,6,396.81,2.73702,2.37146,0,0.133562,0.157585494923
3,6,396.91,2.73669,2.37115,0,0.13357,0.157608354336
3,6,397.01,2.73635,2.37083,0,0.133579,0.157633574417
3,6,397.11,2.73602,2.37052,0,0.133588,0.157657613795
3,6,397.21,2.73569,2.37021,0,0.133596,0.157680472894
3,6,397.31,2.73536,2.3699,0,0.133605,0.157705693282
3,6,397.41,2.73503,2.36959,0,0.133614,0.157729732657
3,6,397.51,2.7347,2.36928,0,0.133622,0.157752591442
3,6,397.61,2.73437,2.36897,0,0.133631,0.157777812136
3,6,397.71,2.73403,2.36866,0,0.13364,0.157801851507
3,6,397.81,2.7337,2.36835,0,0.133648,0.157825891611
3,6,397.91,2.73337,2.36804,0,0.133657,0.157849930981
3,6,398.01,2.73304,2.36773,0,0.133666,0.157873970349
3,6,398.11,2.73271,2.36742,0,0.133674,0.15789801045
3,6,398.21,2.73238,2.36711,0,0.133683,0.157922049816
3,6,398.31,2.73205,2.3668,0,0.133691,0.157944907763
3,6,398.41,2.73172,2.36649,0,0.1337,0.157970129278
3,6,398.51,2.7314,2.36618,0,0.133709,0.157994168641
3,6,398.61,2.73107,2.36588,0,0.133717,0.158018208735
3,6,398.71,2.73074,2.36557,0,0.133726,0.158042248095
3,6,398.81,2.73041,2.36526,0,0.133735,0.158066287454
3,6,398.91,2.73008,2.36495,0,0.133743,0.158090327547
3,6,399.01,2.72975,2.36464,0,0.133752,0.158114366904
3,6,399.11,2.72942,2.36433,0,0.13376,0.158138406993
3,6,399.21,2.72909,2.36403,0,0.133769,0.158162446348
3,6,399.31,2.72877,2.36372,0,0.133778,0.1581876689
3,6,399.41,2.72844,2.36341,0,0.133786,0.158210525788
3,6,399.51,2.72811,2.3631,0,0.133795,0.15823456514
3,6,399.61,2.72778,2.3628,0,0.133803,0.158258605224
3,6,399.71,2.72746,2.36249,0,0.133812,0.158282644573
3,6,399.81,2.72713,2.36218,0,0.133821,0.158307867638
3,6,399.91,2.7268,2.36188,0,0.133829,0.158330724003
3,6,400.01,2.72648,2.36157,0,0.133838,0.158353542661
3,7,0.01,103.502,103.502,8.28667,0,0.000147972232053
3,7,0.11,352.302,352.302,1.26718,0,0.000147972232053
3,7,0.21,436.75,436.75,0.726811,0,0.000147972232053
3,7,0.31,435.879,435.879,0.528546,0,0.000147972232053
3,7,0.41,400.502,400.502,0.412852,0,0.000147972232053
3,7,0.51,361.52,361.52,0.34491,0,0.000147972232053
3,7,0.61,326.578,326.578,0.296067,0,0.000147972232053
3,7,0.71,298.862,298.862,0.255256,0,0.000147972232053
3,7,0.81,273.928,273.928,0.229152,0,0.000147972232053
3,7,0.91,253.981,253.981,0.206172,0,0.000147972232053
3,7,1.01,235.186,235.186,0.189506,0,0.000147972232053
3,7,1.11,221.03,221.03,0.1749,0,0.000147972232053
3,7,1.21,206.874,206.874,0.160959,0,0.000147972232053
3,7,1.31,195.53,195.53,0.148515,0,0.000147972232053
3,7,1.41,185.8,185.8,0.139465,0,0.000147972232053
3,7,1.51,176.07,176.07,0.131981,0,0.000147972232053
3,7,1.61,167.623,167.623,0.124862,0,0.000147972232053
3,7,1.71,161.038,161.038,0.117802,0,0.000147972232053
3,7,1.81,154.453,154.453,0.111677,0,0.000147972232053
3,7,1.91,147.868,147.868,0.106391,0,0.000147972232053
3,7,2.01,145.456,145.456,0.101856,0,0.000147972232053
3,7,2.11,140.703,140.703,0.0974293,0,0.000147972232053
3,7,2.21,136.248,136.248,0.0932602,0,0.000147972232053
3,7,2.31,132.065,132.065,0.0897974,0,0.000147972232053
3,7,2.41,128.129,128.129,0.0864225,0,0.000147972232053
3,7,2.51,124.404,124.404,0.0835765,0,0.000147972232053
3,7,2.61,120.828,120.828,0.0807325,0,0.000147972232053
3,7,2.71,117.461,117.461,0.078334,0,0.000147972232053
3,7,2.81,114.275,114.275,0.0761179,0,0.000147972232053
3,7,2.91,111.257,111.257,0.0740157,0,0.000147972232053
3,7,3.01,108.394,108.394,0.0719157,0,0.000147972232053
3,7,3.11,105.676,105.676,0.0698163,0,0.000147972232053
3,7,3.21,103.091,103.091,0.0677291,0,0.000147972232053
3,7,3.31,100.632,100.632,0.0656527,0,0.000147972232053
3,7,3.41,98.2897,98.2897,0.0635769,0,0.000147972232053
3,7,3.51,96.068,96.068,0.0615099,0,0.000147972232053
3,7,3.61,94.014,94.014,0.0599638,0,0.000147972232053
3,7,3.71,92.0484,92.0484,0.0587471,0,0.000147972232053
3,7,3.81,90.1662,90.1662,0.0575304,0,0.000147972232053
3,7,3.91,88.3623,88.3623,0.0563148,0,0.000147972232053
3,7,4.01,86.6324,86.6324,0.0551097,0,0.000147972232053
3,7,4.11,84.9705,84.9705,0.0539105,0,0.000147972232053
3,7,4.21,83.3732,83.3732,0.0527118,0,0.000147972232053
3,7,4.31,81.8382,81.8382,0.0515131,0,0.000147972232053
3,7,4.41,80.3621,80.3621,0.0503564,0,0.000147972232053
3,7,4.51,78.94,78.94,0.0494653,0,0.000147972232053
3,7,4.61,77.5694,77.5694,0.0485746,0,0.000147972232053
3,7,4.71,76.2488,76.2488,0.0476846,0,0.000147972232053
3,7,4.81,74.9757,74.9757,0.0468202,0,0.000147972232053
3,7,4.91,73.7475,73.7475,0.0461104,0,0.000147972232053
3,7,5.01,72.5619,72.5619,0.0454009,0,0.000147972232053
3,7,5.11,71.4168,71.4168,0.0446915,0,0.000147972232053
3,7,5.21,70.3103,70.3103,0.0439823,0,0.000147972232053
3,7,5.31,69.2403,69.2403,0.0433038,0,0.000147972232053
3,7,5.41,68.2052,68.2052,0.042648,0,0.000147972232053
3,7,5.51,67.2035,67.2035,0.0419922,0,0.000147972232053
3,7,5.61,66.2334,66.2334,0.0413364,0,0.000147972232053
3,7,5.71,65.2932,65.2932,0.0406806,0,0.000147972232053
3,7,5.81,64.3814,64.3814,0.0400254,0,0.000147972232053
3,7,5.91,63.497,63.497,0.0393705,0,0.000147972232053
3,7,6.01,62.6388,62.6388,0.038724,0,0.000147972232053
3,7,6.11,61.8057,61.8057,0.0380784,0,0.000147972232053
3,7,6.21,60.9967,60.9967,0.0374332,0,0.000147972232053
3,7,6.31,60.2106,60.2106,0.0367879,0,0.000147972232053
3,7,6.41,59.4465,59.4465,0.0361427,0,0.000147972232053
3,7,6.51,58.7035,58.7035,0.0354975,0,0.000147972232053
3,7,6.61,57.9807,57.9807,0.0348804,0,0.000147972232053
3,7,6.71,57.2773,57.2773,0.034418,0,0.000147972232053
3,7,6.81,56.5925,56.5925,0.0339557,0,0.000147972232053
3,7,6.91,55.9256,55.9256,0.0334934,0,0.000147972232053
3,7,7.01,55.2759,55.2759,0.0330332,0,0.000147972232053
3,7,7.11,54.6427,54.6427,0.0325989,0,0.000147972232053
3,7,7.21,54.0253,54.0253,0.0321798,0,0.000147972232053
3,7,7.31,53.4235,53.4235,0.0318386,0,0.000147972232053
3,7,7.41,52.8365,52.8365,0.0314975,0,0.000147972232053
3,7,7.51,52.263,52.263,0.0311564,0,0.000147972232053
3,7,7.61,51.7026,51.7026,0.0308152,0,0.000147972232053
3,7,7.71,51.1553,51.1553,0.0304743,0,0.000147972232053
3,7,7.81,50.6207,50.6207,0.0301337,0,0.000147972232053
3,7,7.91,50.0984,50.0984,0.0297939,0,0.000147972232053
3,7,8.01,49.5878,49.5878,0.0294582,0,0.000147972232053
3,7,8.11,49.0887,49.0887,0.0291224,0,0.000147972232053
3,7,8.21,48.6005,48.6005,0.0287868,0,0.000147972232053
3,7,8.31,48.123,48.123,0.0284513,0,0.000147972232053
3,7,8.41,47.6559,47.6559,0.0281158,0,0.000147972232053
3,7,8.51,47.1986,47.1986,0.0277803,0,0.000147972232053
3,7,8.61,46.751,46.751,0.027445,0,0.000147972232053
3,7,8.71,46.3128,46.3128,0.0271099,0,0.000147972232053
3,7,8.81,45.8835,45.8835,0.0267911,0,0.000147972232053
3,7,8.91,45.463,45.463,0.0265513,0,0.000147972232053
3,7,9.01,45.051,45.051,0,0,0.000147972232053
3,7,9.11,44.6472,44.6472,0,0,0.000147972232053
3,7,9.21,44.2513,44.2513,0,0,0.000147972232053
3,7,9.31,43.8632,43.8632,0,0,0.000147972232053
3,7,9.41,43.4826,43.4826,0,0,0.000147972232053
3,7,9.51,43.1092,43.1092,0,0,0.000147972232053
3,7,9.61,42.7429,42.7429,0,0,0.000147972232053
3,7,9.71,42.3835,42.3835,0,0,0.000147972232053
3,7,9.81,42.0307,42.0307,0,0,0.000147972232053
3,7,9.91,41.6844,41.6844,0,0,0.000147972232053
3,7,10.01,41.3443,41.3443,0,0,0.000147972232053
3,7,10.11,41.0104,41.0104,0,0,0.000147972232053
3,7,10.21,40.6825,40.6825,0,0,0.000147972232053
3,7,10.31,40.3603,40.3603,0,0,0.000147972232053
3,7,10.41,40.0437,40.0437,0,0,0.000147972232053
3,7,10.51,39.7325,39.7325,0,0,0.000147972232053
3,7,10.61,39.4263,39.4263,0,0,0.000147972232053
3,7,10.71,39.1253,39.1253,0,0,0.000147972232053
3,7,10.81,38.8294,38.8294,0,0,0.000147972232053
3,7,10.91,38.5384,38.5384,0,0,0.000147972232053
3,7,11.01,38.2522,38.2522,0,0,0.000147972232053
3,7,11.11,37.9707,37.9707,0,0,0.000147972232053
3,7,11.21,37.6938,37.6938,0,0,0.000147972232053
3,7,11.31,37.4213,37.4213,0,0,0.000147972232053
3,7,11.41,37.1532,37.1532,0,0,0.000147972232053
3,7,11.51,36.8893,36.8893,0,0,0.000147972232053
3,7,11.61,36.6296,36.6296,0,0,0.000147972232053
3,7,11.71,36.3738,36.3738,0,0,0.000147972232053
3,7,11.81,36.1221,36.1221,0,0,0.000147972232053
3,7,11.91,35.8741,35.8741,0,0,0.000147972232053
3,7,12.01,35.63,35.63,0,0,0.000148703485013
3,7,12.11,35.3894,35.3894,0,0,0.000156016014611
3,7,12.21,35.1525,35.1525,0,0,0.000163328544209
3,7,12.31,34.9191,34.9191,0,0,0.000170641073807
3,7,12.41,34.6891,34.6891,0,0,0.000177953603406
3,7,12.51,34.4625,34.4625,0,0,0.000185266133004
3,7,12.61,34.2391,34.2391,0,0,0.000192578662602
3,7,12.71,34.0189,34.0189,0,0,0.0001998911922
3,7,12.81,33.8019,33.8019,0,0,0.000207203721798
3,7,12.91,33.5879,33.5879,0,0,0.000214516251397
3,7,13.01,33.3769,33.3769,0,0,0.000222458488977
3,7,13.11,33.1688,33.1688,0,0,0.000236068098392
3,7,13.21,32.9636,32.9636,0,0,0.000249677707808
3,7,13.31,32.7612,32.7612,0,0,0.000263287317224
3,7,13.41,32.5616,32.5616,0,0,0.00027689692664
3,7,13.51,32.3646,32.3646,0,0,0.000290506536056
3,7,13.61,32.1703,32.1703,0,0,0.000304116145472
3,7,13.71,31.9786,31.9786,0,0,0.000317725754888
3,7,13.81,31.7894,31.7894,0,0,0.000331335364304
3,7,13.91,31.6026,31.6026,0,0,0.00034494497372
3,7,14.01,31.4183,31.4183,0,0,0.000358554583136
3,7,14.11,31.2364,31.2364,0,0,0.000372164192551
3,7,14.21,31.0568,31.0568,0,0,0.000385773801967
3,7,14.31,30.8795,30.8795,0,0,0.000399383411383
3,7,14.41,30.7044,30.7044,0,0,0.000412993020799
3,7,14.51,30.5315,30.5315,0,0,0.000426602630215
3,7,14.61,30.3608,30.3608,0,0,0.000440212239631
3,7,14.71,30.1922,30.1922,0,0,0.000453821849047
3,7,14.81,30.0257,30.0257,0,0,0.000467431458463
3,7,14.91,29.8612,29.8612,0,0,0.000481041067879
3,7,15.01,29.6987,29.6987,0,0,0.000494650677295
3,7,15.11,29.5381,29.5381,0,0,0.00050826028671
3,7,15.21,29.3793,29.3793,0,0,0.000521869896126
3,7,15.31,29.2225,29.2225,0,0,0.000535479505542
3,7,15.41,29.0674,29.0674,0,0,0.000549089114958
3,7,15.51,28.9142,28.9142,0,0,0.000562698724374
3,7,15.61,28.7628,28.7628,0,0,0.00057630833379
3,7,15.71,28.6132,28.6132,0,0,0.000589917943206
3,7,15.81,28.4652,28.4652,0,0,0.000603527552622
3,7,15.91,28.319,28.319,0,0,0.000617137162038
3,7,16.01,28.1744,28.1744,0,0,0.000630825468387
3,7,16.11,28.0314,28.0314,0,0,0.000645222047138
3,7,16.21,27.8901,27.8901,0,0,0.000659618625888
3,7,16.31,27.7503,27.7503,0,0,0.000674015204639
3,7,16.41,27.6121,27.6121,0,0,0.000688411783389
3,7,16.51,27.4754,27.4754,0,0,0.00070280836214
3,7,16.61,27.3402,27.3402,0,0,0.00071720494089
3,7,16.71,27.2065,27.2065,0,0,0.000731601519641
3,7,16.81,27.0742,27.0742,0,0,0.000745998098391
3,7,16.91,26.9434,26.9434,0,0,0.000760394677142
3,7,17.01,26.814,26.814,0,0,0.000776111583329
3,7,17.11,26.6859,26.6859,0,0,0.000803711436445
3,7,17.21,26.5592,26.5592,0,0,0.000831311289561
3,7,17.31,26.4338,26.4338,0,0,0.000858911142678
3,7,17.41,26.3098,26.3098,0,0,0.000886510995794
3,7,17.51,26.187,26.187,0,0,0.00091411084891
3,7,17.61,26.0655,26.0655,0,0,0.000941710702026
3,7,17.71,25.9452,25.9452,0,0,0.000969310555143
3,7,17.81,25.8262,25.8262,0,0,0.000996910408259
3,7,17.91,25.7084,25.7084,0,0,0.00102451026138
3,7,18.01,25.5918,25.5918,0,0,0.00105211011449
3,7,18.11,25.4763,25.4763,0,0,0.00107970996761
3,7,18.21,25.362,25.362,0,0,0.00110730982072
3,7,18.31,25.2489,25.2489,0,0,0.00113490967384
3,7,18.41,25.1368,25.1368,0,0,0.00116250952696
3,7,18.51,25.0259,25.0259,0,0,0.00119010938007
3,7,18.61,24.916,24.916,0,0,0.00121770923319
3,7,18.71,24.8073,24.8073,0,0,0.0012453090863
3,7,18.81,24.6995,24.6995,0,0,0.00127290893942
3,7,18.91,24.5929,24.5929,0,0,0.00130050879254
3,7,19.01,24.4872,24.4872,0,0,0.00132810864565
3,7,19.11,24.3825,24.3825,0,0,0.00135570849877
3,7,19.21,24.2789,24.2789,0,0,0.00138330835188
3,7,19.31,24.1762,24.1762,0,0,0.001410908205
3,7,19.41,24.0745,24.0745,0,0,0.00143850805812
3,7,19.51,23.9737,23.9737,0,0,0.00146610791123
3,7,19.61,23.8739,23.8739,0,0,0.00149370776435
3,7,19.71,23.775,23.775,0,0,0.00152130761746
3,7,19.81,23.677,23.677,0,0,0.00154890747058
3,7,19.91,23.5798,23.5798,0,0,0.0015765073237
3,7,20.01,23.4836,23.4836,0,0,0.00160437655166
3,7,20.11,23.3883,23.3883,0,0,0.00163467015327
3,7,20.21,23.2938,23.2938,0,0,0.00166496375489
3,7,20.31,23.2002,23.2002,0,0,0.0016952573565
3,7,20.41,23.1074,23.1074,0,0,0.00172555095811
3,7,20.51,23.0154,23.0154,0,0,0.00175584455973
3,7,20.61,22.9242,22.9242,0,0,0.00178613816134
3,7,20.71,22.8338,22.8338,0,0,0.00181643176295
3,7,20.81,22.7443,22.7443,0,0,0.00184672536457
3,7,20.91,22.6555,22.6555,0,0,0.00187701896618
3,7,21.01,22.5675,22.5675,0,0,0.00190805363983
3,7,21.11,22.4802,22.4802,0,0,0.00194575796187
3,7,21.21,22.3937,22.3937,0,0,0.0019834622839
3,7,21.31,22.308,22.308,0,0,0.00202116660593
3,7,21.41,22.2229,22.2229,0,0,0.00205887092797
3,7,21.51,22.1386,22.1386,0,0,0.00209657525
3,7,21.61,22.055,22.055,0,0,0.00213427957203
3,7,21.71,21.9721,21.9721,0,0,0.00217198389406
3,7,21.81,21.8899,21.8899,0,0,0.0022096882161
3,7,21.91,21.8084,21.8084,0,0,0.00224739253813
3,7,22.01,21.7276,21.7276,0,0,0.00228509686016
3,7,22.11,21.6474,21.6474,0,0,0.0023228011822
3,7,22.21,21.5679,21.5679,0,0,0.00236050550423
3,7,22.31,21.489,21.489,0,0,0.00239820982627
3,7,22.41,21.4108,21.4108,0,0,0.0024359141483
3,7,22.51,21.3332,21.3332,0,0,0.00247361847033
3,7,22.61,21.2562,21.2562,0,0,0.00251132279237
3,7,22.71,21.1799,21.1799,0,0,0.0025490271144
3,7,22.81,21.1042,21.1042,0,0,0.00258673143644
3,7,22.91,21.029,21.029,0,0,0.00262443575847
3,7,23.01,20.9545,20.9545,0,0,0.0026621400805
3,7,23.11,20.8806,20.8806,0,0,0.00269984440254
3,7,23.21,20.8072,20.8072,0,0,0.00273754872457
3,7,23.31,20.7344,20.7344,0,0,0.0027752530466
3,7,23.41,20.6622,20.6622,0,0,0.00281295736864
3,7,23.51,20.5906,20.5906,0,0,0.00285066169067
3,7,23.61,20.5195,20.5195,0,0,0.0028883660127
3,7,23.71,20.4489,20.4489,0,0,0.00292607033473
3,7,23.81,20.3789,20.3789,0,0,0.00296377465677
3,7,23.91,20.3094,20.3094,0,0,0.0030014789788
3,7,24.01,20.2404,20.2404,0,0,0.00304055422144
3,7,24.11,20.1719,20.1719,0,0,0.00309196774957
3,7,24.21,20.104,20.104,0,0,0.00314338127771
3,7,24.31,20.0366,20.0366,0,0,0.00319479480584
3,7,24.41,19.9696,19.9696,0,0,0.00324620833397
3,7,24.51,19.9032,19.9032,0,0,0.0032976218621
3,7,24.61,19.8373,19.8373,0,0,0.00334903539023
3,7,24.71,19.7718,19.7718,0,0,0.00340044891836
3,7,24.81,19.7069,19.7069,0,0,0.00345186244649
3,7,24.91,19.6424,19.6424,0,0,0.00350327597462
3,7,25.01,19.5784,19.5784,0,0,0.00355481593522
3,7,25.11,19.5148,19.5148,0,0,0.00360749378805
3,7,25.21,19.4518,19.4518,0,0,0.00366017164088
3,7,25.31,19.3891,19.3891,0,0,0.00371284949371
3,7,25.41,19.327,19.327,0,0,0.00376552734654
3,7,25.51,19.2652,19.2652,0,0,0.00381820519937
3,7,25.61,19.2039,19.2033,0,3.21987e-05,0.000623121582898
3,7,25.71,19.1431,19.1371,0,0.000313269,0.00255440260766
3,7,25.81,19.0827,19.0714,0,0.00059289,0.00309831696274
3,7,25.91,19.0227,19.0061,0,0.000871075,0.00337723597584
3,7,26.01,18.9631,18.9413,0,0.00114784,0.00356007066088
3,7,26.11,18.904,18.8771,0,0.00142319,0.00369723581324
3,7,26.21,18.8452,18.8132,0,0.00169714,0.00380920351773
3,7,26.31,18.7869,18.7499,0,0.00196971,0.00390576485035
3,7,26.41,18.729,18.687,0,0.0022409,0.00399224192407
3,7,26.51,18.6714,18.6246,0,0.00251074,0.00407173868776
3,7,26.61,18.6143,18.5626,0,0.00277922,0.00414620849583
3,7,26.71,18.5576,18.501,0,0.00304637,0.00421695398076
3,7,26.81,18.5012,18.4399,0,0.00331219,0.00428484182698
3,7,26.91,18.4453,18.3793,0,0.0035767,0.00435050950731
3,7,27.01,18.3897,18.3191,0,0.00383991,0.00441848979741
3,7,27.11,18.3345,18.2593,0,0.00410182,0.00452196668447
3,7,27.21,18.2796,18.1999,0,0.00436246,0.00462446611314
3,7,27.31,18.2252,18.1409,0,0.00462183,0.00472615394412
