# TOPAS 4.2.p3 / Geant4 11.3.2 Copper ion macroscopic inelastic cross sections.
atomic_number,mass_number,energy_MeVu,macroscopic_inelastic_cross_section_per_mm,mean_free_path_mm
5,8,48.01,0.0139188,71.8455
5,8,49.01,0.0138739,72.0777
5,8,50.01,0.0138294,72.3095
5,8,51.01,0.0137854,72.5407
5,8,52.01,0.0137417,72.7712
5,8,53.01,0.0136985,73.0009
5,8,54.01,0.0136557,73.2296
5,8,55.01,0.0136133,73.4574
5,8,56.01,0.0135715,73.684
5,8,57.01,0.01353,73.9096
5,8,58.01,0.0134891,74.1339
5,8,59.01,0.0134486,74.3569
5,8,60.01,0.0134087,74.5786
5,8,61.01,0.0133692,74.7989
5,8,62.01,0.0133302,75.0178
5,8,63.01,0.0132916,75.2352
5,8,64.01,0.0132536,75.4511
5,8,65.01,0.0132161,75.6654
5,8,66.01,0.013179,75.8781
5,8,67.01,0.0131425,76.0893
5,8,68.01,0.0131064,76.2987
5,8,69.01,0.0130708,76.5065
5,8,70.01,0.0130357,76.7126
5,8,71.01,0.013001,76.917
5,8,72.01,0.0129669,77.1196
5,8,73.01,0.0129332,77.3204
5,8,74.01,0.0129,77.5195
5,8,75.01,0.0128672,77.7168
5,8,76.01,0.0128349,77.9123
5,8,77.01,0.0128031,78.106
5,8,78.01,0.0127717,78.2979
5,8,79.01,0.0127408,78.4879
5,8,80.01,0.0127103,78.6761
5,8,81.01,0.0126803,78.8624
5,8,82.01,0.0126507,79.0469
5,8,83.01,0.0126216,79.2295
5,8,84.01,0.0125928,79.4103
5,8,85.01,0.0125645,79.5892
5,8,86.01,0.0125366,79.7663
5,8,87.01,0.0125092,79.9414
5,8,88.01,0.0124821,80.1147
5,8,89.01,0.0124554,80.2862
5,8,90.01,0.0124292,80.4558
5,8,91.01,0.0124033,80.6235
5,8,92.01,0.0123779,80.7894
5,8,93.01,0.0123528,80.9534
5,8,94.01,0.0123281,81.1156
5,8,95.01,0.0123038,81.276
5,8,96.01,0.0122798,81.4345
5,8,97.01,0.0122562,81.5911
5,8,98.01,0.012233,81.746
5,8,99.01,0.0122102,81.899
5,8,100.01,0.0121936,82.0101
5,8,101.01,0.0121714,82.1596
5,8,102.01,0.0121496,82.3074
5,8,103.01,0.0121281,82.4533
5,8,104.01,0.0121069,82.5975
5,8,105.01,0.0120861,82.7399
5,8,106.01,0.0120656,82.8806
5,8,107.01,0.0120454,83.0195
5,8,108.01,0.0120255,83.1567
5,8,109.01,0.0120059,83.2922
5,8,110.01,0.0119867,83.4259
5,8,111.01,0.0119677,83.558
5,8,112.01,0.0119491,83.6884
5,8,113.01,0.0119307,83.8171
5,8,114.01,0.0119127,83.9441
5,8,115.01,0.0118949,84.0695
5,8,116.01,0.0118774,84.1933
5,8,117.01,0.0118602,84.3155
5,8,118.01,0.0118433,84.436
5,8,119.01,0.0118266,84.5549
5,8,120.01,0.0118102,84.6723
5,8,121.01,0.0117941,84.7881
5,8,122.01,0.0117782,84.9024
5,8,123.01,0.0117626,85.0151
5,8,124.01,0.0117473,85.1263
5,8,125.01,0.0117321,85.236
5,8,126.01,0.0117173,85.3442
5,8,127.01,0.0117026,85.4509
5,8,128.01,0.0116882,85.5561
5,8,129.01,0.0116741,85.6599
5,8,130.01,0.0116601,85.7623
5,8,131.01,0.0116464,85.8632
5,8,132.01,0.0116329,85.9628
5,8,133.01,0.0116197,86.0609
5,8,134.01,0.0116066,86.1577
5,8,135.01,0.0115938,86.2531
5,8,136.01,0.0115812,86.3472
5,8,137.01,0.0115687,86.4399
5,8,138.01,0.0115565,86.5313
5,8,139.01,0.0115445,86.6214
5,8,140.01,0.0115327,86.7103
5,8,141.01,0.011521,86.7978
5,8,142.01,0.0115096,86.8841
5,8,143.01,0.0114983,86.9692
5,8,144.01,0.0114873,87.053
5,8,145.01,0.0114764,87.1356
5,8,146.01,0.0114656,87.2171
5,8,147.01,0.0114551,87.2973
5,8,148.01,0.0114447,87.3764
5,8,149.01,0.0114345,87.4543
5,8,150.01,0.0114245,87.5311
5,8,151.01,0.0114147,87.6067
5,8,152.01,0.0114049,87.6812
5,8,153.01,0.0113954,87.7547
5,8,154.01,0.011386,87.827
5,8,155.01,0.0113768,87.8983
5,8,156.01,0.0113677,87.9685
5,8,157.01,0.0113588,88.0377
5,8,158.01,0.01135,88.1059
5,8,159.01,0.0113413,88.173
5,8,160.01,0.0113328,88.2392
5,8,161.01,0.0113245,88.3043
5,8,162.01,0.0113162,88.3685
5,8,163.01,0.0113082,88.4317
5,8,164.01,0.0113002,88.494
5,8,165.01,0.0112924,88.5553
5,8,166.01,0.0112847,88.6158
5,8,167.01,0.0112771,88.6753
5,8,168.01,0.0112697,88.7339
5,8,169.01,0.0112623,88.7916
5,8,170.01,0.0112551,88.8484
5,8,171.01,0.011248,88.9044
5,8,172.01,0.0112411,88.9596
5,8,173.01,0.0112342,89.0139
5,8,174.01,0.0112275,89.0673
5,8,175.01,0.0112208,89.12
5,8,176.01,0.0112143,89.1719
5,8,177.01,0.0112079,89.223
5,8,178.01,0.0112016,89.2733
5,8,179.01,0.0111954,89.3228
5,8,180.01,0.0111892,89.3716
5,8,181.01,0.0111832,89.4196
5,8,182.01,0.0111773,89.4669
5,8,183.01,0.0111715,89.5135
5,8,184.01,0.0111658,89.5593
5,8,185.01,0.0111602,89.6045
5,8,186.01,0.0111546,89.6489
5,8,187.01,0.0111492,89.6927
5,8,188.01,0.0111438,89.7358
5,8,189.01,0.0111386,89.7783
5,8,190.01,0.0111334,89.8201
5,8,191.01,0.0111283,89.8612
5,8,192.01,0.0111233,89.9018
5,8,193.01,0.0111183,89.9417
5,8,194.01,0.0111135,89.981
5,8,195.01,0.0111087,90.0197
5,8,196.01,0.011104,90.0577
5,8,197.01,0.0110994,90.0952
5,8,198.01,0.0110948,90.1322
5,8,199.01,0.0110903,90.1685
5,8,200.01,0.0110859,90.2043
5,8,201.01,0.0110816,90.2396
5,8,202.01,0.0110774,90.2743
5,8,203.01,0.0110732,90.3085
5,8,204.01,0.011069,90.3421
5,8,205.01,0.011065,90.3752
5,8,206.01,0.011061,90.4078
5,8,207.01,0.0110571,90.44
5,8,208.01,0.0110532,90.4716
5,8,209.01,0.0110494,90.5027
5,8,210.01,0.0110457,90.5334
5,8,211.01,0.011042,90.5635
5,8,212.01,0.0110383,90.5933
5,8,213.01,0.0110348,90.6225
5,8,214.01,0.0110313,90.6513
5,8,215.01,0.0110278,90.6797
5,8,216.01,0.0110244,90.7076
5,8,217.01,0.0110211,90.7351
5,8,218.01,0.0110178,90.7622
5,8,219.01,0.0110146,90.7888
5,8,220.01,0.0110114,90.8151
5,8,221.01,0.0110083,90.8409
5,8,222.01,0.0110052,90.8664
5,8,223.01,0.0110021,90.8914
5,8,224.01,0.0109992,90.9161
5,8,225.01,0.0109962,90.9404
5,8,226.01,0.0109933,90.9643
5,8,227.01,0.0109905,90.9879
5,8,228.01,0.0109877,91.0111
5,8,229.01,0.0109849,91.0339
5,8,230.01,0.0109822,91.0564
5,8,231.01,0.0109795,91.0785
5,8,232.01,0.0109769,91.1003
5,8,233.01,0.0109743,91.1217
5,8,234.01,0.0109718,91.1429
5,8,235.01,0.0109693,91.1637
5,8,236.01,0.0109668,91.1842
5,8,237.01,0.0109644,91.2043
5,8,238.01,0.010962,91.2242
5,8,239.01,0.0109597,91.2438
5,8,240.01,0.0109573,91.263
5,8,241.01,0.0109551,91.282
5,8,242.01,0.0109528,91.3006
5,8,243.01,0.0109506,91.319
5,8,244.01,0.0109485,91.3371
5,8,245.01,0.0109463,91.3549
5,8,246.01,0.0109442,91.3725
5,8,247.01,0.0109421,91.3897
5,8,248.01,0.0109401,91.4068
5,8,249.01,0.0109381,91.4235
5,8,250.01,0.0109361,91.44
5,8,251.01,0.0109342,91.4562
5,8,252.01,0.0109323,91.472
5,8,253.01,0.0109305,91.4875
5,8,254.01,0.0109287,91.5025
5,8,255.01,0.0109269,91.5171
5,8,256.01,0.0109252,91.5314
5,8,257.01,0.0109236,91.5453
5,8,258.01,0.0109219,91.5588
5,8,259.01,0.0109204,91.5719
5,8,260.01,0.0109189,91.5847
5,8,261.01,0.0109174,91.5971
5,8,262.01,0.0109159,91.6091
5,8,263.01,0.0109146,91.6208
5,8,264.01,0.0109132,91.6321
5,8,265.01,0.0109119,91.6431
5,8,266.01,0.0109106,91.6537
5,8,267.01,0.0109094,91.664
5,8,268.01,0.0109082,91.674
5,8,269.01,0.0109071,91.6836
5,8,270.01,0.010906,91.6929
5,8,271.01,0.0109049,91.7019
5,8,272.01,0.0109039,91.7106
5,8,273.01,0.0109029,91.7189
5,8,274.01,0.0109019,91.7269
5,8,275.01,0.010901,91.7346
5,8,276.01,0.0109001,91.7421
5,8,277.01,0.0108993,91.7492
5,8,278.01,0.0108985,91.756
5,8,279.01,0.0108977,91.7625
5,8,280.01,0.010897,91.7687
5,8,281.01,0.0108963,91.7747
5,8,282.01,0.0108956,91.7803
5,8,283.01,0.0108949,91.7857
5,8,284.01,0.0108943,91.7908
5,8,285.01,0.0108938,91.7956
5,8,286.01,0.0108932,91.8001
5,8,287.01,0.0108927,91.8044
5,8,288.01,0.0108922,91.8084
5,8,289.01,0.0108918,91.8122
5,8,290.01,0.0108914,91.8157
5,8,291.01,0.010891,91.8189
5,8,292.01,0.0108906,91.8219
5,8,293.01,0.0108903,91.8246
5,8,294.01,0.01089,91.8271
5,8,295.01,0.0108513,92.1552
5,8,296.01,0.0108513,92.1545
5,8,297.01,0.0108514,92.1537
5,8,298.01,0.0108516,92.1527
5,8,299.01,0.0108517,92.1514
5,8,300.01,0.0108519,92.15
5,8,301.01,0.0108521,92.1484
5,8,302.01,0.0108523,92.1466
5,8,303.01,0.0108525,92.1446
5,8,304.01,0.0108528,92.1424
5,8,305.01,0.010853,92.14
5,8,306.01,0.0108533,92.1375
5,8,307.01,0.0108537,92.1347
5,8,308.01,0.010854,92.1318
5,8,309.01,0.0108544,92.1287
5,8,310.01,0.0108548,92.1255
5,8,311.01,0.0108552,92.122
5,8,312.01,0.0108556,92.1184
5,8,313.01,0.010856,92.1146
5,8,314.01,0.0108565,92.1106
5,8,315.01,0.010857,92.1065
5,8,316.01,0.0108575,92.1022
5,8,317.01,0.010858,92.0977
5,8,318.01,0.0108586,92.0931
5,8,319.01,0.0108591,92.0883
5,8,320.01,0.0108597,92.0833
5,8,321.01,0.0108603,92.0782
5,8,322.01,0.010861,92.0729
5,8,323.01,0.0108616,92.0675
5,8,324.01,0.0108623,92.0619
5,8,325.01,0.0108629,92.0561
5,8,326.01,0.0108636,92.0502
5,8,327.01,0.0108643,92.0442
5,8,328.01,0.0108651,92.038
5,8,329.01,0.0108658,92.0316
5,8,330.01,0.0108666,92.0251
5,8,331.01,0.0108674,92.0185
5,8,332.01,0.0108682,92.0117
5,8,333.01,0.010869,92.0047
5,8,334.01,0.0108698,91.9976
5,8,335.01,0.0108707,91.9904
5,8,336.01,0.0108716,91.983
5,8,337.01,0.0108725,91.9755
5,8,338.01,0.0108734,91.9679
5,8,339.01,0.0108743,91.9601
5,8,340.01,0.0108752,91.9522
5,8,341.01,0.0108762,91.9441
5,8,342.01,0.0108771,91.936
5,8,343.01,0.0108781,91.9276
5,8,344.01,0.0108791,91.9192
5,8,345.01,0.0108801,91.9106
5,8,346.01,0.0108812,91.9019
5,8,347.01,0.0108822,91.8931
5,8,348.01,0.0108833,91.8841
5,8,349.01,0.0108843,91.8751
5,8,350.01,0.0108854,91.8658
5,8,351.01,0.0108865,91.8565
5,8,352.01,0.0108877,91.8471
5,8,353.01,0.0108888,91.8375
5,8,354.01,0.0108899,91.8278
5,8,355.01,0.0108911,91.818
5,8,356.01,0.0108923,91.8081
5,8,357.01,0.0108935,91.7981
5,8,358.01,0.0108947,91.7879
5,8,359.01,0.0108959,91.7777
5,8,360.01,0.0108971,91.7673
5,8,361.01,0.0108984,91.7568
5,8,362.01,0.0108996,91.7462
5,8,363.01,0.0109009,91.7355
5,8,364.01,0.0109022,91.7247
5,8,365.01,0.0109035,91.7138
5,8,366.01,0.0109048,91.7028
5,8,367.01,0.0109061,91.6917
5,8,368.01,0.0109075,91.6804
5,8,369.01,0.0109088,91.6691
5,8,370.01,0.0109102,91.6577
5,8,371.01,0.0109115,91.6461
5,8,372.01,0.0109129,91.6345
5,8,373.01,0.0109143,91.6228
5,8,374.01,0.0109157,91.611
5,8,375.01,0.0109171,91.599
5,8,376.01,0.0109186,91.587
5,8,377.01,0.01092,91.5749
5,8,378.01,0.0109215,91.5627
5,8,379.01,0.0109229,91.5504
5,8,380.01,0.0109244,91.538
5,8,381.01,0.0109259,91.5255
5,8,382.01,0.0109274,91.513
5,8,383.01,0.0109289,91.5003
5,8,384.01,0.0109304,91.4875
5,8,385.01,0.010932,91.4747
5,8,386.01,0.0109335,91.4618
5,8,387.01,0.0109351,91.4488
5,8,388.01,0.0109366,91.4357
5,8,389.01,0.0109382,91.4225
5,8,390.01,0.0109398,91.4093
5,8,391.01,0.0109414,91.3959
5,8,392.01,0.010943,91.3825
5,8,393.01,0.0109446,91.369
5,8,394.01,0.0109463,91.3554
5,8,395.01,0.0109479,91.3418
5,8,396.01,0.0109495,91.328
5,8,397.01,0.0109512,91.3142
5,8,398.01,0.0109529,91.3003
5,8,399.01,0.0109545,91.2864
5,8,400.01,0.0109562,91.2723
5,10,0.01,0,0
5,10,1.01,0,0
5,10,2.01,0,0
5,10,3.01,0.00552019,181.153
5,10,4.01,0.00991316,100.876
5,10,5.01,0.0123711,80.8335
5,10,6.01,0.0138894,71.9972
5,10,7.01,0.014887,67.1725
5,10,8.01,0.0155694,64.2286
5,10,9.01,0.0160483,62.3118
5,10,10.01,0.0163897,61.014
5,10,11.01,0.0166344,60.1164
5,10,12.01,0.0168093,59.491
5,10,13.01,0.0169324,59.0582
5,10,14.01,0.0170166,58.7662
5,10,15.01,0.0170708,58.5796
5,10,16.01,0.0171017,58.4736
5,10,17.01,0.0171144,58.4304
5,10,18.01,0.0171125,58.4368
5,10,19.01,0.0170991,58.4827
5,10,20.01,0.0170763,58.5606
5,10,21.01,0.0170461,58.6646
5,10,22.01,0.0170097,58.7899
5,10,23.01,0.0169685,58.9328
5,10,24.01,0.0169232,59.0904
5,10,25.01,0.0168747,59.2602
5,10,26.01,0.0168237,59.4401
5,10,27.01,0.0167705,59.6286
5,10,28.01,0.0167157,59.8241
5,10,29.01,0.0166596,60.0256
5,10,30.01,0.0166025,60.2321
5,10,31.01,0.0165446,60.4426
5,10,32.01,0.0164863,60.6566
5,10,33.01,0.0164276,60.8733
5,10,34.01,0.0163687,61.0923
5,10,35.01,0.0163097,61.3132
5,10,36.01,0.0162508,61.5354
5,10,37.01,0.0161921,61.7586
5,10,38.01,0.0161336,61.9826
5,10,39.01,0.0160753,62.2071
5,10,40.01,0.0160175,62.4318
5,10,41.01,0.01596,62.6565
5,10,42.01,0.015903,62.8811
5,10,43.01,0.0158465,63.1053
5,10,44.01,0.0157905,63.3291
5,10,45.01,0.0157351,63.5522
5,10,46.01,0.0156802,63.7746
5,10,47.01,0.0156259,63.9962
5,10,48.01,0.0155722,64.2169
5,10,49.01,0.0155191,64.4365
5,10,50.01,0.0154667,64.6551
5,10,51.01,0.0154149,64.8725
5,10,52.01,0.0153637,65.0886
5,10,53.01,0.0153131,65.3035
5,10,54.01,0.0152632,65.5171
5,10,55.01,0.0152139,65.7292
5,10,56.01,0.0151653,65.9399
5,10,57.01,0.0151173,66.1492
5,10,58.01,0.01507,66.3569
5,10,59.01,0.0150233,66.5631
5,10,60.01,0.0149773,66.7677
5,10,61.01,0.0149319,66.9708
5,10,62.01,0.0148871,67.1722
5,10,63.01,0.014843,67.372
5,10,64.01,0.0147994,67.5701
5,10,65.01,0.0147565,67.7665
5,10,66.01,0.0147143,67.9613
5,10,67.01,0.0146726,68.1543
5,10,68.01,0.0146315,68.3456
5,10,69.01,0.0145911,68.5351
5,10,70.01,0.0145512,68.723
5,10,71.01,0.0145119,68.909
5,10,72.01,0.0144732,69.0933
5,10,73.01,0.014435,69.2758
5,10,74.01,0.0143975,69.4566
5,10,75.01,0.0143605,69.6356
5,10,76.01,0.014324,69.8128
5,10,77.01,0.0142881,69.9882
5,10,78.01,0.0142528,70.1618
5,10,79.01,0.014218,70.3336
5,10,80.01,0.0141837,70.5036
5,10,81.01,0.0141499,70.6719
5,10,82.01,0.0141166,70.8384
5,10,83.01,0.0140839,71.003
5,10,84.01,0.0140517,71.1659
5,10,85.01,0.0140199,71.327
5,10,86.01,0.0139887,71.4864
5,10,87.01,0.0139579,71.6439
5,10,88.01,0.0139276,71.7997
5,10,89.01,0.0138978,71.9538
5,10,90.01,0.0138685,72.1061
5,10,91.01,0.0138396,72.2566
5,10,92.01,0.0138111,72.4054
5,10,93.01,0.0137831,72.5525
5,10,94.01,0.0137556,72.6978
5,10,95.01,0.0137285,72.8414
5,10,96.01,0.0137018,72.9833
5,10,97.01,0.0136755,73.1235
5,10,98.01,0.0136496,73.262
5,10,99.01,0.0136242,73.3988
5,10,100.01,0.0136058,73.4978
5,10,101.01,0.0135812,73.6314
5,10,102.01,0.0135569,73.7633
5,10,103.01,0.013533,73.8936
5,10,104.01,0.0135094,74.0223
5,10,105.01,0.0134863,74.1493
5,10,106.01,0.0134635,74.2747
5,10,107.01,0.0134411,74.3985
5,10,108.01,0.0134191,74.5207
5,10,109.01,0.0133974,74.6414
5,10,110.01,0.013376,74.7605
5,10,111.01,0.0133551,74.878
5,10,112.01,0.0133344,74.994
5,10,113.01,0.0133141,75.1085
5,10,114.01,0.0132941,75.2215
5,10,115.01,0.0132744,75.3329
5,10,116.01,0.0132551,75.4429
5,10,117.01,0.013236,75.5514
5,10,118.01,0.0132173,75.6585
5,10,119.01,0.0131989,75.7641
5,10,120.01,0.0131807,75.8683
5,10,121.01,0.0131629,75.9711
5,10,122.01,0.0131454,76.0724
5,10,123.01,0.0131281,76.1724
5,10,124.01,0.0131111,76.271
5,10,125.01,0.0130945,76.3682
5,10,126.01,0.013078,76.4641
5,10,127.01,0.0130619,76.5587
5,10,128.01,0.013046,76.6519
5,10,129.01,0.0130304,76.7438
5,10,130.01,0.013015,76.8345
5,10,131.01,0.0129999,76.9238
5,10,132.01,0.012985,77.0119
5,10,133.01,0.0129704,77.0988
5,10,134.01,0.012956,77.1844
5,10,135.01,0.0129418,77.2688
5,10,136.01,0.0129279,77.352
5,10,137.01,0.0129142,77.434
5,10,138.01,0.0129008,77.5148
5,10,139.01,0.0128875,77.5945
5,10,140.01,0.0128745,77.673
5,10,141.01,0.0128617,77.7503
5,10,142.01,0.0128491,77.8266
5,10,143.01,0.0128367,77.9017
5,10,144.01,0.0128245,77.9758
5,10,145.01,0.0128125,78.0487
5,10,146.01,0.0128007,78.1206
5,10,147.01,0.0127891,78.1915
5,10,148.01,0.0127777,78.2613
5,10,149.01,0.0127665,78.33
5,10,150.01,0.0127555,78.3978
5,10,151.01,0.0127446,78.4645
5,10,152.01,0.0127339,78.5303
5,10,153.01,0.0127234,78.5951
5,10,154.01,0.0127131,78.6589
5,10,155.01,0.012703,78.7218
5,10,156.01,0.012693,78.7837
5,10,157.01,0.0126832,78.8447
5,10,158.01,0.0126735,78.9048
5,10,159.01,0.012664,78.964
5,10,160.01,0.0126547,79.0223
5,10,161.01,0.0126455,79.0798
5,10,162.01,0.0126364,79.1363
5,10,163.01,0.0126275,79.192
5,10,164.01,0.0126188,79.2469
5,10,165.01,0.0126102,79.301
5,10,166.01,0.0126017,79.3542
5,10,167.01,0.0125934,79.4066
5,10,168.01,0.0125852,79.4583
5,10,169.01,0.0125772,79.5091
5,10,170.01,0.0125693,79.5592
5,10,171.01,0.0125615,79.6085
5,10,172.01,0.0125538,79.6571
5,10,173.01,0.0125463,79.705
5,10,174.01,0.0125389,79.7521
5,10,175.01,0.0125316,79.7985
5,10,176.01,0.0125244,79.8441
5,10,177.01,0.0125173,79.8891
5,10,178.01,0.0125104,79.9334
5,10,179.01,0.0125036,79.9771
5,10,180.01,0.0124969,80.02
5,10,181.01,0.0124903,80.0623
5,10,182.01,0.0124838,80.104
5,10,183.01,0.0124774,80.145
5,10,184.01,0.0124711,80.1854
5,10,185.01,0.0124649,80.2252
5,10,186.01,0.0124588,80.2643
5,10,187.01,0.0124528,80.3029
5,10,188.01,0.012447,80.3409
5,10,189.01,0.0124412,80.3783
5,10,190.01,0.0124355,80.4151
5,10,191.01,0.0124299,80.4514
5,10,192.01,0.0124244,80.4871
5,10,193.01,0.0124189,80.5222
5,10,194.01,0.0124136,80.5569
5,10,195.01,0.0124083,80.5909
5,10,196.01,0.0124032,80.6245
5,10,197.01,0.0123981,80.6576
5,10,198.01,0.0123931,80.6901
5,10,199.01,0.0123882,80.7222
5,10,200.01,0.0123833,80.7537
5,10,201.01,0.0123786,80.7848
5,10,202.01,0.0123739,80.8154
5,10,203.01,0.0123693,80.8455
5,10,204.01,0.0123647,80.8752
5,10,205.01,0.0123603,80.9044
5,10,206.01,0.0123559,80.9332
5,10,207.01,0.0123516,80.9615
5,10,208.01,0.0123473,80.9894
5,10,209.01,0.0123431,81.0168
5,10,210.01,0.012339,81.0439
5,10,211.01,0.0123349,81.0705
5,10,212.01,0.012331,81.0967
5,10,213.01,0.012327,81.1226
5,10,214.01,0.0123232,81.148
5,10,215.01,0.0123194,81.173
5,10,216.01,0.0123156,81.1977
5,10,217.01,0.0123119,81.222
5,10,218.01,0.0123083,81.2459
5,10,219.01,0.0123047,81.2695
5,10,220.01,0.0123012,81.2927
5,10,221.01,0.0122978,81.3155
5,10,222.01,0.0122944,81.338
5,10,223.01,0.012291,81.3601
5,10,224.01,0.0122877,81.382
5,10,225.01,0.0122845,81.4034
5,10,226.01,0.0122813,81.4246
5,10,227.01,0.0122782,81.4454
5,10,228.01,0.0122751,81.4659
5,10,229.01,0.012272,81.4861
5,10,230.01,0.012269,81.506
5,10,231.01,0.0122661,81.5256
5,10,232.01,0.0122632,81.545
5,10,233.01,0.0122603,81.564
5,10,234.01,0.0122575,81.5827
5,10,235.01,0.0122547,81.6011
5,10,236.01,0.012252,81.6193
5,10,237.01,0.0122493,81.6372
5,10,238.01,0.0122467,81.6548
5,10,239.01,0.0122441,81.6721
5,10,240.01,0.0122415,81.6892
5,10,241.01,0.012239,81.706
5,10,242.01,0.0122365,81.7226
5,10,243.01,0.0122341,81.7389
5,10,244.01,0.0122317,81.755
5,10,245.01,0.0122293,81.7708
5,10,246.01,0.012227,81.7864
5,10,247.01,0.0122247,81.8018
5,10,248.01,0.0122224,81.8169
5,10,249.01,0.0122202,81.8318
5,10,250.01,0.012218,81.8465
5,10,251.01,0.0122158,81.8609
5,10,252.01,0.0122137,81.875
5,10,253.01,0.0122117,81.8888
5,10,254.01,0.0122097,81.9022
5,10,255.01,0.0122077,81.9152
5,10,256.01,0.0122058,81.9279
5,10,257.01,0.012204,81.9403
5,10,258.01,0.0122022,81.9524
5,10,259.01,0.0122005,81.9641
5,10,260.01,0.0121988,81.9755
5,10,261.01,0.0121971,81.9866
5,10,262.01,0.0121955,81.9973
5,10,263.01,0.012194,82.0078
5,10,264.01,0.0121925,82.0179
5,10,265.01,0.012191,82.0277
5,10,266.01,0.0121896,82.0373
5,10,267.01,0.0121882,82.0465
5,10,268.01,0.0121869,82.0554
5,10,269.01,0.0121856,82.0641
5,10,270.01,0.0121844,82.0724
5,10,271.01,0.0121832,82.0805
5,10,272.01,0.012182,82.0883
5,10,273.01,0.0121809,82.0958
5,10,274.01,0.0121798,82.1031
5,10,275.01,0.0121788,82.11
5,10,276.01,0.0121778,82.1167
5,10,277.01,0.0121768,82.1231
5,10,278.01,0.0121759,82.1293
5,10,279.01,0.012175,82.1352
5,10,280.01,0.0121742,82.1409
5,10,281.01,0.0121734,82.1463
5,10,282.01,0.0121726,82.1514
5,10,283.01,0.0121719,82.1563
5,10,284.01,0.0121712,82.161
5,10,285.01,0.0121706,82.1654
5,10,286.01,0.01217,82.1696
5,10,287.01,0.0121694,82.1735
5,10,288.01,0.0121688,82.1772
5,10,289.01,0.0121683,82.1807
5,10,290.01,0.0121678,82.1839
5,10,291.01,0.0121674,82.187
5,10,292.01,0.012167,82.1898
5,10,293.01,0.0121666,82.1923
5,10,294.01,0.0121662,82.1947
5,10,295.01,0.0121251,82.4734
5,10,296.01,0.0121252,82.4731
5,10,297.01,0.0121252,82.4726
5,10,298.01,0.0121253,82.472
5,10,299.01,0.0121255,82.4711
5,10,300.01,0.0121256,82.4701
5,10,301.01,0.0121258,82.4689
5,10,302.01,0.012126,82.4676
5,10,303.01,0.0121262,82.4661
5,10,304.01,0.0121264,82.4644
5,10,305.01,0.0121267,82.4626
5,10,306.01,0.012127,82.4606
5,10,307.01,0.0121273,82.4584
5,10,308.01,0.0121277,82.4561
5,10,309.01,0.012128,82.4536
5,10,310.01,0.0121284,82.4509
5,10,311.01,0.0121288,82.4481
5,10,312.01,0.0121293,82.4452
5,10,313.01,0.0121297,82.4421
5,10,314.01,0.0121302,82.4388
5,10,315.01,0.0121307,82.4354
5,10,316.01,0.0121312,82.4319
5,10,317.01,0.0121318,82.4282
5,10,318.01,0.0121323,82.4243
5,10,319.01,0.0121329,82.4204
5,10,320.01,0.0121335,82.4162
5,10,321.01,0.0121342,82.4119
5,10,322.01,0.0121348,82.4075
5,10,323.01,0.0121355,82.403
5,10,324.01,0.0121362,82.3983
5,10,325.01,0.0121369,82.3934
5,10,326.01,0.0121376,82.3885
5,10,327.01,0.0121384,82.3834
5,10,328.01,0.0121391,82.3781
5,10,329.01,0.0121399,82.3728
5,10,330.01,0.0121407,82.3673
5,10,331.01,0.0121416,82.3616
5,10,332.01,0.0121424,82.3559
5,10,333.01,0.0121433,82.35
5,10,334.01,0.0121442,82.344
5,10,335.01,0.0121451,82.3378
5,10,336.01,0.012146,82.3316
5,10,337.01,0.012147,82.3252
5,10,338.01,0.0121479,82.3187
5,10,339.01,0.0121489,82.3121
5,10,340.01,0.0121499,82.3053
5,10,341.01,0.0121509,82.2984
5,10,342.01,0.0121519,82.2915
5,10,343.01,0.012153,82.2844
5,10,344.01,0.012154,82.2772
5,10,345.01,0.0121551,82.2698
5,10,346.01,0.0121562,82.2624
5,10,347.01,0.0121573,82.2548
5,10,348.01,0.0121585,82.2472
5,10,349.01,0.0121596,82.2394
5,10,350.01,0.0121608,82.2315
5,10,351.01,0.012162,82.2235
5,10,352.01,0.0121632,82.2154
5,10,353.01,0.0121644,82.2072
5,10,354.01,0.0121656,82.1989
5,10,355.01,0.0121669,82.1905
5,10,356.01,0.0121681,82.182
5,10,357.01,0.0121694,82.1734
5,10,358.01,0.0121707,82.1647
5,10,359.01,0.012172,82.1559
5,10,360.01,0.0121733,82.147
5,10,361.01,0.0121746,82.1379
5,10,362.01,0.012176,82.1288
5,10,363.01,0.0121774,82.1196
5,10,364.01,0.0121787,82.1103
5,10,365.01,0.0121801,82.1009
5,10,366.01,0.0121815,82.0915
5,10,367.01,0.012183,82.0819
5,10,368.01,0.0121844,82.0722
5,10,369.01,0.0121858,82.0625
5,10,370.01,0.0121873,82.0526
5,10,371.01,0.0121888,82.0427
5,10,372.01,0.0121903,82.0327
5,10,373.01,0.0121918,82.0225
5,10,374.01,0.0121933,82.0123
5,10,375.01,0.0121948,82.0021
5,10,376.01,0.0121964,81.9917
5,10,377.01,0.0121979,81.9813
5,10,378.01,0.0121995,81.9707
5,10,379.01,0.0122011,81.9601
5,10,380.01,0.0122026,81.9494
5,10,381.01,0.0122043,81.9386
5,10,382.01,0.0122059,81.9278
5,10,383.01,0.0122075,81.9169
5,10,384.01,0.0122091,81.9059
5,10,385.01,0.0122108,81.8948
5,10,386.01,0.0122125,81.8836
5,10,387.01,0.0122141,81.8724
