# DEVELOPMENT-ONLY TABLE; not an ICRU/Geant4 reference dataset.
# Generated by tools/generate_stopping_power.py using the documented
# Bethe-Bloch + Hubert-style effective-charge approximation for C-12 in water.
energy_MeVu,stopping_power_MeV_per_mm
269.0,13.42768093
270.0,13.39885096
271.0,13.37023139
272.0,13.34181996
273.0,13.31361447
274.0,13.28561274
275.0,13.25781262
276.0,13.23021199
277.0,13.20280876
278.0,13.17560089
279.0,13.14858632
280.0,13.12176307
281.0,13.09512916
282.0,13.06868263
283.0,13.04242158
284.0,13.01634410
285.0,12.99044833
286.0,12.96473242
287.0,12.93919456
288.0,12.91383294
289.0,12.88864581
290.0,12.86363141
291.0,12.83878802
292.0,12.81411394
293.0,12.78960750
294.0,12.76526703
295.0,12.74109091
296.0,12.71707752
297.0,12.69322528
298.0,12.66953260
299.0,12.64599795
300.0,12.62261978
301.0,12.59939660
302.0,12.57632691
303.0,12.55340924
304.0,12.53064213
305.0,12.50802416
306.0,12.48555390
307.0,12.46322996
308.0,12.44105095
309.0,12.41901552
310.0,12.39712232
311.0,12.37537001
312.0,12.35375729
313.0,12.33228286
314.0,12.31094543
315.0,12.28974375
316.0,12.26867656
317.0,12.24774263
318.0,12.22694075
319.0,12.20626970
320.0,12.18572830
321.0,12.16531537
322.0,12.14502976
323.0,12.12487031
324.0,12.10483589
325.0,12.08492539
326.0,12.06513770
327.0,12.04547171
328.0,12.02592637
329.0,12.00650059
330.0,11.98719332
331.0,11.96800352
332.0,11.94893016
333.0,11.92997223
334.0,11.91112871
335.0,11.89239861
336.0,11.87378094
337.0,11.85527475
338.0,11.83687905
339.0,11.81859292
340.0,11.80041540
341.0,11.78234557
342.0,11.76438251
343.0,11.74652532
344.0,11.72877309
345.0,11.71112495
346.0,11.69358001
347.0,11.67613740
348.0,11.65879628
349.0,11.64155579
350.0,11.62441509
351.0,11.60737336
352.0,11.59042978
353.0,11.57358353
354.0,11.55683381
355.0,11.54017984
356.0,11.52362082
357.0,11.50715597
358.0,11.49078455
359.0,11.47450577
360.0,11.45831890
361.0,11.44222318
362.0,11.42621789
363.0,11.41030230
364.0,11.39447569
365.0,11.37873734
366.0,11.36308655
367.0,11.34752264
368.0,11.33204490
369.0,11.31665265
370.0,11.30134523
371.0,11.28612196
372.0,11.27098218
373.0,11.25592524
374.0,11.24095049
375.0,11.22605729
376.0,11.21124501
377.0,11.19651302
378.0,11.18186071
379.0,11.16728744
380.0,11.15279263
381.0,11.13837566
382.0,11.12403595
383.0,11.10977289
384.0,11.09558591
385.0,11.08147444
386.0,11.06743789
387.0,11.05347570
388.0,11.03958731
389.0,11.02577217
390.0,11.01202973
391.0,10.99835945
392.0,10.98476077
393.0,10.97123318
394.0,10.95777615
395.0,10.94438915
396.0,10.93107166
397.0,10.91782317
398.0,10.90464318
399.0,10.89153118
400.0,10.87848668

