energy_MeV_per_u,water_macroscopic_cross_section_per_mm
150.75,0.000685106
150.76,0.000685027
150.77,0.000684949
150.78,0.00068487
150.79,0.000684792
150.8,0.000684713
150.81,0.000684634
150.82,0.000684556
150.83,0.000684477
150.84,0.000684399
150.85,0.00068432
150.86,0.000684241
150.87,0.000684163
150.88,0.000684084
150.89,0.000684006
150.9,0.000683927
150.91,0.000683848
150.92,0.00068377
150.93,0.000683691
150.94,0.000683613
150.95,0.000683534
150.96,0.000683456
150.97,0.000683377
150.98,0.000683298
150.99,0.00068322
151,0.000683141
151.01,0.000683063
151.02,0.000682984
151.03,0.000682905
151.04,0.000682827
151.05,0.000682748
151.06,0.00068267
151.07,0.000682591
151.08,0.000682513
151.09,0.000682434
151.1,0.000682355
151.11,0.000682277
151.12,0.000682198
151.13,0.00068212
151.14,0.000682041
151.15,0.000681962
151.16,0.000681884
151.17,0.000681805
151.18,0.000681727
151.19,0.000681648
151.2,0.00068157
151.21,0.000681491
151.22,0.000681412
151.23,0.000681334
151.24,0.000681255
151.25,0.000681177
151.26,0.000681098
151.27,0.00068102
151.28,0.000680941
151.29,0.000680862
151.3,0.000680784
151.31,0.000680705
151.32,0.000680627
151.33,0.000680548
151.34,0.00068047
151.35,0.000680391
151.36,0.000680312
151.37,0.000680234
151.38,0.000680155
151.39,0.000680077
151.4,0.000679998
151.41,0.00067992
151.42,0.000679841
151.43,0.000679763
151.44,0.000679684
151.45,0.000679605
151.46,0.000679527
151.47,0.000679448
151.48,0.00067937
151.49,0.000679291
151.5,0.000679213
151.51,0.000679134
151.52,0.000679056
151.53,0.000678977
151.54,0.000678898
151.55,0.00067882
151.56,0.000678741
151.57,0.000678663
151.58,0.000678584
151.59,0.000678506
151.6,0.000678427
151.61,0.000678349
151.62,0.00067827
151.63,0.000678192
151.64,0.000678113
151.65,0.000678034
151.66,0.000677956
151.67,0.000677877
151.68,0.000677799
151.69,0.00067772
151.7,0.000677642
151.71,0.000677563
151.72,0.000677485
151.73,0.000677406
151.74,0.000677328
151.75,0.000677249
151.76,0.00067717
151.77,0.000677092
151.78,0.000677013
151.79,0.000676935
151.8,0.000676856
151.81,0.000676778
151.82,0.000676699
151.83,0.000676621
151.84,0.000676542
151.85,0.000676464
151.86,0.000676385
151.87,0.000676307
151.88,0.000676228
151.89,0.00067615
151.9,0.000676071
151.91,0.000675992
151.92,0.000675914
151.93,0.000675835
151.94,0.000675757
151.95,0.000675678
151.96,0.0006756
151.97,0.000675521
151.98,0.000675443
151.99,0.000675364
152,0.000675286
152.01,0.000675207
152.02,0.000675129
152.03,0.00067505
152.04,0.000674972
152.05,0.000674893
152.06,0.000674815
152.07,0.000674736
152.08,0.000674658
152.09,0.000674579
152.1,0.000674501
152.11,0.000674422
152.12,0.000674344
152.13,0.000674265
152.14,0.000674187
152.15,0.000674108
152.16,0.000674029
152.17,0.000673951
152.18,0.000673872
152.19,0.000673794
152.2,0.000673715
152.21,0.000673637
152.22,0.000673558
152.23,0.00067348
152.24,0.000673401
152.25,0.000673323
152.26,0.000673244
152.27,0.000673166
152.28,0.000673087
152.29,0.000673009
152.3,0.00067293
152.31,0.000672852
152.32,0.000672773
152.33,0.000672695
152.34,0.000672616
152.35,0.000672538
152.36,0.000672459
152.37,0.000672381
152.38,0.000672302
152.39,0.000672224
152.4,0.000672145
152.41,0.000672067
152.42,0.000671988
152.43,0.00067191
152.44,0.000671831
152.45,0.000671753
152.46,0.000671674
152.47,0.000671596
152.48,0.000671517
152.49,0.000671439
152.5,0.00067136
152.51,0.000671282
152.52,0.000671203
152.53,0.000671125
152.54,0.000671046
152.55,0.000670968
152.56,0.000670889
152.57,0.000670811
152.58,0.000670733
152.59,0.000670654
152.6,0.000670576
152.61,0.000670497
152.62,0.000670419
152.63,0.00067034
152.64,0.000670262
152.65,0.000670183
152.66,0.000670105
152.67,0.000670026
152.68,0.000669948
152.69,0.000669869
152.7,0.000669791
152.71,0.000669712
152.72,0.000669634
152.73,0.000669555
152.74,0.000669477
152.75,0.000669398
152.76,0.00066932
152.77,0.000669241
152.78,0.000669163
152.79,0.000669084
152.8,0.000669006
152.81,0.000668927
152.82,0.000668849
152.83,0.000668771
152.84,0.000668692
152.85,0.000668614
152.86,0.000668535
152.87,0.000668457
152.88,0.000668378
152.89,0.0006683
152.9,0.000668221
152.91,0.000668143
152.92,0.000668064
152.93,0.000667986
152.94,0.000667907
152.95,0.000667829
152.96,0.00066775
152.97,0.000667672
152.98,0.000667594
152.99,0.000667515
153,0.000667437
153.01,0.000667358
153.02,0.00066728
153.03,0.000667201
153.04,0.000667123
153.05,0.000667044
153.06,0.000666966
153.07,0.000666887
153.08,0.000666809
153.09,0.000666731
153.1,0.000666652
153.11,0.000666574
153.12,0.000666495
153.13,0.000666417
153.14,0.000666338
153.15,0.00066626
153.16,0.000666181
153.17,0.000666103
153.18,0.000666024
153.19,0.000665946
153.2,0.000665868
153.21,0.000665789
153.22,0.000665711
153.23,0.000665632
153.24,0.000665554
153.25,0.000665475
153.26,0.000665397
153.27,0.000665318
153.28,0.00066524
153.29,0.000665162
153.3,0.000665083
153.31,0.000665005
153.32,0.000664926
153.33,0.000664848
153.34,0.000664769
153.35,0.000664691
153.36,0.000664612
153.37,0.000664534
153.38,0.000664456
153.39,0.000664377
153.4,0.000664299
153.41,0.00066422
153.42,0.000664142
153.43,0.000664063
153.44,0.000663985
153.45,0.000663907
153.46,0.000663828
153.47,0.00066375
153.48,0.000663671
153.49,0.000663593
153.5,0.000663514
153.51,0.000663436
153.52,0.000663358
153.53,0.000663279
153.54,0.000663201
153.55,0.000663122
153.56,0.000663044
153.57,0.000662965
153.58,0.000662887
153.59,0.000662809
153.6,0.00066273
153.61,0.000662652
153.62,0.000662573
153.63,0.000662495
153.64,0.000662416
153.65,0.000662338
153.66,0.00066226
153.67,0.000662181
153.68,0.000662103
153.69,0.000662024
153.7,0.000661946
153.71,0.000661867
153.72,0.000661789
153.73,0.000661711
153.74,0.000661632
153.75,0.000661554
153.76,0.000661475
153.77,0.000661397
153.78,0.000661319
153.79,0.00066124
153.8,0.000661162
153.81,0.000661083
153.82,0.000661005
153.83,0.000660927
153.84,0.000660848
153.85,0.00066077
153.86,0.000660691
153.87,0.000660613
153.88,0.000660534
153.89,0.000660456
153.9,0.000660378
153.91,0.000660299
153.92,0.000660221
153.93,0.000660142
153.94,0.000660064
153.95,0.000659986
153.96,0.000659907
153.97,0.000659829
153.98,0.00065975
153.99,0.000659672
154,0.000659594
154.01,0.000659515
154.02,0.000659437
154.03,0.000659358
154.04,0.00065928
154.05,0.000659202
154.06,0.000659123
154.07,0.000659045
154.08,0.000658966
154.09,0.000658888
154.1,0.00065881
154.11,0.000658731
154.12,0.000658653
154.13,0.000658574
154.14,0.000658496
154.15,0.000658418
154.16,0.000658339
154.17,0.000658261
154.18,0.000658182
154.19,0.000658104
154.2,0.000658026
154.21,0.000657947
154.22,0.000657869
154.23,0.000657791
154.24,0.000657712
154.25,0.000657634
154.26,0.000657555
154.27,0.000657477
154.28,0.000657399
154.29,0.00065732
154.3,0.000657242
154.31,0.000657163
154.32,0.000657085
154.33,0.000657007
154.34,0.000656928
154.35,0.00065685
154.36,0.000656772
154.37,0.000656693
154.38,0.000656615
154.39,0.000656536
154.4,0.000656458
154.41,0.00065638
154.42,0.000656301
154.43,0.000656223
154.44,0.000656145
154.45,0.000656066
154.46,0.000655988
154.47,0.000655909
154.48,0.000655831
154.49,0.000655753
154.5,0.000655674
154.51,0.000655596
154.52,0.000655518
154.53,0.000655439
154.54,0.000655361
154.55,0.000655282
154.56,0.000655204
154.57,0.000655126
154.58,0.000655047
154.59,0.000654969
154.6,0.000654891
154.61,0.000654812
154.62,0.000654734
154.63,0.000654656
154.64,0.000654577
154.65,0.000654499
154.66,0.00065442
154.67,0.000654342
154.68,0.000654264
154.69,0.000654185
154.7,0.000654107
154.71,0.000654029
154.72,0.00065395
154.73,0.000653872
154.74,0.000653794
154.75,0.000653715
154.76,0.000653637
154.77,0.000653558
154.78,0.00065348
154.79,0.000653402
154.8,0.000653323
154.81,0.000653245
154.82,0.000653167
154.83,0.000653088
154.84,0.00065301
154.85,0.000652932
154.86,0.000652853
154.87,0.000652775
154.88,0.000652697
154.89,0.000652618
154.9,0.00065254
154.91,0.000652462
154.92,0.000652383
154.93,0.000652305
154.94,0.000652227
154.95,0.000652148
154.96,0.00065207
154.97,0.000651991
154.98,0.000651913
154.99,0.000651835
155,0.000651756
155.01,0.000651678
155.02,0.0006516
155.03,0.000651521
155.04,0.000651443
155.05,0.000651365
155.06,0.000651286
155.07,0.000651208
155.08,0.00065113
155.09,0.000651051
155.1,0.000650973
155.11,0.000650895
155.12,0.000650816
155.13,0.000650738
155.14,0.00065066
155.15,0.000650581
155.16,0.000650503
155.17,0.000650425
155.18,0.000650346
155.19,0.000650268
155.2,0.00065019
155.21,0.000650111
155.22,0.000650033
155.23,0.000649955
155.24,0.000649876
155.25,0.000649798
155.26,0.00064972
155.27,0.000649641
155.28,0.000649563
155.29,0.000649485
155.3,0.000649406
155.31,0.000649328
155.32,0.00064925
155.33,0.000649171
155.34,0.000649093
155.35,0.000649015
155.36,0.000648937
155.37,0.000648858
155.38,0.00064878
155.39,0.000648702
155.4,0.000648623
155.41,0.000648545
155.42,0.000648467
155.43,0.000648388
155.44,0.00064831
155.45,0.000648232
155.46,0.000648153
155.47,0.000648075
155.48,0.000647997
155.49,0.000647918
155.5,0.00064784
155.51,0.000647762
155.52,0.000647683
155.53,0.000647605
155.54,0.000647527
155.55,0.000647448
155.56,0.00064737
155.57,0.000647292
155.58,0.000647214
155.59,0.000647135
155.6,0.000647057
155.61,0.000646979
155.62,0.0006469
155.63,0.000646822
155.64,0.000646744
155.65,0.000646665
155.66,0.000646587
155.67,0.000646509
155.68,0.00064643
155.69,0.000646352
155.7,0.000646274
155.71,0.000646196
155.72,0.000646117
155.73,0.000646039
155.74,0.000645961
155.75,0.000645882
155.76,0.000645804
155.77,0.000645726
155.78,0.000645647
155.79,0.000645569
155.8,0.000645491
155.81,0.000645413
155.82,0.000645334
155.83,0.000645256
155.84,0.000645178
155.85,0.000645099
155.86,0.000645021
155.87,0.000644943
155.88,0.000644865
155.89,0.000644786
155.9,0.000644708
155.91,0.00064463
155.92,0.000644551
155.93,0.000644473
155.94,0.000644395
155.95,0.000644316
155.96,0.000644238
155.97,0.00064416
155.98,0.000644082
155.99,0.000644003
156,0.000643925
156.01,0.000643847
156.02,0.000643768
156.03,0.00064369
156.04,0.000643612
156.05,0.000643534
156.06,0.000643455
156.07,0.000643377
156.08,0.000643299
156.09,0.00064322
156.1,0.000643142
156.11,0.000643064
156.12,0.000642986
156.13,0.000642907
156.14,0.000642829
156.15,0.000642751
156.16,0.000642673
156.17,0.000642594
156.18,0.000642516
156.19,0.000642438
156.2,0.000642359
156.21,0.000642281
156.22,0.000642203
156.23,0.000642125
156.24,0.000642046
156.25,0.000641968
156.26,0.00064189
156.27,0.000641811
156.28,0.000641733
156.29,0.000641655
156.3,0.000641577
156.31,0.000641498
156.32,0.00064142
156.33,0.000641342
156.34,0.000641264
156.35,0.000641185
156.36,0.000641107
156.37,0.000641029
156.38,0.000640951
156.39,0.000640872
156.4,0.000640794
156.41,0.000640716
156.42,0.000640637
156.43,0.000640559
156.44,0.000640481
156.45,0.000640403
156.46,0.000640324
156.47,0.000640246
156.48,0.000640168
156.49,0.00064009
156.5,0.000640011
156.51,0.000639933
156.52,0.000639855
156.53,0.000639777
156.54,0.000639698
156.55,0.00063962
156.56,0.000639542
156.57,0.000639464
156.58,0.000639385
156.59,0.000639307
156.6,0.000639229
156.61,0.000639151
156.62,0.000639072
156.63,0.000638994
156.64,0.000638916
156.65,0.000638838
156.66,0.000638759
156.67,0.000638681
156.68,0.000638603
156.69,0.000638525
156.7,0.000638446
156.71,0.000638368
156.72,0.00063829
156.73,0.000638212
156.74,0.000638133
156.75,0.000638055
156.76,0.000637977
156.77,0.000637899
156.78,0.00063782
156.79,0.000637742
156.8,0.000637664
156.81,0.000637586
156.82,0.000637507
156.83,0.000637429
156.84,0.000637351
156.85,0.000637273
156.86,0.000637194
156.87,0.000637116
156.88,0.000637038
156.89,0.00063696
156.9,0.000636881
156.91,0.000636803
156.92,0.000636725
156.93,0.000636647
156.94,0.000636568
156.95,0.00063649
156.96,0.000636412
156.97,0.000636334
156.98,0.000636256
156.99,0.000636177
157,0.000636099
157.01,0.000636021
157.02,0.000635943
157.03,0.000635864
157.04,0.000635786
157.05,0.000635708
157.06,0.00063563
157.07,0.000635551
157.08,0.000635473
157.09,0.000635395
157.1,0.000635317
157.11,0.000635239
157.12,0.00063516
157.13,0.000635082
157.14,0.000635004
157.15,0.000634926
157.16,0.000634847
157.17,0.000634769
157.18,0.000634691
157.19,0.000634613
157.2,0.000634535
157.21,0.000634456
157.22,0.000634378
157.23,0.0006343
157.24,0.000634222
157.25,0.000634143
157.26,0.000634065
157.27,0.000633987
157.28,0.000633909
157.29,0.000633831
157.3,0.000633752
157.31,0.000633674
157.32,0.000633596
157.33,0.000633518
157.34,0.000633439
157.35,0.000633361
157.36,0.000633283
157.37,0.000633205
157.38,0.000633127
157.39,0.000633048
157.4,0.00063297
157.41,0.000632892
157.42,0.000632814
157.43,0.000632736
157.44,0.000632657
157.45,0.000632579
157.46,0.000632501
157.47,0.000632423
157.48,0.000632345
157.49,0.000632266
157.5,0.000632188
157.51,0.00063211
157.52,0.000632032
157.53,0.000631953
157.54,0.000631875
157.55,0.000631797
157.56,0.000631719
157.57,0.000631641
157.58,0.000631562
157.59,0.000631484
157.6,0.000631406
157.61,0.000631328
157.62,0.00063125
157.63,0.000631171
157.64,0.000631093
157.65,0.000631015
157.66,0.000630937
157.67,0.000630859
157.68,0.00063078
157.69,0.000630702
157.7,0.000630624
157.71,0.000630546
157.72,0.000630468
157.73,0.00063039
157.74,0.000630311
157.75,0.000630233
157.76,0.000630155
157.77,0.000630077
157.78,0.000629999
157.79,0.00062992
157.8,0.000629842
157.81,0.000629764
157.82,0.000629686
157.83,0.000629608
157.84,0.000629529
157.85,0.000629451
157.86,0.000629373
157.87,0.000629295
157.88,0.000629217
157.89,0.000629138
157.9,0.00062906
157.91,0.000628982
157.92,0.000628904
157.93,0.000628826
157.94,0.000628748
157.95,0.000628669
157.96,0.000628591
157.97,0.000628513
157.98,0.000628435
157.99,0.000628357
158,0.000628278
158.01,0.0006282
158.02,0.000628122
158.03,0.000628044
158.04,0.000627966
158.05,0.000627888
158.06,0.000627809
158.07,0.000627731
158.08,0.000627653
158.09,0.000627575
158.1,0.000627497
158.11,0.000627418
158.12,0.00062734
158.13,0.000627262
158.14,0.000627184
158.15,0.000627106
158.16,0.000627028
158.17,0.000626949
158.18,0.000626871
158.19,0.000626793
158.2,0.000626715
158.21,0.000626637
158.22,0.000626559
158.23,0.00062648
158.24,0.000626402
158.25,0.000626324
158.26,0.000626246
158.27,0.000626168
158.28,0.00062609
158.29,0.000626011
158.3,0.000625933
158.31,0.000625855
158.32,0.000625777
158.33,0.000625699
158.34,0.000625621
158.35,0.000625542
158.36,0.000625464
158.37,0.000625386
158.38,0.000625308
158.39,0.00062523
158.4,0.000625152
158.41,0.000625073
158.42,0.000624995
158.43,0.000624917
158.44,0.000624839
158.45,0.000624761
158.46,0.000624683
158.47,0.000624605
158.48,0.000624526
158.49,0.000624448
158.5,0.00062437
158.51,0.000624292
158.52,0.000624214
158.53,0.000624136
158.54,0.000624057
158.55,0.000623979
158.56,0.000623901
158.57,0.000623823
158.58,0.000623745
158.59,0.000623667
158.6,0.000623589
158.61,0.00062351
158.62,0.000623432
158.63,0.000623354
158.64,0.000623276
158.65,0.000623198
158.66,0.00062312
158.67,0.000623042
158.68,0.000622963
158.69,0.000622885
158.7,0.000622807
158.71,0.000622729
158.72,0.000622651
158.73,0.000622573
158.74,0.000622494
158.75,0.000622416
158.76,0.000622338
158.77,0.00062226
158.78,0.000622182
158.79,0.000622104
158.8,0.000622026
158.81,0.000621948
158.82,0.000621869
158.83,0.000621791
158.84,0.000621713
158.85,0.000621635
158.86,0.000621557
158.87,0.000621479
158.88,0.000621401
158.89,0.000621322
158.9,0.000621244
158.91,0.000621166
158.92,0.000621088
158.93,0.00062101
158.94,0.000620932
158.95,0.000620854
158.96,0.000620775
158.97,0.000620697
158.98,0.000620619
158.99,0.000620541
159,0.000620463
159.01,0.000620385
159.02,0.000620307
159.03,0.000620229
159.04,0.00062015
159.05,0.000620072
159.06,0.000619994
159.07,0.000619916
159.08,0.000619838
159.09,0.00061976
159.1,0.000619682
159.11,0.000619604
159.12,0.000619525
159.13,0.000619447
159.14,0.000619369
159.15,0.000619291
159.16,0.000619213
159.17,0.000619135
159.18,0.000619057
159.19,0.000618979
159.2,0.0006189
159.21,0.000618822
159.22,0.000618744
159.23,0.000618666
159.24,0.000618588
159.25,0.00061851
159.26,0.000618432
159.27,0.000618354
159.28,0.000618276
159.29,0.000618197
159.3,0.000618119
159.31,0.000618041
159.32,0.000617963
159.33,0.000617885
159.34,0.000617807
159.35,0.000617729
159.36,0.000617651
159.37,0.000617572
159.38,0.000617494
159.39,0.000617416
159.4,0.000617338
159.41,0.00061726
159.42,0.000617182
159.43,0.000617104
159.44,0.000617026
159.45,0.000616948
159.46,0.00061687
159.47,0.000616791
159.48,0.000616713
159.49,0.000616635
159.5,0.000616557
159.51,0.000616479
159.52,0.000616401
159.53,0.000616323
159.54,0.000616245
159.55,0.000616167
159.56,0.000616088
159.57,0.00061601
159.58,0.000615932
159.59,0.000615854
159.6,0.000615776
159.61,0.000615698
159.62,0.00061562
159.63,0.000615542
159.64,0.000615464
159.65,0.000615386
159.66,0.000615307
159.67,0.000615229
159.68,0.000615151
159.69,0.000615073
159.7,0.000614995
159.71,0.000614917
159.72,0.000614839
159.73,0.000614761
159.74,0.000614683
159.75,0.000614605
159.76,0.000614527
159.77,0.000614448
159.78,0.00061437
159.79,0.000614292
159.8,0.000614214
159.81,0.000614136
159.82,0.000614058
159.83,0.00061398
159.84,0.000613902
159.85,0.000613824
159.86,0.000613746
159.87,0.000613668
159.88,0.000613589
159.89,0.000613511
159.9,0.000613433
159.91,0.000613355
159.92,0.000613277
159.93,0.000613199
159.94,0.000613121
159.95,0.000613043
159.96,0.000612965
159.97,0.000612887
159.98,0.000612809
159.99,0.000612731
160,0.000612652
160.01,0.000612614
160.02,0.000612576
160.03,0.000612539
160.04,0.000612501
160.05,0.000612463
160.06,0.000612425
160.07,0.000612387
160.08,0.000612349
160.09,0.000612311
160.1,0.000612273
160.11,0.000612235
160.12,0.000612197
160.13,0.000612159
160.14,0.000612121
160.15,0.000612083
160.16,0.000612045
160.17,0.000612007
160.18,0.000611969
160.19,0.000611931
160.2,0.000611893
160.21,0.000611855
160.22,0.000611817
160.23,0.000611779
160.24,0.000611741
160.25,0.000611703
160.26,0.000611665
160.27,0.000611627
160.28,0.00061159
160.29,0.000611552
160.3,0.000611514
160.31,0.000611476
160.32,0.000611438
160.33,0.0006114
160.34,0.000611362
160.35,0.000611324
160.36,0.000611286
160.37,0.000611248
160.38,0.00061121
160.39,0.000611172
160.4,0.000611134
160.41,0.000611096
160.42,0.000611058
160.43,0.00061102
160.44,0.000610982
160.45,0.000610944
160.46,0.000610906
160.47,0.000610868
160.48,0.000610831
160.49,0.000610793
160.5,0.000610755
160.51,0.000610717
160.52,0.000610679
160.53,0.000610641
160.54,0.000610603
160.55,0.000610565
160.56,0.000610527
160.57,0.000610489
160.58,0.000610451
160.59,0.000610413
160.6,0.000610375
160.61,0.000610337
160.62,0.000610299
160.63,0.000610261
160.64,0.000610223
160.65,0.000610186
160.66,0.000610148
160.67,0.00061011
160.68,0.000610072
160.69,0.000610034
160.7,0.000609996
160.71,0.000609958
160.72,0.00060992
160.73,0.000609882
160.74,0.000609844
160.75,0.000609806
160.76,0.000609768
160.77,0.00060973
160.78,0.000609692
160.79,0.000609654
160.8,0.000609617
160.81,0.000609579
160.82,0.000609541
160.83,0.000609503
160.84,0.000609465
160.85,0.000609427
160.86,0.000609389
160.87,0.000609351
160.88,0.000609313
160.89,0.000609275
160.9,0.000609237
160.91,0.000609199
160.92,0.000609161
160.93,0.000609124
160.94,0.000609086
160.95,0.000609048
160.96,0.00060901
160.97,0.000608972
160.98,0.000608934
160.99,0.000608896
161,0.000608858
161.01,0.00060882
161.02,0.000608782
161.03,0.000608744
161.04,0.000608706
161.05,0.000608668
161.06,0.000608631
161.07,0.000608593
161.08,0.000608555
161.09,0.000608517
161.1,0.000608479
161.11,0.000608441
161.12,0.000608403
161.13,0.000608365
161.14,0.000608327
161.15,0.000608289
161.16,0.000608251
161.17,0.000608213
161.18,0.000608176
161.19,0.000608138
161.2,0.0006081
161.21,0.000608062
161.22,0.000608024
161.23,0.000607986
161.24,0.000607948
161.25,0.00060791
161.26,0.000607872
161.27,0.000607834
161.28,0.000607796
161.29,0.000607759
161.3,0.000607721
161.31,0.000607683
161.32,0.000607645
161.33,0.000607607
161.34,0.000607569
161.35,0.000607531
161.36,0.000607493
161.37,0.000607455
161.38,0.000607417
161.39,0.00060738
161.4,0.000607342
161.41,0.000607304
161.42,0.000607266
161.43,0.000607228
161.44,0.00060719
161.45,0.000607152
161.46,0.000607114
161.47,0.000607076
161.48,0.000607038
161.49,0.000607001
161.5,0.000606963
161.51,0.000606925
161.52,0.000606887
161.53,0.000606849
161.54,0.000606811
161.55,0.000606773
161.56,0.000606735
161.57,0.000606697
161.58,0.000606659
161.59,0.000606622
161.6,0.000606584
161.61,0.000606546
161.62,0.000606508
161.63,0.00060647
161.64,0.000606432
161.65,0.000606394
161.66,0.000606356
161.67,0.000606318
161.68,0.000606281
161.69,0.000606243
161.7,0.000606205
161.71,0.000606167
161.72,0.000606129
161.73,0.000606091
161.74,0.000606053
161.75,0.000606015
161.76,0.000605977
161.77,0.00060594
161.78,0.000605902
161.79,0.000605864
161.8,0.000605826
161.81,0.000605788
161.82,0.00060575
161.83,0.000605712
161.84,0.000605674
161.85,0.000605636
161.86,0.000605599
161.87,0.000605561
161.88,0.000605523
161.89,0.000605485
161.9,0.000605447
161.91,0.000605409
161.92,0.000605371
161.93,0.000605333
161.94,0.000605296
161.95,0.000605258
161.96,0.00060522
161.97,0.000605182
161.98,0.000605144
161.99,0.000605106
162,0.000605068
162.01,0.00060503
162.02,0.000604993
162.03,0.000604955
162.04,0.000604917
162.05,0.000604879
162.06,0.000604841
162.07,0.000604803
162.08,0.000604765
162.09,0.000604727
162.1,0.00060469
162.11,0.000604652
162.12,0.000604614
162.13,0.000604576
162.14,0.000604538
162.15,0.0006045
162.16,0.000604462
162.17,0.000604425
162.18,0.000604387
162.19,0.000604349
162.2,0.000604311
162.21,0.000604273
162.22,0.000604235
162.23,0.000604197
162.24,0.000604159
162.25,0.000604122
162.26,0.000604084
162.27,0.000604046
162.28,0.000604008
162.29,0.00060397
162.3,0.000603932
162.31,0.000603894
162.32,0.000603857
162.33,0.000603819
162.34,0.000603781
162.35,0.000603743
162.36,0.000603705
162.37,0.000603667
162.38,0.000603629
162.39,0.000603592
162.4,0.000603554
162.41,0.000603516
162.42,0.000603478
162.43,0.00060344
162.44,0.000603402
162.45,0.000603364
162.46,0.000603327
162.47,0.000603289
162.48,0.000603251
162.49,0.000603213
162.5,0.000603175
162.51,0.000603137
162.52,0.000603099
162.53,0.000603062
162.54,0.000603024
162.55,0.000602986
162.56,0.000602948
162.57,0.00060291
162.58,0.000602872
162.59,0.000602834
162.6,0.000602797
162.61,0.000602759
162.62,0.000602721
162.63,0.000602683
162.64,0.000602645
162.65,0.000602607
162.66,0.00060257
162.67,0.000602532
162.68,0.000602494
162.69,0.000602456
162.7,0.000602418
162.71,0.00060238
162.72,0.000602342
162.73,0.000602305
162.74,0.000602267
162.75,0.000602229
162.76,0.000602191
162.77,0.000602153
162.78,0.000602115
162.79,0.000602078
162.8,0.00060204
162.81,0.000602002
162.82,0.000601964
162.83,0.000601926
162.84,0.000601888
162.85,0.000601851
162.86,0.000601813
162.87,0.000601775
162.88,0.000601737
162.89,0.000601699
162.9,0.000601661
162.91,0.000601624
162.92,0.000601586
162.93,0.000601548
162.94,0.00060151
162.95,0.000601472
162.96,0.000601434
162.97,0.000601397
162.98,0.000601359
162.99,0.000601321
163,0.000601283
163.01,0.000601245
163.02,0.000601207
163.03,0.00060117
163.04,0.000601132
163.05,0.000601094
163.06,0.000601056
163.07,0.000601018
163.08,0.00060098
163.09,0.000600943
163.1,0.000600905
163.11,0.000600867
163.12,0.000600829
163.13,0.000600791
163.14,0.000600753
163.15,0.000600716
163.16,0.000600678
163.17,0.00060064
163.18,0.000600602
163.19,0.000600564
163.2,0.000600527
163.21,0.000600489
163.22,0.000600451
163.23,0.000600413
163.24,0.000600375
163.25,0.000600337
163.26,0.0006003
163.27,0.000600262
163.28,0.000600224
163.29,0.000600186
163.3,0.000600148
163.31,0.000600111
163.32,0.000600073
163.33,0.000600035
163.34,0.000599997
163.35,0.000599959
163.36,0.000599921
163.37,0.000599884
163.38,0.000599846
163.39,0.000599808
163.4,0.00059977
163.41,0.000599732
163.42,0.000599695
163.43,0.000599657
163.44,0.000599619
163.45,0.000599581
163.46,0.000599543
163.47,0.000599505
163.48,0.000599468
163.49,0.00059943
163.5,0.000599392
163.51,0.000599354
163.52,0.000599316
163.53,0.000599279
163.54,0.000599241
163.55,0.000599203
163.56,0.000599165
163.57,0.000599127
163.58,0.00059909
163.59,0.000599052
163.6,0.000599014
163.61,0.000598976
163.62,0.000598938
163.63,0.000598901
163.64,0.000598863
163.65,0.000598825
163.66,0.000598787
163.67,0.000598749
163.68,0.000598712
163.69,0.000598674
163.7,0.000598636
163.71,0.000598598
163.72,0.00059856
163.73,0.000598523
163.74,0.000598485
163.75,0.000598447
163.76,0.000598409
163.77,0.000598371
163.78,0.000598334
163.79,0.000598296
163.8,0.000598258
163.81,0.00059822
163.82,0.000598182
163.83,0.000598145
163.84,0.000598107
163.85,0.000598069
163.86,0.000598031
163.87,0.000597993
163.88,0.000597956
163.89,0.000597918
163.9,0.00059788
163.91,0.000597842
163.92,0.000597804
163.93,0.000597767
163.94,0.000597729
163.95,0.000597691
163.96,0.000597653
163.97,0.000597615
163.98,0.000597578
163.99,0.00059754
164,0.000597502
164.01,0.000597464
164.02,0.000597427
164.03,0.000597389
164.04,0.000597351
164.05,0.000597313
164.06,0.000597275
164.07,0.000597238
164.08,0.0005972
164.09,0.000597162
164.1,0.000597124
164.11,0.000597086
164.12,0.000597049
164.13,0.000597011
164.14,0.000596973
164.15,0.000596935
164.16,0.000596898
164.17,0.00059686
164.18,0.000596822
164.19,0.000596784
164.2,0.000596746
164.21,0.000596709
164.22,0.000596671
164.23,0.000596633
164.24,0.000596595
164.25,0.000596558
164.26,0.00059652
164.27,0.000596482
164.28,0.000596444
164.29,0.000596406
164.3,0.000596369
164.31,0.000596331
164.32,0.000596293
164.33,0.000596255
164.34,0.000596218
164.35,0.00059618
164.36,0.000596142
164.37,0.000596104
164.38,0.000596066
164.39,0.000596029
164.4,0.000595991
164.41,0.000595953
164.42,0.000595915
164.43,0.000595878
164.44,0.00059584
164.45,0.000595802
164.46,0.000595764
164.47,0.000595727
164.48,0.000595689
164.49,0.000595651
164.5,0.000595613
164.51,0.000595575
164.52,0.000595538
164.53,0.0005955
164.54,0.000595462
164.55,0.000595424
164.56,0.000595387
164.57,0.000595349
164.58,0.000595311
164.59,0.000595273
164.6,0.000595236
164.61,0.000595198
164.62,0.00059516
164.63,0.000595122
164.64,0.000595085
164.65,0.000595047
164.66,0.000595009
164.67,0.000594971
164.68,0.000594933
164.69,0.000594896
164.7,0.000594858
164.71,0.00059482
164.72,0.000594782
164.73,0.000594745
