energy_MeV_per_u,water_macroscopic_cross_section_per_mm
63.86,0.00245078
63.87,0.00245047
63.88,0.00245016
63.89,0.00244985
63.9,0.00244954
63.91,0.00244923
63.92,0.00244892
63.93,0.00244861
63.94,0.0024483
63.95,0.00244799
63.96,0.00244768
63.97,0.00244737
63.98,0.00244706
63.99,0.00244675
64,0.00244644
64.01,0.00244613
64.02,0.00244582
64.03,0.00244551
64.04,0.0024452
64.05,0.00244489
64.06,0.00244458
64.07,0.00244427
64.08,0.00244396
64.09,0.00244365
64.1,0.00244334
64.11,0.00244304
64.12,0.00244273
64.13,0.00244242
64.14,0.00244211
64.15,0.0024418
64.16,0.00244149
64.17,0.00244118
64.18,0.00244087
64.19,0.00244056
64.2,0.00244025
64.21,0.00243994
64.22,0.00243963
64.23,0.00243932
64.24,0.00243901
64.25,0.00243871
64.26,0.0024384
64.27,0.00243809
64.28,0.00243778
64.29,0.00243747
64.3,0.00243716
64.31,0.00243685
64.32,0.00243654
64.33,0.00243623
64.34,0.00243592
64.35,0.00243562
64.36,0.00243531
64.37,0.002435
64.38,0.00243469
64.39,0.00243438
64.4,0.00243407
64.41,0.00243376
64.42,0.00243345
64.43,0.00243314
64.44,0.00243284
64.45,0.00243253
64.46,0.00243222
64.47,0.00243191
64.48,0.0024316
64.49,0.00243129
64.5,0.00243098
64.51,0.00243067
64.52,0.00243037
64.53,0.00243006
64.54,0.00242975
64.55,0.00242944
64.56,0.00242913
64.57,0.00242882
64.58,0.00242851
64.59,0.00242821
64.6,0.0024279
64.61,0.00242759
64.62,0.00242728
64.63,0.00242697
64.64,0.00242666
64.65,0.00242635
64.66,0.00242605
64.67,0.00242574
64.68,0.00242543
64.69,0.00242512
64.7,0.00242481
64.71,0.0024245
64.72,0.0024242
64.73,0.00242389
64.74,0.00242358
64.75,0.00242327
64.76,0.00242296
64.77,0.00242265
64.78,0.00242235
64.79,0.00242204
64.8,0.00242173
64.81,0.00242142
64.82,0.00242111
64.83,0.00242081
64.84,0.0024205
64.85,0.00242019
64.86,0.00241988
64.87,0.00241957
64.88,0.00241927
64.89,0.00241896
64.9,0.00241865
64.91,0.00241834
64.92,0.00241803
64.93,0.00241773
64.94,0.00241742
64.95,0.00241711
64.96,0.0024168
64.97,0.00241649
64.98,0.00241619
64.99,0.00241588
65,0.00241557
65.01,0.00241526
65.02,0.00241495
65.03,0.00241465
65.04,0.00241434
65.05,0.00241403
65.06,0.00241372
65.07,0.00241342
65.08,0.00241311
65.09,0.0024128
65.1,0.00241249
65.11,0.00241219
65.12,0.00241188
65.13,0.00241157
65.14,0.00241126
65.15,0.00241095
65.16,0.00241065
65.17,0.00241034
65.18,0.00241003
65.19,0.00240972
65.2,0.00240942
65.21,0.00240911
65.22,0.0024088
65.23,0.00240849
65.24,0.00240819
65.25,0.00240788
65.26,0.00240757
65.27,0.00240727
65.28,0.00240696
65.29,0.00240665
65.3,0.00240634
65.31,0.00240604
65.32,0.00240573
65.33,0.00240542
65.34,0.00240511
65.35,0.00240481
65.36,0.0024045
65.37,0.00240419
65.38,0.00240389
65.39,0.00240358
65.4,0.00240327
65.41,0.00240296
65.42,0.00240266
65.43,0.00240235
65.44,0.00240204
65.45,0.00240174
65.46,0.00240143
65.47,0.00240112
65.48,0.00240081
65.49,0.00240051
65.5,0.0024002
65.51,0.00239989
65.52,0.00239959
65.53,0.00239928
65.54,0.00239897
65.55,0.00239867
65.56,0.00239836
65.57,0.00239805
65.58,0.00239774
65.59,0.00239744
65.6,0.00239713
65.61,0.00239682
65.62,0.00239652
65.63,0.00239621
65.64,0.0023959
65.65,0.0023956
65.66,0.00239529
65.67,0.00239498
65.68,0.00239468
65.69,0.00239437
65.7,0.00239406
65.71,0.00239376
65.72,0.00239345
65.73,0.00239314
65.74,0.00239284
65.75,0.00239253
65.76,0.00239222
65.77,0.00239192
65.78,0.00239161
65.79,0.0023913
65.8,0.002391
65.81,0.00239069
65.82,0.00239039
65.83,0.00239008
65.84,0.00238977
65.85,0.00238947
65.86,0.00238916
65.87,0.00238885
65.88,0.00238855
65.89,0.00238824
65.9,0.00238793
65.91,0.00238763
65.92,0.00238732
65.93,0.00238702
65.94,0.00238671
65.95,0.0023864
65.96,0.0023861
65.97,0.00238579
65.98,0.00238548
65.99,0.00238518
66,0.00238487
66.01,0.00238457
66.02,0.00238426
66.03,0.00238395
66.04,0.00238365
66.05,0.00238334
66.06,0.00238303
66.07,0.00238273
66.08,0.00238242
66.09,0.00238212
66.1,0.00238181
66.11,0.0023815
66.12,0.0023812
66.13,0.00238089
66.14,0.00238059
66.15,0.00238028
66.16,0.00237998
66.17,0.00237967
66.18,0.00237936
66.19,0.00237906
66.2,0.00237875
66.21,0.00237845
66.22,0.00237814
66.23,0.00237783
66.24,0.00237753
66.25,0.00237722
66.26,0.00237692
66.27,0.00237661
66.28,0.00237631
66.29,0.002376
66.3,0.00237569
66.31,0.00237539
66.32,0.00237508
66.33,0.00237478
66.34,0.00237447
66.35,0.00237417
66.36,0.00237386
66.37,0.00237355
66.38,0.00237325
66.39,0.00237294
66.4,0.00237264
66.41,0.00237233
66.42,0.00237203
66.43,0.00237172
66.44,0.00237142
66.45,0.00237111
66.46,0.00237081
66.47,0.0023705
66.48,0.00237019
66.49,0.00236989
66.5,0.00236958
66.51,0.00236928
66.52,0.00236897
66.53,0.00236867
66.54,0.00236836
66.55,0.00236806
66.56,0.00236775
66.57,0.00236745
66.58,0.00236714
66.59,0.00236684
66.6,0.00236653
66.61,0.00236623
66.62,0.00236592
66.63,0.00236562
66.64,0.00236531
66.65,0.00236501
66.66,0.0023647
66.67,0.0023644
66.68,0.00236409
66.69,0.00236378
66.7,0.00236348
66.71,0.00236317
66.72,0.00236287
66.73,0.00236256
66.74,0.00236226
66.75,0.00236195
66.76,0.00236165
66.77,0.00236134
66.78,0.00236104
66.79,0.00236074
66.8,0.00236043
66.81,0.00236013
66.82,0.00235982
66.83,0.00235952
66.84,0.00235921
66.85,0.00235891
66.86,0.0023586
66.87,0.0023583
66.88,0.00235799
66.89,0.00235769
66.9,0.00235738
66.91,0.00235708
66.92,0.00235677
66.93,0.00235647
66.94,0.00235616
66.95,0.00235586
66.96,0.00235555
66.97,0.00235525
66.98,0.00235494
66.99,0.00235464
67,0.00235434
67.01,0.00235403
67.02,0.00235373
67.03,0.00235342
67.04,0.00235312
67.05,0.00235281
67.06,0.00235251
67.07,0.0023522
67.08,0.0023519
67.09,0.0023516
67.1,0.00235129
67.11,0.00235099
67.12,0.00235068
67.13,0.00235038
67.14,0.00235007
67.15,0.00234977
67.16,0.00234946
67.17,0.00234916
67.18,0.00234886
67.19,0.00234855
67.2,0.00234825
67.21,0.00234794
67.22,0.00234764
67.23,0.00234733
67.24,0.00234703
67.25,0.00234673
67.26,0.00234642
67.27,0.00234612
67.28,0.00234581
67.29,0.00234551
67.3,0.00234521
67.31,0.0023449
67.32,0.0023446
67.33,0.00234429
67.34,0.00234399
67.35,0.00234368
67.36,0.00234338
67.37,0.00234308
67.38,0.00234277
67.39,0.00234247
67.4,0.00234216
67.41,0.00234186
67.42,0.00234156
67.43,0.00234125
67.44,0.00234095
67.45,0.00234065
67.46,0.00234034
67.47,0.00234004
67.48,0.00233973
67.49,0.00233943
67.5,0.00233913
67.51,0.00233882
67.52,0.00233852
67.53,0.00233821
67.54,0.00233791
67.55,0.00233761
67.56,0.0023373
67.57,0.002337
67.58,0.0023367
67.59,0.00233639
67.6,0.00233609
67.61,0.00233579
67.62,0.00233548
67.63,0.00233518
67.64,0.00233487
67.65,0.00233457
67.66,0.00233427
67.67,0.00233396
67.68,0.00233366
67.69,0.00233336
67.7,0.00233305
67.71,0.00233275
67.72,0.00233245
67.73,0.00233214
67.74,0.00233184
67.75,0.00233154
67.76,0.00233123
67.77,0.00233093
67.78,0.00233063
67.79,0.00233032
67.8,0.00233002
67.81,0.00232972
67.82,0.00232941
67.83,0.00232911
67.84,0.00232881
67.85,0.0023285
67.86,0.0023282
67.87,0.0023279
67.88,0.00232759
67.89,0.00232729
67.9,0.00232699
67.91,0.00232668
67.92,0.00232638
67.93,0.00232608
67.94,0.00232577
67.95,0.00232547
67.96,0.00232517
67.97,0.00232486
67.98,0.00232456
67.99,0.00232426
68,0.00232395
68.01,0.00232365
68.02,0.00232335
68.03,0.00232305
68.04,0.00232274
68.05,0.00232244
68.06,0.00232214
68.07,0.00232183
68.08,0.00232153
68.09,0.00232123
68.1,0.00232092
68.11,0.00232062
68.12,0.00232032
68.13,0.00232002
68.14,0.00231971
68.15,0.00231941
68.16,0.00231911
68.17,0.0023188
68.18,0.0023185
68.19,0.0023182
68.2,0.0023179
68.21,0.00231759
68.22,0.00231729
68.23,0.00231699
68.24,0.00231668
68.25,0.00231638
68.26,0.00231608
68.27,0.00231578
68.28,0.00231547
68.29,0.00231517
68.3,0.00231487
68.31,0.00231457
68.32,0.00231426
68.33,0.00231396
68.34,0.00231366
68.35,0.00231336
68.36,0.00231305
68.37,0.00231275
68.38,0.00231245
68.39,0.00231215
68.4,0.00231184
68.41,0.00231154
68.42,0.00231124
68.43,0.00231094
68.44,0.00231063
68.45,0.00231033
68.46,0.00231003
68.47,0.00230973
68.48,0.00230942
68.49,0.00230912
68.5,0.00230882
68.51,0.00230852
68.52,0.00230821
68.53,0.00230791
68.54,0.00230761
68.55,0.00230731
68.56,0.00230701
68.57,0.0023067
68.58,0.0023064
68.59,0.0023061
68.6,0.0023058
68.61,0.00230549
68.62,0.00230519
68.63,0.00230489
68.64,0.00230459
68.65,0.00230429
68.66,0.00230398
68.67,0.00230368
68.68,0.00230338
68.69,0.00230308
68.7,0.00230278
68.71,0.00230247
68.72,0.00230217
68.73,0.00230187
68.74,0.00230157
68.75,0.00230127
68.76,0.00230096
68.77,0.00230066
68.78,0.00230036
68.79,0.00230006
68.8,0.00229976
68.81,0.00229945
68.82,0.00229915
68.83,0.00229885
68.84,0.00229855
68.85,0.00229825
68.86,0.00229794
68.87,0.00229764
68.88,0.00229734
68.89,0.00229704
68.9,0.00229674
68.91,0.00229644
68.92,0.00229613
68.93,0.00229583
68.94,0.00229553
68.95,0.00229523
68.96,0.00229493
68.97,0.00229463
68.98,0.00229432
68.99,0.00229402
69,0.00229372
69.01,0.00229342
69.02,0.00229312
69.03,0.00229282
69.04,0.00229251
69.05,0.00229221
69.06,0.00229191
69.07,0.00229161
69.08,0.00229131
69.09,0.00229101
69.1,0.0022907
69.11,0.0022904
69.12,0.0022901
69.13,0.0022898
69.14,0.0022895
69.15,0.0022892
69.16,0.0022889
69.17,0.00228859
69.18,0.00228829
69.19,0.00228799
69.2,0.00228769
69.21,0.00228739
69.22,0.00228709
69.23,0.00228679
69.24,0.00228649
69.25,0.00228618
69.26,0.00228588
69.27,0.00228558
69.28,0.00228528
69.29,0.00228498
69.3,0.00228468
69.31,0.00228438
69.32,0.00228408
69.33,0.00228377
69.34,0.00228347
69.35,0.00228317
69.36,0.00228287
69.37,0.00228257
69.38,0.00228227
69.39,0.00228197
69.4,0.00228167
69.41,0.00228137
69.42,0.00228106
69.43,0.00228076
69.44,0.00228046
69.45,0.00228016
69.46,0.00227986
69.47,0.00227956
69.48,0.00227926
69.49,0.00227896
69.5,0.00227866
69.51,0.00227836
69.52,0.00227805
69.53,0.00227775
69.54,0.00227745
69.55,0.00227715
69.56,0.00227685
69.57,0.00227655
69.58,0.00227625
69.59,0.00227595
69.6,0.00227565
69.61,0.00227535
69.62,0.00227505
69.63,0.00227475
69.64,0.00227444
69.65,0.00227414
69.66,0.00227384
69.67,0.00227354
69.68,0.00227324
69.69,0.00227294
69.7,0.00227264
69.71,0.00227234
69.72,0.00227204
69.73,0.00227174
69.74,0.00227144
69.75,0.00227114
69.76,0.00227084
69.77,0.00227054
69.78,0.00227024
69.79,0.00226993
69.8,0.00226963
69.81,0.00226933
69.82,0.00226903
69.83,0.00226873
69.84,0.00226843
69.85,0.00226813
69.86,0.00226783
69.87,0.00226753
69.88,0.00226723
69.89,0.00226693
69.9,0.00226663
69.91,0.00226633
69.92,0.00226603
69.93,0.00226573
69.94,0.00226543
69.95,0.00226513
69.96,0.00226483
69.97,0.00226453
69.98,0.00226423
69.99,0.00226393
70,0.00226363
70.01,0.00226326
70.02,0.0022629
70.03,0.00226254
70.04,0.00226217
70.05,0.00226181
70.06,0.00226144
70.07,0.00226108
70.08,0.00226072
70.09,0.00226035
70.1,0.00225999
70.11,0.00225963
70.12,0.00225926
70.13,0.0022589
70.14,0.00225854
70.15,0.00225817
70.16,0.00225781
70.17,0.00225744
70.18,0.00225708
70.19,0.00225672
70.2,0.00225635
70.21,0.00225599
70.22,0.00225563
70.23,0.00225526
70.24,0.0022549
70.25,0.00225454
70.26,0.00225417
70.27,0.00225381
70.28,0.00225345
70.29,0.00225308
70.3,0.00225272
70.31,0.00225236
70.32,0.00225199
70.33,0.00225163
70.34,0.00225127
70.35,0.0022509
70.36,0.00225054
70.37,0.00225018
70.38,0.00224981
70.39,0.00224945
70.4,0.00224909
70.41,0.00224872
70.42,0.00224836
70.43,0.002248
70.44,0.00224763
70.45,0.00224727
70.46,0.00224691
70.47,0.00224654
70.48,0.00224618
70.49,0.00224582
70.5,0.00224545
70.51,0.00224509
70.52,0.00224473
70.53,0.00224437
70.54,0.002244
70.55,0.00224364
70.56,0.00224328
70.57,0.00224291
70.58,0.00224255
70.59,0.00224219
70.6,0.00224182
70.61,0.00224146
70.62,0.0022411
70.63,0.00224074
70.64,0.00224037
70.65,0.00224001
70.66,0.00223965
70.67,0.00223928
70.68,0.00223892
70.69,0.00223856
70.7,0.0022382
70.71,0.00223783
70.72,0.00223747
70.73,0.00223711
70.74,0.00223674
70.75,0.00223638
70.76,0.00223602
70.77,0.00223566
70.78,0.00223529
70.79,0.00223493
70.8,0.00223457
70.81,0.0022342
70.82,0.00223384
70.83,0.00223348
70.84,0.00223312
70.85,0.00223275
70.86,0.00223239
70.87,0.00223203
70.88,0.00223167
70.89,0.0022313
70.9,0.00223094
70.91,0.00223058
70.92,0.00223022
70.93,0.00222985
70.94,0.00222949
70.95,0.00222913
70.96,0.00222877
70.97,0.0022284
70.98,0.00222804
70.99,0.00222768
71,0.00222732
71.01,0.00222695
71.02,0.00222659
71.03,0.00222623
71.04,0.00222587
71.05,0.0022255
71.06,0.00222514
71.07,0.00222478
71.08,0.00222442
71.09,0.00222405
71.1,0.00222369
71.11,0.00222333
71.12,0.00222297
71.13,0.0022226
71.14,0.00222224
71.15,0.00222188
71.16,0.00222152
71.17,0.00222116
71.18,0.00222079
71.19,0.00222043
71.2,0.00222007
71.21,0.00221971
71.22,0.00221934
71.23,0.00221898
71.24,0.00221862
71.25,0.00221826
71.26,0.0022179
71.27,0.00221753
71.28,0.00221717
71.29,0.00221681
71.3,0.00221645
71.31,0.00221609
71.32,0.00221572
71.33,0.00221536
71.34,0.002215
71.35,0.00221464
71.36,0.00221427
71.37,0.00221391
71.38,0.00221355
71.39,0.00221319
71.4,0.00221283
71.41,0.00221247
71.42,0.0022121
71.43,0.00221174
71.44,0.00221138
71.45,0.00221102
71.46,0.00221066
71.47,0.00221029
71.48,0.00220993
71.49,0.00220957
71.5,0.00220921
71.51,0.00220885
71.52,0.00220848
71.53,0.00220812
71.54,0.00220776
71.55,0.0022074
71.56,0.00220704
71.57,0.00220668
71.58,0.00220631
71.59,0.00220595
71.6,0.00220559
71.61,0.00220523
71.62,0.00220487
71.63,0.00220451
71.64,0.00220414
71.65,0.00220378
71.66,0.00220342
71.67,0.00220306
71.68,0.0022027
71.69,0.00220234
71.7,0.00220197
71.71,0.00220161
71.72,0.00220125
71.73,0.00220089
71.74,0.00220053
71.75,0.00220017
71.76,0.0021998
71.77,0.00219944
71.78,0.00219908
71.79,0.00219872
71.8,0.00219836
71.81,0.002198
71.82,0.00219764
71.83,0.00219727
71.84,0.00219691
71.85,0.00219655
71.86,0.00219619
71.87,0.00219583
71.88,0.00219547
71.89,0.00219511
71.9,0.00219474
71.91,0.00219438
71.92,0.00219402
71.93,0.00219366
71.94,0.0021933
71.95,0.00219294
71.96,0.00219258
71.97,0.00219222
71.98,0.00219185
71.99,0.00219149
72,0.00219113
72.01,0.00219077
72.02,0.00219041
72.03,0.00219005
72.04,0.00218969
72.05,0.00218933
72.06,0.00218896
72.07,0.0021886
72.08,0.00218824
72.09,0.00218788
72.1,0.00218752
72.11,0.00218716
72.12,0.0021868
72.13,0.00218644
72.14,0.00218608
72.15,0.00218572
72.16,0.00218535
72.17,0.00218499
72.18,0.00218463
72.19,0.00218427
72.2,0.00218391
72.21,0.00218355
72.22,0.00218319
72.23,0.00218283
72.24,0.00218247
72.25,0.00218211
72.26,0.00218174
72.27,0.00218138
72.28,0.00218102
72.29,0.00218066
72.3,0.0021803
72.31,0.00217994
72.32,0.00217958
72.33,0.00217922
72.34,0.00217886
72.35,0.0021785
72.36,0.00217814
72.37,0.00217778
72.38,0.00217741
72.39,0.00217705
72.4,0.00217669
72.41,0.00217633
72.42,0.00217597
72.43,0.00217561
72.44,0.00217525
72.45,0.00217489
72.46,0.00217453
72.47,0.00217417
72.48,0.00217381
72.49,0.00217345
72.5,0.00217309
72.51,0.00217273
72.52,0.00217237
72.53,0.002172
72.54,0.00217164
72.55,0.00217128
72.56,0.00217092
72.57,0.00217056
72.58,0.0021702
72.59,0.00216984
72.6,0.00216948
72.61,0.00216912
72.62,0.00216876
72.63,0.0021684
72.64,0.00216804
72.65,0.00216768
72.66,0.00216732
72.67,0.00216696
72.68,0.0021666
72.69,0.00216624
72.7,0.00216588
72.71,0.00216552
72.72,0.00216516
72.73,0.0021648
72.74,0.00216443
72.75,0.00216407
72.76,0.00216371
72.77,0.00216335
72.78,0.00216299
72.79,0.00216263
72.8,0.00216227
72.81,0.00216191
72.82,0.00216155
72.83,0.00216119
72.84,0.00216083
72.85,0.00216047
72.86,0.00216011
72.87,0.00215975
72.88,0.00215939
72.89,0.00215903
72.9,0.00215867
72.91,0.00215831
72.92,0.00215795
72.93,0.00215759
72.94,0.00215723
72.95,0.00215687
72.96,0.00215651
72.97,0.00215615
72.98,0.00215579
72.99,0.00215543
73,0.00215507
73.01,0.00215471
73.02,0.00215435
73.03,0.00215399
73.04,0.00215363
73.05,0.00215327
73.06,0.00215291
73.07,0.00215255
73.08,0.00215219
73.09,0.00215183
73.1,0.00215147
73.11,0.00215111
73.12,0.00215075
73.13,0.00215039
73.14,0.00215003
73.15,0.00214967
73.16,0.00214931
73.17,0.00214895
73.18,0.00214859
73.19,0.00214823
73.2,0.00214787
73.21,0.00214751
73.22,0.00214715
73.23,0.00214679
73.24,0.00214643
73.25,0.00214607
73.26,0.00214571
73.27,0.00214535
73.28,0.00214499
73.29,0.00214463
73.3,0.00214427
73.31,0.00214392
73.32,0.00214356
73.33,0.0021432
73.34,0.00214284
73.35,0.00214248
73.36,0.00214212
73.37,0.00214176
73.38,0.0021414
73.39,0.00214104
73.4,0.00214068
73.41,0.00214032
73.42,0.00213996
73.43,0.0021396
73.44,0.00213924
73.45,0.00213888
73.46,0.00213852
73.47,0.00213816
73.48,0.0021378
73.49,0.00213744
73.5,0.00213708
73.51,0.00213672
73.52,0.00213636
73.53,0.00213601
73.54,0.00213565
73.55,0.00213529
73.56,0.00213493
73.57,0.00213457
73.58,0.00213421
73.59,0.00213385
73.6,0.00213349
73.61,0.00213313
73.62,0.00213277
73.63,0.00213241
73.64,0.00213205
73.65,0.00213169
73.66,0.00213133
73.67,0.00213097
73.68,0.00213062
73.69,0.00213026
73.7,0.0021299
73.71,0.00212954
73.72,0.00212918
73.73,0.00212882
73.74,0.00212846
73.75,0.0021281
73.76,0.00212774
73.77,0.00212738
73.78,0.00212702
73.79,0.00212666
73.8,0.0021263
73.81,0.00212595
73.82,0.00212559
73.83,0.00212523
73.84,0.00212487
73.85,0.00212451
73.86,0.00212415
73.87,0.00212379
73.88,0.00212343
73.89,0.00212307
73.9,0.00212271
73.91,0.00212236
73.92,0.002122
73.93,0.00212164
73.94,0.00212128
73.95,0.00212092
73.96,0.00212056
73.97,0.0021202
73.98,0.00211984
73.99,0.00211948
74,0.00211912
74.01,0.00211877
74.02,0.00211841
74.03,0.00211805
74.04,0.00211769
74.05,0.00211733
74.06,0.00211697
74.07,0.00211661
74.08,0.00211625
74.09,0.0021159
74.1,0.00211554
74.11,0.00211518
74.12,0.00211482
74.13,0.00211446
74.14,0.0021141
74.15,0.00211374
74.16,0.00211338
74.17,0.00211303
74.18,0.00211267
74.19,0.00211231
74.2,0.00211195
74.21,0.00211159
74.22,0.00211123
74.23,0.00211087
74.24,0.00211051
74.25,0.00211016
74.26,0.0021098
74.27,0.00210944
74.28,0.00210908
74.29,0.00210872
74.3,0.00210836
74.31,0.002108
74.32,0.00210765
74.33,0.00210729
74.34,0.00210693
74.35,0.00210657
74.36,0.00210621
74.37,0.00210585
74.38,0.0021055
74.39,0.00210514
74.4,0.00210478
74.41,0.00210442
74.42,0.00210406
74.43,0.0021037
74.44,0.00210334
74.45,0.00210299
74.46,0.00210263
74.47,0.00210227
74.48,0.00210191
74.49,0.00210155
74.5,0.00210119
74.51,0.00210084
74.52,0.00210048
74.53,0.00210012
74.54,0.00209976
74.55,0.0020994
74.56,0.00209904
74.57,0.00209869
74.58,0.00209833
74.59,0.00209797
74.6,0.00209761
74.61,0.00209725
74.62,0.00209689
74.63,0.00209654
74.64,0.00209618
74.65,0.00209582
74.66,0.00209546
74.67,0.0020951
74.68,0.00209475
74.69,0.00209439
74.7,0.00209403
74.71,0.00209367
74.72,0.00209331
74.73,0.00209296
74.74,0.0020926
74.75,0.00209224
74.76,0.00209188
74.77,0.00209152
74.78,0.00209116
74.79,0.00209081
74.8,0.00209045
74.81,0.00209009
74.82,0.00208973
74.83,0.00208937
74.84,0.00208902
74.85,0.00208866
74.86,0.0020883
74.87,0.00208794
74.88,0.00208759
74.89,0.00208723
74.9,0.00208687
74.91,0.00208651
74.92,0.00208615
74.93,0.0020858
74.94,0.00208544
74.95,0.00208508
74.96,0.00208472
74.97,0.00208436
74.98,0.00208401
74.99,0.00208365
75,0.00208329
75.01,0.00208293
75.02,0.00208258
75.03,0.00208222
75.04,0.00208186
75.05,0.0020815
75.06,0.00208114
75.07,0.00208079
75.08,0.00208043
75.09,0.00208007
75.1,0.00207971
75.11,0.00207936
75.12,0.002079
75.13,0.00207864
75.14,0.00207828
75.15,0.00207792
75.16,0.00207757
75.17,0.00207721
75.18,0.00207685
75.19,0.00207649
75.2,0.00207614
75.21,0.00207578
75.22,0.00207542
75.23,0.00207506
75.24,0.00207471
75.25,0.00207435
75.26,0.00207399
75.27,0.00207363
75.28,0.00207328
75.29,0.00207292
75.3,0.00207256
75.31,0.0020722
75.32,0.00207185
75.33,0.00207149
75.34,0.00207113
75.35,0.00207077
75.36,0.00207042
75.37,0.00207006
75.38,0.0020697
75.39,0.00206934
75.4,0.00206899
75.41,0.00206863
75.42,0.00206827
75.43,0.00206791
75.44,0.00206756
75.45,0.0020672
75.46,0.00206684
75.47,0.00206649
75.48,0.00206613
75.49,0.00206577
75.5,0.00206541
75.51,0.00206506
75.52,0.0020647
75.53,0.00206434
75.54,0.00206398
75.55,0.00206363
75.56,0.00206327
75.57,0.00206291
75.58,0.00206256
75.59,0.0020622
75.6,0.00206184
75.61,0.00206148
75.62,0.00206113
75.63,0.00206077
75.64,0.00206041
75.65,0.00206006
75.66,0.0020597
75.67,0.00205934
75.68,0.00205898
75.69,0.00205863
75.7,0.00205827
75.71,0.00205791
75.72,0.00205756
75.73,0.0020572
75.74,0.00205684
75.75,0.00205648
75.76,0.00205613
75.77,0.00205577
75.78,0.00205541
75.79,0.00205506
75.8,0.0020547
75.81,0.00205434
75.82,0.00205399
75.83,0.00205363
75.84,0.00205327
75.85,0.00205292
75.86,0.00205256
75.87,0.0020522
75.88,0.00205184
75.89,0.00205149
75.9,0.00205113
75.91,0.00205077
75.92,0.00205042
75.93,0.00205006
75.94,0.0020497
75.95,0.00204935
75.96,0.00204899
75.97,0.00204863
75.98,0.00204828
75.99,0.00204792
76,0.00204756
76.01,0.00204721
76.02,0.00204685
76.03,0.00204649
76.04,0.00204614
76.05,0.00204578
76.06,0.00204542
76.07,0.00204507
76.08,0.00204471
76.09,0.00204435
76.1,0.002044
76.11,0.00204364
76.12,0.00204328
76.13,0.00204293
76.14,0.00204257
76.15,0.00204221
76.16,0.00204186
76.17,0.0020415
76.18,0.00204114
76.19,0.00204079
76.2,0.00204043
76.21,0.00204007
76.22,0.00203972
76.23,0.00203936
76.24,0.002039
76.25,0.00203865
76.26,0.00203829
76.27,0.00203793
76.28,0.00203758
76.29,0.00203722
76.3,0.00203686
76.31,0.00203651
76.32,0.00203615
76.33,0.00203579
76.34,0.00203544
76.35,0.00203508
76.36,0.00203473
76.37,0.00203437
76.38,0.00203401
76.39,0.00203366
76.4,0.0020333
76.41,0.00203294
76.42,0.00203259
76.43,0.00203223
76.44,0.00203187
76.45,0.00203152
76.46,0.00203116
76.47,0.00203081
76.48,0.00203045
76.49,0.00203009
76.5,0.00202974
76.51,0.00202938
76.52,0.00202902
76.53,0.00202867
76.54,0.00202831
76.55,0.00202796
76.56,0.0020276
76.57,0.00202724
76.58,0.00202689
76.59,0.00202653
76.6,0.00202617
76.61,0.00202582
76.62,0.00202546
76.63,0.00202511
76.64,0.00202475
76.65,0.00202439
76.66,0.00202404
76.67,0.00202368
76.68,0.00202333
76.69,0.00202297
76.7,0.00202261
76.71,0.00202226
76.72,0.0020219
76.73,0.00202155
76.74,0.00202119
76.75,0.00202083
76.76,0.00202048
76.77,0.00202012
76.78,0.00201977
76.79,0.00201941
76.8,0.00201905
76.81,0.0020187
76.82,0.00201834
76.83,0.00201799
76.84,0.00201763
76.85,0.00201727
76.86,0.00201692
76.87,0.00201656
76.88,0.00201621
76.89,0.00201585
76.9,0.00201549
76.91,0.00201514
76.92,0.00201478
76.93,0.00201443
76.94,0.00201407
76.95,0.00201372
76.96,0.00201336
76.97,0.002013
76.98,0.00201265
76.99,0.00201229
77,0.00201194
77.01,0.00201158
77.02,0.00201122
77.03,0.00201087
77.04,0.00201051
77.05,0.00201016
77.06,0.0020098
77.07,0.00200945
77.08,0.00200909
77.09,0.00200873
77.1,0.00200838
77.11,0.00200802
77.12,0.00200767
77.13,0.00200731
77.14,0.00200696
77.15,0.0020066
77.16,0.00200624
77.17,0.00200589
77.18,0.00200553
77.19,0.00200518
77.2,0.00200482
77.21,0.00200447
77.22,0.00200411
77.23,0.00200376
77.24,0.0020034
77.25,0.00200304
77.26,0.00200269
77.27,0.00200233
77.28,0.00200198
77.29,0.00200162
77.3,0.00200127
77.31,0.00200091
77.32,0.00200056
77.33,0.0020002
77.34,0.00199985
77.35,0.00199949
77.36,0.00199913
77.37,0.00199878
77.38,0.00199842
77.39,0.00199807
77.4,0.00199771
77.41,0.00199736
77.42,0.001997
77.43,0.00199665
77.44,0.00199629
77.45,0.00199594
77.46,0.00199558
77.47,0.00199523
77.48,0.00199487
77.49,0.00199451
77.5,0.00199416
77.51,0.0019938
77.52,0.00199345
77.53,0.00199309
77.54,0.00199274
77.55,0.00199238
77.56,0.00199203
77.57,0.00199167
77.58,0.00199132
77.59,0.00199096
77.6,0.00199061
77.61,0.00199025
77.62,0.0019899
77.63,0.00198954
77.64,0.00198919
77.65,0.00198883
77.66,0.00198848
77.67,0.00198812
77.68,0.00198777
77.69,0.00198741
77.7,0.00198706
77.71,0.0019867
77.72,0.00198635
77.73,0.00198599
77.74,0.00198564
77.75,0.00198528
77.76,0.00198493
77.77,0.00198457
77.78,0.00198421
77.79,0.00198386
77.8,0.0019835
77.81,0.00198315
77.82,0.00198279
77.83,0.00198244
77.84,0.00198208
77.85,0.00198173
77.86,0.00198138
