energy_MeVu,total_kinetic_energy_MeV,electronic_stopping_power_MeV_per_mm,total_stopping_power_MeV_per_mm,csda_range_mm
15.01,180.12,200.251,200.357,0
15.11,181.32,199.196,199.301,0
15.21,182.52,198.153,198.257,0
15.31,183.72,197.122,197.226,0
15.41,184.92,196.102,196.206,0
15.51,186.12,195.094,195.197,0
15.61,187.32,194.098,194.2,0
15.71,188.52,193.112,193.214,0
15.81,189.72,192.138,192.239,0
15.91,190.92,191.175,191.275,0
16.01,192.12,190.222,190.321,0
16.11,193.32,189.279,189.378,0
16.21,194.52,188.347,188.445,0
16.31,195.72,187.424,187.523,0
16.41,196.92,186.512,186.61,0
16.51,198.12,185.61,185.707,0
16.61,199.32,184.717,184.813,0
16.71,200.52,183.833,183.929,0
16.81,201.72,182.959,183.055,0
16.91,202.92,182.094,182.189,0
17.01,204.12,181.238,181.333,0
17.11,205.32,180.391,180.485,0
17.21,206.52,179.553,179.646,0
17.31,207.72,178.723,178.816,0
17.41,208.92,177.902,177.994,0
17.51,210.12,177.089,177.181,0
17.61,211.32,176.284,176.375,0
17.71,212.52,175.487,175.578,0
17.81,213.72,174.698,174.789,0
17.91,214.92,173.917,174.007,0
18.01,216.12,173.144,173.233,0
18.11,217.32,172.378,172.467,0
18.21,218.52,171.62,171.708,0
18.31,219.72,170.869,170.957,0
18.41,220.92,170.125,170.213,0
18.51,222.12,169.389,169.476,0
18.61,223.32,168.659,168.746,0
18.71,224.52,167.937,168.023,0
18.81,225.72,167.221,167.307,0
18.91,226.92,166.512,166.597,0
19.01,228.12,165.81,165.895,0
19.11,229.32,165.114,165.198,0
19.21,230.52,164.425,164.509,0
19.31,231.72,163.742,163.825,0
19.41,232.92,163.065,163.148,0
19.51,234.12,162.394,162.477,0
19.61,235.32,161.73,161.812,0
19.71,236.52,161.072,161.153,0
19.81,237.72,160.419,160.5,0
19.91,238.92,159.772,159.853,0
20.01,240.12,159.131,159.211,0
20.11,241.32,158.496,158.576,0
20.21,242.52,157.866,157.946,0
20.31,243.72,157.242,157.321,0
20.41,244.92,156.624,156.702,0
20.51,246.12,156.01,156.089,0
20.61,247.32,155.402,155.48,0
20.71,248.52,154.8,154.877,0
20.81,249.72,154.202,154.28,0
20.91,250.92,153.61,153.687,0
21.01,252.12,153.023,153.099,0
21.11,253.32,152.44,152.516,0
21.21,254.52,151.863,151.939,0
21.31,255.72,151.292,151.367,0
21.41,256.92,150.724,150.8,0
21.51,258.12,150.162,150.237,0
21.61,259.32,149.604,149.679,0
21.71,260.52,149.051,149.126,0
21.81,261.72,148.503,148.577,0
21.91,262.92,147.959,148.032,0
22.01,264.12,147.419,147.493,0
22.11,265.32,146.884,146.957,0
22.21,266.52,146.353,146.426,0
22.31,267.72,145.826,145.899,0
22.41,268.92,145.304,145.376,0
22.51,270.12,144.786,144.858,0
22.61,271.32,144.271,144.343,0
22.71,272.52,143.761,143.833,0
22.81,273.72,143.255,143.326,0
22.91,274.92,142.753,142.824,0
23.01,276.12,142.255,142.326,0
23.11,277.32,141.761,141.831,0
23.21,278.52,141.27,141.34,0
23.31,279.72,140.783,140.853,0
23.41,280.92,140.3,140.37,0
23.51,282.12,139.821,139.89,0
23.61,283.32,139.345,139.414,0
23.71,284.52,138.873,138.942,0
23.81,285.72,138.405,138.473,0
23.91,286.92,137.939,138.008,0
24.01,288.12,137.478,137.546,0
24.11,289.32,137.019,137.087,0
24.21,290.52,136.565,136.632,0
24.31,291.72,136.113,136.18,0
24.41,292.92,135.665,135.732,0
24.51,294.12,135.22,135.287,0
