# TOPAS 4.2.p3 / Geant4 11.3.2 Water_75eV ion electronic stopping powers.
# delta_electron_fraction preserves the measured C-12 correction and uses each ion's G4 restricted/unrestricted ratio relative to C-12.
atomic_number,mass_number,energy_MeVu,stopping_power_MeV_per_mm,restricted_stopping_power_MeV_per_mm,nuclear_stopping_power_MeV_per_mm,raw_delta_electron_fraction,delta_electron_fraction
2,3,82.81,3.35678,3.11908,0,0.0708128,0.0705838222319
2,3,82.91,3.3537,3.11601,0,0.0708731,0.0706467230849
2,3,83.01,3.35062,3.11295,0,0.0709334,0.0707100443495
2,3,83.11,3.34756,3.1099,0,0.0709935,0.0707752604081
2,3,83.21,3.3445,3.10686,0,0.0710536,0.0708405759167
2,3,83.31,3.34145,3.10382,0,0.0711136,0.0709057917911
2,3,83.41,3.3384,3.10079,0,0.0711734,0.0709710071106
2,3,83.51,3.33536,3.09777,0,0.0712332,0.0710362224902
2,3,83.61,3.33233,3.09476,0,0.0712929,0.0711015370503
2,3,83.71,3.3293,3.09175,0,0.0713525,0.0711667519489
2,3,83.81,3.32629,3.08875,0,0.071412,0.0712320660484
2,3,83.91,3.32327,3.08576,0,0.0714714,0.0712972804717
2,3,84.01,3.32027,3.08277,0,0.0715307,0.0713623641985
2,3,84.11,3.31727,3.07979,0,0.0715899,0.0714262735689
2,3,84.21,3.31428,3.07681,0,0.071649,0.0714901826883
2,3,84.31,3.31129,3.07385,0,0.0717081,0.0715541913436
2,3,84.41,3.30832,3.07089,0,0.071767,0.0716180999725
2,3,84.51,3.30534,3.06793,0,0.0718259,0.0716821081544
2,3,84.61,3.30238,3.06499,0,0.0718846,0.0717460162987
2,3,84.71,3.29942,3.06205,0,0.0719433,0.0718099244986
2,3,84.81,3.29647,3.05912,0,0.0720018,0.071873832156
2,3,84.91,3.29352,3.05619,0,0.0720603,0.0719377398709
2,3,85.01,3.29058,3.05327,0,0.0721187,0.0720012961706
2,3,85.11,3.28765,3.05036,0,0.072177,0.0720606962468
2,3,85.21,3.28473,3.04745,0,0.0722352,0.0721200960384
2,3,85.31,3.28181,3.04455,0,0.0722934,0.0721795953895
2,3,85.41,3.27889,3.04166,0,0.0723514,0.0722389946187
2,3,85.51,3.27599,3.03877,0,0.0724093,0.072298393568
2,3,85.61,3.27308,3.03589,0,0.0724672,0.072357892088
2,3,85.71,3.27019,3.03302,0,0.0725249,0.0724171909269
2,3,85.81,3.2673,3.03015,0,0.0725826,0.0724766888989
2,3,85.91,3.26442,3.02729,0,0.0726402,0.0725360870385
2,3,86.01,3.26155,3.02444,0,0.0726977,0.0725947855933
2,3,86.11,3.25868,3.02159,0,0.0727551,0.0726471900355
2,3,86.21,3.25581,3.01875,0,0.0728124,0.0726995941367
2,3,86.31,3.25296,3.01592,0,0.0728697,0.072752097737
2,3,86.41,3.25011,3.01309,0,0.0729268,0.0728045011549
2,3,86.51,3.24726,3.01027,0,0.0729839,0.0728570040628
2,3,86.61,3.24443,3.00745,0,0.0730409,0.0729094070934
2,3,86.71,3.24159,3.00464,0,0.0730978,0.072961909316
2,3,86.81,3.23877,3.00184,0,0.0731546,0.073014311676
2,3,86.91,3.23595,2.99904,0,0.0732113,0.0730667137058
2,3,87.01,3.23313,2.99625,0,0.0732679,0.073119502758
2,3,87.11,3.23033,2.99347,0,0.0733245,0.0731758774583
2,3,87.21,3.22753,2.99069,0,0.0733809,0.073232052563
2,3,87.31,3.22473,2.98792,0,0.0734373,0.0732884266902
2,3,87.41,3.22194,2.98515,0,0.0734936,0.0733447010211
2,3,87.51,3.21916,2.98239,0,0.0735498,0.0734009750685
2,3,87.61,3.21638,2.97964,0,0.0736059,0.0734572488338
2,3,87.71,3.21361,2.97689,0,0.073662,0.073513622117
2,3,87.81,3.21084,2.97415,0,0.0737179,0.0735698953231
2,3,87.91,3.20808,2.97141,0,0.0737738,0.0736261685339
2,3,88.01,3.20533,2.96868,0,0.0738296,0.0736817526073
2,3,88.11,3.20258,2.96596,0,0.0738853,0.0737301414334
2,3,88.21,3.19984,2.96324,0,0.0739409,0.0737785299093
2,3,88.31,3.1971,2.96053,0,0.0739964,0.0738269180367
2,3,88.41,3.19437,2.95782,0,0.0740519,0.0738753060971
2,3,88.51,3.19165,2.95512,0,0.0741073,0.0739237932845
2,3,88.61,3.18893,2.95243,0,0.0741626,0.0739721806456
2,3,88.71,3.18622,2.94974,0,0.0742178,0.074020567664
2,3,88.81,3.18351,2.94706,0,0.0742729,0.0740689543415
2,3,88.91,3.18081,2.94438,0,0.0743279,0.0741173406795
2,3,89.01,3.17811,2.94171,0,0.0743829,0.07416589883
2,3,89.11,3.17542,2.93905,0,0.0744378,0.0742161029417
2,3,89.21,3.17274,2.93639,0,0.0744926,0.0742662073024
2,3,89.31,3.17006,2.93374,0,0.0745473,0.0743163113454
2,3,89.41,3.16738,2.93109,0,0.074602,0.0743665147567
2,3,89.51,3.16472,2.92845,0,0.0746565,0.0744165187587
2,3,89.61,3.16205,2.92581,0,0.074711,0.0744667215305
2,3,89.71,3.1594,2.92318,0,0.0747654,0.0745168245854
2,3,89.81,3.15675,2.92056,0,0.0748197,0.0745669273295
2,3,89.91,3.1541,2.91794,0,0.074874,0.0746171294211
2,3,90.01,3.15146,2.91533,0,0.0749281,0.0746679626488
2,3,90.11,3.14883,2.91272,0,0.0749822,0.0747263696432
2,3,90.21,3.1462,2.91012,0,0.0750362,0.0747848758031
2,3,90.31,3.14357,2.90752,0,0.0750902,0.0748432826174
2,3,90.41,3.14095,2.90493,0,0.075144,0.0749016889347
2,3,90.51,3.13834,2.90235,0,0.0751978,0.0749601947107
2,3,90.61,3.13573,2.89977,0,0.0752515,0.0750186008539
2,3,90.71,3.13313,2.89719,0,0.0753051,0.0750770067735
2,3,90.81,3.13054,2.89462,0,0.0753586,0.0751354124706
2,3,90.91,3.12794,2.89206,0,0.0754121,0.075193818214
2,3,91.01,3.12536,2.8895,0,0.0754655,0.0752519936747
2,3,91.11,3.12278,2.88695,0,0.0755188,0.0753081978039
2,3,91.21,3.1202,2.8844,0,0.075572,0.0753642027843
2,3,91.31,3.11763,2.88186,0,0.0756252,0.0754204067108
2,3,91.41,3.11507,2.87933,0,0.0756783,0.0754765109405
2,3,91.51,3.11251,2.8768,0,0.0757313,0.075532614934
2,3,91.61,3.10996,2.87427,0,0.0757842,0.0755887186926
2,3,91.71,3.10741,2.87175,0,0.075837,0.0756448222174
2,3,91.81,3.10486,2.86924,0,0.0758898,0.0757009257729
2,3,91.91,3.10232,2.86673,0,0.0759425,0.0757570290963
2,3,92.01,3.09979,2.86422,0,0.0759951,0.0758127434271
2,3,92.11,3.09726,2.86172,0,0.0760477,0.0758650584132
2,3,92.21,3.09474,2.85923,0,0.0761002,0.0759172736379
2,3,92.31,3.09222,2.85674,0,0.0761526,0.0759694886001
2,3,92.41,3.08971,2.85426,0,0.0762049,0.0760217033015
2,3,92.51,3.0872,2.85178,0,0.0762571,0.0760739177431
2,3,92.61,3.0847,2.84931,0,0.0763093,0.076126132186
2,3,92.71,3.0822,2.84684,0,0.0763614,0.0761783463709
2,3,92.81,3.07971,2.84438,0,0.0764135,0.0762306600598
2,3,92.91,3.07722,2.84192,0,0.0764654,0.0762827742304
2,3,93.01,3.07474,2.83947,0,0.0765173,0.0763349747068
2,3,93.11,3.07226,2.83702,0,0.0765691,0.0763860610863
2,3,93.21,3.06979,2.83458,0,0.0766208,0.0764370477006
2,3,93.31,3.06732,2.83214,0,0.0766725,0.0764882333172
2,3,93.41,3.06486,2.82971,0,0.0767241,0.0765393191703
2,3,93.51,3.0624,2.82728,0,0.0767756,0.0765904047644
2,3,93.61,3.05995,2.82486,0,0.0768271,0.0766414903559
2,3,93.71,3.0575,2.82245,0,0.0768785,0.0766926751939
2,3,93.81,3.05506,2.82003,0,0.0769298,0.0767437602727
2,3,93.91,3.05262,2.81763,0,0.076981,0.076794845097
2,3,94.01,3.05019,2.81523,0,0.0770322,0.0768456904599
2,3,94.11,3.04776,2.81283,0,0.0770832,0.0768942806519
2,3,94.21,3.04534,2.81044,0,0.0771343,0.0769430700817
2,3,94.31,3.04292,2.80805,0,0.0771852,0.0769917594861
2,3,94.41,3.0405,2.80567,0,0.0772361,0.0770404488727
2,3,94.51,3.0381,2.80329,0,0.0772869,0.0770891379904
2,3,94.61,3.03569,2.80092,0,0.0773376,0.0771377273498
2,3,94.71,3.03329,2.79855,0,0.0773883,0.0771865156751
2,3,94.81,3.0309,2.79619,0,0.0774389,0.0772352042437
2,3,94.91,3.02851,2.79383,0,0.0774894,0.0772838925478
2,3,95.01,3.02612,2.79148,0,0.0775399,0.0773330885571
2,3,95.11,3.02374,2.78913,0,0.0775903,0.077386853799
2,3,95.21,3.02137,2.78679,0,0.0776406,0.0774406188221
2,3,95.31,3.01899,2.78445,0,0.0776908,0.0774943836273
2,3,95.41,3.01663,2.78211,0,0.077741,0.0775481484634
2,3,95.51,3.01427,2.77978,0,0.0777911,0.0776019130832
2,3,95.61,3.01191,2.77746,0,0.0778412,0.0776556777345
2,3,95.71,3.00956,2.77514,0,0.0778912,0.0777094421712
2,3,95.81,3.00721,2.77282,0,0.0779411,0.0777632063941
2,3,95.91,3.00487,2.77051,0,0.0779909,0.0778169704045
2,3,96.01,3.00253,2.76821,0,0.0780407,0.0778707019836
2,3,96.11,3.00019,2.76591,0,0.0780904,0.0779241411646
2,3,96.21,2.99786,2.76361,0,0.07814,0.0779775801332
2,3,96.31,2.99554,2.76132,0,0.0781896,0.0780310191341
2,3,96.41,2.99322,2.75903,0,0.0782391,0.078084457924
2,3,96.51,2.9909,2.75675,0,0.0782885,0.0781378965037
2,3,96.61,2.98859,2.75447,0,0.0783379,0.0781913351173
2,3,96.71,2.98628,2.7522,0,0.0783872,0.0782447735224
2,3,96.81,2.98398,2.74993,0,0.0784364,0.07829821172
2,3,96.91,2.98168,2.74766,0,0.0784856,0.0783516499528
2,3,97.01,2.97939,2.7454,0,0.0785347,0.0784048962175
2,3,97.11,2.9771,2.74315,0,0.0785837,0.0784563168127
2,3,97.21,2.97482,2.7409,0,0.0786327,0.0785079366233
2,3,97.31,2.97254,2.73865,0,0.0786816,0.0785594566178
2,3,97.41,2.97026,2.73641,0,0.0787304,0.0786108767859
2,3,97.51,2.96799,2.73417,0,0.0787792,0.0786623965811
2,3,97.61,2.96572,2.73194,0,0.0788279,0.07871391616
2,3,97.71,2.96346,2.72971,0,0.0788766,0.0787655353827
2,3,97.81,2.9612,2.72749,0,0.0789251,0.078816954911
2,3,97.91,2.95895,2.72527,0,0.0789736,0.0788684740847
2,3,98.01,2.9567,2.72305,0,0.0790221,0.078920083007
2,3,98.11,2.95445,2.72084,0,0.0790705,0.0789724992387
2,3,98.21,2.95221,2.71864,0,0.0791188,0.0790249152661
2,3,98.31,2.94997,2.71643,0,0.0791671,0.0790773313267
2,3,98.41,2.94774,2.71424,0,0.0792152,0.0791296472926
2,3,98.51,2.94551,2.71204,0,0.0792634,0.0791821628408
2,3,98.61,2.94329,2.70985,0,0.0793114,0.0792344786286
2,3,98.71,2.94107,2.70767,0,0.0793594,0.0792868941134
2,3,98.81,2.93885,2.70549,0,0.0794074,0.0793394093135
2,3,98.91,2.93664,2.70331,0,0.0794552,0.0793917247205
2,3,99.01,2.93443,2.70114,0,0.079503,0.0794439765678
2,3,99.11,2.93223,2.69897,0,0.0795508,0.0794947589581
2,3,99.21,2.93003,2.69681,0,0.0795985,0.0795455411392
2,3,99.31,2.92784,2.69465,0,0.0796461,0.0795963231121
2,3,99.41,2.92565,2.69249,0,0.0796937,0.0796471051102
2,3,99.51,2.92346,2.69034,0,0.0797411,0.0796977869557
2,3,99.61,2.92128,2.68819,0,0.0797886,0.0797486684869
2,3,99.71,2.9191,2.68605,0,0.0798359,0.0797993501447
2,3,99.81,2.91693,2.68391,0,0.0798833,0.0798501317787
2,3,99.91,2.91476,2.68178,0,0.0799305,0.0799009129785
2,3,100.01,2.91259,2.67965,0,0.0799777,0.079951045828
2,3,100.11,2.91043,2.67752,0,0.0800248,0.0799952433129
2,3,100.21,2.90827,2.6754,0,0.0800719,0.0800396402434
2,3,100.31,2.90612,2.67328,0,0.0801189,0.0800838374628
2,3,100.41,2.90397,2.67117,0,0.0801658,0.0801281341636
2,3,100.51,2.90182,2.66906,0,0.0802127,0.0801724308445
2,3,100.61,2.89968,2.66695,0,0.0802595,0.0802166275592
2,3,100.71,2.89754,2.66485,0,0.0803063,0.0802610236926
2,3,100.81,2.89541,2.66275,0,0.080353,0.0803053198613
2,3,100.91,2.89328,2.66066,0,0.0803996,0.0803495160744
2,3,101.01,2.89115,2.65857,0,0.0804462,0.0803942842725
2,3,101.11,2.88903,2.65649,0,0.0804927,0.0804433028467
2,3,101.21,2.88691,2.6544,0,0.0805392,0.0804923214403
2,3,101.31,2.8848,2.65233,0,0.0805856,0.080541339828
2,3,101.41,2.88269,2.65025,0,0.0806319,0.0805902582871
2,3,101.51,2.88058,2.64818,0,0.0806782,0.0806392764868
2,3,101.61,2.87848,2.64612,0,0.0807244,0.0806882944828
2,3,101.71,2.87638,2.64406,0,0.0807705,0.0807372125413
2,3,101.81,2.87429,2.642,0,0.0808166,0.0807862303528
2,3,101.91,2.8722,2.63995,0,0.0808627,0.0808352481863
2,3,102.01,2.87011,2.6379,0,0.0809087,0.080884190687
2,3,102.11,2.86803,2.63585,0,0.0809546,0.0809323570492
2,3,102.21,2.86595,2.63381,0,0.0810005,0.0809806231758
2,3,102.31,2.86388,2.63177,0,0.0810463,0.0810288890982
2,3,102.41,2.8618,2.62973,0,0.081092,0.0810770550575
2,3,102.51,2.85974,2.6277,0,0.0811377,0.0811253207923
2,3,102.61,2.85767,2.62568,0,0.0811833,0.0811735863252
2,3,102.71,2.85561,2.62365,0,0.0812289,0.0812218518778
2,3,102.81,2.85356,2.62164,0,0.0812744,0.0812700174555
2,3,102.91,2.8515,2.61962,0,0.0813199,0.0813182828244
2,3,103.01,2.84946,2.61761,0,0.0813653,0.0813660109362
2,3,103.11,2.84741,2.6156,0,0.0814106,0.0814088055293
2,3,103.21,2.84537,2.6136,0,0.0814559,0.0814516998858
2,3,103.31,2.84333,2.6116,0,0.0815011,0.0814945940061
2,3,103.41,2.8413,2.6096,0,0.0815463,0.0815373883387
2,3,103.51,2.83927,2.60761,0,0.0815914,0.0815802822098
2,3,103.61,2.83724,2.60562,0,0.0816365,0.0816231760647
2,3,103.71,2.83522,2.60363,0,0.0816815,0.0816660696863
2,3,103.81,2.8332,2.60165,0,0.0817264,0.0817088633142
2,3,103.91,2.83118,2.59967,0,0.0817713,0.0817517566911
2,3,104.01,2.82917,2.5977,0,0.0818162,0.0817949953926
2,3,104.11,2.82716,2.59573,0,0.0818609,0.081841241952
2,3,104.21,2.82516,2.59376,0,0.0819057,0.081887688259
2,3,104.31,2.82316,2.5918,0,0.0819503,0.0819339346219
2,3,104.41,2.82116,2.58984,0,0.0819949,0.0819801809928
2,3,104.51,2.81917,2.58788,0,0.0820395,0.0820265271408
2,3,104.61,2.81718,2.58593,0,0.082084,0.082072873087
2,3,104.71,2.81519,2.58398,0,0.0821284,0.0821191190579
2,3,104.81,2.81321,2.58204,0,0.0821728,0.0821654648147
2,3,104.91,2.81123,2.5801,0,0.0822171,0.0822117105921
2,3,105.01,2.80925,2.57816,0,0.0822614,0.0822569444619
2,3,105.11,2.80728,2.57623,0,0.0823056,0.0822921727957
2,3,105.21,2.80531,2.57429,0,0.0823498,0.0823274010656
2,3,105.31,2.80335,2.57237,0,0.0823939,0.0823625293097
2,3,105.41,2.80138,2.57044,0,0.082438,0.0823977572509
2,3,105.51,2.79943,2.56852,0,0.082482,0.0824329849179
2,3,105.61,2.79747,2.56661,0,0.0825259,0.0824681125926
2,3,105.71,2.79552,2.56469,0,0.0825698,0.0825032402266
2,3,105.81,2.79357,2.56278,0,0.0826137,0.0825385672167
2,3,105.91,2.79163,2.56088,0,0.0826575,0.0825736945384
2,3,106.01,2.78969,2.55898,0,0.0827012,0.0826102312299
2,3,106.11,2.78775,2.55708,0,0.0827449,0.0826584576981
2,3,106.21,2.78582,2.55518,0,0.0827885,0.0827067836698
2,3,106.31,2.78389,2.55329,0,0.0828321,0.0827551096751
2,3,106.41,2.78196,2.5514,0,0.0828756,0.082803335801
2,3,106.51,2.78003,2.54952,0,0.082919,0.0828515617404
2,3,106.61,2.77811,2.54763,0,0.0829625,0.0828999873431
2,3,106.71,2.7762,2.54576,0,0.0830058,0.0829481134085
2,3,106.81,2.77428,2.54388,0,0.0830491,0.0829964389419
2,3,106.91,2.77237,2.54201,0,0.0830924,0.0830447645105
2,3,107.01,2.77047,2.54014,0,0.0831356,0.0830923664353
2,3,107.11,2.76856,2.53828,0,0.0831787,0.0831333571747
2,3,107.21,2.76666,2.53642,0,0.0832218,0.0831743479046
2,3,107.31,2.76477,2.53456,0,0.0832649,0.0832154383594
2,3,107.41,2.76287,2.5327,0,0.0833079,0.0832565285947
2,3,107.51,2.76098,2.53085,0,0.0833508,0.0832975188808
2,3,107.61,2.7591,2.529,0,0.0833937,0.083338608887
2,3,107.71,2.75721,2.52716,0,0.0834365,0.0833795989492
2,3,107.81,2.75533,2.52532,0,0.0834793,0.0834206887284
2,3,107.91,2.75345,2.52348,0,0.083522,0.0834616785682
2,3,108.01,2.75158,2.52165,0,0.0835647,0.0835027900787
2,3,108.11,2.74971,2.51981,0,0.0836073,0.0835439992636
2,3,108.21,2.74784,2.51799,0,0.0836499,0.0835853081615
2,3,108.31,2.74598,2.51616,0,0.0836925,0.0836266170508
2,3,108.41,2.74412,2.51434,0,0.0837349,0.0836678258088
2,3,108.51,2.74226,2.51252,0,0.0837774,0.0837091344802
2,3,108.61,2.74041,2.51071,0,0.0838197,0.0837503430242
2,3,108.71,2.73856,2.5089,0,0.083862,0.0837915515634
2,3,108.81,2.73671,2.50709,0,0.0839043,0.0838328598111
2,3,108.91,2.73486,2.50528,0,0.0839465,0.0838740681385
2,3,109.01,2.73302,2.50348,0,0.0839887,0.0839151778224
2,3,109.11,2.73119,2.50168,0,0.0840308,0.0839545021376
2,3,109.21,2.72935,2.49989,0,0.0840729,0.0839937267289
2,3,109.31,2.72752,2.49809,0,0.0841149,0.0840330508095
2,3,109.41,2.72569,2.4963,0,0.0841569,0.0840723748725
2,3,109.51,2.72386,2.49452,0,0.0841988,0.0841115990212
2,3,109.61,2.72204,2.49274,0,0.0842407,0.0841509228523
2,3,109.71,2.72022,2.49096,0,0.0842825,0.084190146776
2,3,109.81,2.71841,2.48918,0,0.0843243,0.0842294703774
2,3,109.91,2.71659,2.48741,0,0.084366,0.0842686940776
2,3,110.01,2.71478,2.48563,0,0.0844077,0.0843074077305
2,3,110.11,2.71298,2.48387,0,0.0844493,0.0843405339899
2,3,110.21,2.71117,2.4821,0,0.0844909,0.0843737598765
2,3,110.31,2.70937,2.48034,0,0.0845324,0.0844068858561
2,3,110.41,2.70757,2.47858,0,0.0845739,0.0844401114445
2,3,110.51,2.70578,2.47683,0,0.0846153,0.0844732371461
2,3,110.61,2.70399,2.47508,0,0.0846567,0.0845064624384
2,3,110.71,2.7022,2.47333,0,0.084698,0.084539587864
2,3,110.81,2.70042,2.47158,0,0.0847393,0.0845728128624
2,3,110.91,2.69863,2.46984,0,0.0847805,0.0846059380137
2,3,111.01,2.69685,2.4681,0,0.0848217,0.0846402727225
2,3,111.11,2.69508,2.46637,0,0.0848628,0.0846844976489
2,3,111.21,2.6933,2.46463,0,0.0849039,0.084728722589
2,3,111.31,2.69153,2.4629,0,0.084945,0.0847730471454
2,3,111.41,2.68977,2.46118,0,0.0849859,0.0848172717278
2,3,111.51,2.688,2.45945,0,0.0850269,0.0848615961302
2,3,111.61,2.68624,2.45773,0,0.0850678,0.0849058207453
2,3,111.71,2.68448,2.45601,0,0.0851086,0.084950045181
2,3,111.81,2.68273,2.4543,0,0.0851494,0.0849943692558
2,3,111.91,2.68098,2.45258,0,0.0851902,0.0850386933543
2,3,112.01,2.67923,2.45087,0,0.0852309,0.085083276839
2,3,112.11,2.67748,2.44917,0,0.0852715,0.0851310928559
2,3,112.21,2.67574,2.44746,0,0.0853122,0.0851791083987
2,3,112.31,2.674,2.44576,0,0.0853527,0.0852268246413
2,3,112.41,2.67226,2.44407,0,0.0853932,0.0852747402353
2,3,112.51,2.67052,2.44237,0,0.0854337,0.0853225561997
2,3,112.61,2.66879,2.44068,0,0.0854741,0.0853704716904
2,3,112.71,2.66706,2.43899,0,0.0855145,0.0854182875337
2,3,112.81,2.66534,2.43731,0,0.0855548,0.085466103217
2,3,112.91,2.66362,2.43562,0,0.0855951,0.0855140186459
2,3,113.01,2.6619,2.43394,0,0.0856354,0.0855610514068
2,3,113.11,2.66018,2.43227,0,0.0856755,0.0856000396261
2,3,113.21,2.65846,2.43059,0,0.0857157,0.0856391277518
2,3,113.31,2.65675,2.42892,0,0.0857558,0.0856781159611
2,3,113.41,2.65504,2.42725,0,0.0857958,0.0857171039765
2,3,113.51,2.65334,2.42559,0,0.0858358,0.0857560919879
2,3,113.61,2.65163,2.42392,0,0.0858758,0.0857951797124
2,3,113.71,2.64993,2.42226,0,0.0859157,0.0858342672427
2,3,113.81,2.64824,2.42061,0,0.0859556,0.0858732550521
2,3,113.91,2.64654,2.41895,0,0.0859954,0.085912342385
2,3,114.01,2.64485,2.4173,0,0.0860352,0.0859519729036
2,3,114.11,2.64316,2.41565,0,0.0860749,0.0859973893888
2,3,114.21,2.64148,2.41401,0,0.0861146,0.0860429056265
2,3,114.31,2.63979,2.41236,0,0.0861542,0.0860883219779
2,3,114.41,2.63811,2.41072,0,0.0861938,0.086133738353
2,3,114.51,2.63643,2.40909,0,0.0862334,0.086179254502
2,3,114.61,2.63476,2.40745,0,0.0862729,0.0862247705023
2,3,114.71,2.63309,2.40582,0,0.0863124,0.0862701867759
2,3,114.81,2.63142,2.40419,0,0.0863518,0.0863157026595
2,3,114.91,2.62975,2.40256,0,0.0863911,0.086361018837
2,3,115.01,2.62809,2.40094,0,0.0864305,0.0864061995765
2,3,115.11,2.62643,2.39932,0,0.0864698,0.0864472656408
2,3,115.21,2.62477,2.3977,0,0.086509,0.0864883315271
2,3,115.31,2.62311,2.39609,0,0.0865482,0.0865294972145
2,3,115.41,2.62146,2.39447,0,0.0865873,0.0865705629337
2,3,115.51,2.61981,2.39286,0,0.0866264,0.0866116286605
2,3,115.61,2.61816,2.39126,0,0.0866655,0.0866527941966
2,3,115.71,2.61651,2.38965,0,0.0867045,0.0866938597578
2,3,115.81,2.61487,2.38805,0,0.0867435,0.0867350251339
2,3,115.91,2.61323,2.38645,0,0.0867824,0.0867760905307
2,3,116.01,2.6116,2.38485,0,0.0868213,0.0868168130665
2,3,116.11,2.60996,2.38326,0,0.0868602,0.0868545495873
2,3,116.21,2.60833,2.38167,0,0.086899,0.0868922859185
2,3,116.31,2.6067,2.38008,0,0.0869377,0.0869299222519
2,3,116.41,2.60507,2.37849,0,0.0869764,0.0869675585811
2,3,116.51,2.60345,2.37691,0,0.0870151,0.0870052947132
2,3,116.61,2.60183,2.37533,0,0.0870537,0.0870429308515
2,3,116.71,2.60021,2.37375,0,0.0870923,0.0870805669862
2,3,116.81,2.5986,2.37218,0,0.0871308,0.0871182029358
2,3,116.91,2.59698,2.37061,0,0.0871693,0.0871559386857
2,3,117.01,2.59537,2.36904,0,0.0872078,0.0871931297256
2,3,117.11,2.59376,2.36747,0,0.0872462,0.0872264162474
2,3,117.21,2.59216,2.3659,0,0.0872846,0.0872596029465
2,3,117.31,2.59056,2.36434,0,0.0873229,0.087292889231
2,3,117.41,2.58896,2.36278,0,0.0873612,0.0873260757046
2,3,117.51,2.58736,2.36122,0,0.0873994,0.087359261979
2,3,117.61,2.58576,2.35967,0,0.0874376,0.0873925480034
2,3,117.71,2.58417,2.35812,0,0.0874758,0.0874257342338
2,3,117.81,2.58258,2.35657,0,0.0875139,0.0874590200249
2,3,117.91,2.58099,2.35502,0,0.087552,0.0874922060333
2,3,118.01,2.57941,2.35348,0,0.08759,0.087526143834
2,3,118.11,2.57783,2.35194,0,0.087628,0.0875669492887
2,3,118.21,2.57625,2.3504,0,0.0876659,0.0876076548272
2,3,118.31,2.57467,2.34886,0,0.0877038,0.0876483603766
2,3,118.41,2.57309,2.34733,0,0.0877417,0.0876891656994
2,3,118.51,2.57152,2.3458,0,0.0877795,0.0877298710965
2,3,118.61,2.56995,2.34427,0,0.0878173,0.0877706762748
2,3,118.71,2.56839,2.34274,0,0.087855,0.0878113815211
2,3,118.81,2.56682,2.34122,0,0.0878927,0.087852086779
2,3,118.91,2.56526,2.3397,0,0.0879304,0.0878928918293
2,3,119.01,2.5637,2.33818,0,0.087968,0.0879335830725
2,3,119.11,2.56214,2.33666,0,0.0880056,0.0879742493294
2,3,119.21,2.56059,2.33515,0,0.0880431,0.088014815637
2,3,119.31,2.55904,2.33363,0,0.0880806,0.0880553819562
2,3,119.41,2.55749,2.33213,0,0.088118,0.0880959481119
2,3,119.51,2.55594,2.33062,0,0.0881555,0.0881366142581
2,3,119.61,2.55439,2.32911,0,0.0881928,0.0881771802666
2,3,119.71,2.55285,2.32761,0,0.0882302,0.0882178462733
2,3,119.81,2.55131,2.32611,0,0.0882674,0.0882584121358
2,3,119.91,2.54977,2.32462,0,0.0883047,0.0882990780045
2,3,120.01,2.54824,2.32312,0,0.0883419,0.0883379884614
2,3,120.11,2.54671,2.32163,0,0.0883791,0.0883620997937
2,3,120.21,2.54518,2.32014,0,0.0884162,0.0883861110819
2,3,120.31,2.54365,2.31865,0,0.0884533,0.0884101223214
2,3,120.41,2.54212,2.31717,0,0.0884903,0.0884341333398
2,3,120.51,2.5406,2.31569,0,0.0885273,0.0884581443101
2,3,120.61,2.53908,2.31421,0,0.0885643,0.0884822549676
2,3,120.71,2.53756,2.31273,0,0.0886012,0.0885062656559
2,3,120.81,2.53604,2.31125,0,0.0886381,0.0885303760034
2,3,120.91,2.53453,2.30978,0,0.088675,0.0885544862753
2,3,121.01,2.53302,2.30831,0,0.0887118,0.0885791080988
2,3,121.11,2.53151,2.30684,0,0.0887485,0.0886092330102
2,3,121.21,2.53,2.30538,0,0.0887853,0.0886394577334
2,3,121.31,2.5285,2.30391,0,0.0888219,0.0886694827613
2,3,121.41,2.527,2.30245,0,0.0888586,0.088699707252
2,3,121.51,2.5255,2.30099,0,0.0888952,0.0887298318908
2,3,121.61,2.524,2.29954,0,0.0889318,0.0887600561433
2,3,121.71,2.52251,2.29808,0,0.0889683,0.0887901805588
2,3,121.81,2.52102,2.29663,0,0.0890048,0.0888204045749
2,3,121.91,2.51953,2.29518,0,0.0890413,0.0888505289378
2,3,122.01,2.51804,2.29374,0,0.0890777,0.0888816681445
2,3,122.11,2.51655,2.29229,0,0.089114,0.0889208467766
2,3,122.21,2.51507,2.29085,0,0.0891504,0.0889602248176
2,3,122.31,2.51359,2.28941,0,0.0891867,0.0889996027083
2,3,122.41,2.51211,2.28797,0,0.0892229,0.089038781198
2,3,122.51,2.51063,2.28654,0,0.0892592,0.0890781591183
2,3,122.61,2.50916,2.2851,0,0.0892953,0.0891174370888
2,3,122.71,2.50769,2.28367,0,0.0893315,0.0891568148753
2,3,122.81,2.50622,2.28224,0,0.0893676,0.0891960928727
2,3,122.91,2.50475,2.28082,0,0.0894037,0.0892354705265
2,3,123.01,2.50329,2.27939,0,0.0894397,0.0892738334279
2,3,123.11,2.50182,2.27797,0,0.0894757,0.0893039617157
2,3,123.21,2.50036,2.27655,0,0.0895116,0.0893340898166
2,3,123.31,2.49891,2.27514,0,0.0895476,0.0893643176924
2,3,123.41,2.49745,2.27372,0,0.0895834,0.0893944455803
2,3,123.51,2.496,2.27231,0,0.0896193,0.0894246732312
