depth_mm,peak_rel_percent,valley_rel_percent,PVDR_rel_percent,GPU_FWHM_mm,TOPAS_FWHM_mm,FWHM_rel_percent,FWHM_ratio_SE_pp,before_FWHM_rel_percent
19.875,1.7031978479415955,-100.0,,0.5054439178586693,0.5048601043193184,0.11563867581456666,0.3313503913616134,0.03575332192842229
39.875,2.055405054458559,25.854467069345777,,0.5056909686014269,0.5126660340825536,-1.3605476113916937,0.885492572133881,-2.274961632352357
59.875,1.611374678618538,-100.0,,0.55826198381476,0.5745036753528886,-2.827082268560277,1.188234891023506,-2.368744189966643
79.875,1.4223596541461214,-46.766247886242155,97.75784947565063,0.7018322264557214,0.7174973560666468,-2.183301370865298,0.9948910245124053,-1.604560145275069
99.875,1.0908758014202657,2.1805666860308826,-0.6216048586270451,0.9381365493772099,0.9558542647959508,-1.853600080188289,1.977895768545752,-0.4274010588725674
119.875,1.5335977393304612,-2.1394954371634634,3.5192786920724917,1.2660170397523502,1.2879813452433715,-1.7053279204809368,1.1241168173090554,-2.1458944900371257
