depth_mm,peak_rel_percent,valley_rel_percent,PVDR_rel_percent,GPU_FWHM_mm,TOPAS_FWHM_mm,FWHM_rel_percent,FWHM_ratio_SE_pp,before_FWHM_rel_percent
19.875,-1.4352529484054188,3.8831628360641357,-4.906244807105919,0.8233476485083919,0.8215422649874382,0.21975540369567614,,0.43579519279881573
39.875,-0.41630707596520544,4.144373379360733,-4.345745468516649,0.921908052847478,0.9363079528899566,-1.5379448607728552,,-4.117146590738974
59.875,-1.2370591482104176,5.022377844639703,-5.487099802899742,1.0854517853063614,1.0855961399641925,-0.013297270736034594,,1.7993492644656772
79.875,-1.038180611706463,5.211883716836252,-5.69178630920063,1.294461745812672,1.2762158357067308,1.429688426945197,,1.225887026025796
99.875,-0.6864589027565038,14.805964841551123,-13.270320959755832,1.490010951547655,1.517760809158596,-1.8283419524005695,,-2.3115061908351553
119.875,-1.2485323707152496,5.719455387933103,-6.37246190698052,1.724648546164218,1.7554362378996968,-1.7538484777046004,,-2.723985065921919
