energy_MeVu,full_dedx,corrected_restricted_dedx,table_dedx,range_mm,lambda_per_mm,charge_square,correction_per_mm,ion_dispersion_per_mm,universal_dispersion_per_mm
321.25,12.185702621522324,10.637706182911677,10.608164387298025,215.52242998107207,10.207330138535603,36,0.02952226541665226,0.64960540434663439,0.55840037061567704
321.25999999999999,12.185499263067152,10.63751528466697,10.607973743578782,215.5337420568963,10.207160889209328,36,0.029521960027068417,0.64961340276032808,0.55840942643519353
321.26999999999998,12.185295917352576,10.637324398465093,10.607783111838915,215.54505433595324,10.206991649848172,36,0.029521654684703691,0.64962140131804558,0.55841848232699876
321.28000000000003,12.185092584377449,10.637133524304948,10.607592492077467,215.55636681823768,10.206822420451411,36,0.029521349389558083,0.64962940001978076,0.55842753829109326
321.29000000000002,12.184889264140615,10.636942662185435,10.607401884293481,215.5676795037443,10.206653201018346,36,0.029521044141631592,0.64963739886552696,0.55843659432747694
321.30000000000001,12.18468595664093,10.636751812105446,10.607211288486001,215.57899239246774,10.206483991548261,36,0.029520738940925995,0.64964539785527653,0.55844565043614913
321.31,12.184482661877249,10.636560974063887,10.607020704654076,215.59030548440279,10.206314792040448,36,0.029520433787444844,0.6496533969890238,0.5584547066171105
321.31999999999999,12.184279379848418,10.636370148059653,10.606830132796741,215.60161877954417,10.206145602494193,36,0.029520128681186364,0.64966139626676178,0.55846376287036104
321.32999999999998,12.184076110553303,10.63617933409164,10.606639572913048,215.61293227788661,10.205976422908787,36,0.029519823622154107,0.6496693956884837,0.55847281919590031
321.34000000000003,12.183872853990737,10.635988532158752,10.606449025002039,215.6242459794249,10.205807253283522,36,0.029519518610349849,0.64967739525418267,0.55848187559372853
321.35000000000002,12.183669610159594,10.63579774225988,10.606258489062753,215.63555988415362,10.205638093617685,36,0.029519213645771814,0.64968539496385302,0.55849093206384615
321.36000000000001,12.183466379058713,10.635606964393933,10.60606796509424,215.64687399206758,10.205468943910564,36,0.029518908728421778,0.64969339481748689,0.55849998860625227
321.37,12.183263160686943,10.63541619855979,10.605877453095543,215.65818830316147,10.205299804161452,36,0.029518603858301518,0.64970139481507838,0.55850904522094758
321.38,12.183059955043156,10.635225444756372,10.605686953065707,215.66950281743007,10.205130674369634,36,0.029518299035412809,0.64970939495662028,0.55851810190793172
321.38999999999999,12.182856762126187,10.635034702982571,10.605496465003769,215.68081753486805,10.204961554534401,36,0.029517994259755653,0.6497173952421067,0.55852715866720504
321.40000000000003,12.182653581934906,10.634843973237286,10.605305988908782,215.69213245547013,10.204792444655045,36,0.029517689531333602,0.64972539567153031,0.55853621549876753
321.41000000000003,12.182450414468152,10.634653255519412,10.605115524779785,215.70344757923101,10.204623344730855,36,0.029517384850144879,0.64973339624488446,0.55854527240261853
321.42000000000002,12.182247259724786,10.634462549827857,10.604925072615822,215.71476290614549,10.204454254761117,36,0.02951708021619126,0.64974139696216304,0.55855432937875871
321.43000000000001,12.182044117703663,10.63427185616151,10.604734632415941,215.72607843620821,10.204285174745122,36,0.0295167756294763,0.64974939782335872,0.55856338642718772
321.44,12.181840988403634,10.634081174519283,10.604544204179181,215.7373941694139,10.204116104682162,36,0.029516471089996443,0.64975739882846562,0.55857244354790603
321.44999999999999,12.181637871823552,10.63389050490006,10.604353787904589,215.74871010575728,10.203947044571525,36,0.029516166597758797,0.64976539997747651,0.55858150074091306
321.45999999999998,12.181434767962282,10.63369984730276,10.604163383591207,215.76002624523323,10.203777994412492,36,0.029515862152759809,0.64977340127038485,0.55859055800620916
321.47000000000003,12.181231676818665,10.633509201726271,10.603972991238081,215.7713425878363,10.203608954204366,36,0.029515557755004806,0.64978140270718421,0.55859961534379421
321.48000000000002,12.18102859839156,10.633318568169493,10.603782610844252,215.7826591335612,10.203439923946428,36,0.029515253404492015,0.64978940428786769,0.55860867275366832
321.49000000000001,12.180825532679824,10.633127946631335,10.603592242408769,215.79397588240269,10.203270903637971,36,0.029514949101221433,0.64979740601242864,0.55861773023583128
321.5,12.180622479682304,10.632937337110684,10.603401885930674,215.80529283435553,10.203101893278284,36,0.029514644845196614,0.64980540788086039,0.55862678779028319
321.50999999999999,12.180419439397886,10.632746739606464,10.603211541409008,215.81660998941445,10.202932892866652,36,0.029514340636417558,0.64981340989315661,0.55863584541702427
321.51999999999998,12.180216411825375,10.632556154117546,10.603021208842819,215.8279273475741,10.202763902402371,36,0.029514036474887817,0.64982141204931021,0.55864490311605441
321.53000000000003,12.180013396963664,10.632365580642855,10.602830888231148,215.8392449088293,10.202594921884726,36,0.029513732360603839,0.64982941434931507,0.55865396088737329
321.54000000000002,12.1798103948116,10.632175019181279,10.602640579573039,215.85056267317461,10.20242595131301,36,0.02951342829357273,0.64983741679316431,0.55866301873098134
321.55000000000001,12.17960740536803,10.631984469731728,10.602450282867538,215.86188064060494,10.202256990686507,36,0.029513124273790936,0.64984541938085094,0.55867207664687801
321.56,12.179404428631821,10.6317939322931,10.60225999811369,215.87319881111486,10.202088040004512,36,0.029512820301260234,0.64985342211236841,0.55868113463506375
321.56999999999999,12.179201464601825,10.631603406864294,10.602069725310537,215.88451718469921,10.201919099266311,36,0.029512516375985953,0.64986142498771082,0.55869019269553888
321.57999999999998,12.178998513276897,10.631412893444214,10.60187946445712,215.89583576135263,10.201750168471193,36,0.029512212497962764,0.64986942800687109,0.55869925082830285
321.59000000000003,12.17879557465589,10.631222392031759,10.60168921555249,215.9071545410699,10.201581247618449,36,0.029511908667195996,0.64987743116984209,0.55870830903335567
