depth_mm,ROI,gpu,topas,gpu_SE,topas_SE,difference_percent,CI95_low_percent,CI95_high_percent
223.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
223.375,peak,0.0,1.749139515953152e-17,0.0,1.2077074889324068e-17,-100.0,nan,nan
223.625,peak,0.0,3.036808868608909e-17,0.0,1.753382433578993e-17,-100.0,nan,nan
223.875,peak,0.0,2.856172329895879e-17,0.0,2.856172329895879e-17,-100.0,nan,nan
224.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
224.375,peak,0.0,1.2628902914743612e-17,0.0,1.2628902914743613e-17,-100.0,nan,nan
224.625,peak,0.0,5.5245114038982025e-17,0.0,5.5245114038982025e-17,-100.0,nan,nan
224.875,peak,0.0,1.8540593519288887e-16,0.0,1.8540593519288887e-16,-100.0,nan,nan
225.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
225.375,peak,0.0,0.0,0.0,0.0,nan,nan,nan
225.625,peak,0.0,3.0069757447903634e-17,0.0,3.0069757447903634e-17,-100.0,nan,nan
225.875,peak,0.0,0.0,0.0,0.0,nan,nan,nan
226.125,peak,0.0,4.300521744271535e-17,0.0,4.300521744271535e-17,-100.0,nan,nan
226.375,peak,0.0,8.548113239925831e-17,0.0,8.548113239925831e-17,-100.0,nan,nan
226.625,peak,0.0,1.9428663539100555e-16,0.0,1.1479565804068598e-16,-100.0,nan,nan
226.875,peak,0.0,0.0,0.0,0.0,nan,nan,nan
227.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
227.375,peak,0.0,4.505836242313377e-17,0.0,4.505836242313377e-17,-100.0,nan,nan
227.625,peak,0.0,3.8207267211154415e-17,0.0,3.8207267211154415e-17,-100.0,nan,nan
227.875,peak,0.0,4.4789108538537474e-17,0.0,4.308926551279443e-17,-100.0,nan,nan
228.125,peak,0.0,2.0876509451272368e-16,0.0,2.010608803511313e-16,-100.0,nan,nan
228.375,peak,0.0,1.0877786301918824e-17,0.0,1.0877786301918824e-17,-100.0,nan,nan
228.625,peak,0.0,0.0,0.0,0.0,nan,nan,nan
228.875,peak,0.0,1.191386839714554e-17,0.0,1.0711254887523731e-17,-100.0,nan,nan
229.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
229.375,peak,0.0,7.96944975289815e-17,0.0,7.96944975289815e-17,-100.0,nan,nan
229.625,peak,0.0,4.439615342022307e-17,0.0,4.4396153420223065e-17,-100.0,nan,nan
229.875,peak,0.0,1.2775528031305772e-16,0.0,1.2775528031305772e-16,-100.0,nan,nan
230.125,peak,0.0,4.372796409365422e-19,0.0,4.372796409365422e-19,-100.0,nan,nan
230.375,peak,0.0,7.318015442757398e-17,0.0,6.526576153351521e-17,-100.0,nan,nan
230.625,peak,0.0,1.0483117846016299e-16,0.0,1.0483117846016299e-16,-100.0,nan,nan
230.875,peak,0.0,4.473292938324269e-18,0.0,4.473292938324269e-18,-100.0,nan,nan
231.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
231.375,peak,0.0,0.0,0.0,0.0,nan,nan,nan
231.625,peak,0.0,1.020214728669755e-18,0.0,1.020214728669755e-18,-100.0,nan,nan
231.875,peak,0.0,2.5305841623579627e-16,0.0,2.5305841623579627e-16,-100.0,nan,nan
232.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
232.375,peak,0.0,0.0,0.0,0.0,nan,nan,nan
232.625,peak,0.0,0.0,0.0,0.0,nan,nan,nan
232.875,peak,0.0,9.295056044300586e-18,0.0,9.295056044300585e-18,-100.0,nan,nan
233.125,peak,0.0,8.420680819298809e-17,0.0,8.420680819298808e-17,-100.0,nan,nan
233.375,peak,0.0,6.319619307026958e-18,0.0,6.319619307026958e-18,-100.0,nan,nan
233.625,peak,0.0,0.0,0.0,0.0,nan,nan,nan
233.875,peak,0.0,0.0,0.0,0.0,nan,nan,nan
234.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
234.375,peak,0.0,0.0,0.0,0.0,nan,nan,nan
234.625,peak,0.0,7.039607178432883e-17,0.0,7.039607178432885e-17,-100.0,nan,nan
234.875,peak,0.0,2.2968296752370884e-16,0.0,1.7553946362526185e-16,-100.0,nan,nan
235.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
235.375,peak,0.0,3.6596345528647214e-17,0.0,3.659634552864722e-17,-100.0,nan,nan
235.625,peak,0.0,7.614117127595354e-18,0.0,7.614117127595354e-18,-100.0,nan,nan
235.875,peak,0.0,2.9775396829124363e-18,0.0,1.3220187459163919e-18,-100.0,nan,nan
236.125,peak,0.0,2.1268536519632175e-18,0.0,2.1268536519632175e-18,-100.0,nan,nan
236.375,peak,0.0,0.0,0.0,0.0,nan,nan,nan
236.625,peak,0.0,3.806085560110507e-18,0.0,3.3223954604088454e-18,-100.0,nan,nan
236.875,peak,0.0,0.0,0.0,0.0,nan,nan,nan
237.125,peak,0.0,3.665255097584467e-17,0.0,3.3970955731597246e-17,-100.0,nan,nan
237.375,peak,0.0,9.005622202823415e-17,0.0,5.3658002387592574e-17,-100.0,nan,nan
237.625,peak,0.0,0.0,0.0,0.0,nan,nan,nan
237.875,peak,0.0,7.100491527210762e-18,0.0,7.100491527210762e-18,-100.0,nan,nan
238.125,peak,0.0,8.896819370628194e-17,0.0,8.896819370628194e-17,-100.0,nan,nan
238.375,peak,0.0,0.0,0.0,0.0,nan,nan,nan
238.625,peak,0.0,0.0,0.0,0.0,nan,nan,nan
238.875,peak,0.0,1.2005182004753979e-17,0.0,1.200518200475398e-17,-100.0,nan,nan
239.125,peak,0.0,1.6132496380438789e-16,0.0,1.6132496380438789e-16,-100.0,nan,nan
239.375,peak,0.0,3.801855531782028e-17,0.0,3.801855531782028e-17,-100.0,nan,nan
239.625,peak,0.0,7.029226918413289e-19,0.0,7.029226918413289e-19,-100.0,nan,nan
239.875,peak,0.0,5.920886177179785e-17,0.0,5.920886177179786e-17,-100.0,nan,nan
240.125,peak,0.0,3.893964144185969e-18,0.0,3.893964144185969e-18,-100.0,nan,nan
240.375,peak,0.0,6.083306601512017e-19,0.0,6.083306601512017e-19,-100.0,nan,nan
240.625,peak,0.0,0.0,0.0,0.0,nan,nan,nan
240.875,peak,0.0,3.523919816974391e-17,0.0,3.377716577676866e-17,-100.0,nan,nan
241.125,peak,0.0,6.912815046951348e-18,0.0,6.9128150469513474e-18,-100.0,nan,nan
241.375,peak,0.0,0.0,0.0,0.0,nan,nan,nan
241.625,peak,0.0,0.0,0.0,0.0,nan,nan,nan
241.875,peak,0.0,0.0,0.0,0.0,nan,nan,nan
242.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
242.375,peak,0.0,1.2055474890929064e-17,0.0,1.2055474890929062e-17,-100.0,nan,nan
242.625,peak,0.0,1.2368374553706207e-17,0.0,1.2368374553706207e-17,-100.0,nan,nan
242.875,peak,0.0,0.0,0.0,0.0,nan,nan,nan
243.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
243.375,peak,0.0,7.578906686261932e-17,0.0,7.578906686261931e-17,-100.0,nan,nan
243.625,peak,0.0,0.0,0.0,0.0,nan,nan,nan
243.875,peak,0.0,3.5473835240801276e-17,0.0,3.547383524080127e-17,-100.0,nan,nan
244.125,peak,0.0,7.090886471744495e-17,0.0,7.090886471744495e-17,-100.0,nan,nan
244.375,peak,0.0,1.371361878221844e-16,0.0,1.371361878221844e-16,-100.0,nan,nan
244.625,peak,0.0,1.0537263336191093e-17,0.0,1.0537263336191093e-17,-100.0,nan,nan
244.875,peak,0.0,0.0,0.0,0.0,nan,nan,nan
245.125,peak,0.0,1.0728154475891926e-17,0.0,1.0728154475891928e-17,-100.0,nan,nan
245.375,peak,0.0,4.7951673014245965e-17,0.0,4.795167301424597e-17,-100.0,nan,nan
245.625,peak,0.0,0.0,0.0,0.0,nan,nan,nan
245.875,peak,0.0,4.540770103672598e-17,0.0,4.5407701036725984e-17,-100.0,nan,nan
246.125,peak,0.0,2.418581789242992e-16,0.0,1.5480411309339113e-16,-100.0,nan,nan
246.375,peak,0.0,1.0400015538428869e-18,0.0,1.0400015538428869e-18,-100.0,nan,nan
246.625,peak,0.0,0.0,0.0,0.0,nan,nan,nan
246.875,peak,0.0,0.0,0.0,0.0,nan,nan,nan
247.125,peak,0.0,1.501856500491297e-18,0.0,1.501856500491297e-18,-100.0,nan,nan
247.375,peak,0.0,0.0,0.0,0.0,nan,nan,nan
247.625,peak,0.0,2.2281692007956878e-17,0.0,1.3414634287387399e-17,-100.0,nan,nan
247.875,peak,0.0,2.1736516666454042e-16,0.0,2.1736516666454042e-16,-100.0,nan,nan
248.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
248.375,peak,0.0,0.0,0.0,0.0,nan,nan,nan
248.625,peak,0.0,9.144133367167128e-17,0.0,9.144133367167128e-17,-100.0,nan,nan
248.875,peak,0.0,1.685855166404238e-16,0.0,1.685855166404238e-16,-100.0,nan,nan
249.125,peak,0.0,0.0,0.0,0.0,nan,nan,nan
249.375,peak,0.0,0.0,0.0,0.0,nan,nan,nan
249.625,peak,0.0,2.6583282016628963e-18,0.0,2.6583282016628963e-18,-100.0,nan,nan
249.875,peak,0.0,7.7665791576838135e-16,0.0,4.264323112942517e-16,-100.0,nan,nan
0.125,valley,3.3873665017836177e-11,3.465674723202028e-11,3.4557278352670806e-13,1.7330718480576628e-13,-2.2595375409628526,-5.244154542880562,0.7250794609548562
0.375,valley,3.3515653996119e-11,3.4108115357867055e-11,4.734007409801341e-13,2.2732561527046112e-13,-1.737009962385394,-5.89283261208722,2.418812687316432
0.625,valley,3.378637748596703e-11,3.400795947072765e-11,5.933204913025024e-13,4.0539815478787584e-13,-0.6515591885227545,-5.986521571547721,4.683403194502212
0.875,valley,3.386977161312643e-11,3.381530279966682e-11,5.859042873103335e-13,2.351089679985364e-13,0.16107740859900854,-5.0524220608331625,5.37457687803118
1.125,valley,3.359604298225349e-11,3.3624240018070854e-11,6.683210673760556e-13,3.6067957058115244e-13,-0.08385925095172331,-6.040130507201229,5.872412005297782
1.375,valley,3.324524990944155e-11,3.353057297772466e-11,5.501699591992599e-13,3.2399787561356124e-13,-0.8509340668668486,-5.786437779299149,4.084569645565452
1.625,valley,3.289806659267924e-11,3.325873936432799e-11,4.559568219621728e-13,2.2948261134536864e-13,-1.0844451068869887,-5.187866631104427,3.0189764173304496
1.875,valley,3.283070631709961e-11,3.327835838717874e-11,3.4716014442832106e-13,2.4400994329161103e-13,-1.3451747375002765,-4.546384958572413,1.85603548357186
2.125,valley,3.29044012516988e-11,3.3104167187048e-11,2.1941322522616129e-13,1.7722293033702379e-13,-0.6034464912543114,-2.7070290119922102,1.5001360294835877
2.375,valley,3.2697410489390674e-11,3.293352472155675e-11,2.968542814935387e-13,3.1358388253896805e-13,-0.7169418826631913,-3.914849714188271,2.4809659488618885
2.625,valley,3.2676230716788266e-11,3.280548884276868e-11,2.5972872798997535e-13,3.512894561522816e-13,-0.3940137170335478,-3.7115238394671755,2.92349640540008
2.875,valley,3.2690273172875095e-11,3.268410614509776e-11,2.28858847419325e-13,2.846473995693728e-13,0.01886858324948726,-2.74675131232656,2.7844884788255344
3.125,valley,3.2605383040618104e-11,3.271988734354636e-11,3.86818032885773e-13,3.5339215933071333e-13,-0.3499532309693021,-4.270266318807855,3.5703598568692514
3.375,valley,3.2294118199160946e-11,3.266000805979275e-11,3.013598451772323e-13,3.527906085073746e-13,-1.1202993580465281,-4.59176707082137,2.351168354728314
3.625,valley,3.235156060554801e-11,3.270451915682315e-11,4.29701628836907e-13,3.8225945501764974e-13,-1.079234798049311,-5.378615729727856,3.2201461336292336
3.875,valley,3.223638552185548e-11,3.276093551107806e-11,2.522577021227078e-13,4.870211965362325e-13,-1.6011447201964124,-5.982030124331085,2.77974068393826
4.125,valley,3.2219295320601305e-11,3.2827645128463704e-11,2.5856270307616984e-13,4.1228506970565936e-13,-1.8531631053088304,-5.591369876007021,1.8850436653893605
4.375,valley,3.212411959907513e-11,3.271822765782417e-11,2.387239804308953e-13,2.2378687749061862e-13,-1.8158320339426104,-4.246339209131876,0.6146751412466553
4.625,valley,3.2005714217575593e-11,3.25975542523338e-11,2.2011829487410394e-13,1.580372711741607e-13,-1.8155964406925795,-3.8938283399934437,0.2626354586082843
4.875,valley,3.188748601701263e-11,3.2411415389788084e-11,3.001837332965347e-13,3.414098160245853e-13,-1.6164964302685991,-5.027771673433118,1.7947788128959197
5.125,valley,3.2071081392359704e-11,3.246871730766543e-11,2.43067132905478e-13,2.3445156626732803e-13,-1.2246739270228235,-3.7562026434987725,1.306854789453125
5.375,valley,3.1980956038069054e-11,3.212656761775179e-11,3.189347646475661e-13,2.1171738840751552e-13,-0.45324350056704654,-3.4769012670027086,2.5704142658686155
5.625,valley,3.211597910990349e-11,3.1949517335760904e-11,3.422272535379546e-13,1.8449180281042303e-13,0.5210149887186599,-2.6893778648903717,3.7314078423276915
5.875,valley,3.208043440849906e-11,3.182206802421206e-11,4.71948803091822e-13,2.468725031232645e-13,0.8119094714096553,-3.6299309388462033,5.253749881665514
6.125,valley,3.184925449772891e-11,3.1987406060807184e-11,5.079304676940794e-13,3.1103017414505455e-13,-0.431893610928169,-5.224330584805139,4.360543362948801
6.375,valley,3.174350877088727e-11,3.2218823378116206e-11,2.280187843551268e-13,1.9022440425218519e-13,-1.4752699117863477,-3.737421347019873,0.786881523447178
6.625,valley,3.2024933148022685e-11,3.2084212989502706e-11,2.0661606845960648e-13,2.289239828579201e-13,-0.18476327126807357,-2.539961780768118,2.170435238231971
6.875,valley,3.2061733548971463e-11,3.180460333851442e-11,3.762661229313934e-13,1.787529967367707e-13,0.808468534319573,-2.733236359437453,4.350173428076599
7.125,valley,3.1755811846778674e-11,3.182748210406316e-11,3.5991929414927175e-13,2.0616847390753016e-13,-0.22518356007602547,-3.622323629087307,3.171956508935256
7.375,valley,3.1624385712802906e-11,3.1853393551273265e-11,3.7586065392826674e-13,2.1912758627650914e-13,-0.7189432990922451,-4.266293497670748,2.8284068994862586
7.625,valley,3.12607076864424e-11,3.161772755788661e-11,2.700995008403343e-13,2.718614125958098e-13,-1.1291762533868543,-4.078194497874621,1.8198419911009118
7.875,valley,3.118686839798102e-11,3.1835980365713114e-11,2.5535199955658627e-13,2.9213628063971663e-13,-2.0389256441154857,-4.996045955298562,0.91819466706759
8.125,valley,3.1283862170994325e-11,3.1986361108238273e-11,2.561666561589254e-13,5.199606759172617e-13,-2.1962452523648146,-6.955122583148178,2.562632078418549
8.375,valley,3.1500232381631575e-11,3.192571114141174e-11,2.980639805652251e-13,4.2684311052430996e-13,-1.332715058078271,-5.395691720593711,2.730261604437169
8.625,valley,3.133683279088473e-11,3.1875771497880126e-11,5.137720093763693e-13,3.5837955931387404e-13,-1.6907471777780847,-6.627511404983776,3.2460170494276075
8.875,valley,3.145847659880019e-11,3.189977763895513e-11,3.8612839149880234e-13,2.358254614629072e-13,-1.3833984836810864,-5.032780902962248,2.265983935600075
9.125,valley,3.141000937034732e-11,3.16636484569699e-11,3.6889524922815967e-13,3.0278004440659937e-13,-0.801041885515108,-4.514145352910609,2.912061581880393
9.375,valley,3.1515247570723656e-11,3.1751527416190584e-11,4.4778901234346096e-13,4.209243450901289e-13,-0.744152690262212,-5.469261350337498,3.980955969813074
9.625,valley,3.154273701966304e-11,3.1623447654283155e-11,4.626172674467506e-13,5.367303256259475e-13,-0.2552240208040235,-5.758018563244355,5.247570521636308
9.875,valley,3.165152062933885e-11,3.136010624871233e-11,4.526387023108934e-13,3.331766959305786e-13,0.9292518919271409,-3.560949411032611,5.419453194886892
10.125,valley,3.1578821392486144e-11,3.148597065205649e-11,3.8286419066777625e-13,3.662185786029681e-13,0.29489559478956817,-3.830032391020388,4.419823580599525
10.375,valley,3.1585053903882e-11,3.169451136386669e-11,3.943661070678892e-13,4.295905958279677e-13,-0.3453514670981095,-4.84639089233778,4.155687958141561
10.625,valley,3.1615481617564e-11,3.138743562658419e-11,3.6533762114406913e-13,3.962113055979211e-13,0.7265518397006732,-3.4994052567990956,4.952508936200442
10.875,valley,3.1524626876944244e-11,3.127975961092489e-11,4.499223305264792e-13,3.846436526821952e-13,0.78282975657471,-3.88771594234208,5.4533754554915
11.125,valley,3.1723718535658915e-11,3.108663659645572e-11,4.631080565003613e-13,3.556516161308354e-13,2.049375580489232,-2.6468378874562375,6.745589048434702
11.375,valley,3.159023907528535e-11,3.1104619068855754e-11,3.725247902345229e-13,4.037014138389376e-13,1.561247239050223,-2.806311271886619,5.928805749987065
11.625,valley,3.159420901965859e-11,3.1116621130422575e-11,3.92256673401708e-13,4.1051251342039875e-13,1.5348320990066666,-2.9700579509433465,6.03972214895668
11.875,valley,3.152772151793215e-11,3.1023703797927743e-11,3.7865749228189405e-13,4.264474642857384e-13,1.624621364642076,-2.934329039421192,6.183571768705344
12.125,valley,3.159715043921096e-11,3.128988930711785e-11,3.94528423983094e-13,4.1445730827252177e-13,0.9819821638781479,-3.5197018971794773,5.483666224935773
12.375,valley,3.130486203417604e-11,3.140752042440908e-11,4.0034847778151934e-13,4.3405527035582077e-13,-0.3268592644239954,-4.925865357590277,4.272146828742287
12.625,valley,3.135955481070596e-11,3.151971185388902e-11,4.80052074736883e-13,3.686486919006328e-13,-0.5081170916963695,-5.2777198124819655,4.2614856290892265
12.875,valley,3.1148948608006324e-11,3.115727051294926e-11,4.2995440156920496e-13,4.4844981156545854e-13,-0.026709351640652468,-4.907142146137468,4.853723442856163
13.125,valley,3.1067949834096e-11,3.107179475136945e-11,3.4041686784576556e-13,4.984116599236746e-13,-0.012374300564921281,-4.921736027177672,4.896987426047829
13.375,valley,3.0921422705887386e-11,3.133692518986209e-11,3.7538068880556667e-13,5.277110911752504e-13,-1.3259197622526253,-6.462148664375979,3.810309139870728
13.625,valley,3.100586502569058e-11,3.089366649078329e-11,3.3472465545203604e-13,4.0754023476799675e-13,0.363176494252504,-3.8629957752677946,4.5893487637728025
13.875,valley,3.0989835778427734e-11,3.0833388564133206e-11,3.8199612234584083e-13,4.81671137079263e-13,0.5073954618030951,-4.451379278650407,5.466170202256597
14.125,valley,3.090035406216884e-11,3.087445173832748e-11,4.0878124478760686e-13,4.792135074552856e-13,0.08389565606183869,-4.941105104529466,5.108896416653144
14.375,valley,3.084068251268945e-11,3.082785235619667e-11,3.122681281040876e-13,4.577647411317753e-13,0.041618716557145774,-4.504202405224295,4.587439838338587
14.625,valley,3.06950944093387e-11,3.0564940118438244e-11,3.612720489904674e-13,5.358306620587959e-13,0.4258287122307802,-4.948654629523701,5.8003120539852615
14.875,valley,3.075074931757627e-11,3.06358101056503e-11,3.9575428478719323e-13,5.027274121160792e-13,0.3751792804877363,-4.818243455623255,5.568602016598728
15.125,valley,3.0640140295190575e-11,3.097471599744495e-11,4.503034859595117e-13,5.844630479377458e-13,-1.0801574493272903,-6.954419184301034,4.794104285646452
15.375,valley,3.052823512916802e-11,3.079910530345842e-11,2.824676877976251e-13,3.370910556013572e-13,-0.8794741653095461,-4.3789666012989965,2.620018270679904
15.625,valley,3.052836783012935e-11,3.061897666611912e-11,2.7569805480733887e-13,3.7603710162265944e-13,-0.29592378928207097,-4.096587256551363,3.504739677987221
15.875,valley,3.0778533556485856e-11,3.074978766903769e-11,3.4492651299239363e-13,4.593600490185453e-13,0.0934832063153257,-4.568584955033742,4.755551367664394
16.125,valley,3.061975331775102e-11,3.0481678436444783e-11,4.442324218871101e-13,4.266635266079011e-13,0.4529766351092812,-4.5037866674484865,5.409739937667049
16.375,valley,3.05067584633889e-11,3.0541548312612576e-11,3.613345500939886e-13,4.0935342369963353e-13,-0.1139099068180105,-4.5017330023150794,4.2739131886790585
16.625,valley,3.041621744159783e-11,3.069088930374164e-11,4.734253449529681e-13,3.702647529811361e-13,-0.8949622131357526,-5.7434707782752294,3.953546352003724
16.875,valley,3.0499677365014576e-11,3.020910406803523e-11,4.561953998868842e-13,2.3030351388093193e-13,0.9618732694784082,-3.558675052138787,5.482421591095603
17.125,valley,3.0430804315528805e-11,3.0228753644223615e-11,4.959461056252906e-13,2.4166807446050246e-13,0.6684055640640008,-4.24236870110454,5.579179829232541
17.375,valley,3.033725468526427e-11,3.0100031636948184e-11,4.3599460089234024e-13,2.1259109789825355e-13,0.7881156112304444,-3.5474663065244973,5.123697528985386
17.625,valley,3.0306582289085776e-11,3.018040325741822e-11,4.2706156085285095e-13,2.9087039501223624e-13,0.41808265645537634,-3.914138681124762,4.750303994035514
17.875,valley,3.0376255949704504e-11,3.01712260579734e-11,3.8814696747140645e-13,3.440686358143976e-13,0.6795543917809121,-3.552842705880806,4.91195148944263
18.125,valley,3.021370929445766e-11,3.0177842518241954e-11,2.6980981054309326e-13,2.397840818875609e-13,0.1188513598811003,-2.819098143186523,3.0568008629487236
18.375,valley,3.025085510444114e-11,3.021503167133232e-11,4.425354892774453e-13,2.9586771771139535e-13,0.11856162686998406,-4.35053316290793,4.587656416647898
18.625,valley,3.018920222075395e-11,3.011038035083402e-11,4.163843266681344e-13,2.482483861578581e-13,0.26177640070144115,-3.9048975866628055,4.428450388065688
18.875,valley,3.040429129441691e-11,3.010787347079713e-11,2.8171020969907586e-13,3.8152977698299963e-13,0.9845192949521575,-2.98262819227522,4.951666782179535
19.125,valley,3.044907322191648e-11,3.0141667025418425e-11,3.177328075302312e-13,2.8653861182993884e-13,1.0198712507799135,-2.476707045450471,4.516449547010298
19.375,valley,3.062944028897618e-11,3.0230069143044605e-11,4.939033614864301e-13,2.924077163120357e-13,1.3211056317529613,-3.603083703471846,6.245294966977768
19.625,valley,3.0476904157694666e-11,3.041264147896072e-11,3.0691110103545537e-13,2.057924944133975e-13,0.2113025229275367,-2.8697673472593084,3.292372393114382
19.875,valley,3.023800184109859e-11,3.0212221048486756e-11,4.427255411686922e-13,2.5229768812750906e-13,0.08533233147758335,-4.316298274317052,4.486962937272219
20.125,valley,3.024774639470707e-11,3.011849344147777e-11,4.575603702410849e-13,3.495821354784526e-13,0.4291481361126115,-4.3335610658179995,5.1918573380432225
20.375,valley,3.0220082237519816e-11,3.030232755918405e-11,4.611013087371692e-13,3.683714185864372e-13,-0.2714158557741264,-5.090275331002334,4.547443619454081
20.625,valley,3.0424669660078507e-11,3.022409433128814e-11,3.6329092607898657e-13,2.9390975120362853e-13,0.6636272590730075,-3.1675019957436814,4.494756513889697
20.875,valley,3.0532167556884814e-11,3.0280517535175024e-11,3.3578566812751004e-13,2.70596200145859e-13,0.8310624856971538,-2.7009975720303574,4.363122543424665
21.125,valley,3.05172224841499e-11,3.0290386575870796e-11,4.347878125164556e-13,5.452682681578148e-13,0.7488709584835718,-4.983810561794026,6.481552478761168
21.375,valley,3.029494408224309e-11,3.018055940628983e-11,3.564107145784779e-13,4.939972042478831e-13,0.37900117891591645,-4.696546966656437,5.45454932448827
21.625,valley,3.040851436253434e-11,3.0169838538540715e-11,3.0881993297080755e-13,4.2158382119444083e-13,0.7911073958474235,-3.5696012105888637,5.151816002283711
21.875,valley,3.027714052450392e-11,3.0175084759775925e-11,3.5771607471986226e-13,3.6491176093281764e-13,0.3382120233976549,-3.813212608567533,4.489636655362843
22.125,valley,3.037635181613041e-11,3.015398283423565e-11,4.085523266909343e-13,2.3295753865626475e-13,0.7374448115765819,-3.3338959020566405,4.808785525209804
22.375,valley,3.0543185488340895e-11,3.0296508725768943e-11,4.68444693169107e-13,2.322687396529361e-13,0.8142085439770019,-3.813830299258029,5.442247387212032
22.625,valley,3.051230785899861e-11,3.0261326088520944e-11,3.421446638062725e-13,3.797617653499711e-13,0.8293812694906144,-3.3354425620691726,4.994205101050402
22.875,valley,3.054976841099233e-11,3.035205605783631e-11,4.2483204169624225e-13,4.793040710013459e-13,0.6513969029948941,-4.551020074394707,5.853813880384495
23.125,valley,3.0326652108669806e-11,3.0265420861042e-11,5.237429750254767e-13,4.324048587951439e-13,0.20231421168379615,-5.340338858867937,5.744967282235529
23.375,valley,3.035970550513411e-11,3.03418095768393e-11,5.350915774319356e-13,3.5894859967275096e-13,0.05898108433346483,-5.324445501401538,5.442407670068468
23.625,valley,3.0244138514490264e-11,3.025630746833485e-11,3.549008008981875e-13,3.452248690378606e-13,-0.04021956035885621,-4.04429925310799,3.9638601323902773
23.875,valley,3.0360020815578536e-11,3.028012534400659e-11,3.7689965455567697e-13,5.282648648802624e-13,0.26385449420789353,-5.1291386309805445,5.6568476193963315
24.125,valley,3.055768104331946e-11,2.999171871920225e-11,2.8939005479423015e-13,3.992324284548217e-13,1.8870619900647867,-2.2942973529116126,6.068421333041186
24.375,valley,3.045208066509985e-11,3.003214308705537e-11,3.788143580213666e-13,4.64432599751826e-13,1.3982937442299503,-3.5812914417580437,6.377878930217945
24.625,valley,3.044368475002557e-11,3.012777358435414e-11,3.4927906715653966e-13,5.688395365191077e-13,1.048571228759787,-4.707877049329228,6.805019506848802
24.875,valley,3.0269471778865414e-11,3.018373726604296e-11,3.962191455536118e-13,3.6751203615152716e-13,0.28404207228145406,-4.108315928872978,4.676400073435886
25.125,valley,3.033361943494129e-11,3.008971236795333e-11,3.846622785654034e-13,3.0182049084162333e-13,0.8105995298503643,-3.229608368458723,4.8508074281594515
25.375,valley,3.029231766049634e-11,3.00295591273425e-11,3.5915655798010615e-13,3.532452428565257e-13,0.8749996363236479,-3.247584160364754,4.99758343301205
25.625,valley,3.027329341875884e-11,3.029165861789806e-11,3.864818064583002e-13,4.560209900650206e-13,-0.06062790872856105,-4.918978503604086,4.7977226861469635
25.875,valley,3.0202981037064094e-11,3.0128251665928475e-11,4.397763732835043e-13,5.647289053412066e-13,0.24803752957271996,-5.661576748135189,6.1576518072806286
26.125,valley,3.039060317178155e-11,3.0145930992375725e-11,4.016728569631388e-13,4.706126834881463e-13,0.8116258856550429,-4.2675673200459405,5.890819091356026
26.375,valley,3.0394645108344773e-11,3.023942633717524e-11,2.0746031064386513e-13,4.3865004770116964e-13,0.5132993246591777,-3.8525783719563993,4.879177021274755
26.625,valley,3.0201010645214414e-11,3.042034634859192e-11,1.1266508306361287e-13,4.044314125542713e-13,-0.7210164567625132,-4.768033535604239,3.326000622079213
26.875,valley,3.0297587272798406e-11,3.05169723446852e-11,6.278733573193637e-14,4.615557118589051e-13,-0.7188952737803289,-5.445022456590575,4.007231909029917
27.125,valley,3.021547559001192e-11,3.0705440906331206e-11,1.1966416288855807e-13,4.301262555249506e-13,-1.5956954267940748,-5.820617877812612,2.6292270242244626
27.375,valley,3.0162745474626714e-11,3.0646283477153707e-11,2.6886804816703176e-13,4.776665500936e-13,-1.577803073209394,-6.18637590123164,3.0307697548128525
27.625,valley,3.014289941916104e-11,3.0385510285668715e-11,2.1292852388493177e-13,3.625990961421354e-13,-0.7984426268533018,-4.362698523875564,2.7658132701689606
27.875,valley,3.0469563853330324e-11,3.0450475890120286e-11,2.0939970639067965e-13,3.7769232471746785e-13,0.06268527059778428,-3.660169084136694,3.7855396253322624
28.125,valley,3.0373498958624624e-11,3.023156878612099e-11,2.704680419506794e-13,2.079762798599899e-13,0.4694767033353253,-2.3401717115982934,3.279125118268944
28.375,valley,3.0343021990120176e-11,3.022273574515566e-11,2.3790437034968736e-13,1.6487906679422638e-13,0.3979991949729422,-2.0189869128833875,2.814985302829272
28.625,valley,3.0339480531438314e-11,3.032211662912232e-11,1.499757138974651e-13,2.499116320993404e-13,0.05726480947347845,-2.428171263713671,2.542700882660628
28.875,valley,3.026309124720683e-11,3.008508491575412e-11,3.9574739809083e-13,2.5816481829593826e-13,0.5916763471041309,-3.410965392922721,4.594318087130983
29.125,valley,3.0242590469242714e-11,3.029438346402458e-11,3.9221161592420005e-13,2.2258169741100609e-13,-0.17096566709591254,-4.05841877672638,3.716487442534554
