energy_MeV_per_u,section_00_mass_xs_per_mm_at_1g_cm3,section_01_mass_xs_per_mm_at_1g_cm3,section_02_mass_xs_per_mm_at_1g_cm3,section_03_mass_xs_per_mm_at_1g_cm3,section_04_mass_xs_per_mm_at_1g_cm3,section_05_mass_xs_per_mm_at_1g_cm3,section_06_mass_xs_per_mm_at_1g_cm3,section_07_mass_xs_per_mm_at_1g_cm3,section_08_mass_xs_per_mm_at_1g_cm3,section_09_mass_xs_per_mm_at_1g_cm3,section_10_mass_xs_per_mm_at_1g_cm3,section_11_mass_xs_per_mm_at_1g_cm3,section_12_mass_xs_per_mm_at_1g_cm3,section_13_mass_xs_per_mm_at_1g_cm3,section_14_mass_xs_per_mm_at_1g_cm3,section_15_mass_xs_per_mm_at_1g_cm3,section_16_mass_xs_per_mm_at_1g_cm3,section_17_mass_xs_per_mm_at_1g_cm3,section_18_mass_xs_per_mm_at_1g_cm3,section_19_mass_xs_per_mm_at_1g_cm3,section_20_mass_xs_per_mm_at_1g_cm3,section_21_mass_xs_per_mm_at_1g_cm3,section_22_mass_xs_per_mm_at_1g_cm3,section_23_mass_xs_per_mm_at_1g_cm3,section_24_mass_xs_per_mm_at_1g_cm3
242.5,3.6698055955e-03,4.5901134375e-03,5.0197930640e-03,4.9322705807e-03,4.8441844882e-03,4.7738854074e-03,4.7162892478e-03,4.6064754314e-03,4.5554781549e-03,4.6213357251e-03,4.5136003222e-03,4.3952940257e-03,4.2897691405e-03,4.2016991822e-03,4.1139088359e-03,4.0294150559e-03,3.9446741150e-03,3.8766312761e-03,3.8191593308e-03,3.7521338182e-03,3.6992501798e-03,3.6468752045e-03,3.5950088924e-03,3.5595935213e-03,2.2287301160e-03
243,3.6692549982e-03,4.5892153625e-03,5.0187817665e-03,4.9312828716e-03,4.8432204297e-03,4.7729397395e-03,4.7153591129e-03,4.6055737670e-03,4.5546002484e-03,4.6204404454e-03,4.5127366294e-03,4.3944656507e-03,4.2889718971e-03,4.2009279120e-03,4.1131634757e-03,4.0286949181e-03,3.9439792466e-03,3.8759566857e-03,3.8185012876e-03,3.7514958272e-03,3.6986277853e-03,3.6462682938e-03,3.5944173524e-03,3.5590124077e-03,2.2284678216e-03
243.5,3.6687084675e-03,4.5883239340e-03,5.0177779455e-03,4.9303024659e-03,4.8422635010e-03,4.7720010668e-03,4.7144358591e-03,4.6046787752e-03,4.5537288372e-03,4.6195517884e-03,4.5118793269e-03,4.3936434059e-03,4.2881805548e-03,4.2001623515e-03,4.1124236346e-03,4.0279801137e-03,3.9432895254e-03,3.8752870932e-03,3.8178481206e-03,3.7508625647e-03,3.6980100046e-03,3.6456658828e-03,3.5938301990e-03,3.5584356040e-03,2.2282075088e-03
244,3.6681659713e-03,4.5874390992e-03,5.0167815411e-03,4.9293293053e-03,4.8413136454e-03,4.7710693335e-03,4.7135194317e-03,4.6037904030e-03,4.5528638694e-03,4.6186697014e-03,4.5110283638e-03,4.3928272425e-03,4.2873950666e-03,4.1994024555e-03,4.1116892687e-03,4.0272706003e-03,3.9426049105e-03,3.8746224590e-03,3.8171997911e-03,3.7502339932e-03,3.6973968011e-03,3.6450679358e-03,3.5932473974e-03,3.5578630759e-03,2.2279491620e-03
244.5,3.6676274780e-03,4.5865608056e-03,5.0157924947e-03,4.9283633322e-03,4.8403708066e-03,4.7701444844e-03,4.7126097764e-03,4.6029085976e-03,4.5520052940e-03,4.6177941322e-03,4.5101836897e-03,4.3920171122e-03,4.2866153860e-03,4.1986481790e-03,4.1109603347e-03,4.0265663359e-03,3.9419253616e-03,3.8739627437e-03,3.8165562608e-03,3.7496100757e-03,3.6967881385e-03,3.6444744177e-03,3.5926689133e-03,3.5572947898e-03,2.2276927655e-03
245,3.6670929563e-03,4.5856890014e-03,5.0148107477e-03,4.9274044898e-03,4.8394349290e-03,4.7692264650e-03,4.7117068395e-03,4.6020333071e-03,4.5511530604e-03,4.6169250292e-03,4.5093452550e-03,4.3912129674e-03,4.2858414671e-03,4.1978994776e-03,4.1102367896e-03,4.0258672791e-03,3.9412508387e-03,3.8733079087e-03,3.8159174920e-03,3.7489907754e-03,3.6961839811e-03,3.6438852935e-03,3.5920947126e-03,3.5567307122e-03,2.2274383043e-03
245.5,3.6665623752e-03,4.5848236353e-03,5.0138362426e-03,4.9264527216e-03,4.8385059577e-03,4.7683152213e-03,4.7108105680e-03,4.6011644800e-03,4.5503071185e-03,4.6160623415e-03,4.5085130104e-03,4.3904147608e-03,4.2850732645e-03,4.1971563074e-03,4.1095185910e-03,4.0251733889e-03,3.9405813021e-03,3.8726579154e-03,3.8152834471e-03,3.7483760561e-03,3.6955842934e-03,3.6433005287e-03,3.5915247617e-03,3.5561708101e-03,2.2271857631e-03
246,3.6660357040e-03,4.5839646568e-03,5.0128689225e-03,4.9255079721e-03,4.8375838384e-03,4.7674107002e-03,4.7099209095e-03,4.6003020655e-03,4.5494674189e-03,4.6152060185e-03,4.5076869072e-03,4.3896224458e-03,4.2843107333e-03,4.1964186249e-03,4.1088056968e-03,4.0244846248e-03,3.9399167129e-03,3.8720127259e-03,3.8146540892e-03,3.7477658818e-03,3.6949890405e-03,3.6427200890e-03,3.5909590273e-03,3.5556150507e-03,2.2269351270e-03
246.5,3.6655129124e-03,4.5831120157e-03,5.0119087310e-03,4.9245701862e-03,4.8366685173e-03,4.7665128487e-03,4.7090378122e-03,4.5994460134e-03,4.5486339126e-03,4.6143560105e-03,4.5068668974e-03,4.3888359762e-03,4.2835538292e-03,4.1956863873e-03,4.1080980658e-03,4.0238009467e-03,3.9392570323e-03,3.8713723028e-03,3.8140293816e-03,3.7471602171e-03,3.6943981878e-03,3.6421439410e-03,3.5903974766e-03,3.5550634019e-03,2.2266863812e-03
247,3.6649939705e-03,4.5822656627e-03,5.0109556124e-03,4.9236393095e-03,4.8357599413e-03,4.7656216151e-03,4.7081612247e-03,4.5985962739e-03,4.5478065514e-03,4.6135122682e-03,4.5060529335e-03,4.3880553065e-03,4.2828025083e-03,4.1949595521e-03,4.1073956568e-03,4.0231223150e-03,3.9386022221e-03,3.8707366090e-03,3.8134092881e-03,3.7465590269e-03,3.6938117010e-03,3.6415720511e-03,3.5898400771e-03,3.5545158317e-03,2.2264395111e-03
247.5,3.6644788486e-03,4.5814255487e-03,5.0100095118e-03,4.9227152885e-03,4.8348580582e-03,4.7647369477e-03,4.7072910967e-03,4.5977527980e-03,4.5469852876e-03,4.6126747429e-03,4.5052449685e-03,4.3872803918e-03,4.2820567273e-03,4.1942380774e-03,4.1066984293e-03,4.0224486907e-03,3.9379522446e-03,3.8701056077e-03,3.8127937731e-03,3.7459622766e-03,3.6932295464e-03,3.6410043863e-03,3.5892867965e-03,3.5539723085e-03,2.2261945021e-03
248,3.6639675175e-03,4.5805916257e-03,5.0090703749e-03,4.9217980700e-03,4.8339628160e-03,4.7638587959e-03,4.7064273780e-03,4.5969155374e-03,4.5461700740e-03,4.6118433866e-03,4.5044429561e-03,4.3865111875e-03,4.2813164435e-03,4.1935219219e-03,4.1060063435e-03,4.0217800350e-03,3.9373070626e-03,3.8694792629e-03,3.8121828012e-03,3.7453699319e-03,3.6926516905e-03,3.6404409143e-03,3.5887376033e-03,3.5534328011e-03,2.2259513402e-03
248.5,3.6634599483e-03,4.5797638460e-03,5.0081381482e-03,4.9208876019e-03,4.8330741639e-03,4.7629871095e-03,4.7055700196e-03,4.5960844442e-03,4.5453608642e-03,4.6110181519e-03,4.5036468506e-03,4.3857476499e-03,4.2805816145e-03,4.1928110447e-03,4.1053193598e-03,4.0211163098e-03,3.9366666393e-03,3.8688575388e-03,3.8115763377e-03,3.7447819591e-03,3.6920781005e-03,3.6398816028e-03,3.5881924662e-03,3.5528972789e-03,2.2257100110e-03
249,3.6629561124e-03,4.5789425359e-03,5.0072131992e-03,4.9199842418e-03,4.8321924500e-03,4.7621222305e-03,4.7047193567e-03,4.5952598446e-03,4.5445579528e-03,4.6101993362e-03,4.5028569292e-03,4.3849900326e-03,4.2798524742e-03,4.1921056627e-03,4.1046376784e-03,4.0204576986e-03,3.9360311412e-03,3.8682405886e-03,3.8109745256e-03,3.7441984880e-03,3.6915088960e-03,3.6393265615e-03,3.5876514845e-03,3.5523658347e-03,2.2254705007e-03
249.5,3.6624559816e-03,4.5781287549e-03,5.0062967212e-03,4.9190891522e-03,4.8313188055e-03,4.7612652697e-03,4.7038764797e-03,4.5944427978e-03,4.5437623040e-03,4.6093879134e-03,4.5020741032e-03,4.3842391736e-03,4.2791297975e-03,4.1914064986e-03,4.1039619696e-03,4.0198048192e-03,3.9354011339e-03,3.8676289358e-03,3.8103778572e-03,3.7436199687e-03,3.6909444958e-03,3.6387761778e-03,3.5871150144e-03,3.5518388035e-03,2.2252327955e-03
250,3.6619595281e-03,4.5773225241e-03,5.0053887380e-03,4.9182023561e-03,4.8304532528e-03,4.7604162489e-03,4.7030414097e-03,4.5936333247e-03,4.5429739339e-03,4.6085838996e-03,4.5012983862e-03,4.3834950837e-03,4.2784135929e-03,4.1907135591e-03,4.1032922381e-03,4.0191576745e-03,3.9347766181e-03,3.8670225799e-03,3.8097863307e-03,3.7430463980e-03,3.6903848956e-03,3.6382304460e-03,3.5865830492e-03,3.5513161778e-03,2.2249968819e-03
250.5,3.6614667246e-03,4.5765237914e-03,5.0044891910e-03,4.9173237962e-03,4.8295957361e-03,4.7595751134e-03,4.7022140929e-03,4.5928313732e-03,4.5421927921e-03,4.6077872433e-03,4.5005297288e-03,4.3827577159e-03,4.2777038155e-03,4.1900268008e-03,4.1026284423e-03,4.0185162242e-03,3.9341575554e-03,3.8664214834e-03,3.8091999098e-03,3.7424777408e-03,3.6898300613e-03,3.6376893332e-03,3.5860555567e-03,3.5507979262e-03,2.2247627465e-03
251,3.6609784278e-03,4.5757332493e-03,5.0035988546e-03,4.9164542319e-03,4.8287469994e-03,4.7587425932e-03,4.7013952497e-03,4.5920376410e-03,4.5414196007e-03,4.6069986860e-03,4.4997688653e-03,4.3820277983e-03,4.2770011869e-03,4.1893469398e-03,4.1019712928e-03,4.0178811750e-03,3.9335446480e-03,3.8658263451e-03,3.8086192885e-03,3.7419146879e-03,3.6892806802e-03,3.6371535237e-03,3.5855332183e-03,3.5502847279e-03,2.2245308226e-03
251.5,3.6604957333e-03,4.5749517917e-03,5.0027187285e-03,4.9155946432e-03,4.8279080030e-03,4.7579196305e-03,4.7005858094e-03,4.5912530287e-03,4.5406552903e-03,4.6062191832e-03,4.4990167418e-03,4.3813062686e-03,4.2763066362e-03,4.1886748980e-03,4.1013217044e-03,4.0172534354e-03,3.9329387984e-03,3.8652380624e-03,3.8080453582e-03,3.7413581262e-03,3.6887376349e-03,3.6366238956e-03,3.5850169083e-03,3.5497774540e-03,2.2243016639e-03
252,3.6600186108e-03,4.5741793646e-03,5.0018487522e-03,4.9147449710e-03,4.8270786892e-03,4.7571061686e-03,4.6997857164e-03,4.5904774824e-03,4.5398998086e-03,4.6054486815e-03,4.4982733068e-03,4.3805930778e-03,4.2756201160e-03,4.1880106296e-03,4.1006796330e-03,4.0166329630e-03,3.9323399657e-03,3.8646565960e-03,3.8074780805e-03,3.7408080184e-03,3.6882008892e-03,3.6361004139e-03,3.5845065924e-03,3.5492760711e-03,2.2240752557e-03
252.5,3.6595470260e-03,4.5734159111e-03,5.0009888614e-03,4.9139051526e-03,4.8262589968e-03,4.7563021476e-03,4.6989949115e-03,4.5897109446e-03,4.5391530999e-03,4.6046871243e-03,4.4975385056e-03,4.3798881733e-03,4.2749415760e-03,4.1873540859e-03,4.1000450314e-03,4.0160197123e-03,3.9317481062e-03,3.8640819032e-03,3.8069174137e-03,3.7402643243e-03,3.6876704038e-03,3.6355830401e-03,3.5840022332e-03,3.5487805424e-03,2.2238515812e-03
253,3.6590809450e-03,4.5726613746e-03,5.0001389926e-03,4.9130751257e-03,4.8254488650e-03,4.7555075077e-03,4.6982133361e-03,4.5889533587e-03,4.5384151090e-03,4.6039344552e-03,4.4968122838e-03,4.3791915030e-03,4.2742709660e-03,4.1867052185e-03,4.0994178529e-03,4.0154136382e-03,3.9311631762e-03,3.8635139417e-03,3.8063633166e-03,3.7397270039e-03,3.6871461396e-03,3.6350717363e-03,3.5835037938e-03,3.5482908316e-03,2.2236306237e-03
253.5,3.6586203341e-03,4.5719156987e-03,4.9992990823e-03,4.9122548285e-03,4.8246482337e-03,4.7547221899e-03,4.6974409321e-03,4.5882046682e-03,4.5376857810e-03,4.6031906182e-03,4.4960945876e-03,4.3785030153e-03,4.2736082362e-03,4.1860639791e-03,4.0987980509e-03,4.0148146956e-03,3.9305851324e-03,3.8629526694e-03,3.8058157482e-03,3.7391960174e-03,3.6866280580e-03,3.6345664647e-03,3.5830112374e-03,3.5478069025e-03,2.2234123667e-03
254,3.6581651596e-03,4.5711788277e-03,4.9984690679e-03,4.9114441998e-03,4.8238570427e-03,4.7539461354e-03,4.6966776417e-03,4.5874648169e-03,4.5369650614e-03,4.6024555577e-03,4.4953853632e-03,4.3778226586e-03,4.2729533372e-03,4.1854303200e-03,4.0981855792e-03,4.0142228400e-03,3.9300139316e-03,3.8623980446e-03,3.8052746677e-03,3.7386713254e-03,3.6861161203e-03,3.6340671876e-03,3.5825245273e-03,3.5473287191e-03,2.2231967938e-03
254.5,3.6577153882e-03,4.5704507060e-03,4.9976488868e-03,4.9106431785e-03,4.8230752326e-03,4.7531792856e-03,4.6959234072e-03,4.5867337491e-03,4.5362528959e-03,4.6017292185e-03,4.4946845574e-03,4.3771503819e-03,4.2723062199e-03,4.1848041936e-03,4.0975803919e-03,4.0136380269e-03,3.9294495312e-03,3.8618500258e-03,3.8047400347e-03,3.7381528885e-03,3.6856102884e-03,3.6335738679e-03,3.5820436271e-03,3.5468562458e-03,2.2229838885e-03
255,3.6572709868e-03,4.5697312785e-03,4.9968384770e-03,4.9098517040e-03,4.8223027443e-03,4.7524215827e-03,4.6951781718e-03,4.5860114095e-03,4.5355492307e-03,4.6010115457e-03,4.4939921173e-03,4.3764861345e-03,4.2716668353e-03,4.1841855528e-03,4.0969824433e-03,4.0130602124e-03,3.9288918887e-03,3.8613085716e-03,3.8042118088e-03,3.7376406679e-03,3.6851105241e-03,3.6330864685e-03,3.5815685009e-03,3.5463894471e-03,2.2227736347e-03
255.5,3.6568319225e-03,4.5690204903e-03,4.9960377770e-03,4.9090697161e-03,4.8215395190e-03,4.7516729690e-03,4.6944418786e-03,4.5852977432e-03,4.5348540125e-03,4.6003024849e-03,4.4933079903e-03,4.3758298660e-03,4.2710351351e-03,4.1835743504e-03,4.0963916882e-03,4.0124893526e-03,3.9283409617e-03,3.8607736411e-03,3.8036899502e-03,3.7371346247e-03,3.6846167898e-03,3.6326049524e-03,3.5810991126e-03,3.5459282877e-03,2.2225660160e-03
256,3.6563981624e-03,4.5683182872e-03,4.9952467255e-03,4.9082971552e-03,4.8207854983e-03,4.7509333871e-03,4.6937144714e-03,4.5845926953e-03,4.5341671880e-03,4.5996019817e-03,4.4926321241e-03,4.3751815262e-03,4.2704110710e-03,4.1829705401e-03,4.0958080815e-03,4.0119254041e-03,3.9277967084e-03,3.8602451936e-03,3.8031744191e-03,3.7366347205e-03,3.6841290478e-03,3.6321292831e-03,3.5806354266e-03,3.5454727326e-03,2.2223610166e-03
256.5,3.6559696741e-03,4.5676246150e-03,4.9944652617e-03,4.9075339616e-03,4.8200406243e-03,4.7502027803e-03,4.6929958942e-03,4.5838962119e-03,4.5334887045e-03,4.5989099826e-03,4.4919644669e-03,4.3745410654e-03,4.2697945951e-03,4.1823740754e-03,4.0952315784e-03,4.0113683236e-03,3.9272590871e-03,3.8597231887e-03,3.8026651761e-03,3.7361409170e-03,3.6836472608e-03,3.6316594243e-03,3.5801774074e-03,3.5450227470e-03,2.2221586204e-03
257,3.6555464253e-03,4.5669394200e-03,4.9936933252e-03,4.9067800766e-03,4.8193048393e-03,4.7494810919e-03,4.6922860913e-03,4.5832082388e-03,4.5328185096e-03,4.5982264339e-03,4.4913049671e-03,4.3739084343e-03,4.2691856599e-03,4.1817849104e-03,4.0946621346e-03,4.0108180682e-03,3.9267280563e-03,3.8592075861e-03,3.8021621820e-03,3.7356531763e-03,3.6831713919e-03,3.6311953398e-03,3.5797250199e-03,3.5445782962e-03,2.2219588115e-03
257.5,3.6551283837e-03,4.5662626488e-03,4.9929308561e-03,4.9060354413e-03,4.8185780862e-03,4.7487682660e-03,4.6915850077e-03,4.5825287225e-03,4.5321565511e-03,4.5975512826e-03,4.4906535736e-03,4.3732835836e-03,4.2685842182e-03,4.1812029994e-03,4.0940997059e-03,4.0102745953e-03,3.9262035749e-03,3.8586983459e-03,3.8016653977e-03,3.7351714605e-03,3.6827014041e-03,3.6307369936e-03,3.5792782291e-03,3.5441393460e-03,2.2217615742e-03
258,3.6547155174e-03,4.5655942485e-03,4.9921777947e-03,4.9052999977e-03,4.8178603080e-03,4.7480642466e-03,4.6908925883e-03,4.5818576099e-03,4.5315027774e-03,4.5968844760e-03,4.4900102353e-03,4.3726664645e-03,4.2679902229e-03,4.1806282969e-03,4.0935442483e-03,4.0097378624e-03,3.9256856021e-03,3.8581954284e-03,3.8011747847e-03,3.7346957322e-03,3.6822372609e-03,3.6302843502e-03,3.5788370002e-03,3.5437058622e-03,2.2215668927e-03
258.5,3.6543077948e-03,4.5649341665e-03,4.9914340818e-03,4.9045736879e-03,4.8171514484e-03,4.7473689784e-03,4.6902087787e-03,4.5811948480e-03,4.5308571370e-03,4.5962259616e-03,4.4893749018e-03,4.3720570287e-03,4.2674036275e-03,4.1800607578e-03,4.0929957183e-03,4.0092078275e-03,3.9251740972e-03,3.8576987942e-03,3.8006903044e-03,3.7342259540e-03,3.6817789259e-03,3.6298373741e-03,3.5784012986e-03,3.5432778109e-03,2.2213747516e-03
259,3.6539051842e-03,4.5642823503e-03,4.9906996585e-03,4.9038564544e-03,4.8164514512e-03,4.7466824063e-03,4.6895335248e-03,4.5805403844e-03,4.5302195789e-03,4.5955756874e-03,4.4887475228e-03,4.3714552280e-03,4.2668243855e-03,4.1795003374e-03,4.0924540726e-03,4.0086844488e-03,3.9246690198e-03,3.8572084041e-03,3.8002119186e-03,3.7337620890e-03,3.6813263630e-03,3.6293960300e-03,3.5779710901e-03,3.5428551583e-03,2.2211851352e-03
259.5,3.6535076544e-03,4.5636387481e-03,4.9899744665e-03,4.9031482402e-03,4.8157602607e-03,4.7460044758e-03,4.6888667728e-03,4.5798941669e-03,4.5295900524e-03,4.5949336016e-03,4.4881280484e-03,4.3708610145e-03,4.2662524510e-03,4.1789469910e-03,4.0919192681e-03,4.0081676846e-03,3.9241703298e-03,3.8567242192e-03,3.7997395894e-03,3.7333041004e-03,3.6808795362e-03,3.6289602829e-03,3.5775463405e-03,3.5424378709e-03,2.2209980282e-03
260,3.6531151740e-03,4.5630033081e-03,4.9892584477e-03,4.9024489884e-03,4.8150778215e-03,4.7453351323e-03,4.6882084691e-03,4.5792561437e-03,4.5289685070e-03,4.5942996529e-03,4.4875164291e-03,4.3702743406e-03,4.2656877782e-03,4.1784006745e-03,4.0913912622e-03,4.0076574936e-03,3.9236779875e-03,3.8562462008e-03,3.7992732790e-03,3.7328519515e-03,3.6804384100e-03,3.6285300982e-03,3.5771270159e-03,3.5420259154e-03,2.2208134154e-03
260.5,3.6527277123e-03,4.5623759793e-03,4.9885515443e-03,4.9017586428e-03,4.8144040786e-03,4.7446743220e-03,4.6875585608e-03,4.5786262633e-03,4.5283548926e-03,4.5936737901e-03,4.4869126157e-03,4.3696951592e-03,4.2651303218e-03,4.1778613438e-03,4.0908700122e-03,4.0071538349e-03,3.9231919532e-03,3.8557743106e-03,3.7988129500e-03,3.7324056060e-03,3.6800029489e-03,3.6281054411e-03,3.5767130826e-03,3.5416192588e-03,2.2206312814e-03
261,3.6523452384e-03,4.5617567105e-03,4.9878536992e-03,4.9010771475e-03,4.8137389774e-03,4.7440219913e-03,4.6869169952e-03,4.5780044745e-03,4.5277491596e-03,4.5930559627e-03,4.4863165592e-03,4.3691234233e-03,4.2645800364e-03,4.1773289553e-03,4.0903554761e-03,4.0066566677e-03,3.9227121876e-03,3.8553085102e-03,3.7983585651e-03,3.7319650279e-03,3.6795731176e-03,3.6276862774e-03,3.5763045073e-03,3.5412178683e-03,2.2204516111e-03
261.5,3.6519677216e-03,4.5611454511e-03,4.9871648554e-03,4.9004044467e-03,4.8130824636e-03,4.7433780869e-03,4.6862837197e-03,4.5773907265e-03,4.5271512585e-03,4.5924461202e-03,4.4857282109e-03,4.3685590864e-03,4.2640368773e-03,4.1768034657e-03,4.0898476119e-03,4.0061659514e-03,3.9222386515e-03,3.8548487618e-03,3.7979100873e-03,3.7315301813e-03,3.6791488812e-03,3.6272725730e-03,3.5759012566e-03,3.5408217110e-03,2.2202743896e-03
262,3.6515951317e-03,4.5605421509e-03,4.9864849563e-03,4.8997404852e-03,4.8124344833e-03,4.7427425558e-03,4.6856586823e-03,4.5767849689e-03,4.5265611401e-03,4.5918442126e-03,4.4851475226e-03,4.3680021020e-03,4.2635007999e-03,4.1762848318e-03,4.0893463779e-03,4.0056816458e-03,3.9217713063e-03,3.8543950278e-03,3.7974674799e-03,3.7311010305e-03,3.6787302050e-03,3.6268642940e-03,3.5755032975e-03,3.5404307546e-03,2.2200996019e-03
262.5,3.6512274384e-03,4.5599467599e-03,4.9858139457e-03,4.8990852083e-03,4.8117949828e-03,4.7421153456e-03,4.6850418315e-03,4.5761871515e-03,4.5259787558e-03,4.5912501900e-03,4.4845744464e-03,4.3674524243e-03,4.2629717600e-03,4.1757730107e-03,4.0888517327e-03,4.0052037109e-03,3.9213101133e-03,3.8539472705e-03,3.7970307063e-03,3.7306775401e-03,3.6783170542e-03,3.6264614066e-03,3.5751105972e-03,3.5400449669e-03,2.2199272331e-03
263,3.6508646117e-03,4.5593592285e-03,4.9851517679e-03,4.8984385613e-03,4.8111639090e-03,4.7414964039e-03,4.6844331156e-03,4.5755972245e-03,4.5254040570e-03,4.5906640032e-03,4.4840089346e-03,4.3669100075e-03,4.2624497135e-03,4.1752679599e-03,4.0883636352e-03,4.0047321071e-03,3.9208550341e-03,3.8535054530e-03,3.7965997303e-03,3.7302596749e-03,3.6779093948e-03,3.6260638775e-03,3.5747231231e-03,3.5396643157e-03,2.2197572685e-03
263.5,3.6505066217e-03,4.5587795074e-03,4.9844983674e-03,4.8978004901e-03,4.8105412090e-03,4.7408856790e-03,4.6838324838e-03,4.5750151383e-03,4.5248369957e-03,4.5900856030e-03,4.4834509397e-03,4.3663748061e-03,4.2619346167e-03,4.1747696372e-03,4.0878820446e-03,4.0042667948e-03,3.9204060307e-03,3.8530695381e-03,3.7961745157e-03,3.7298474000e-03,3.6775071924e-03,3.6256716733e-03,3.5743408427e-03,3.5392887693e-03,2.2195896933e-03
264,3.6501534388e-03,4.5582075476e-03,4.9838536891e-03,4.8971709409e-03,4.8099268302e-03,4.7402831192e-03,4.6832398853e-03,4.5744408439e-03,4.5242775239e-03,4.5895149406e-03,4.4829004148e-03,4.3658467752e-03,4.2614264262e-03,4.1742780004e-03,4.0874069203e-03,4.0038077347e-03,3.9199630653e-03,3.8526394891e-03,3.7957550267e-03,3.7294406807e-03,3.6771104133e-03,3.6252847610e-03,3.5739637238e-03,3.5389182960e-03,2.2194244931e-03
264.5,3.6498050335e-03,4.5576433004e-03,4.9832176783e-03,4.8965498602e-03,4.8093207205e-03,4.7396886734e-03,4.6826552698e-03,4.5738742923e-03,4.5237255941e-03,4.5889519676e-03,4.4823573131e-03,4.3653258697e-03,4.2609250989e-03,4.1737930080e-03,4.0869382219e-03,4.0033548880e-03,3.9195261002e-03,3.8522152695e-03,3.7953412278e-03,3.7290394823e-03,3.6767190237e-03,3.6249031078e-03,3.5735917345e-03,3.5385528643e-03,2.2192616533e-03
265,3.6494613765e-03,4.5570867174e-03,4.9825902807e-03,4.8959371950e-03,4.8087228280e-03,4.7391022907e-03,4.6820785872e-03,4.5733154351e-03,4.5231811592e-03,4.5883966359e-03,4.4818215883e-03,4.3648120452e-03,4.2604305919e-03,4.1733146184e-03,4.0864759093e-03,4.0029082160e-03,3.9190950981e-03,3.8517968431e-03,3.7949330835e-03,3.7286437706e-03,3.6763329903e-03,3.6245266811e-03,3.5732248429e-03,3.5381924431e-03,2.2191011595e-03
265.5,3.6491224387e-03,4.5565377508e-03,4.9819714422e-03,4.8953328923e-03,4.8081331012e-03,4.7385239205e-03,4.6815097878e-03,4.5727642239e-03,4.5226441722e-03,4.5878488976e-03,4.4812931940e-03,4.3643052575e-03,4.2599428626e-03,4.1728427904e-03,4.0860199428e-03,4.0024676801e-03,3.9186700219e-03,3.8513841739e-03,3.7945305586e-03,3.7282535116e-03,3.6759522797e-03,3.6241554483e-03,3.5728630175e-03,3.5378370013e-03,2.2189429974e-03
266,3.6487881912e-03,4.5559963526e-03,4.9813611091e-03,4.8947369000e-03,4.8075514889e-03,4.7379535127e-03,4.6809488221e-03,4.5722206109e-03,4.5221145866e-03,4.5873087053e-03,4.4807720845e-03,4.3638054626e-03,4.2594618687e-03,4.1723774831e-03,4.0855702828e-03,4.0020332421e-03,3.9182508347e-03,3.8509772259e-03,3.7941336184e-03,3.7278686713e-03,3.6755768589e-03,3.6237893774e-03,3.5725062267e-03,3.5374865080e-03,2.2187871528e-03
266.5,3.6484586052e-03,4.5554624756e-03,4.9807592282e-03,4.8941491658e-03,4.8069779403e-03,4.7373910173e-03,4.6803956412e-03,4.5716845485e-03,4.5215923560e-03,4.5867760117e-03,4.4802582144e-03,4.3633126168e-03,4.2589875681e-03,4.1719186558e-03,4.0851268899e-03,4.0016048641e-03,3.9178374998e-03,3.8505759638e-03,3.7937422280e-03,3.7274892162e-03,3.6752066951e-03,3.6234284363e-03,3.5721544395e-03,3.5371409325e-03,2.2186336115e-03
267,3.6481336521e-03,4.5549360725e-03,4.9801657465e-03,4.8935696381e-03,4.8064124049e-03,4.7368363848e-03,4.6798501962e-03,4.5711559895e-03,4.5210774343e-03,4.5862507699e-03,4.4797515382e-03,4.3628266767e-03,4.2585199192e-03,4.1714662681e-03,4.0846897251e-03,4.0011825083e-03,3.9174299809e-03,3.8501803520e-03,3.7933563529e-03,3.7271151127e-03,3.6748417557e-03,3.6230725931e-03,3.5718076248e-03,3.5368002445e-03,2.2184823594e-03
267.5,3.6478133035e-03,4.5544170968e-03,4.9795806114e-03,4.8929982653e-03,4.8058548325e-03,4.7362895660e-03,4.6793124388e-03,4.5706348868e-03,4.5205697761e-03,4.5857329333e-03,4.4792520111e-03,4.3623475991e-03,4.2580588804e-03,4.1710202798e-03,4.0842587497e-03,4.0007661372e-03,3.9170282417e-03,3.8497903555e-03,3.7929759590e-03,3.7267463277e-03,3.6744820083e-03,3.6227218164e-03,3.5714657519e-03,3.5364644137e-03,2.2183333826e-03
268,3.6474975313e-03,4.5539055017e-03,4.9790037706e-03,4.8924349966e-03,4.8053051732e-03,4.7357505119e-03,4.6787823208e-03,4.5701211938e-03,4.5200693357e-03,4.5852224557e-03,4.4787595884e-03,4.3618753413e-03,4.2576044104e-03,4.1705806512e-03,4.0838339250e-03,4.0003557136e-03,3.9166322464e-03,3.8494059394e-03,3.7926010122e-03,3.7263828281e-03,3.6741274206e-03,3.6223760746e-03,3.5711287900e-03,3.5361334099e-03,2.2181866671e-03
