energy_MeV_per_u,section_00_mass_xs_per_mm_at_1g_cm3,section_01_mass_xs_per_mm_at_1g_cm3,section_02_mass_xs_per_mm_at_1g_cm3,section_03_mass_xs_per_mm_at_1g_cm3,section_04_mass_xs_per_mm_at_1g_cm3,section_05_mass_xs_per_mm_at_1g_cm3,section_06_mass_xs_per_mm_at_1g_cm3,section_07_mass_xs_per_mm_at_1g_cm3,section_08_mass_xs_per_mm_at_1g_cm3,section_09_mass_xs_per_mm_at_1g_cm3,section_10_mass_xs_per_mm_at_1g_cm3,section_11_mass_xs_per_mm_at_1g_cm3,section_12_mass_xs_per_mm_at_1g_cm3,section_13_mass_xs_per_mm_at_1g_cm3,section_14_mass_xs_per_mm_at_1g_cm3,section_15_mass_xs_per_mm_at_1g_cm3,section_16_mass_xs_per_mm_at_1g_cm3,section_17_mass_xs_per_mm_at_1g_cm3,section_18_mass_xs_per_mm_at_1g_cm3,section_19_mass_xs_per_mm_at_1g_cm3,section_20_mass_xs_per_mm_at_1g_cm3,section_21_mass_xs_per_mm_at_1g_cm3,section_22_mass_xs_per_mm_at_1g_cm3,section_23_mass_xs_per_mm_at_1g_cm3,section_24_mass_xs_per_mm_at_1g_cm3
77,4.5782960405e-03,6.1507008270e-03,6.7777417420e-03,6.6488815277e-03,6.5193650359e-03,6.4170839814e-03,6.3322536813e-03,6.1730114372e-03,6.0760042831e-03,6.1716875940e-03,6.0072678979e-03,5.8253543626e-03,5.6638936666e-03,5.5291620443e-03,5.3948134814e-03,5.2648943742e-03,5.1346508302e-03,5.0301012983e-03,4.9430456055e-03,4.8398881106e-03,4.7589850137e-03,4.6787779354e-03,4.5992668755e-03,4.5451253910e-03,2.6641149644e-03
77.5,4.5702002583e-03,6.1360477887e-03,6.7612143444e-03,6.6327484267e-03,6.5036270237e-03,6.4016490979e-03,6.3170786913e-03,6.1583043031e-03,6.0617702221e-03,6.1571750955e-03,5.9933070098e-03,5.8120141267e-03,5.6510982563e-03,5.5168211000e-03,5.3829260582e-03,5.2534501976e-03,5.1236505946e-03,5.0194571739e-03,4.9326885506e-03,4.8298837573e-03,4.7492535459e-03,4.6693176482e-03,4.5900760642e-03,4.5361169201e-03,2.6602989439e-03
78,4.5621731427e-03,6.1215321132e-03,6.7448423226e-03,6.6167668857e-03,6.4880367492e-03,6.3863590488e-03,6.3020460183e-03,6.1437350145e-03,6.0476688968e-03,6.1427979227e-03,5.9794759347e-03,5.7987974762e-03,5.6384209793e-03,5.5045937412e-03,5.3711476813e-03,5.2421106198e-03,5.1127505040e-03,5.0089096230e-03,4.9224252124e-03,4.8199695796e-03,4.7396095233e-03,4.6599420910e-03,4.5809672829e-03,4.5271886552e-03,2.6565136269e-03
78.5,4.5542140806e-03,6.1071523624e-03,6.7286240416e-03,6.6009353118e-03,6.4725926616e-03,6.3712123146e-03,6.2871541710e-03,6.1293021284e-03,6.0336989276e-03,6.1285546689e-03,5.9657733291e-03,5.7857031393e-03,5.6258606261e-03,5.4924788107e-03,5.3594772458e-03,5.2308745868e-03,5.1019495559e-03,4.9984576840e-03,4.9122546620e-03,4.8101446893e-03,4.7300520889e-03,4.6506504381e-03,4.5719397368e-03,4.5183398227e-03,2.6527587786e-03
79,4.5463224660e-03,6.0929071174e-03,6.7125578879e-03,6.5852521331e-03,6.4572932306e-03,6.3562073964e-03,6.2724016778e-03,6.1150042212e-03,6.0198589529e-03,6.1144439461e-03,5.9521978672e-03,5.7727298608e-03,5.6134160031e-03,5.4804751664e-03,5.3479136607e-03,5.2197410582e-03,5.0912467602e-03,4.9881004074e-03,4.9021759820e-03,4.8004082092e-03,4.7205803965e-03,4.6414418738e-03,4.5629926411e-03,4.5095696581e-03,2.6490341658e-03
79.5,4.5384976993e-03,6.0787949780e-03,6.6966422700e-03,6.5697157989e-03,6.4421369465e-03,6.3413428151e-03,6.2577870865e-03,6.1008398881e-03,6.0061476292e-03,6.1004643845e-03,5.9387482405e-03,5.7598764017e-03,5.6010859324e-03,5.4685816808e-03,5.3364558493e-03,5.2087090069e-03,5.0806411396e-03,4.9778368556e-03,4.8921882665e-03,4.7907592728e-03,4.7111936101e-03,4.6323155925e-03,4.5541252201e-03,4.5008774061e-03,2.6453395568e-03
80,4.5307391876e-03,6.0648145626e-03,6.6808756174e-03,6.5543247790e-03,6.4271223195e-03,6.3266171112e-03,6.2433089643e-03,6.0868077427e-03,5.9925636307e-03,6.0866146323e-03,5.9254231577e-03,5.7471415393e-03,5.5888692508e-03,5.4567972409e-03,5.3251027482e-03,5.1977774186e-03,5.0701317287e-03,4.9676661028e-03,4.8822906206e-03,4.7811970246e-03,4.7018909040e-03,4.6232707983e-03,4.5453367076e-03,4.4922623206e-03,2.6416747218e-03
80.5,4.5230463443e-03,6.0509645075e-03,6.6652563801e-03,6.5390775632e-03,6.4122478791e-03,6.3120288444e-03,6.2289658971e-03,6.0729064170e-03,5.9791056487e-03,6.0728933552e-03,5.9122213440e-03,5.7345240664e-03,5.5767648102e-03,5.4451207477e-03,5.3138533077e-03,5.1869452917e-03,5.0597175744e-03,4.9575872344e-03,4.8724821608e-03,4.7717206192e-03,4.6926714624e-03,4.6143067047e-03,4.5366263464e-03,4.4837236640e-03,2.6380394322e-03
81,4.5154185893e-03,6.0372434668e-03,6.6497830285e-03,6.5239726613e-03,6.3975121745e-03,6.2975765930e-03,6.2147564891e-03,6.0591345604e-03,5.9657723912e-03,6.0592992362e-03,5.8991415412e-03,5.7220227913e-03,5.5647714771e-03,5.4335511162e-03,5.3027064911e-03,5.1762116372e-03,5.0493977352e-03,4.9475993471e-03,4.8627620139e-03,4.7623292214e-03,4.6835344792e-03,4.6054225349e-03,4.5279933884e-03,4.4752607077e-03,2.6344334615e-03
81.5,4.5078553485e-03,6.0236501120e-03,6.6344540531e-03,6.5090086022e-03,6.3829137731e-03,6.2832589538e-03,6.2006793627e-03,6.0454908400e-03,5.9525625830e-03,6.0458309750e-03,5.8861825069e-03,5.7096365373e-03,5.5528881322e-03,5.4220872748e-03,5.2916612747e-03,5.1655754781e-03,5.0391712812e-03,4.9377015486e-03,4.8531293175e-03,4.7530220063e-03,4.6744791582e-03,4.5966175209e-03,4.5194370941e-03,4.4668727314e-03,2.6308565844e-03
82,4.5003560542e-03,6.0101831316e-03,6.6192679636e-03,6.4941839338e-03,6.3684512613e-03,6.2690745417e-03,6.1867331579e-03,6.0319739400e-03,5.9394749652e-03,6.0324872880e-03,5.8733430145e-03,5.6973641427e-03,5.5411136701e-03,5.4107281654e-03,5.2807166474e-03,5.1550358497e-03,5.0290372937e-03,4.9278929575e-03,4.8435832197e-03,4.7437981586e-03,4.6655047125e-03,4.5878909040e-03,4.5109567330e-03,4.4585590235e-03,2.6273085774e-03
82.5,4.4929201444e-03,5.9968412307e-03,6.6042232890e-03,6.4794972227e-03,6.3541232432e-03,6.2550219892e-03,6.1729165321e-03,6.0185825611e-03,5.9265082945e-03,6.0192669080e-03,5.8606218531e-03,5.6852044601e-03,5.5294469993e-03,5.3994727430e-03,5.2698716105e-03,5.1445917988e-03,5.0189948654e-03,4.9181727029e-03,4.8341228785e-03,4.7346568728e-03,4.6566103644e-03,4.5792419343e-03,4.5025515827e-03,4.4503188802e-03,2.6237892185e-03
83,4.4855470631e-03,5.9836231310e-03,6.5893185771e-03,6.4649470538e-03,6.3399283409e-03,6.2410999462e-03,6.1592281598e-03,6.0053154207e-03,5.9136613436e-03,6.0061685835e-03,5.8480178267e-03,5.6731563566e-03,5.5178870418e-03,5.3883199754e-03,5.2591251775e-03,5.1342423840e-03,5.0090430997e-03,4.9085399243e-03,4.8247474623e-03,4.7255973528e-03,4.6477953454e-03,4.5706698709e-03,4.4942209293e-03,4.4421516060e-03,2.6202982874e-03
83.5,4.4782362603e-03,5.9705275702e-03,6.5745523939e-03,6.4505320298e-03,6.3258651937e-03,6.2273070797e-03,6.1456667319e-03,5.9921712523e-03,5.9009329003e-03,5.9931910786e-03,5.8355297542e-03,5.6612187131e-03,5.5064327328e-03,5.3772688428e-03,5.2484763740e-03,5.1239866749e-03,4.9991811107e-03,4.8989937715e-03,4.8154561488e-03,4.7166188121e-03,4.6390588959e-03,4.5621739810e-03,4.4859640673e-03,4.4340565134e-03,2.6168355653e-03
84,4.4709871914e-03,5.9575533017e-03,6.5599233236e-03,6.4362507710e-03,6.3119324582e-03,6.2136420735e-03,6.1322309562e-03,5.9791488053e-03,5.8883217676e-03,5.9803331732e-03,5.8231564691e-03,5.6493904245e-03,5.4950830204e-03,5.3663183381e-03,5.2379242372e-03,5.1138237527e-03,4.9894080233e-03,4.8895334043e-03,4.8062481259e-03,4.7077204729e-03,4.6304002652e-03,4.5537535405e-03,4.4777802988e-03,4.4260329226e-03,2.6134008348e-03
84.5,4.4637993176e-03,5.9446990946e-03,6.5454299683e-03,6.4221019151e-03,6.2981288076e-03,6.2001036275e-03,6.1189195562e-03,5.9662468444e-03,5.8758267632e-03,5.9675936616e-03,5.8108968195e-03,5.6376703989e-03,5.4838368656e-03,5.3554674663e-03,5.2274678159e-03,5.1037527092e-03,4.9797229725e-03,4.8801579924e-03,4.7971225907e-03,4.6989015670e-03,4.6218187112e-03,4.5454078336e-03,4.4696689342e-03,4.4180801614e-03,2.6099938804e-03
85,4.4566721055e-03,5.9319637330e-03,6.5310709473e-03,6.4080841166e-03,6.2844529317e-03,6.1866904580e-03,6.1057312714e-03,5.9534641498e-03,5.8634467194e-03,5.9549713536e-03,5.7987496672e-03,5.6260575579e-03,5.4726932419e-03,5.3447152441e-03,5.2171061703e-03,5.0937726471e-03,4.9701251034e-03,4.8708667150e-03,4.7880787495e-03,4.6901613344e-03,4.6133135002e-03,4.5371361526e-03,4.4616292916e-03,4.4101975654e-03,2.6066144877e-03
85.5,4.4496050273e-03,5.9193460160e-03,6.5168448971e-03,6.3941960465e-03,6.2709035365e-03,6.1734012972e-03,6.0926648567e-03,5.9407995166e-03,5.8511804825e-03,5.9424650730e-03,5.7867138881e-03,5.6145508360e-03,5.4616511352e-03,5.3340607001e-03,5.2068383716e-03,5.0838826796e-03,4.9606135715e-03,4.8616587612e-03,4.7791158182e-03,4.6814990244e-03,4.6048839069e-03,4.5289377977e-03,4.4536606966e-03,4.4023844774e-03,2.6032624443e-03
86,4.4425975605e-03,5.9068447576e-03,6.5027504708e-03,6.3804363925e-03,6.2574793436e-03,6.1602348925e-03,6.0797190824e-03,5.9282517548e-03,5.8390269132e-03,5.9300736582e-03,5.7747883715e-03,5.6031491805e-03,5.4507095433e-03,5.3235028746e-03,5.1966635022e-03,5.0740819304e-03,4.9511875416e-03,4.8525333292e-03,4.7702330212e-03,4.6729138945e-03,4.5965292143e-03,4.5208120770e-03,4.4457624825e-03,4.3946402475e-03,2.5999375389e-03
86.5,4.4356491876e-03,5.8944587860e-03,6.4887863383e-03,6.3668038581e-03,6.2441790906e-03,6.1471900069e-03,6.0668927337e-03,5.9158196886e-03,5.8269848857e-03,5.9177959614e-03,5.7629720202e-03,5.5918515513e-03,5.4398674760e-03,5.3130408188e-03,5.1865806550e-03,5.0643695332e-03,4.9418461885e-03,4.8434896264e-03,4.7614295921e-03,4.6644052107e-03,4.5882487134e-03,4.5127583065e-03,4.4379339899e-03,4.3869642329e-03,2.5966395620e-03
87,4.4287593967e-03,5.8821869435e-03,6.4749511854e-03,6.3532971625e-03,6.2310015302e-03,6.1342654182e-03,6.0541846104e-03,5.9035021566e-03,5.8150532878e-03,5.9056308488e-03,5.7512637499e-03,5.5806569206e-03,5.4291239548e-03,5.3026735955e-03,5.1765889335e-03,5.0547446320e-03,4.9325886964e-03,4.8345268694e-03,4.7527047730e-03,4.6559722473e-03,4.5800417031e-03,4.5047758095e-03,4.4301745666e-03,4.3793557982e-03,2.5933683055e-03
87.5,4.4219276807e-03,5.8700280865e-03,6.4612437140e-03,6.3399150405e-03,6.2179454300e-03,6.1214599190e-03,6.0415935269e-03,5.8912980112e-03,5.8032310204e-03,5.8935771999e-03,5.7396624895e-03,5.5695642727e-03,5.4184780126e-03,5.2924002779e-03,5.1666874518e-03,5.0452063804e-03,4.9234142586e-03,4.8256442835e-03,4.7440578147e-03,4.6476142866e-03,4.5719074901e-03,4.4968639171e-03,4.4224835677e-03,4.3718143146e-03,2.5901235627e-03
88,4.4151535376e-03,5.8579810851e-03,6.4476626415e-03,6.3266562422e-03,6.2050095728e-03,6.1087723165e-03,6.0291183118e-03,5.8792061187e-03,5.7915169976e-03,5.8816339076e-03,5.7281671801e-03,5.5585726040e-03,5.4079286938e-03,5.2822199505e-03,5.1568753341e-03,5.0357539418e-03,4.9143220781e-03,4.8168411029e-03,4.7354879763e-03,4.6393306191e-03,4.5638453888e-03,4.4890219676e-03,4.4148603553e-03,4.3643391601e-03,2.5869051285e-03
88.5,4.4084364703e-03,5.8460448226e-03,6.4342067008e-03,6.3135195325e-03,6.1921927556e-03,6.0962014318e-03,6.0167578076e-03,5.8672253589e-03,5.7799101465e-03,5.8697998781e-03,5.7167767758e-03,5.5476809224e-03,5.3974750536e-03,5.2721317080e-03,5.1471517145e-03,5.0263864891e-03,4.9053113663e-03,4.8081165703e-03,4.7269945253e-03,4.6311205430e-03,4.5558547213e-03,4.4812493064e-03,4.4073042984e-03,4.3569297197e-03,2.5837127992e-03
89,4.4017759867e-03,5.8342181958e-03,6.4208746398e-03,6.3005036910e-03,6.1794937898e-03,6.0837461004e-03,6.0045108705e-03,5.8553546246e-03,5.7684094064e-03,5.8580740301e-03,5.7054902424e-03,5.5368882474e-03,5.3871161583e-03,5.2621346557e-03,5.1375157371e-03,5.0171032048e-03,4.8963813439e-03,4.7994699369e-03,4.7185767372e-03,4.6229833643e-03,4.5479348168e-03,4.4735452863e-03,4.3998147729e-03,4.3495853848e-03,2.5805463726e-03
89.5,4.3951715994e-03,5.8225001143e-03,6.4076652213e-03,6.2876075118e-03,6.1669115008e-03,6.0714051711e-03,5.9923763703e-03,5.8435928219e-03,5.7570137294e-03,5.8464552952e-03,5.6943065581e-03,5.5261936099e-03,5.3768510848e-03,5.2522279089e-03,5.1279665559e-03,5.0079032802e-03,4.8875312401e-03,4.7909004623e-03,4.7102338957e-03,4.6149183967e-03,4.5400850121e-03,4.4659092670e-03,4.3923911612e-03,4.3423055533e-03,2.5774056480e-03
90,4.3886228256e-03,5.8108895005e-03,6.3945772226e-03,6.2748298032e-03,6.1544447279e-03,6.0591775068e-03,5.9803531899e-03,5.8319388695e-03,5.7457220794e-03,5.8349426172e-03,5.6832247128e-03,5.5155960520e-03,5.3666789207e-03,5.2424105932e-03,5.1185033341e-03,4.9987859160e-03,4.8787602927e-03,4.7824074142e-03,4.7019652921e-03,4.6069249612e-03,4.5323046512e-03,4.4583406149e-03,4.3850328525e-03,4.3350896297e-03,2.5742904259e-03
90.5,4.3821291874e-03,5.7993852894e-03,6.3816094355e-03,6.2621693874e-03,6.1420923240e-03,6.0470619831e-03,5.9684402253e-03,5.8203916990e-03,5.7345334326e-03,5.8235349523e-03,5.6722437080e-03,5.5050946266e-03,5.3565987639e-03,5.2326818439e-03,5.1091252446e-03,4.9897503217e-03,4.8700677481e-03,4.7739900684e-03,4.6937702257e-03,4.5990023863e-03,4.5245930849e-03,4.4508387036e-03,4.3777392425e-03,4.3279370245e-03,2.5712005086e-03
91,4.3756902113e-03,5.7879864284e-03,6.3687606658e-03,6.2496251005e-03,6.1298531553e-03,6.0350574891e-03,5.9566363855e-03,5.8089502542e-03,5.7234467770e-03,5.8122312687e-03,5.6613625567e-03,5.4946883974e-03,5.3466097224e-03,5.2230408061e-03,5.0998314694e-03,4.9807957157e-03,4.8614528610e-03,4.7656477086e-03,4.6856480035e-03,4.5911500078e-03,4.5169496712e-03,4.4434029130e-03,4.3705097332e-03,4.3208471547e-03,2.5681356995e-03
91.5,4.3693054284e-03,5.7766918771e-03,6.3560297332e-03,6.2371957920e-03,6.1177261010e-03,6.0231629265e-03,5.9449405918e-03,5.7976134910e-03,5.7124611119e-03,5.8010305465e-03,5.6505802830e-03,5.4843764387e-03,5.3367109145e-03,5.2134866346e-03,5.0906211997e-03,4.9719213248e-03,4.8529148940e-03,4.7573796264e-03,4.6775979396e-03,4.5833671686e-03,4.5093737751e-03,4.4360326298e-03,4.3633437329e-03,4.3138194432e-03,2.5650958035e-03
92,4.3629743742e-03,5.7655006068e-03,6.3434154710e-03,6.2248803246e-03,6.1057100536e-03,6.0113772099e-03,5.9333517783e-03,5.7863803775e-03,5.7015754483e-03,5.7899317772e-03,5.6398959225e-03,5.4741578355e-03,5.3269014682e-03,5.2040184934e-03,5.0814936356e-03,4.9631263846e-03,4.8444531181e-03,4.7491851210e-03,4.6696193560e-03,4.5756532186e-03,4.5018647680e-03,4.4287272472e-03,4.3562406563e-03,4.3068533192e-03,2.5620806270e-03
92.5,4.3566965886e-03,5.7544116008e-03,6.3309167262e-03,6.2126775742e-03,6.0938039179e-03,5.9996992661e-03,5.9218688909e-03,5.7752498935e-03,5.6907888083e-03,5.7789339639e-03,5.6293085211e-03,5.4640316828e-03,5.3171805213e-03,5.1946355560e-03,5.0724479859e-03,4.9544101389e-03,4.8360668120e-03,4.7410634991e-03,4.6617115817e-03,4.5680075147e-03,4.4944220282e-03,4.4214861646e-03,4.3491999240e-03,4.2999482175e-03,2.5590899776e-03
93,4.3504716160e-03,5.7434238540e-03,6.3185323586e-03,6.2005864296e-03,6.0820066114e-03,5.9881280343e-03,5.9104908879e-03,5.7642210305e-03,5.6801002250e-03,5.7680361211e-03,5.6188171360e-03,5.4539970858e-03,5.3075472212e-03,5.1853370048e-03,5.0634834684e-03,4.9457718397e-03,4.8277552623e-03,4.7330140751e-03,4.6538739530e-03,4.5604294206e-03,4.4870449405e-03,4.4143087879e-03,4.3422209626e-03,4.2931035789e-03,2.5561236644e-03
93.5,4.3442990048e-03,5.7325363725e-03,6.3062612414e-03,6.1886057921e-03,6.0703170641e-03,5.9766624658e-03,5.8992167392e-03,5.7532927913e-03,5.6695087427e-03,5.7572372741e-03,5.6084208347e-03,5.4440531597e-03,5.2980007245e-03,5.1761220315e-03,5.0545993093e-03,4.9372107473e-03,4.8195177634e-03,4.7250361705e-03,4.6461058131e-03,4.5529183067e-03,4.4797328962e-03,4.4071945290e-03,4.3353032050e-03,4.2863188501e-03,2.5531814979e-03
94,4.3381783077e-03,5.7217481739e-03,6.2941022603e-03,6.1767345758e-03,6.0587342177e-03,5.9653015237e-03,5.8880454265e-03,5.7424641901e-03,5.6590134161e-03,5.7465364594e-03,5.5981186949e-03,5.4341990294e-03,5.2885401976e-03,5.1669898363e-03,5.0457947431e-03,4.9287261300e-03,4.8113536170e-03,4.7171291142e-03,4.6384065124e-03,4.5454735501e-03,4.4724852930e-03,4.4001428061e-03,4.3284460895e-03,4.2795934832e-03,2.5502632899e-03
94.5,4.3321090816e-03,5.7110582866e-03,6.2820543139e-03,6.1649717066e-03,6.0472570264e-03,5.9540441828e-03,5.8769759427e-03,5.7317342520e-03,5.6486133104e-03,5.7359327241e-03,5.5879098050e-03,5.4244338296e-03,5.2791648154e-03,5.1579396283e-03,5.0370690127e-03,4.9203172637e-03,4.8032621325e-03,4.7092922421e-03,4.6307754080e-03,4.5380945343e-03,4.4653015347e-03,4.3931530434e-03,4.3216490605e-03,4.2729269362e-03,2.5473688535e-03
95,4.3260908876e-03,5.7004657500e-03,6.2701163130e-03,6.1533161229e-03,6.0358844556e-03,5.9428894293e-03,5.8660072923e-03,5.7211020134e-03,5.6383075015e-03,5.7254251260e-03,5.5777932631e-03,5.4147567043e-03,5.2698737624e-03,5.1489706253e-03,5.0284213693e-03,4.9119834323e-03,4.7952426265e-03,4.7015248972e-03,4.6232118638e-03,4.5307806494e-03,4.4581810315e-03,4.3862246709e-03,4.3149115678e-03,4.2663186723e-03,2.5444980032e-03
95.5,4.3201232906e-03,5.6899696142e-03,6.2582871807e-03,6.1417667747e-03,6.0246154826e-03,5.9318362609e-03,5.8551384908e-03,5.7105665209e-03,5.6280950752e-03,5.7150127332e-03,5.5677681774e-03,5.4051668072e-03,5.2606662315e-03,5.1400820533e-03,5.0198510719e-03,4.9037239274e-03,4.7872944230e-03,4.6938264295e-03,4.6157152505e-03,4.5235312917e-03,4.4511231995e-03,4.3793571246e-03,4.3082330670e-03,4.2597681605e-03,2.5416505548e-03
96,4.3142058596e-03,5.6795689399e-03,6.2465658520e-03,6.1303226240e-03,6.0134490961e-03,5.9208836864e-03,5.8443685646e-03,5.7001268322e-03,5.6179751276e-03,5.7046946240e-03,5.5578336658e-03,5.3956633008e-03,5.2515414247e-03,5.1312731469e-03,5.0113573875e-03,4.8955380480e-03,4.7794168530e-03,4.6861961956e-03,4.6082849450e-03,4.5163458639e-03,4.4441274609e-03,4.3725498460e-03,4.3016130193e-03,4.2532748748e-03,2.5388263255e-03
96.5,4.3083381676e-03,5.6692627980e-03,6.2349512741e-03,6.1189826440e-03,6.0023842958e-03,5.9100307257e-03,5.8336965509e-03,5.6897820151e-03,5.6079467647e-03,5.6944698872e-03,5.5479888560e-03,5.3862453571e-03,5.2424985523e-03,5.1225431488e-03,5.0029395912e-03,4.8874251005e-03,4.7716092546e-03,4.6786335589e-03,4.6009203311e-03,4.5092237746e-03,4.4371932439e-03,4.3658022827e-03,4.2950508912e-03,4.2468382947e-03,2.5360251337e-03
97,4.3025197913e-03,5.6590502698e-03,6.2234424054e-03,6.1077458196e-03,5.9914200926e-03,5.8992764092e-03,5.8231214976e-03,5.6795311477e-03,5.5980091021e-03,5.6843376211e-03,5.5382328851e-03,5.3769121568e-03,5.2335368335e-03,5.1138913098e-03,4.9945969654e-03,4.8793843987e-03,4.7638709728e-03,4.6711378896e-03,4.5936207987e-03,4.5021644388e-03,4.4303199824e-03,4.3591138876e-03,4.2885461545e-03,4.2404579049e-03,2.5332467991e-03
97.5,4.2967503116e-03,5.6489304468e-03,6.2120382163e-03,6.0966111468e-03,5.9805555084e-03,5.8886197784e-03,5.8126424630e-03,5.6693733185e-03,5.5881612652e-03,5.6742969342e-03,5.5285648993e-03,5.3676628894e-03,5.2246554954e-03,5.1053168885e-03,4.9863288003e-03,4.8714152636e-03,4.7562013595e-03,4.6637085642e-03,4.5863857441e-03,4.4951672773e-03,4.4235071162e-03,4.3524841192e-03,4.2820982864e-03,4.2341331952e-03,2.5304911428e-03
98,4.2910293128e-03,5.6389024302e-03,6.2007376881e-03,6.0855776324e-03,5.9697895757e-03,5.8780598850e-03,5.8022585158e-03,5.6593076255e-03,5.5784023889e-03,5.6643469443e-03,5.5189840545e-03,5.3584967533e-03,5.2158537736e-03,5.0968191518e-03,4.9781343936e-03,4.8635170234e-03,4.7485997732e-03,4.6563449659e-03,4.5792145699e-03,4.4882317168e-03,4.4167540906e-03,4.3459124415e-03,4.2757067695e-03,4.2278636605e-03,2.5277579871e-03
98.5,4.2853563831e-03,5.6289653310e-03,6.1895398134e-03,6.0746442943e-03,5.9591213375e-03,5.8675957911e-03,5.7919687346e-03,5.6493331770e-03,5.5687316173e-03,5.6544867792e-03,5.5094895154e-03,5.3494129554e-03,5.2071309118e-03,5.0883973738e-03,4.9700130503e-03,4.8556890130e-03,4.7410655793e-03,4.6490464838e-03,4.5721066846e-03,4.4813571900e-03,4.4100603566e-03,4.3393983238e-03,4.2693710913e-03,4.2216488007e-03,2.5250471554e-03
99,4.2797311144e-03,5.6191182701e-03,6.1784435961e-03,6.0638101612e-03,5.9485498475e-03,5.8572265691e-03,5.7817722084e-03,5.6394490906e-03,5.5591481040e-03,5.6447155757e-03,5.5000804556e-03,5.3404107109e-03,5.1984861617e-03,5.0800508368e-03,4.9619640828e-03,4.8479305747e-03,4.7335981494e-03,4.6418125138e-03,4.5650615028e-03,4.4745431350e-03,4.4034253709e-03,4.3329412407e-03,4.2630907444e-03,4.2154881206e-03,2.5223584729e-03
99.5,4.2741531023e-03,5.6117534514e-03,6.1701431626e-03,6.0556996832e-03,5.9406298792e-03,5.8494605438e-03,5.7741308107e-03,5.6320475674e-03,5.5518349815e-03,5.6372396840e-03,5.4928238592e-03,5.3333944090e-03,5.1916845460e-03,5.0734284246e-03,4.9555202364e-03,4.8416583144e-03,4.7274979505e-03,4.6358506114e-03,4.5592168978e-03,4.4688345136e-03,4.3978244118e-03,4.3274467875e-03,4.2577016407e-03,4.2101710767e-03,2.5196917653e-03
100,4.2713469677e-03,5.6043640908e-03,6.1618072241e-03,6.0475687227e-03,5.9327041974e-03,5.8416856702e-03,5.7664915553e-03,5.6246391710e-03,5.5447919567e-03,5.6300773193e-03,5.4859884328e-03,5.3269323109e-03,5.1855469832e-03,5.0675614703e-03,4.9499235530e-03,4.8363282704e-03,4.7224347889e-03,4.6310012922e-03,4.5545350308e-03,4.4643652903e-03,4.3935176216e-03,4.3233018309e-03,4.2537179184e-03,4.2062957917e-03,2.5184017893e-03
100.5,4.2658533768e-03,5.5947641698e-03,6.1509900314e-03,6.0370068885e-03,5.9223982679e-03,5.8315768588e-03,5.7565510052e-03,5.6150031189e-03,5.5354480419e-03,5.6205503969e-03,5.4768141271e-03,5.3181540836e-03,5.1771168352e-03,5.0594216820e-03,4.9420734966e-03,4.8287610752e-03,4.7151509228e-03,4.6239447265e-03,4.5476623038e-03,4.4577175871e-03,4.3870442722e-03,4.3170016970e-03,4.2475898617e-03,4.2002842514e-03,2.5157742485e-03
101,4.2604059585e-03,5.5852510817e-03,6.1402708633e-03,6.0265407176e-03,5.9121856360e-03,5.8215595375e-03,5.7467003882e-03,5.6054542129e-03,5.5261882990e-03,5.6111092898e-03,5.4677222883e-03,5.3094545491e-03,5.1687620709e-03,5.0513545173e-03,4.9342933091e-03,4.8212610535e-03,4.7079315309e-03,4.6169504700e-03,4.5408501468e-03,4.4511283085e-03,4.3806276902e-03,4.3107566831e-03,4.2415152873e-03,4.1943250862e-03,2.5131682203e-03
101.5,4.2550043204e-03,5.5758239894e-03,6.1296487716e-03,6.0161692852e-03,5.9020654006e-03,5.8116328231e-03,5.7369388368e-03,5.5959916129e-03,5.5170119216e-03,5.6017531758e-03,5.4587121293e-03,5.3008329595e-03,5.1604819768e-03,5.0433592914e-03,4.9265823344e-03,4.8138275774e-03,4.7007760134e-03,4.6100179454e-03,4.5340980005e-03,4.4445969178e-03,4.3742673559e-03,4.3045662866e-03,4.2354937099e-03,4.1884178222e-03,2.5105835349e-03
102,4.2496480734e-03,5.5664820648e-03,6.1191228180e-03,6.0058916767e-03,5.8920366704e-03,5.8017958420e-03,5.7272654927e-03,5.5866144880e-03,5.5079181118e-03,5.5924812416e-03,5.4497828709e-03,5.2922885748e-03,5.1522758470e-03,5.0354353266e-03,4.9189399231e-03,4.8064600253e-03,4.6936837766e-03,4.6031465813e-03,4.5274053114e-03,4.4381228834e-03,4.3679627549e-03,4.2984300101e-03,4.2295246489e-03,4.1825619902e-03,2.5080200233e-03
102.5,4.2443368321e-03,5.5572244885e-03,6.1086920746e-03,5.9957069870e-03,5.8820985635e-03,5.7920477299e-03,5.7176795069e-03,5.5773220159e-03,5.4989060803e-03,5.5832926823e-03,5.4409337423e-03,5.2838206625e-03,5.1441429827e-03,5.0275819523e-03,4.9113654326e-03,4.7991577820e-03,4.6866542327e-03,4.5963358120e-03,4.5207715312e-03,4.4317056791e-03,4.3617133779e-03,4.2923473609e-03,4.2236076282e-03,4.1767571255e-03,2.5054775181e-03
