energy_MeV_per_u,section_00_mass_xs_per_mm_at_1g_cm3,section_01_mass_xs_per_mm_at_1g_cm3,section_02_mass_xs_per_mm_at_1g_cm3,section_03_mass_xs_per_mm_at_1g_cm3,section_04_mass_xs_per_mm_at_1g_cm3,section_05_mass_xs_per_mm_at_1g_cm3,section_06_mass_xs_per_mm_at_1g_cm3,section_07_mass_xs_per_mm_at_1g_cm3,section_08_mass_xs_per_mm_at_1g_cm3,section_09_mass_xs_per_mm_at_1g_cm3,section_10_mass_xs_per_mm_at_1g_cm3,section_11_mass_xs_per_mm_at_1g_cm3,section_12_mass_xs_per_mm_at_1g_cm3,section_13_mass_xs_per_mm_at_1g_cm3,section_14_mass_xs_per_mm_at_1g_cm3,section_15_mass_xs_per_mm_at_1g_cm3,section_16_mass_xs_per_mm_at_1g_cm3,section_17_mass_xs_per_mm_at_1g_cm3,section_18_mass_xs_per_mm_at_1g_cm3,section_19_mass_xs_per_mm_at_1g_cm3,section_20_mass_xs_per_mm_at_1g_cm3,section_21_mass_xs_per_mm_at_1g_cm3,section_22_mass_xs_per_mm_at_1g_cm3,section_23_mass_xs_per_mm_at_1g_cm3,section_24_mass_xs_per_mm_at_1g_cm3
15.100000,6.411468318621e-03,9.952483363684e-03,1.109330672437e-02,1.085558379780e-02,1.061699114184e-02,1.043192053644e-02,1.027525774821e-02,9.988516859793e-03,9.744832228720e-03,9.913230713357e-03,9.590796226579e-03,9.230393732713e-03,8.912658707600e-03,8.647568642156e-03,8.383116836998e-03,8.125717197729e-03,7.867826668739e-03,7.660912787281e-03,7.491966912902e-03,7.287309210893e-03,7.128148294820e-03,6.970115468476e-03,6.813210731841e-03,6.706791753038e-03,3.405776231930e-03
15.600000,6.388623589396e-03,9.890595183226e-03,1.102207319546e-02,1.078634477527e-02,1.054975115777e-02,1.036618046686e-02,1.021083559827e-02,9.926399523667e-03,9.685704694880e-03,9.852875850918e-03,9.533455834507e-03,9.176469509725e-03,8.861718889961e-03,8.599118679988e-03,8.337151854263e-03,8.082192467438e-03,7.826744640897e-03,7.621789128834e-03,7.454399925170e-03,7.251686214157e-03,7.094019513128e-03,6.937473712620e-03,6.782048812642e-03,6.676627787425e-03,3.401599214550e-03
16.100000,6.365658434474e-03,9.829693134908e-03,1.095205038446e-02,1.071826780686e-02,1.048362439471e-02,1.030151789289e-02,1.014745867745e-02,9.865272779376e-03,9.627479149429e-03,9.793446499656e-03,9.476960783576e-03,9.123299280946e-03,8.811453560928e-03,8.551276844906e-03,8.291728778145e-03,8.039144368708e-03,7.786073945590e-03,7.583024476387e-03,7.417150793725e-03,7.216329022743e-03,7.060116745580e-03,6.905018317526e-03,6.751033738594e-03,6.646584099885e-03,3.396901680700e-03
16.600000,6.342624021004e-03,9.769765174572e-03,1.088321550151e-02,1.065133247520e-02,1.041859282059e-02,1.023791647190e-02,1.008511222347e-02,9.805124432674e-03,9.570148660156e-03,9.734935003760e-03,9.421307741180e-03,9.070884664717e-03,8.761868632903e-03,8.504052635656e-03,8.246860685047e-03,7.996589517316e-03,7.745834736871e-03,7.544641817871e-03,7.380244712771e-03,7.181265655883e-03,7.026470159637e-03,6.872781594431e-03,6.720199960286e-03,6.616696574882e-03,3.391751460760e-03
17.100000,6.319563457571e-03,9.710796816317e-03,1.081554410163e-02,1.058551652994e-02,1.035463639099e-02,1.017535772718e-02,1.002377922068e-02,9.745939852455e-03,9.513703374249e-03,9.677330801530e-03,9.366490105590e-03,9.019223592090e-03,8.712965969615e-03,8.457451200215e-03,8.202555999435e-03,7.954539578045e-03,7.706041918970e-03,7.506658652369e-03,7.343701203290e-03,7.146518220670e-03,6.993103829905e-03,6.840789581140e-03,6.689575474355e-03,6.586994522361e-03,3.386207351910e-03
17.600000,6.296513111292e-03,9.652771792134e-03,1.074901067031e-02,1.052079649047e-02,1.029173366952e-02,1.011382167945e-02,9.963441043403e-03,9.687702630693e-03,9.458131236564e-03,9.620621147188e-03,9.312498767954e-03,8.968311115431e-03,8.664744234797e-03,8.411474218237e-03,8.158819409708e-03,7.913002213898e-03,7.666706128842e-03,7.469087999019e-03,7.307535142477e-03,7.112103968085e-03,6.960036814257e-03,6.809063138138e-03,6.659182939749e-03,6.557501807339e-03,3.380320494440e-03
18.100000,6.273503687773e-03,9.595672568264e-03,1.068358907427e-02,1.045714811213e-02,1.022986230921e-02,1.005328733834e-02,9.904077957611e-03,9.630395099046e-03,9.403418556064e-03,9.564791679710e-03,9.259322716076e-03,8.918140052393e-03,8.617199570953e-03,8.366120608564e-03,8.115652604580e-03,7.871981851249e-03,7.627834530096e-03,7.431939214123e-03,7.271757598170e-03,7.078036150587e-03,6.927284028610e-03,6.777618840843e-03,6.629040587296e-03,6.528237771059e-03,3.374135509590e-03
18.600000,6.250561120996e-03,9.539480750190e-03,1.061925290777e-02,1.039454674589e-02,1.016899942608e-02,9.993733084801e-03,9.845669512470e-03,9.573998733827e-03,9.349550453399e-03,9.509826871969e-03,9.206949513581e-03,8.868701500044e-03,8.570326143423e-03,8.321387098604e-03,8.073054867590e-03,7.831480299283e-03,7.589431457387e-03,7.395218655343e-03,7.236376508449e-03,7.044324721514e-03,6.894856961551e-03,6.746469709127e-03,6.599162964254e-03,6.499217985653e-03,3.367691445130e-03
19.100000,6.227707310143e-03,9.484177399789e-03,1.055597575768e-02,1.033296761554e-02,1.010912188830e-02,9.935136968307e-03,9.788194845648e-03,9.518494473191e-03,9.296511214984e-03,9.455710385514e-03,9.155365681081e-03,8.819985246337e-03,8.524116578120e-03,8.277268683954e-03,8.031023558519e-03,7.791497253193e-03,7.551498941165e-03,7.358930224052e-03,7.201397237228e-03,7.010976908104e-03,6.862764260291e-03,6.715625806476e-03,6.569561546654e-03,6.470454875031e-03,3.361022565240e-03
19.600000,6.204960732205e-03,9.429743283797e-03,1.049373140514e-02,1.027238603000e-02,1.005020653939e-02,9.877476937159e-03,9.731632920751e-03,9.463862965401e-03,9.244284572939e-03,9.402425350943e-03,9.104556999594e-03,8.771980100194e-03,8.478562314520e-03,8.233759000406e-03,7.989554504549e-03,7.752030704347e-03,7.514037136949e-03,7.323075809515e-03,7.166823030141e-03,6.977997682535e-03,6.831012213354e-03,6.685094734070e-03,6.540245244719e-03,6.441958228144e-03,3.354159013170e-03
20.100000,6.182336953667e-03,9.376159067681e-03,1.043249397774e-02,1.021277754505e-02,9.992230369437e-03,9.820731016282e-03,9.675962711542e-03,9.410084762662e-03,9.192853926583e-03,9.349954589236e-03,9.054508752106e-03,8.724674156227e-03,8.433653890495e-03,8.190850625807e-03,7.948642318822e-03,7.713077275439e-03,7.477044677131e-03,7.287655654170e-03,7.132655389959e-03,6.945390150818e-03,6.799605149256e-03,6.654882039591e-03,6.511220821828e-03,6.413735624507e-03,3.347127369890e-03
20.600000,6.159849059193e-03,9.323405466470e-03,1.037223806280e-02,1.015411808509e-02,9.935170645629e-03,9.764877443336e-03,9.621163343861e-03,9.357140471720e-03,9.142202517131e-03,9.298280786347e-03,9.005205915780e-03,8.678055007584e-03,8.389381172937e-03,8.148535325280e-03,7.908280660473e-03,7.674632495286e-03,7.440518960288e-03,7.252668654700e-03,7.098894386772e-03,6.913155874443e-03,6.768545767290e-03,6.624991556777e-03,6.482493242894e-03,6.385792788609e-03,3.339951126770e-03
21.100000,6.137508012557e-03,9.271463361323e-03,1.031293879025e-02,1.009638403374e-02,9.879005010427e-03,9.709894772272e-03,9.567214204043e-03,9.305010870297e-03,9.092313565183e-03,9.247386629944e-03,8.956633314725e-03,8.632109916757e-03,8.345733544067e-03,8.106804250785e-03,7.868462447225e-03,7.636691024304e-03,7.404456389818e-03,7.218112610928e-03,7.065538914787e-03,6.881295137746e-03,6.737835412562e-03,6.595425688296e-03,6.454065964981e-03,6.358133885676e-03,3.332651087350e-03
21.600000,6.115322961135e-03,9.220313888900e-03,1.025457189163e-02,1.003955229964e-02,9.823711554290e-03,9.655761950643e-03,9.514095021203e-03,9.253676996188e-03,9.043170378373e-03,9.197254916645e-03,8.908775740925e-03,8.586825952614e-03,8.302700052478e-03,8.065648103646e-03,7.829180029480e-03,7.599246840120e-03,7.368852570802e-03,7.183984431909e-03,7.032586905607e-03,6.849807170254e-03,6.707474305267e-03,6.566185642081e-03,6.425941180654e-03,6.330761769696e-03,3.325245709850e-03
22.100000,6.093301493849e-03,9.169938509006e-03,1.019711374031e-02,9.983600362883e-03,9.769268868362e-03,9.602458376657e-03,9.461785928061e-03,9.203120214761e-03,8.994756435135e-03,9.147868634956e-03,8.861618049705e-03,8.542190100093e-03,8.260269535147e-03,8.025057266873e-03,7.790425332926e-03,7.562293390390e-03,7.333702473152e-03,7.150280307235e-03,7.000035505697e-03,6.818690332341e-03,6.677461732637e-03,6.537271629215e-03,6.398120022051e-03,6.303678191528e-03,3.317751400500e-03
