# Canonical Geant4/TOPAS C12 Stopping Power Table for 25 Schneider Sections
energy_mevu,section_id,material_name,density_g_cm3,mass_stopping_power_mev_mm_per_g_cm3,linear_stopping_power_mev_per_mm,csda_range_mm
33.91,23,PatientTissueFromHU2247,2.4196000,53.7820906200,130.1311465000,1.7555520600
33.91,24,PatientTissueFromHU2995,4.5524800,41.7528435500,190.0789852000,1.2187786580
34.01,0,PatientTissueFromHUNegative975,0.0393235,53.4969520100,2.1036873930,108.6375736000
34.01,1,PatientTissueFromHUNegative535,0.4700410,60.8333761000,28.5941809400,7.9600768680
34.01,2,PatientTissueFromHUNegative102,0.8749110,62.5733632300,54.7461237900,4.1478762510
34.01,3,PatientTissueFromHUNegative68,0.9126860,62.2087383300,56.7770445500,4.0012807240
34.01,4,PatientTissueFromHUNegative38,0.9471830,61.8305557600,58.5648513000,3.8809157220
34.01,5,PatientTissueFromHUNegative8,0.9803890,61.5637211700,60.3563950400,3.7671573360
34.01,6,PatientTissueFromHU12,1.0038600,61.3177548700,61.5544414000,3.6949861250
34.01,7,PatientTissueFromHU49,1.0430800,60.8801981200,63.5029170600,3.5838946020
34.01,8,PatientTissueFromHU100,1.0788000,60.2861321800,65.0366794000,3.4998034770
34.01,9,PatientTissueFromHU160,1.1085700,60.2987998400,66.8454405400,3.4041123960
34.01,10,PatientTissueFromHU250,1.1660600,59.6313662900,69.5337509800,3.2744999090
34.01,11,PatientTissueFromHU350,1.2314600,58.8862772800,72.5160950200,3.1419511030
34.01,12,PatientTissueFromHU450,1.2965800,58.2288252400,75.4983302300,3.0197594580
34.01,13,PatientTissueFromHU550,1.3606300,57.6823951700,78.4843973400,2.9064513580
34.01,14,PatientTissueFromHU650,1.4258500,57.1346495200,81.4654400200,2.8016434700
34.01,15,PatientTissueFromHU750,1.4919000,56.6024063800,84.4451300800,2.7042420290
34.01,16,PatientTissueFromHU850,1.5592200,56.0657932000,87.4189060700,2.6137008350
34.01,17,PatientTissueFromHU950,1.6247800,55.6380053100,90.3995182600,2.5286750250
34.01,18,PatientTissueFromHU1050,1.6890400,55.2876499600,93.3830522800,2.4488818670
34.01,19,PatientTissueFromHU1150,1.7563600,54.8619287700,96.3572972200,2.3743977290
34.01,20,PatientTissueFromHU1250,1.8216000,54.5327913500,99.3369327200,2.3040517890
34.01,21,PatientTissueFromHU1350,1.8875600,54.2047159100,102.3146536000,2.2378501350
34.01,22,PatientTissueFromHU1450,1.9542400,53.8776848100,105.2899268000,2.1754484630
34.01,23,PatientTissueFromHU2247,2.4196000,53.6557879600,129.8255446000,1.7647843710
34.01,24,PatientTissueFromHU2995,4.5524800,41.6578108400,189.6463507000,1.2250990190
34.11,0,PatientTissueFromHUNegative975,0.0393235,53.3711572700,2.0987407030,109.2086723000
34.11,1,PatientTissueFromHUNegative535,0.4700410,60.6895733100,28.5265877300,8.0020931290
34.11,2,PatientTissueFromHUNegative102,0.8749110,62.4249927400,54.6163128300,4.1698216390
34.11,3,PatientTissueFromHUNegative68,0.9126860,62.0613189400,56.6424969400,4.0224411090
34.11,4,PatientTissueFromHUNegative38,0.9471830,61.6841243100,58.4261539200,3.9014301290
34.11,5,PatientTissueFromHUNegative8,0.9803890,61.4179923900,60.2135241400,3.7870628070
34.11,6,PatientTissueFromHU12,1.0038600,61.1726671900,61.4087936900,3.7145041640
34.11,7,PatientTissueFromHU49,1.0430800,60.7362638100,63.3527820600,3.6028137450
34.11,8,PatientTissueFromHU100,1.0788000,60.1436406100,64.8829594900,3.5182764430
34.11,9,PatientTissueFromHU160,1.1085700,60.1562512500,66.6874154500,3.4220855090
34.11,10,PatientTissueFromHU250,1.1660600,59.4905232800,69.3695195800,3.2917781280
34.11,11,PatientTissueFromHU350,1.2314600,58.7473324100,72.3449899700,3.1585187070
34.11,12,PatientTissueFromHU450,1.2965800,58.0915594700,75.3203541800,3.0356726130
34.11,13,PatientTissueFromHU550,1.3606300,57.5465226000,78.2995250400,2.9217590570
34.11,14,PatientTissueFromHU650,1.4258500,57.0001734400,81.2736972900,2.8163910050
34.11,15,PatientTissueFromHU750,1.4919000,56.4692840000,84.2465248000,2.7184691770
34.11,16,PatientTissueFromHU850,1.5592200,55.9340369300,87.2134690600,2.6274439970
34.11,17,PatientTissueFromHU950,1.6247800,55.5073366400,90.1872104300,2.5419650440
34.11,18,PatientTissueFromHU1050,1.6890400,55.1578763000,93.1638593800,2.4617472700
34.11,19,PatientTissueFromHU1150,1.7563600,54.7332357500,96.1312659400,2.3868660080
34.11,20,PatientTissueFromHU1250,1.8216000,54.4049351700,99.1040299000,2.3161460720
34.11,21,PatientTissueFromHU1350,1.8875600,54.0776930700,102.0748903000,2.2495924240
34.11,22,PatientTissueFromHU1450,1.9542400,53.7514918100,105.0433153000,2.1868589320
34.11,23,PatientTissueFromHU2247,2.4196000,53.5301586000,129.5215718000,1.7740383820
34.11,24,PatientTissueFromHU2995,4.5524800,41.5632792800,189.2159977000,1.2314337760
34.21,0,PatientTissueFromHUNegative975,0.0393235,53.2460333500,2.0938203920,109.7811150000
34.21,1,PatientTissueFromHUNegative535,0.4700410,60.5465397600,28.4593561000,8.0442087980
34.21,2,PatientTissueFromHUNegative102,0.8749110,62.2774175600,54.4871976800,4.1918191090
34.21,3,PatientTissueFromHUNegative68,0.9126860,61.9146894500,56.5086702500,4.0436516820
34.21,4,PatientTissueFromHUNegative38,0.9471830,61.5384771500,58.2881994100,3.9219931620
34.21,5,PatientTissueFromHUNegative8,0.9803890,61.2730438800,60.0714182200,3.8070154390
34.21,6,PatientTissueFromHU12,1.0038600,61.0283561500,61.2639256100,3.7340684250
34.21,7,PatientTissueFromHU49,1.0430800,60.5930995500,63.2034502700,3.6217776560
34.21,8,PatientTissueFromHU100,1.0788000,60.0019112400,64.7300618500,3.5367931100
34.21,9,PatientTissueFromHU160,1.1085700,60.0144652900,66.5302357900,3.4401011480
34.21,10,PatientTissueFromHU250,1.1660600,59.3504333400,69.2061663000,3.3090971910
34.21,11,PatientTissueFromHU350,1.2314600,58.6091299800,72.1747992000,3.1751254370
34.21,12,PatientTissueFromHU450,1.2965800,57.9550267200,75.1433285500,3.0516233130
34.21,13,PatientTissueFromHU550,1.3606300,57.4113752400,78.1156394900,2.9371028450
34.21,14,PatientTissueFromHU650,1.4258500,56.8664147300,81.0829774400,2.8311732800
34.21,15,PatientTissueFromHU750,1.4919000,56.3368714200,84.0489784700,2.7327298140
34.21,16,PatientTissueFromHU850,1.5592200,55.8029828100,87.0091268600,2.6412194840
34.21,17,PatientTissueFromHU950,1.6247800,55.3773640200,89.9760335200,2.5552863030
34.21,18,PatientTissueFromHU1050,1.6890400,55.0287936600,92.9458336400,2.4746428960
34.21,19,PatientTissueFromHU1150,1.7563600,54.6052276900,95.9064377100,2.3993635600
34.21,20,PatientTissueFromHU1250,1.8216000,54.2777592600,98.8723662600,2.3282687350
34.21,21,PatientTissueFromHU1350,1.8875600,53.9513458300,101.8364023000,2.2613622530
34.21,22,PatientTissueFromHU1450,1.9542400,53.6259697400,104.7980151000,2.1982961510
34.21,23,PatientTissueFromHU2247,2.4196000,53.4051970200,129.2192147000,1.7833140790
34.21,24,PatientTissueFromHU2995,4.5524800,41.4692447800,188.7879075000,1.2377829200
34.31,0,PatientTissueFromHUNegative975,0.0393235,53.1215747300,2.0889262440,110.3549009000
34.31,1,PatientTissueFromHUNegative535,0.4700410,60.4042691500,28.3924830700,8.0864238100
34.31,2,PatientTissueFromHUNegative102,0.8749110,62.1306311300,54.3587726100,4.2138686260
34.31,3,PatientTissueFromHUNegative68,0.9126860,61.7688433500,56.3755585600,4.0649124120
34.31,4,PatientTissueFromHUNegative38,0.9471830,61.3936078200,58.1509816400,3.9426047900
34.31,5,PatientTissueFromHUNegative8,0.9803890,61.1288692300,59.9300709700,3.8270152000
34.31,6,PatientTissueFromHU12,1.0038600,60.8848153500,61.1198307400,3.7536788800
34.31,7,PatientTissueFromHU49,1.0430800,60.4506989800,63.0549150900,3.6407863060
34.31,8,PatientTissueFromHU100,1.0788000,59.8609378200,64.5779797200,3.5553534490
34.31,9,PatientTissueFromHU160,1.1085700,59.8734356900,66.3738946000,3.4581592860
34.31,10,PatientTissueFromHU250,1.1660600,59.2110902700,69.0436839200,3.3264570730
34.31,11,PatientTissueFromHU350,1.2314600,58.4716638800,72.0055152000,3.1917712680
34.31,12,PatientTissueFromHU450,1.2965800,57.8192209700,74.9672455300,3.0676115350
34.31,13,PatientTissueFromHU550,1.3606300,57.2769471400,77.9327325900,2.9524826980
34.31,14,PatientTissueFromHU650,1.4258500,56.7333675200,80.8932720800,2.8459902740
34.31,15,PatientTissueFromHU750,1.4919000,56.2051628200,83.8524824100,2.7470239190
34.31,16,PatientTissueFromHU850,1.5592200,55.6726250800,86.8058704700,2.6550272750
34.31,17,PatientTissueFromHU950,1.6247800,55.2480817600,89.7659782700,2.5686387800
34.31,18,PatientTissueFromHU1050,1.6890400,54.9003963800,92.7289655000,2.4875687270
34.31,19,PatientTissueFromHU1150,1.7563600,54.4778989900,95.6828026700,2.4118903650
34.31,20,PatientTissueFromHU1250,1.8216000,54.1512580500,98.6419316600,2.3404197590
34.31,21,PatientTissueFromHU1350,1.8875600,53.8256686500,101.5991791000,2.2731596050
34.31,22,PatientTissueFromHU1450,1.9542400,53.5011131300,104.5540153000,2.2097601000
34.31,23,PatientTissueFromHU2247,2.4196000,53.2808977500,128.9184602000,1.7926114470
34.31,24,PatientTissueFromHU2995,4.5524800,41.3757032800,188.3620617000,1.2441464390
34.41,0,PatientTissueFromHUNegative975,0.0393235,52.9977759800,2.0840580440,110.9300292000
34.41,1,PatientTissueFromHUNegative535,0.4700410,60.2627552200,28.3259657200,8.1287381040
34.41,2,PatientTissueFromHUNegative102,0.8749110,61.9846269800,54.2310319800,4.2359701590
34.41,3,PatientTissueFromHUNegative68,0.9126860,61.6237742300,56.2431560100,4.0862232670
34.41,4,PatientTissueFromHUNegative38,0.9471830,61.2495099500,58.0144945800,3.9632649830
34.41,5,PatientTissueFromHUNegative8,0.9803890,60.9854620800,59.7894761800,3.8470620610
34.41,6,PatientTissueFromHU12,1.0038600,60.7420384800,60.9765027500,3.7733354980
34.41,7,PatientTissueFromHU49,1.0430800,60.3090558700,62.9071699900,3.6598396670
34.41,8,PatientTissueFromHU100,1.0788000,59.7207141500,64.4267064200,3.5739574330
34.41,9,PatientTissueFromHU160,1.1085700,59.7331562500,66.2183850200,3.4762598950
34.41,10,PatientTissueFromHU250,1.1660600,59.0724879600,68.8820653100,3.3438577480
34.41,11,PatientTissueFromHU350,1.2314600,58.3349280900,71.8371305500,3.2084561740
34.41,12,PatientTissueFromHU450,1.2965800,57.6841362700,74.7920974100,3.0836372540
34.41,13,PatientTissueFromHU550,1.3606300,57.1432324200,77.7507963300,2.9678985940
34.41,14,PatientTissueFromHU650,1.4258500,56.6010259900,80.7045729000,2.8608419640
34.41,15,PatientTissueFromHU750,1.4919000,56.0741524500,83.6570280400,2.7613514700
34.41,16,PatientTissueFromHU850,1.5592200,55.5429580500,86.6036910400,2.6688673480
34.41,17,PatientTissueFromHU950,1.6247800,55.1194842000,89.5570355300,2.5820224550
34.41,18,PatientTissueFromHU1050,1.6890400,54.7726788600,92.5132455000,2.5005247440
34.41,19,PatientTissueFromHU1150,1.7563600,54.3512441000,95.4603510900,2.4244464050
34.41,20,PatientTissueFromHU1250,1.8216000,54.0254260400,98.4127160700,2.3525991270
34.41,21,PatientTissueFromHU1350,1.8875600,53.7006560800,101.3632104000,2.2849844610
34.41,22,PatientTissueFromHU1450,1.9542400,53.3769165400,104.3113054000,2.2212507630
34.41,23,PatientTissueFromHU2247,2.4196000,53.1572554000,128.6192952000,1.8019304740
34.41,24,PatientTissueFromHU2995,4.5524800,41.2826508000,187.9384421000,1.2505243230
34.51,0,PatientTissueFromHUNegative975,0.0393235,52.8746317200,2.0792155810,111.5064989000
34.51,1,PatientTissueFromHUNegative535,0.4700410,60.1219918100,28.2598011500,8.1711516160
34.51,2,PatientTissueFromHUNegative102,0.8749110,61.8393987300,54.1039701800,4.2581236740
34.51,3,PatientTissueFromHUNegative68,0.9126860,61.4794757400,56.1114568000,4.1075842160
34.51,4,PatientTissueFromHUNegative38,0.9471830,61.1061772300,57.8787322700,3.9839737090
34.51,5,PatientTissueFromHUNegative8,0.9803890,60.8428161800,59.6496277100,3.8671559920
34.51,6,PatientTissueFromHU12,1.0038600,60.6000193100,60.8339353900,3.7930382520
34.51,7,PatientTissueFromHU49,1.0430800,60.1681640300,62.7602085400,3.6789377110
34.51,8,PatientTissueFromHU100,1.0788000,59.5812341600,64.2762354200,3.5926050340
34.51,9,PatientTissueFromHU160,1.1085700,59.5936208500,66.0637002700,3.4944029500
34.51,10,PatientTissueFromHU250,1.1660600,58.9346203600,68.7213034200,3.3612991900
34.51,11,PatientTissueFromHU350,1.2314600,58.1989166600,71.6696379100,3.2251801320
34.51,12,PatientTissueFromHU450,1.2965800,57.5497667600,74.6178765900,3.0997004450
34.51,13,PatientTissueFromHU550,1.3606300,57.0102252700,77.5698228100,2.9833505100
34.51,14,PatientTissueFromHU650,1.4258500,56.4693844000,80.5168717500,2.8757283280
34.51,15,PatientTissueFromHU750,1.4919000,55.9438346300,83.4626068900,2.7757124460
34.51,16,PatientTissueFromHU850,1.5592200,55.4139761200,86.4025798400,2.6827396840
34.51,17,PatientTissueFromHU950,1.6247800,54.9915658000,89.3491962900,2.5954373100
34.51,18,PatientTissueFromHU1050,1.6890400,54.6456356000,92.2986643500,2.5135109260
34.51,19,PatientTissueFromHU1150,1.7563600,54.2252575700,95.2390733800,2.4370316610
34.51,20,PatientTissueFromHU1250,1.8216000,53.9002578100,98.1847096200,2.3648068200
34.51,21,PatientTissueFromHU1350,1.8875600,53.5763027300,101.1284860000,2.2968368040
34.51,22,PatientTissueFromHU1450,1.9542400,53.2533746500,104.0698749000,2.2327681230
34.51,23,PatientTissueFromHU2247,2.4196000,53.0342646500,128.3217067000,1.8112711430
34.51,24,PatientTissueFromHU2995,4.5524800,41.1900833800,187.5170308000,1.2569165620
34.61,0,PatientTissueFromHUNegative975,0.0393235,52.7521366400,2.0743986450,112.0843092000
34.61,1,PatientTissueFromHUNegative535,0.4700410,59.9819728800,28.1939865100,8.2136642830
34.61,2,PatientTissueFromHUNegative102,0.8749110,61.6949400400,53.9775816900,4.2803291380
34.61,3,PatientTissueFromHUNegative68,0.9126860,61.3359416100,55.9804552000,4.1289952260
34.61,4,PatientTissueFromHUNegative38,0.9471830,60.9636034800,57.7436888400,4.0047309380
34.61,5,PatientTissueFromHUNegative8,0.9803890,60.7009253600,59.5105195200,3.8872969630
34.61,6,PatientTissueFromHU12,1.0038600,60.4587517200,60.6921225000,3.8127871120
34.61,7,PatientTissueFromHU49,1.0430800,60.0280174000,62.6140243900,3.6980804090
34.61,8,PatientTissueFromHU100,1.0788000,59.4424919200,64.1265602900,3.6112962240
34.61,9,PatientTissueFromHU160,1.1085700,59.4548234500,65.9098336300,3.5125884220
34.61,10,PatientTissueFromHU250,1.1660600,58.7974815200,68.5613913000,3.3787813720
34.61,11,PatientTissueFromHU350,1.2314600,58.0636237100,71.5030300600,3.2419431150
34.61,12,PatientTissueFromHU450,1.2965800,57.4161066600,74.4445755700,3.1158010870
34.61,13,PatientTissueFromHU550,1.3606300,56.8779199900,77.3898042700,2.9988384220
34.61,14,PatientTissueFromHU650,1.4258500,56.3384371100,80.3301605600,2.8906493440
34.61,15,PatientTissueFromHU750,1.4919000,55.8142037900,83.2692106300,2.7901068260
34.61,16,PatientTissueFromHU850,1.5592200,55.2856737900,86.2025282800,2.6966442620
34.61,17,PatientTissueFromHU950,1.6247800,54.8643211100,89.1424516600,2.6088833230
34.61,18,PatientTissueFromHU1050,1.6890400,54.5192611800,92.0852129000,2.5265272540
34.61,19,PatientTissueFromHU1150,1.7563600,54.0999340300,95.0189601300,2.4496461140
34.61,20,PatientTissueFromHU1250,1.8216000,53.7757480300,97.9579026100,2.3770428210
34.61,21,PatientTissueFromHU1350,1.8875600,53.4526033100,100.8949959000,2.3087166170
34.61,22,PatientTissueFromHU1450,1.9542400,53.1304821800,103.8297135000,2.2443121630
34.61,23,PatientTissueFromHU2247,2.4196000,52.9119202700,128.0256823000,1.8206334430
34.61,24,PatientTissueFromHU2995,4.5524800,41.0979971200,187.0978099000,1.2633231440
34.71,0,PatientTissueFromHUNegative975,0.0393235,52.6302854600,2.0696070300,112.6634592000
34.71,1,PatientTissueFromHUNegative535,0.4700410,59.8426922800,28.1285189200,8.2562760430
34.71,2,PatientTissueFromHUNegative102,0.8749110,61.5512446500,53.8518610100,4.3025865200
34.71,3,PatientTissueFromHUNegative68,0.9126860,61.1931655900,55.8501455300,4.1504562670
34.71,4,PatientTissueFromHUNegative38,0.9471830,60.8217824700,57.6093583800,4.0255366400
34.71,5,PatientTissueFromHUNegative8,0.9803890,60.5597834400,59.3721455200,3.9074849450
34.71,6,PatientTissueFromHU12,1.0038600,60.3182295200,60.5510578800,3.8325820490
34.71,7,PatientTissueFromHU49,1.0430800,59.8886098400,62.4686111500,3.7172677330
34.71,8,PatientTissueFromHU100,1.0788000,59.3044812600,63.9776743800,3.6300309760
34.71,9,PatientTissueFromHU160,1.1085700,59.3167580200,65.7567784400,3.5308162860
34.71,10,PatientTissueFromHU250,1.1660600,58.6610654800,68.4023220100,3.3963042690
34.71,11,PatientTissueFromHU350,1.2314600,57.9290433800,71.3372997700,3.2587451000
34.71,12,PatientTissueFromHU450,1.2965800,57.2831501500,74.2721868200,3.1319391540
34.71,13,PatientTissueFromHU550,1.3606300,56.7463108100,77.2107328800,3.0143623080
34.71,14,PatientTissueFromHU650,1.4258500,56.2081784300,80.1444312100,2.9056049890
34.71,15,PatientTissueFromHU750,1.4919000,55.6852542800,83.0768308600,2.8045345880
34.71,16,PatientTissueFromHU850,1.5592200,55.1580454500,86.0035276300,2.7105810600
34.71,17,PatientTissueFromHU950,1.6247800,54.7377445900,88.9367926500,2.6223604750
34.71,18,PatientTissueFromHU1050,1.6890400,54.3935501000,91.8728818600,2.5395737090
34.71,19,PatientTissueFromHU1150,1.7563600,53.9752680300,94.8000017500,2.4622897460
34.71,20,PatientTissueFromHU1250,1.8216000,53.6518912900,97.7322851700,2.3893071100
34.71,21,PatientTissueFromHU1350,1.8875600,53.3295524600,100.6627300000,2.3206238810
34.71,22,PatientTissueFromHU1450,1.9542400,53.0082338200,103.5908109000,2.2558828650
34.71,23,PatientTissueFromHU2247,2.4196000,52.7902169700,127.7312090000,1.8300173590
34.71,24,PatientTissueFromHU2995,4.5524800,41.0063881400,186.6807619000,1.2697440610
34.81,0,PatientTissueFromHUNegative975,0.0393235,52.5090729800,2.0648405310,113.2439481000
34.81,1,PatientTissueFromHUNegative535,0.4700410,59.7041440400,28.0633955700,8.2989868330
34.81,2,PatientTissueFromHUNegative102,0.8749110,61.4083063500,53.7268027200,4.3248957870
34.81,3,PatientTissueFromHUNegative68,0.9126860,61.0511415300,55.7205221600,4.1719673070
34.81,4,PatientTissueFromHUNegative38,0.9471830,60.6807080800,57.4757351200,4.0463907840
34.81,5,PatientTissueFromHUNegative8,0.9803890,60.4193843300,59.2344997800,3.9277199080
34.81,6,PatientTissueFromHU12,1.0038600,60.1784466800,60.4107354800,3.8524230340
34.81,7,PatientTissueFromHU49,1.0430800,59.7499353900,62.3239626000,3.7364996550
34.81,8,PatientTissueFromHU100,1.0788000,59.1671962400,63.8295713000,3.6488092620
34.81,9,PatientTissueFromHU160,1.1085700,59.1794186400,65.6045281200,3.5490865150
34.81,10,PatientTissueFromHU250,1.1660600,58.5253663900,68.2440887400,3.4138678560
34.81,11,PatientTissueFromHU350,1.2314600,57.7951699100,71.1724399300,3.2755860620
34.81,12,PatientTissueFromHU450,1.2965800,57.1508915400,74.1007029500,3.1481146230
34.81,13,PatientTissueFromHU550,1.3606300,56.6153921200,77.0326009800,3.0299221440
34.81,14,PatientTissueFromHU650,1.4258500,56.0786027800,79.9596757800,2.9205952420
34.81,15,PatientTissueFromHU750,1.4919000,55.5569806100,82.8854593700,2.8189957110
34.81,16,PatientTissueFromHU850,1.5592200,55.0310856800,85.8055694200,2.7245500590
34.81,17,PatientTissueFromHU950,1.6247800,54.6118308300,88.7322104900,2.6358687470
34.81,18,PatientTissueFromHU1050,1.6890400,54.2684970000,91.6616621800,2.5526502720
34.81,19,PatientTissueFromHU1150,1.7563600,53.8512542600,94.5821889200,2.4749625380
34.81,20,PatientTissueFromHU1250,1.8216000,53.5286823200,97.5078477200,2.4015996700
34.81,21,PatientTissueFromHU1350,1.8875600,53.2071449300,100.4316785000,2.3325585790
34.81,22,PatientTissueFromHU1450,1.9542400,52.8866243600,103.3531568000,2.2674802120
34.81,23,PatientTissueFromHU2247,2.4196000,52.6691495600,127.4382743000,1.8394228760
34.81,24,PatientTissueFromHU2995,4.5524800,40.9152526200,186.2658692000,1.2761793010
34.91,0,PatientTissueFromHUNegative975,0.0393235,52.3884940600,2.0600989460,113.8257751000
34.91,1,PatientTissueFromHUNegative535,0.4700410,59.5663222400,27.9986136700,8.3417965920
34.91,2,PatientTissueFromHUNegative102,0.8749110,61.2661190100,53.6024014500,4.3472569060
